LANGUAGE,AGE,SET
language_1,"[1, 0]",6
language_2,"[1, 1]",6
language_3,"[0, 1]",6
language_5,"[1, 0]",6
language_6,"[1, 0]",6
language_7,"[1, 0]",6
language_8,"[0, 0]",6
language_9,"[0, 0]",6
language_10,"[1, 0]",6
language_11,"[0, 0]",6
language_12,"[1, 0]",6
language_13,"[0, 0]",6
language_14,"[1, 0]",6
language_16,"[1, 0]",6
language_17,"[1, 0]",6
language_19,"[0, 0]",6
language_22,"[1, 0]",6
language_23,"[1, 0]",6
language_24,"[0, 0]",6
language_26,"[1, 0]",6
language_27,"[0, 0]",6
language_28,"[0, 0]",6
language_29,"[1, 0]",6
language_30,"[0, 0]",6
language_31,"[1, 1]",6
language_32,"[0, 0]",6
language_33,"[1, 0]",6
language_35,"[1, 0]",6
language_36,"[1, 0]",6
language_38,"[1, 0]",6
language_39,"[1, 0]",6
language_40,"[0, 0]",6
language_41,"[1, 1]",6
language_42,"[1, 0]",6
language_43,"[1, 0]",6
language_44,"[1, 0]",6
language_46,"[0, 0]",6
language_47,"[0, 0]",6
language_48,"[0, 0]",6
language_49,"[1, 0]",6
language_50,"[0, 0]",6
language_53,"[0, 0]",6
language_55,"[0, 0]",6
language_56,"[1, 0]",6
language_57,"[1, 0]",6
language_60,"[1, 0]",6
language_61,"[1, 0]",6
language_63,"[1, 0]",6
language_65,"[0, 0]",6
language_66,"[1, 0]",6
language_67,"[0, 0]",6
language_68,"[1, 0]",6
language_69,"[0, 0]",6
language_70,"[0, 0]",6
language_71,"[0, 0]",6
language_72,"[0, 1]",6
language_73,"[0, 0]",6
language_75,"[1, 0]",6
language_76,"[0, 0]",6
language_77,"[1, 0]",6
language_78,"[1, 0]",6
language_79,"[1, 0]",6
language_80,"[1, 0]",6
language_81,"[1, 0]",6
language_82,"[0, 0]",6
language_83,"[0, 0]",6
language_84,"[1, 0]",6
language_85,"[0, 1]",6
language_86,"[1, 1]",6
language_89,"[1, 0]",6
language_90,"[1, 0]",6
language_91,"[0, 0]",6
language_93,"[1, 0]",6
language_96,"[0, 0]",6
language_97,"[1, 0]",6
language_98,"[1, 0]",6
language_99,"[1, 0]",6
language_101,"[0, 0]",6
language_102,"[1, 0]",6
language_103,"[1, 0]",6
language_104,"[1, 0]",6
language_105,"[1, 0]",6
language_106,"[1, 0]",6
language_107,"[1, 0]",6
language_108,"[1, 0]",6
language_109,"[1, 0]",6
language_110,"[1, 0]",6
language_111,"[1, 0]",6
language_112,"[1, 0]",6
language_113,"[1, 0]",6
language_114,"[1, 0]",6
language_115,"[1, 0]",6
language_116,"[1, 0]",6
language_117,"[0, 0]",6
language_119,"[1, 0]",6
language_120,"[1, 1]",6
language_123,"[1, 0]",6
language_125,"[0, 0]",6
language_126,"[0, 0]",6
language_127,"[1, 0]",6
language_128,"[0, 0]",6
language_129,"[0, 0]",6
language_130,"[1, 1]",6
language_131,"[1, 0]",6
language_132,"[1, 1]",6
language_133,"[1, 0]",6
language_134,"[1, 0]",6
language_135,"[1, 0]",6
language_136,"[1, 0]",6
language_137,"[1, 0]",6
language_138,"[1, 1]",6
language_139,"[0, 0]",6
language_140,"[0, 1]",6
language_141,"[0, 0]",6
language_142,"[1, 0]",6
language_143,"[0, 1]",6
language_144,"[0, 0]",6
language_146,"[0, 0]",6
language_147,"[0, 0]",6
language_148,"[1, 0]",6
language_149,"[0, 0]",6
language_151,"[1, 0]",6
language_152,"[1, 0]",6
language_153,"[1, 0]",6
language_154,"[1, 0]",6
language_156,"[1, 0]",6
language_159,"[0, 0]",6
language_160,"[0, 0]",6
language_162,"[0, 0]",6
language_163,"[1, 0]",6
language_164,"[1, 0]",6
language_165,"[1, 0]",6
language_166,"[1, 0]",6
language_167,"[1, 1]",6
language_168,"[1, 0]",6
language_169,"[0, 0]",6
language_170,"[0, 0]",6
language_171,"[0, 0]",6
language_172,"[1, 0]",6
language_173,"[1, 0]",6
language_174,"[1, 0]",6
language_175,"[0, 0]",6
language_176,"[1, 0]",6
language_177,"[0, 0]",6
language_178,"[1, 0]",6
language_179,"[1, 0]",6
language_180,"[1, 0]",6
language_181,"[1, 0]",6
language_183,"[1, 1]",6
language_184,"[1, 0]",6
language_185,"[1, 0]",6
language_186,"[1, 0]",6
language_187,"[1, 0]",6
language_189,"[1, 0]",6
language_190,"[1, 0]",6
language_191,"[1, 0]",6
language_192,"[1, 0]",6
language_193,"[1, 0]",6
language_194,"[0, 0]",6
language_196,"[0, 0]",6
language_198,"[1, 0]",6
language_199,"[1, 0]",6
language_200,"[0, 0]",6
language_201,"[1, 0]",6
language_202,"[1, 0]",6
language_203,"[0, 1]",6
