LANGUAGE,AGE,SET
language_1,"[1, 0]",743
language_2,"[1, 1]",743
language_4,"[1, 0]",743
language_5,"[1, 1]",743
language_6,"[1, 1]",743
language_7,"[1, 0]",743
language_8,"[0, 1]",743
language_9,"[1, 0]",743
language_10,"[0, 0]",743
language_11,"[0, 0]",743
language_12,"[1, 0]",743
language_13,"[1, 0]",743
language_14,"[1, 0]",743
language_15,"[1, 0]",743
language_16,"[1, 0]",743
language_17,"[0, 0]",743
language_18,"[0, 0]",743
language_19,"[0, 1]",743
language_20,"[1, 0]",743
language_21,"[1, 0]",743
language_22,"[0, 0]",743
language_24,"[0, 1]",743
language_25,"[1, 0]",743
language_26,"[1, 0]",743
language_27,"[0, 0]",743
language_28,"[0, 0]",743
language_29,"[1, 0]",743
language_30,"[1, 0]",743
language_32,"[1, 1]",743
language_34,"[1, 0]",743
language_35,"[1, 0]",743
language_36,"[0, 1]",743
language_37,"[0, 0]",743
language_38,"[1, 0]",743
language_40,"[1, 1]",743
language_41,"[1, 0]",743
language_42,"[1, 0]",743
language_43,"[1, 1]",743
language_45,"[1, 0]",743
language_46,"[1, 0]",743
language_47,"[1, 0]",743
language_49,"[1, 0]",743
language_50,"[0, 0]",743
language_55,"[1, 0]",743
language_56,"[0, 1]",743
language_57,"[1, 0]",743
language_58,"[1, 0]",743
language_59,"[0, 0]",743
language_60,"[1, 0]",743
language_61,"[1, 0]",743
language_62,"[1, 0]",743
language_63,"[0, 0]",743
language_64,"[0, 0]",743
language_65,"[0, 1]",743
language_66,"[1, 0]",743
language_67,"[0, 0]",743
language_68,"[0, 0]",743
language_69,"[1, 0]",743
language_70,"[0, 0]",743
language_72,"[1, 0]",743
language_73,"[1, 0]",743
language_74,"[1, 0]",743
language_75,"[0, 0]",743
language_76,"[0, 1]",743
language_78,"[1, 0]",743
language_79,"[1, 0]",743
language_80,"[1, 0]",743
language_81,"[1, 0]",743
language_82,"[1, 0]",743
language_83,"[0, 0]",743
language_84,"[1, 0]",743
language_86,"[1, 1]",743
language_87,"[0, 0]",743
language_88,"[0, 0]",743
language_89,"[1, 0]",743
language_90,"[1, 1]",743
language_92,"[1, 0]",743
language_93,"[0, 0]",743
language_94,"[1, 0]",743
language_95,"[0, 0]",743
language_96,"[1, 0]",743
language_99,"[1, 0]",743
language_100,"[1, 0]",743
language_101,"[1, 0]",743
language_102,"[0, 0]",743
language_103,"[1, 0]",743
language_104,"[1, 0]",743
language_105,"[0, 0]",743
language_106,"[1, 0]",743
