LANGUAGE,AGE,SET
language_1,"[1, 0]",180
language_2,"[0, 0]",180
language_3,"[1, 0]",180
language_4,"[1, 0]",180
language_5,"[0, 0]",180
language_6,"[0, 0]",180
language_7,"[1, 0]",180
language_8,"[1, 0]",180
language_9,"[1, 0]",180
language_10,"[0, 0]",180
language_11,"[0, 1]",180
language_12,"[1, 0]",180
language_13,"[0, 0]",180
language_14,"[1, 0]",180
language_15,"[1, 0]",180
language_16,"[1, 0]",180
language_18,"[1, 0]",180
language_19,"[1, 0]",180
language_20,"[0, 0]",180
language_22,"[0, 0]",180
language_23,"[1, 1]",180
language_24,"[0, 0]",180
language_25,"[1, 0]",180
language_27,"[0, 0]",180
language_28,"[0, 0]",180
language_29,"[0, 0]",180
language_31,"[1, 0]",180
language_34,"[1, 0]",180
language_35,"[1, 1]",180
language_36,"[0, 0]",180
language_37,"[1, 0]",180
language_38,"[0, 1]",180
language_39,"[0, 1]",180
language_40,"[1, 0]",180
language_41,"[1, 0]",180
language_43,"[1, 0]",180
language_44,"[1, 0]",180
language_45,"[1, 0]",180
language_46,"[1, 0]",180
language_47,"[1, 0]",180
language_48,"[1, 0]",180
language_49,"[1, 0]",180
language_50,"[1, 0]",180
language_51,"[1, 1]",180
language_52,"[0, 0]",180
language_53,"[1, 0]",180
language_54,"[0, 0]",180
language_55,"[1, 0]",180
language_56,"[1, 0]",180
language_57,"[1, 0]",180
language_58,"[1, 0]",180
language_59,"[1, 0]",180
language_61,"[1, 0]",180
language_62,"[1, 0]",180
language_63,"[0, 1]",180
language_64,"[1, 0]",180
language_65,"[1, 1]",180
language_67,"[1, 0]",180
language_68,"[1, 0]",180
language_70,"[0, 0]",180
language_71,"[1, 0]",180
language_72,"[1, 0]",180
language_73,"[1, 0]",180
language_75,"[1, 0]",180
language_76,"[1, 1]",180
language_78,"[1, 0]",180
language_80,"[1, 1]",180
language_81,"[1, 1]",180
language_82,"[0, 0]",180
language_83,"[0, 0]",180
language_84,"[1, 0]",180
language_85,"[0, 0]",180
language_86,"[1, 0]",180
language_87,"[1, 0]",180
language_88,"[1, 0]",180
language_89,"[1, 0]",180
language_90,"[0, 0]",180
language_91,"[1, 0]",180
language_92,"[1, 1]",180
language_93,"[1, 0]",180
language_94,"[1, 0]",180
language_95,"[1, 0]",180
language_96,"[0, 0]",180
language_97,"[0, 0]",180
language_98,"[1, 0]",180
language_99,"[1, 0]",180
language_100,"[1, 1]",180
language_101,"[1, 0]",180
language_102,"[0, 0]",180
language_103,"[0, 0]",180
language_104,"[1, 0]",180
language_106,"[1, 0]",180
language_107,"[1, 0]",180
language_108,"[0, 0]",180
language_110,"[1, 1]",180
language_111,"[0, 1]",180
language_114,"[1, 0]",180
language_116,"[1, 0]",180
language_117,"[1, 0]",180
language_118,"[0, 0]",180
language_120,"[0, 0]",180
language_121,"[0, 0]",180
language_122,"[0, 0]",180
language_124,"[1, 0]",180
language_125,"[1, 0]",180
language_127,"[0, 1]",180
language_128,"[1, 0]",180
language_129,"[1, 0]",180
language_130,"[1, 1]",180
language_131,"[0, 0]",180
language_132,"[1, 0]",180
language_133,"[1, 0]",180
language_134,"[1, 0]",180
language_135,"[1, 0]",180
language_136,"[0, 0]",180
language_137,"[1, 1]",180
language_138,"[0, 0]",180
language_140,"[0, 0]",180
language_141,"[0, 0]",180
language_142,"[1, 0]",180
language_143,"[1, 0]",180
language_144,"[0, 0]",180
language_145,"[1, 0]",180
language_146,"[0, 0]",180
language_148,"[0, 0]",180
language_149,"[1, 0]",180
language_150,"[1, 0]",180
language_151,"[1, 0]",180
language_152,"[1, 0]",180
language_154,"[1, 0]",180
language_155,"[1, 0]",180
language_156,"[1, 0]",180
language_157,"[1, 0]",180
language_159,"[1, 0]",180
language_160,"[1, 0]",180
language_162,"[1, 0]",180
language_163,"[1, 0]",180
language_164,"[1, 0]",180
language_165,"[1, 1]",180
language_166,"[0, 0]",180
language_167,"[1, 0]",180
language_168,"[1, 0]",180
language_169,"[0, 1]",180
language_170,"[0, 0]",180
language_171,"[1, 0]",180
language_172,"[1, 0]",180
language_173,"[1, 0]",180
language_174,"[1, 0]",180
language_176,"[0, 0]",180
language_177,"[1, 0]",180
language_178,"[1, 0]",180
language_179,"[1, 0]",180
language_180,"[1, 0]",180
language_182,"[1, 0]",180
language_184,"[1, 0]",180
language_186,"[0, 0]",180
language_187,"[1, 0]",180
language_188,"[1, 0]",180
language_189,"[1, 0]",180
language_190,"[0, 0]",180
language_191,"[1, 0]",180
language_192,"[0, 0]",180
language_193,"[0, 0]",180
language_194,"[0, 0]",180
language_195,"[1, 1]",180
language_196,"[0, 0]",180
language_197,"[0, 0]",180
language_199,"[0, 0]",180
language_200,"[1, 0]",180
language_201,"[0, 0]",180
language_203,"[0, 0]",180
language_204,"[1, 0]",180
language_205,"[1, 0]",180
language_206,"[1, 0]",180
language_207,"[1, 0]",180
language_208,"[0, 0]",180
language_209,"[1, 0]",180
language_211,"[1, 0]",180
language_212,"[1, 0]",180
language_216,"[1, 0]",180
language_217,"[1, 1]",180
language_218,"[1, 0]",180
language_220,"[1, 0]",180
language_222,"[0, 0]",180
language_223,"[0, 0]",180
language_224,"[0, 0]",180
language_225,"[1, 0]",180
language_226,"[1, 0]",180
language_227,"[0, 0]",180
language_229,"[1, 0]",180
language_230,"[1, 0]",180
language_231,"[1, 0]",180
language_232,"[0, 0]",180
language_233,"[1, 1]",180
language_236,"[1, 0]",180
language_237,"[0, 0]",180
language_238,"[1, 0]",180
language_239,"[0, 0]",180
language_240,"[1, 0]",180
language_241,"[0, 0]",180
language_242,"[0, 0]",180
language_243,"[1, 1]",180
language_244,"[1, 0]",180
language_245,"[1, 0]",180
language_246,"[0, 0]",180
language_247,"[1, 1]",180
language_248,"[0, 0]",180
language_249,"[1, 0]",180
language_250,"[1, 0]",180
language_251,"[1, 0]",180
language_252,"[1, 1]",180
language_253,"[1, 0]",180
language_256,"[1, 0]",180
