LANGUAGE,AGE,SET
language_1,"[1, 0]",263
language_2,"[0, 0]",263
language_3,"[0, 0]",263
language_4,"[0, 0]",263
language_5,"[1, 0]",263
language_6,"[0, 0]",263
language_8,"[0, 0]",263
language_9,"[0, 0]",263
language_11,"[0, 0]",263
language_13,"[1, 0]",263
language_14,"[1, 0]",263
language_15,"[0, 1]",263
language_16,"[1, 0]",263
language_20,"[0, 0]",263
language_22,"[1, 0]",263
language_24,"[1, 0]",263
language_25,"[1, 0]",263
language_26,"[1, 0]",263
language_27,"[1, 0]",263
language_28,"[0, 0]",263
language_29,"[1, 0]",263
language_30,"[1, 0]",263
language_31,"[0, 0]",263
language_33,"[1, 0]",263
language_35,"[1, 0]",263
language_36,"[1, 0]",263
language_38,"[1, 1]",263
language_40,"[1, 1]",263
language_43,"[1, 0]",263
language_45,"[0, 0]",263
language_46,"[1, 0]",263
language_47,"[0, 0]",263
language_48,"[1, 0]",263
language_49,"[1, 0]",263
language_52,"[1, 0]",263
language_54,"[1, 0]",263
language_55,"[1, 0]",263
language_56,"[0, 0]",263
language_57,"[1, 0]",263
language_58,"[1, 0]",263
language_59,"[1, 0]",263
language_60,"[1, 0]",263
language_61,"[1, 0]",263
language_63,"[1, 1]",263
language_64,"[1, 0]",263
language_65,"[1, 0]",263
language_66,"[0, 0]",263
language_67,"[1, 1]",263
language_68,"[1, 0]",263
language_69,"[1, 0]",263
language_70,"[1, 0]",263
language_71,"[1, 0]",263
language_72,"[1, 0]",263
language_73,"[0, 0]",263
language_74,"[1, 0]",263
language_75,"[1, 0]",263
language_76,"[1, 0]",263
language_78,"[0, 0]",263
language_79,"[1, 0]",263
language_80,"[1, 0]",263
language_81,"[1, 0]",263
language_83,"[1, 0]",263
language_84,"[1, 0]",263
language_85,"[1, 0]",263
language_87,"[0, 1]",263
language_88,"[1, 0]",263
language_89,"[1, 0]",263
language_90,"[1, 0]",263
language_92,"[1, 0]",263
language_94,"[1, 0]",263
language_95,"[1, 0]",263
language_97,"[1, 0]",263
language_98,"[0, 0]",263
language_99,"[0, 0]",263
language_100,"[1, 0]",263
language_101,"[1, 0]",263
language_102,"[1, 0]",263
language_103,"[0, 0]",263
language_104,"[1, 1]",263
language_105,"[1, 0]",263
language_106,"[1, 1]",263
language_107,"[1, 1]",263
language_108,"[1, 0]",263
language_109,"[1, 1]",263
language_110,"[1, 0]",263
language_112,"[0, 0]",263
language_113,"[1, 0]",263
language_114,"[1, 0]",263
language_115,"[1, 0]",263
language_116,"[0, 0]",263
language_117,"[1, 0]",263
language_118,"[0, 0]",263
language_119,"[1, 0]",263
language_120,"[1, 0]",263
language_121,"[1, 0]",263
language_122,"[1, 0]",263
language_123,"[0, 0]",263
language_125,"[1, 0]",263
language_127,"[1, 0]",263
language_129,"[1, 0]",263
language_130,"[1, 0]",263
language_131,"[0, 0]",263
language_132,"[0, 0]",263
language_133,"[1, 0]",263
language_135,"[1, 0]",263
language_136,"[1, 1]",263
language_137,"[0, 1]",263
language_138,"[1, 0]",263
language_139,"[1, 0]",263
language_140,"[0, 0]",263
language_141,"[1, 0]",263
language_142,"[1, 0]",263
language_143,"[0, 0]",263
language_144,"[1, 1]",263
language_145,"[0, 1]",263
language_146,"[1, 1]",263
language_148,"[0, 1]",263
language_149,"[1, 0]",263
language_150,"[1, 0]",263
language_151,"[1, 0]",263
language_153,"[0, 0]",263
language_154,"[1, 0]",263
language_155,"[0, 0]",263
language_156,"[1, 1]",263
language_157,"[0, 0]",263
language_158,"[1, 0]",263
language_159,"[1, 0]",263
language_160,"[1, 0]",263
language_161,"[1, 1]",263
language_162,"[1, 1]",263
language_163,"[1, 0]",263
language_164,"[1, 0]",263
language_165,"[1, 0]",263
language_166,"[0, 0]",263
language_167,"[0, 0]",263
language_168,"[1, 0]",263
language_169,"[1, 0]",263
language_171,"[0, 0]",263
language_172,"[1, 1]",263
language_173,"[0, 0]",263
language_175,"[1, 0]",263
language_178,"[1, 0]",263
language_179,"[1, 0]",263
language_180,"[1, 0]",263
language_181,"[1, 0]",263
language_183,"[0, 0]",263
language_184,"[0, 0]",263
language_185,"[0, 1]",263
language_186,"[1, 0]",263
language_187,"[1, 0]",263
language_188,"[1, 1]",263
language_189,"[1, 1]",263
language_190,"[1, 0]",263
language_192,"[1, 0]",263
language_193,"[1, 0]",263
language_194,"[1, 0]",263
language_195,"[1, 0]",263
language_196,"[1, 0]",263
language_197,"[1, 1]",263
language_198,"[1, 0]",263
language_199,"[1, 0]",263
language_201,"[1, 0]",263
language_202,"[1, 0]",263
language_203,"[0, 0]",263
language_204,"[1, 0]",263
language_206,"[1, 0]",263
language_207,"[0, 0]",263
language_208,"[0, 0]",263
language_211,"[0, 0]",263
language_212,"[0, 1]",263
language_213,"[0, 1]",263
language_214,"[1, 0]",263
language_215,"[1, 0]",263
language_217,"[0, 0]",263
language_218,"[0, 0]",263
language_219,"[0, 0]",263
language_221,"[1, 1]",263
language_222,"[0, 0]",263
language_224,"[0, 0]",263
language_225,"[0, 0]",263
language_227,"[0, 1]",263
language_228,"[0, 0]",263
language_229,"[1, 1]",263
language_232,"[1, 0]",263
language_233,"[0, 0]",263
language_235,"[1, 0]",263
language_236,"[0, 0]",263
language_237,"[0, 0]",263
language_239,"[1, 0]",263
language_240,"[0, 0]",263
language_241,"[1, 0]",263
language_242,"[1, 0]",263
language_244,"[0, 0]",263
language_245,"[0, 0]",263
language_246,"[1, 0]",263
language_247,"[1, 0]",263
language_248,"[1, 1]",263
language_249,"[1, 0]",263
language_250,"[1, 0]",263
language_251,"[0, 0]",263
language_252,"[1, 0]",263
language_253,"[1, 0]",263
language_254,"[0, 0]",263
language_255,"[1, 0]",263
language_256,"[0, 0]",263
language_257,"[1, 0]",263
language_258,"[1, 0]",263
language_259,"[1, 0]",263
language_260,"[1, 0]",263
language_261,"[0, 0]",263
language_264,"[1, 0]",263
language_265,"[0, 1]",263
language_267,"[0, 0]",263
language_268,"[1, 0]",263
language_269,"[1, 0]",263
language_271,"[0, 0]",263
language_272,"[0, 0]",263
language_273,"[1, 0]",263
language_274,"[1, 0]",263
language_275,"[1, 0]",263
language_276,"[0, 0]",263
language_277,"[0, 0]",263
language_278,"[0, 0]",263
language_279,"[0, 0]",263
language_281,"[0, 0]",263
language_282,"[0, 0]",263
language_283,"[0, 0]",263
language_284,"[0, 0]",263
language_285,"[1, 0]",263
language_286,"[1, 0]",263
language_287,"[0, 0]",263
language_289,"[1, 1]",263
language_290,"[1, 0]",263
language_291,"[1, 0]",263
language_292,"[1, 0]",263
language_293,"[1, 1]",263
language_294,"[1, 0]",263
language_295,"[1, 0]",263
language_297,"[1, 1]",263
language_299,"[1, 0]",263
language_301,"[1, 0]",263
language_302,"[0, 0]",263
language_303,"[1, 0]",263
language_304,"[1, 0]",263
language_307,"[1, 0]",263
language_308,"[1, 0]",263
language_310,"[1, 0]",263
language_311,"[1, 0]",263
language_312,"[1, 0]",263
language_313,"[0, 0]",263
language_314,"[0, 0]",263
language_315,"[1, 0]",263
language_316,"[1, 0]",263
language_319,"[1, 0]",263
language_320,"[0, 0]",263
language_321,"[1, 0]",263
language_322,"[1, 1]",263
language_324,"[1, 0]",263
language_325,"[1, 1]",263
language_326,"[1, 0]",263
language_327,"[1, 0]",263
language_329,"[1, 0]",263
language_330,"[1, 0]",263
language_332,"[0, 1]",263
language_333,"[0, 0]",263
language_335,"[1, 0]",263
language_337,"[0, 0]",263
language_338,"[1, 0]",263
language_340,"[1, 0]",263
language_341,"[1, 0]",263
language_343,"[1, 0]",263
language_346,"[1, 0]",263
language_347,"[1, 1]",263
language_348,"[0, 0]",263
language_349,"[1, 0]",263
language_350,"[1, 0]",263
language_352,"[0, 0]",263
language_353,"[1, 0]",263
language_354,"[1, 1]",263
language_356,"[1, 0]",263
language_358,"[0, 0]",263
language_359,"[1, 0]",263
language_360,"[1, 0]",263
language_361,"[1, 0]",263
language_363,"[0, 0]",263
language_364,"[0, 0]",263
language_366,"[0, 0]",263
language_367,"[1, 1]",263
language_368,"[1, 0]",263
language_369,"[0, 0]",263
language_370,"[1, 0]",263
language_371,"[1, 0]",263
language_373,"[0, 0]",263
language_374,"[1, 0]",263
language_375,"[1, 0]",263
language_376,"[0, 0]",263
language_377,"[1, 0]",263
language_378,"[1, 0]",263
language_379,"[0, 1]",263
language_380,"[1, 0]",263
language_383,"[1, 0]",263
language_384,"[1, 0]",263
language_385,"[1, 0]",263
language_386,"[0, 0]",263
language_387,"[1, 0]",263
language_388,"[0, 0]",263
language_389,"[0, 0]",263
language_391,"[0, 1]",263
language_392,"[1, 0]",263
language_395,"[1, 0]",263
language_396,"[0, 0]",263
language_397,"[1, 0]",263
language_398,"[0, 0]",263
language_399,"[1, 0]",263
language_400,"[0, 1]",263
language_402,"[0, 0]",263
language_403,"[0, 0]",263
language_404,"[1, 0]",263
language_405,"[1, 0]",263
language_407,"[1, 0]",263
language_408,"[0, 0]",263
language_409,"[0, 0]",263
language_410,"[1, 0]",263
language_411,"[0, 0]",263
language_412,"[0, 1]",263
language_414,"[1, 0]",263
language_415,"[1, 0]",263
language_417,"[1, 0]",263
language_418,"[1, 0]",263
language_419,"[1, 0]",263
language_420,"[1, 0]",263
language_421,"[0, 0]",263
language_422,"[1, 0]",263
language_423,"[1, 0]",263
language_424,"[1, 0]",263
language_425,"[1, 0]",263
language_426,"[1, 1]",263
language_427,"[1, 0]",263
language_429,"[0, 0]",263
language_431,"[0, 0]",263
language_432,"[0, 0]",263
language_433,"[1, 0]",263
language_434,"[0, 0]",263
language_435,"[1, 0]",263
language_436,"[1, 0]",263
language_437,"[1, 0]",263
language_438,"[1, 0]",263
language_439,"[0, 0]",263
language_441,"[0, 0]",263
language_442,"[1, 0]",263
language_443,"[1, 0]",263
language_444,"[1, 0]",263
language_445,"[0, 0]",263
language_446,"[0, 0]",263
language_447,"[0, 0]",263
language_448,"[1, 0]",263
language_449,"[0, 0]",263
language_450,"[0, 0]",263
language_451,"[0, 1]",263
language_452,"[1, 0]",263
language_454,"[1, 0]",263
language_455,"[0, 0]",263
language_456,"[1, 0]",263
language_457,"[1, 0]",263
language_458,"[0, 0]",263
language_461,"[1, 1]",263
language_462,"[0, 0]",263
language_463,"[0, 0]",263
language_464,"[0, 0]",263
language_465,"[1, 0]",263
language_466,"[0, 0]",263
language_468,"[1, 0]",263
language_469,"[1, 0]",263
language_470,"[1, 1]",263
language_471,"[1, 0]",263
language_474,"[1, 0]",263
language_475,"[1, 0]",263
language_476,"[1, 0]",263
language_478,"[1, 0]",263
language_479,"[0, 0]",263
language_480,"[1, 0]",263
language_481,"[0, 0]",263
language_482,"[1, 1]",263
language_483,"[0, 0]",263
language_484,"[1, 0]",263
language_486,"[1, 0]",263
language_487,"[1, 0]",263
language_488,"[1, 0]",263
language_489,"[1, 0]",263
language_490,"[1, 0]",263
language_491,"[1, 0]",263
language_492,"[1, 0]",263
language_493,"[1, 1]",263
language_494,"[0, 0]",263
language_495,"[0, 0]",263
language_497,"[1, 1]",263
language_498,"[1, 0]",263
language_500,"[0, 0]",263
language_501,"[1, 0]",263
language_502,"[0, 0]",263
language_503,"[1, 0]",263
language_504,"[1, 0]",263
language_505,"[1, 0]",263
language_506,"[1, 0]",263
language_507,"[0, 0]",263
language_508,"[0, 1]",263
language_509,"[0, 0]",263
language_510,"[1, 0]",263
language_511,"[0, 0]",263
language_513,"[1, 0]",263
language_514,"[1, 0]",263
language_515,"[1, 0]",263
language_517,"[1, 0]",263
language_518,"[1, 0]",263
language_520,"[0, 1]",263
language_522,"[0, 0]",263
language_523,"[0, 0]",263
language_524,"[0, 0]",263
language_525,"[0, 0]",263
language_526,"[1, 0]",263
language_528,"[0, 0]",263
language_529,"[0, 0]",263
language_531,"[1, 0]",263
language_532,"[1, 1]",263
language_533,"[0, 0]",263
language_534,"[0, 0]",263
language_535,"[1, 0]",263
language_536,"[1, 1]",263
language_537,"[1, 0]",263
language_538,"[1, 1]",263
language_539,"[1, 0]",263
language_541,"[0, 0]",263
language_542,"[0, 0]",263
language_543,"[1, 0]",263
language_544,"[0, 0]",263
language_546,"[1, 0]",263
language_547,"[1, 0]",263
language_548,"[1, 0]",263
language_549,"[1, 0]",263
language_551,"[1, 0]",263
language_552,"[1, 0]",263
language_553,"[1, 0]",263
language_554,"[0, 0]",263
language_555,"[1, 0]",263
language_557,"[1, 0]",263
language_558,"[1, 0]",263
language_559,"[1, 0]",263
language_560,"[1, 0]",263
language_561,"[1, 1]",263
language_562,"[1, 0]",263
language_563,"[1, 0]",263
language_565,"[0, 0]",263
language_566,"[1, 0]",263
language_567,"[1, 1]",263
language_568,"[0, 0]",263
language_569,"[0, 0]",263
language_570,"[1, 0]",263
language_571,"[1, 0]",263
language_572,"[0, 0]",263
language_573,"[0, 0]",263
language_574,"[0, 1]",263
language_577,"[1, 0]",263
language_578,"[1, 0]",263
language_581,"[0, 0]",263
language_582,"[1, 0]",263
language_584,"[1, 0]",263
language_586,"[1, 0]",263
language_587,"[1, 0]",263
language_588,"[1, 0]",263
language_589,"[1, 0]",263
language_590,"[1, 0]",263
language_591,"[1, 0]",263
language_592,"[1, 0]",263
language_593,"[1, 1]",263
language_594,"[1, 0]",263
language_595,"[0, 0]",263
language_597,"[0, 0]",263
language_598,"[0, 0]",263
language_599,"[1, 0]",263
language_601,"[1, 0]",263
language_603,"[0, 0]",263
language_604,"[0, 0]",263
language_605,"[1, 0]",263
language_606,"[0, 1]",263
language_607,"[0, 0]",263
language_608,"[1, 0]",263
language_610,"[1, 0]",263
language_611,"[1, 0]",263
language_612,"[1, 0]",263
language_613,"[1, 1]",263
language_614,"[0, 1]",263
language_615,"[1, 0]",263
language_616,"[0, 0]",263
language_617,"[1, 0]",263
language_618,"[0, 0]",263
language_619,"[1, 0]",263
language_620,"[1, 0]",263
language_621,"[1, 0]",263
language_622,"[0, 0]",263
language_623,"[1, 1]",263
language_624,"[0, 0]",263
language_628,"[0, 1]",263
language_630,"[0, 0]",263
language_632,"[1, 0]",263
language_633,"[1, 1]",263
language_634,"[1, 0]",263
language_635,"[0, 1]",263
language_636,"[0, 0]",263
language_638,"[1, 0]",263
language_640,"[0, 0]",263
