LANGUAGE,AGE,SET
language_2,"[0, 0]",205
language_3,"[1, 1]",205
language_4,"[1, 1]",205
language_6,"[1, 0]",205
language_7,"[0, 1]",205
language_8,"[1, 0]",205
language_11,"[0, 1]",205
language_12,"[1, 0]",205
language_13,"[1, 0]",205
language_14,"[1, 0]",205
language_16,"[1, 0]",205
language_18,"[0, 0]",205
language_20,"[0, 0]",205
language_23,"[1, 0]",205
language_24,"[1, 0]",205
language_25,"[1, 1]",205
language_26,"[1, 0]",205
language_28,"[1, 0]",205
language_29,"[1, 0]",205
language_30,"[1, 0]",205
language_31,"[1, 0]",205
language_34,"[1, 0]",205
language_35,"[1, 0]",205
language_36,"[1, 0]",205
language_37,"[1, 0]",205
language_38,"[1, 0]",205
language_39,"[0, 0]",205
language_41,"[1, 0]",205
language_43,"[0, 0]",205
language_44,"[1, 0]",205
language_46,"[0, 0]",205
language_47,"[1, 0]",205
language_48,"[0, 0]",205
language_49,"[0, 0]",205
language_50,"[0, 0]",205
language_52,"[1, 0]",205
language_53,"[1, 0]",205
language_54,"[1, 1]",205
language_58,"[1, 0]",205
language_60,"[0, 0]",205
language_61,"[0, 0]",205
language_62,"[1, 0]",205
language_63,"[0, 0]",205
language_64,"[1, 0]",205
language_66,"[0, 0]",205
language_69,"[0, 0]",205
language_70,"[1, 0]",205
language_71,"[0, 0]",205
language_72,"[1, 0]",205
language_73,"[1, 0]",205
language_74,"[1, 0]",205
language_75,"[1, 0]",205
language_78,"[1, 0]",205
language_79,"[1, 0]",205
language_80,"[1, 0]",205
language_83,"[1, 0]",205
language_86,"[0, 0]",205
language_87,"[1, 0]",205
language_89,"[1, 1]",205
language_90,"[1, 0]",205
language_91,"[0, 0]",205
language_92,"[1, 0]",205
language_93,"[1, 0]",205
language_94,"[0, 0]",205
language_95,"[1, 0]",205
language_97,"[0, 0]",205
language_98,"[1, 0]",205
language_100,"[1, 0]",205
language_102,"[1, 0]",205
language_103,"[0, 1]",205
language_105,"[1, 0]",205
language_106,"[0, 1]",205
language_107,"[1, 0]",205
language_108,"[1, 0]",205
language_109,"[1, 0]",205
language_110,"[1, 0]",205
language_113,"[1, 0]",205
language_114,"[1, 0]",205
language_116,"[0, 0]",205
language_117,"[1, 0]",205
language_119,"[1, 0]",205
language_120,"[1, 0]",205
language_122,"[1, 1]",205
language_123,"[1, 0]",205
language_127,"[1, 0]",205
language_129,"[1, 0]",205
language_130,"[1, 0]",205
language_131,"[1, 0]",205
language_133,"[0, 0]",205
language_134,"[1, 0]",205
language_135,"[0, 0]",205
language_137,"[1, 0]",205
language_139,"[0, 0]",205
language_140,"[1, 0]",205
language_141,"[1, 0]",205
language_143,"[1, 0]",205
language_144,"[1, 0]",205
