LANGUAGE,AGE,SET
language_2,"[1, 1]",875
language_3,"[1, 0]",875
language_5,"[1, 0]",875
language_6,"[1, 0]",875
language_7,"[1, 0]",875
language_9,"[0, 0]",875
language_11,"[1, 0]",875
language_12,"[0, 0]",875
language_13,"[1, 0]",875
language_14,"[1, 0]",875
language_15,"[1, 0]",875
language_16,"[0, 0]",875
language_20,"[1, 0]",875
language_21,"[0, 0]",875
language_22,"[1, 0]",875
language_24,"[0, 0]",875
language_25,"[1, 0]",875
language_26,"[1, 0]",875
language_27,"[0, 1]",875
language_28,"[1, 0]",875
language_30,"[1, 0]",875
language_31,"[1, 0]",875
language_32,"[1, 1]",875
language_34,"[0, 0]",875
language_35,"[1, 1]",875
language_36,"[0, 0]",875
language_37,"[1, 0]",875
language_38,"[1, 0]",875
language_39,"[1, 0]",875
language_41,"[0, 1]",875
language_42,"[1, 0]",875
language_43,"[1, 0]",875
language_44,"[1, 0]",875
language_45,"[0, 0]",875
language_46,"[1, 0]",875
language_47,"[1, 0]",875
language_48,"[1, 0]",875
language_49,"[1, 0]",875
language_50,"[1, 0]",875
language_51,"[1, 0]",875
language_52,"[0, 0]",875
language_53,"[0, 0]",875
language_56,"[1, 0]",875
language_58,"[1, 1]",875
language_59,"[1, 0]",875
language_60,"[0, 0]",875
language_61,"[1, 0]",875
language_62,"[1, 0]",875
language_63,"[0, 0]",875
language_65,"[0, 0]",875
language_66,"[1, 0]",875
language_67,"[1, 0]",875
language_68,"[0, 0]",875
language_69,"[0, 1]",875
language_70,"[1, 0]",875
language_71,"[1, 0]",875
language_72,"[1, 0]",875
language_73,"[0, 0]",875
language_75,"[1, 0]",875
language_76,"[0, 0]",875
language_77,"[1, 1]",875
language_79,"[1, 0]",875
language_80,"[1, 0]",875
language_81,"[1, 0]",875
language_82,"[1, 0]",875
language_83,"[0, 0]",875
language_84,"[1, 1]",875
language_86,"[1, 0]",875
language_87,"[1, 1]",875
language_88,"[1, 0]",875
language_89,"[1, 0]",875
language_90,"[1, 1]",875
language_91,"[0, 0]",875
language_92,"[1, 0]",875
language_93,"[1, 0]",875
language_94,"[1, 1]",875
language_95,"[1, 0]",875
language_96,"[1, 0]",875
language_97,"[1, 0]",875
language_98,"[1, 0]",875
language_99,"[1, 0]",875
language_100,"[1, 0]",875
language_101,"[0, 0]",875
language_102,"[1, 0]",875
language_103,"[0, 0]",875
language_104,"[1, 0]",875
