LANGUAGE,AGE,SET
language_1,"[0, 0]",437
language_2,"[0, 0]",437
language_4,"[0, 0]",437
language_5,"[1, 1]",437
language_6,"[1, 0]",437
language_7,"[0, 0]",437
language_8,"[1, 0]",437
language_10,"[1, 0]",437
language_11,"[0, 0]",437
language_12,"[1, 0]",437
language_13,"[1, 0]",437
language_14,"[0, 0]",437
language_15,"[1, 1]",437
language_16,"[1, 0]",437
language_17,"[1, 0]",437
language_18,"[1, 0]",437
language_19,"[1, 1]",437
language_20,"[0, 0]",437
language_21,"[1, 0]",437
language_22,"[0, 0]",437
language_24,"[1, 0]",437
language_25,"[1, 0]",437
language_26,"[0, 0]",437
language_28,"[1, 0]",437
language_30,"[0, 0]",437
language_33,"[1, 0]",437
language_34,"[0, 0]",437
language_37,"[1, 0]",437
language_38,"[1, 0]",437
language_40,"[0, 1]",437
language_41,"[1, 1]",437
language_42,"[0, 0]",437
language_43,"[1, 0]",437
language_44,"[0, 0]",437
language_45,"[1, 0]",437
language_46,"[1, 0]",437
language_47,"[1, 0]",437
language_48,"[1, 0]",437
language_50,"[1, 0]",437
language_51,"[1, 1]",437
language_53,"[1, 0]",437
language_54,"[1, 0]",437
language_56,"[1, 0]",437
language_57,"[1, 0]",437
language_58,"[0, 0]",437
language_59,"[1, 0]",437
language_60,"[1, 0]",437
language_61,"[1, 0]",437
language_62,"[1, 0]",437
language_65,"[1, 0]",437
language_67,"[1, 0]",437
language_68,"[0, 0]",437
language_69,"[1, 0]",437
language_70,"[1, 0]",437
language_71,"[1, 0]",437
language_74,"[1, 0]",437
language_75,"[1, 0]",437
language_76,"[0, 0]",437
language_77,"[1, 1]",437
language_78,"[0, 0]",437
language_79,"[0, 0]",437
language_81,"[0, 0]",437
language_82,"[1, 0]",437
language_84,"[1, 0]",437
language_85,"[1, 0]",437
language_86,"[1, 0]",437
language_87,"[1, 1]",437
language_88,"[1, 0]",437
language_90,"[1, 0]",437
language_91,"[1, 0]",437
language_93,"[1, 0]",437
language_95,"[0, 0]",437
language_96,"[1, 0]",437
language_97,"[0, 0]",437
language_98,"[0, 0]",437
language_99,"[1, 0]",437
language_101,"[1, 0]",437
language_102,"[1, 0]",437
language_103,"[0, 0]",437
language_104,"[1, 0]",437
language_105,"[0, 0]",437
language_106,"[0, 1]",437
language_109,"[0, 0]",437
language_110,"[0, 0]",437
language_111,"[0, 0]",437
language_112,"[1, 0]",437
language_114,"[1, 0]",437
language_115,"[0, 0]",437
language_116,"[0, 0]",437
language_117,"[1, 0]",437
language_118,"[0, 1]",437
