LANGUAGE,GEN_0,GEN_1,SET
Abui,1.0,1.0,Other
Achuar,0.0,0.0,Other
Agob-Ende-Kawam,1.0,1.0,Other
Aguaruna,0.0,1.0,Other
Alamblak,1.0,1.0,Other
ASF_Auslan,0.0,0.0,Other
Atsugewi,0.0,1.0,Other
Au,1.0,1.0,Other
Awa,0.5,0.0,Other
Ayoreo,0.0,1.0,Other
Bardi,1.0,1.0,Other
Bari,0.0,1.0,Other
Baruya,1.0,1.0,Other
Basque,0.0,1.0,Other
Basque,0.0,0.0,Other
Berik,1.0,0.5,Other
Bilua,0.0,0.5,Other
Bininj_Kun-wok,1.0,1.0,Other
Blagar,1.0,1.0,Other
Chimariko,0.0,0.5,Other
Chiricahua,0.25,1.0,Other
Copper_Inuit,0.0,0.0,Other
Cubeo,1.0,1.0,Other
Cusco_Quechua,0.25,1.0,Other
Dalabon,1.0,1.0,Other
Daribi,1.0,1.0,Other
DeneTha_South_Slavey_,0.0,0.5,Other
Dene_Suline╠ü,0.0,0.0,Other
De╠üli╠¿ne,0.0,1.0,Other
Duna,1.0,1.0,Other
Eipo,1.0,1.0,Other
Ekari,1.0,1.0,Other
Ende_(Papua_New_Guinea),0.0,1.0,Other
Foi,1.0,1.0,Other
Fore,1.0,1.0,Other
Ganggalida,1.0,0.75,Other
Gimi,0.5,0.5,Other
Grand_Valley_Dani,1.0,1.0,Other
Gui_(Gwi),1.0,0.5,Other
Gu╠ênu╠êna_Ku╠êne,0.0,1.0,Other
Hewa,1.0,1.0,Other
Huli,1.0,1.0,Other
Hunza,0.0,0.0,Other
Idi,1.0,1.0,Other
Iwam,1.0,1.0,Other
Japanese,0.0,0.0,Other
Jicarilla,1.0,1.0,Other
Jingulu,1.0,1.0,Other
Kalamang,1.0,1.0,Other
Kamano,1.0,1.0,Other
Kaure,1.0,1.0,Other
Kayardild,1.0,1.0,Other
Kemiju_(Jate),1.0,1.0,Other
Ketengban,1.0,1.0,Other
Ket,0.0,0.0,Other
Kewa,1.0,1.0,Other
Keyagana_(Jate),1.0,1.0,Other
Khalkha-Mongolian,1.0,1.0,Other
Kilmeri,0.0,1.0,Other
Kiraman,0.75,0.5,Other
Kiwaian,1.0,0.5,Other
Koiari,0.0,1.0,Other
Kombai,1.0,1.0,Other
Komnzo,1.0,1.0,Other
Konda_(Western_Dani),1.0,1.0,Other
Korowai,1.0,1.0,Other
Kuman,0.0,1.0,Other
Kung,1.0,0.0,Other
Kunimaipa,1.0,1.0,Other
Lardil,0.0,1.0,Other
Lengua,0.0,1.0,Other
Lipan_Apache,0.0,1.0,Other
Mala,0.5,1.0,Other
Mapudungun,0.0,1.0,Other
Marind,0.5,1.0,Other
Marra,0.0,1.0,Other
Maybrat,1.0,1.0,Other
Meriam,1.0,0.5,Other
Meyah,1.0,0.5,Other
Miani,1.0,1.0,Other
Midob,1.0,1.0,Other
Mocovi╠ü,0.0,0.0,Other
Moni,0.5,1.0,Other
Monumbo,0.75,0.25,Other
Assiniboine_(Asiniboine),1.0,1.0,Other
"Baffin_Inuktitut_(Eskimo,_Northumberland_Inlet)",0.5,1.0,Other
Cayuga,1.0,0.5,Other
Cherokee,1.0,1.0,Other
Chibcha_(New_Granada),1.0,1.0,Other
Chickasa,1.0,1.0,Other
Choctaw_(1),1.0,1.0,Other
Choctaw_(2),1.0,1.0,Other
Creek,1.0,1.0,Other
Crow,1.0,0.5,Other
Dakota_Blackfoot,1.0,1.0,Other
Dakota_Brule,1.0,1.0,Other
Dakota_Isauntie,1.0,1.0,Other
Dakota_Ogalalla,1.0,1.0,Other
Dakota_Sisseton,1.0,1.0,Other
Dakota_Uncpapa,1.0,1.0,Other
Dakota_Yanktonais,1.0,1.0,Other
Dakota_Yankton,1.0,1.0,Other
Grand_Pawnee,1.0,0.5,Other
Hare_Indians_or_Ta╠ê-na╠ê'-tin-ne,1.0,1.0,Other
Iowa╠ê,1.0,1.0,Other
Japanese,1.0,0.5,Other
"Kalaallisut_(Eskimo,_Greenland)",0.0,1.0,Other
Kaw,1.0,1.0,Other
"Ku╠îtchin,_or_Louchieux",1.0,1.0,Other
Minnitaree,1.0,1.0,Other
Mohawk,1.0,1.0,Other
Mountain_Cherokee,1.0,1.0,Other
Omaha╠ê,1.0,1.0,Other
Oneida,1.0,0.5,Other
Onondaga,1.0,0.5,Other
Osage,1.0,1.0,Other
Otoe,1.0,1.0,Other
Punka╠ê,1.0,1.0,Other
"Red-knife,_or_Ta╠êl-sote'e-na╠ê",1.0,1.0,Other
Republican_Pawnee,1.0,0.5,Other
Seneca,1.0,1.0,Other
Slave_Lake_Indians_or_A-cha'o-tin-ne,1.0,1.0,Other
Tukuthe,1.0,1.0,Other
Tuscarora,1.0,1.0,Other
Two_Mountain_Iroquios,1.0,1.0,Other
Winnebagoe,1.0,1.0,Other
Wyandote,1.0,1.0,Other
Murrinhpatha,1.0,1.0,Other
Nagovisi,1.0,1.0,Other
Nama,0.75,0.75,Other
Nambo,1.0,1.0,Other
Nasioi,1.0,1.0,Other
Navajo,0.0,1.0,Other
Negwa_(Yagwoia),1.0,1.0,Other
Neme,1.0,1.0,Other
Nen,1.0,1.0,Other
Nen_,1.0,1.0,Other
Netsilik,0.0,1.0,Other
Ninam,0.0,1.0,Other
Nivacle,0.0,0.0,Other
Northeastern_Maidu,1.0,1.0,Other
Northern_Embera,0.0,0.0,Other
Northern_Pomo,1.0,1.0,Other
NorthMuyu,1.0,1.0,Other
Northwestern_Maidu,1.0,1.0,Other
Nunamiut,0.0,0.0,Other
Nungon,1.0,0.5,Other
Nyulnyul,0.0,0.5,Other
Onobasulu,0.0,1.0,Other
Pa╠üez,0.0,1.0,Other
Pilaga╠ü,0.0,0.0,Other
Pume╠ü,0.0,1.0,Other
Rotokas,1.0,1.0,Other
Sanapana,0.0,1.0,Other
Savosavo,0.0,0.5,Other
Sawi,1.0,1.0,Other
Selk_nam,0.0,1.0,Other
Seri,0.0,1.0,Other
Setaman_Baktamin,1.0,1.0,Other
Shasta,1.0,1.0,Other
Sougb,1.0,0.5,Other
Suki,1.0,0.5,Other
Taiap,0.0,1.0,Other
Tehuelche,0.0,0.5,Other
Telefol,1.0,1.0,Other
Tidore,0.5,1.0,Other
Toba,0.0,0.0,Other
Touo,1.0,1.0,Other
Tuyuca,0.0,1.0,Other
Tzeltal,0.0,1.0,Other
Umbu-Ungu,1.0,1.0,Other
Usurufa,1.0,1.0,Other
Waffa,1.0,1.0,Other
Wambaya,1.0,1.0,Other
Waorani,0.0,1.0,Other
Watam,0.5,1.0,Other
Wersing,1.0,0.0,Other
Western_Apache,0.75,1.0,Other
Western_Pantar,1.0,1.0,Other
Xibe,0.0,1.0,Other
Yale,0.5,1.0,Other
Yalic,1.0,1.0,Other
Yamana,0.0,0.0,Other
Yele_(Ye╠üli╠é_Dnye),1.0,1.0,Other
Yelmek,1.0,1.0,Other
Yukulta_(Ganggalida)_,1.0,1.0,Other
Yuracare,0.5,0.0,Other
