LANGUAGE,GEN_0,GEN_1,SET
An-ah'-ne-lin_(Gros_Ventres_of_Prairie),1.0,1.0,Algic
Blood_Siksika_(Blood_Blackfoot),1.0,1.0,Algic
Cree_of_the_Lowlands,1.0,1.0,Algic
Delaware,0.5,0.5,Algic
"Etchemiu,_or_Malisete",1.0,1.0,Algic
Kaskaskia,1.0,1.0,Algic
Kickapoo_(Kikapoo),1.0,1.0,Algic
Menomine,1.0,1.0,Algic
Miami,1.0,1.0,Algic
Miemac,1.0,1.0,Algic
Mohegan,1.0,1.0,Algic
Munsee,1.0,1.0,Algic
Ojibwa_Kansas,1.0,1.0,Algic
Ojibwa_Lake_Huron,1.0,1.0,Algic
Ojibwa_Lake_Michigan,1.0,1.0,Algic
Ojibwa_Lake_Superior,1.0,1.0,Algic
Ottawa_(Ota╠îwa),1.0,1.0,Algic
Peoria,1.0,1.0,Algic
Pianeshaw,1.0,1.0,Algic
Piegan_Siksika_(Piegan_Blackfoot),1.0,1.0,Algic
Plains_Cree_(Cree_of_the_Prairie),1.0,1.0,Algic
Sawk_and_Fox,1.0,1.0,Algic
Shawnee,1.0,1.0,Algic
Weaw,1.0,1.0,Algic
Woods_Cree_(Cree_of_the_Woods),1.0,1.0,Algic
Northern_Ojibwa,1.0,1.0,Algic
Ottowa_Ojibwa,1.0,1.0,Algic
Wiyot,0.0,1.0,Algic
Yurok,0.0,0.0,Algic
