LANGUAGE,GENDER,SET
language_1,"[1, 1]",795
language_2,"[1, 1]",795
language_3,"[1, 1]",795
language_4,"[1, 1]",795
language_5,"[1, 1]",795
language_7,"[1, 1]",795
language_8,"[0, 1]",795
language_10,"[1, 1]",795
language_11,"[1, 1]",795
language_13,"[1, 1]",795
language_14,"[1, 1]",795
language_15,"[1, 1]",795
language_16,"[1, 1]",795
language_17,"[1, 1]",795
language_18,"[1, 1]",795
language_19,"[1, 1]",795
language_21,"[0, 1]",795
language_23,"[1, 1]",795
language_24,"[1, 1]",795
language_25,"[1, 1]",795
language_26,"[1, 1]",795
language_27,"[0, 1]",795
language_28,"[1, 1]",795
language_29,"[1, 1]",795
language_30,"[1, 0]",795
language_31,"[1, 1]",795
language_32,"[1, 1]",795
language_33,"[1, 1]",795
language_34,"[1, 1]",795
language_36,"[1, 1]",795
language_37,"[1, 1]",795
language_38,"[1, 1]",795
language_39,"[1, 1]",795
language_40,"[1, 1]",795
language_41,"[1, 1]",795
language_42,"[1, 1]",795
language_44,"[0, 1]",795
language_46,"[1, 1]",795
language_47,"[1, 1]",795
language_48,"[1, 1]",795
language_49,"[1, 1]",795
language_50,"[1, 1]",795
language_51,"[1, 1]",795
language_52,"[1, 1]",795
language_53,"[1, 1]",795
language_54,"[1, 1]",795
language_55,"[1, 1]",795
language_56,"[1, 1]",795
language_58,"[1, 1]",795
language_59,"[1, 1]",795
language_60,"[1, 1]",795
language_61,"[1, 1]",795
language_62,"[1, 1]",795
language_63,"[1, 1]",795
language_64,"[1, 1]",795
language_65,"[0, 0]",795
language_66,"[1, 1]",795
language_67,"[1, 1]",795
language_68,"[1, 1]",795
language_69,"[0, 1]",795
language_70,"[0, 0]",795
language_71,"[1, 1]",795
language_72,"[1, 1]",795
language_73,"[1, 1]",795
language_74,"[1, 1]",795
language_76,"[1, 1]",795
language_77,"[1, 1]",795
language_78,"[0, 1]",795
language_80,"[1, 0]",795
language_81,"[1, 1]",795
language_82,"[1, 1]",795
language_83,"[1, 1]",795
language_84,"[1, 1]",795
language_85,"[1, 1]",795
language_86,"[0, 1]",795
language_87,"[1, 1]",795
language_88,"[1, 1]",795
language_89,"[1, 1]",795
language_90,"[1, 1]",795
language_91,"[1, 0]",795
language_92,"[1, 1]",795
language_93,"[1, 1]",795
language_94,"[1, 0]",795
language_95,"[1, 1]",795
language_96,"[1, 1]",795
language_97,"[1, 1]",795
language_98,"[1, 1]",795
language_99,"[1, 1]",795
language_100,"[1, 1]",795
language_101,"[1, 1]",795
language_102,"[1, 1]",795
language_103,"[1, 1]",795
language_104,"[1, 1]",795
language_105,"[0, 1]",795
language_106,"[1, 1]",795
language_108,"[1, 1]",795
language_109,"[1, 1]",795
language_110,"[1, 1]",795
language_112,"[1, 1]",795
language_113,"[1, 1]",795
language_114,"[1, 1]",795
language_115,"[0, 0]",795
language_116,"[1, 1]",795
language_117,"[1, 1]",795
language_118,"[1, 1]",795
language_119,"[1, 1]",795
language_120,"[1, 1]",795
language_121,"[1, 1]",795
language_122,"[1, 1]",795
language_123,"[1, 1]",795
language_124,"[1, 1]",795
language_125,"[1, 1]",795
language_127,"[1, 1]",795
language_128,"[1, 1]",795
language_129,"[1, 1]",795
language_130,"[1, 0]",795
language_131,"[1, 1]",795
language_132,"[1, 1]",795
language_133,"[0, 1]",795
language_134,"[1, 1]",795
language_135,"[0, 0]",795
language_136,"[0, 1]",795
language_137,"[0, 1]",795
language_138,"[1, 1]",795
language_139,"[1, 1]",795
language_140,"[1, 1]",795
language_141,"[1, 1]",795
language_143,"[1, 1]",795
language_144,"[1, 1]",795
language_145,"[0, 1]",795
language_146,"[0, 1]",795
language_147,"[1, 1]",795
language_149,"[1, 1]",795
language_150,"[1, 1]",795
language_151,"[1, 1]",795
language_152,"[1, 1]",795
language_153,"[1, 1]",795
language_154,"[1, 1]",795
language_155,"[1, 1]",795
language_156,"[1, 1]",795
language_157,"[1, 0]",795
language_158,"[1, 1]",795
language_159,"[1, 1]",795
language_161,"[1, 1]",795
language_162,"[1, 1]",795
language_163,"[1, 1]",795
language_164,"[1, 1]",795
language_165,"[1, 1]",795
language_167,"[1, 1]",795
language_168,"[1, 1]",795
language_169,"[1, 1]",795
language_170,"[1, 1]",795
language_171,"[1, 1]",795
language_172,"[1, 1]",795
language_173,"[0, 1]",795
language_174,"[1, 1]",795
language_175,"[1, 1]",795
language_176,"[1, 1]",795
language_177,"[1, 1]",795
language_178,"[1, 1]",795
language_179,"[1, 1]",795
language_180,"[1, 1]",795
language_181,"[1, 1]",795
language_182,"[1, 1]",795
language_183,"[1, 1]",795
language_184,"[1, 1]",795
language_185,"[1, 0]",795
language_186,"[1, 1]",795
language_187,"[1, 1]",795
language_188,"[1, 1]",795
language_189,"[1, 1]",795
language_191,"[0, 1]",795
language_192,"[1, 1]",795
language_193,"[1, 1]",795
language_194,"[1, 1]",795
language_195,"[0, 1]",795
language_196,"[1, 1]",795
language_197,"[1, 1]",795
language_198,"[1, 1]",795
language_199,"[1, 1]",795
language_200,"[0, 1]",795
language_201,"[1, 1]",795
language_202,"[1, 1]",795
language_203,"[1, 1]",795
language_204,"[1, 1]",795
language_205,"[1, 1]",795
language_206,"[1, 1]",795
language_207,"[1, 1]",795
language_209,"[1, 1]",795
language_210,"[1, 1]",795
language_212,"[1, 1]",795
language_213,"[1, 1]",795
language_214,"[0, 1]",795
language_215,"[1, 0]",795
language_216,"[1, 1]",795
language_217,"[1, 1]",795
language_218,"[1, 1]",795
language_220,"[1, 1]",795
language_221,"[1, 1]",795
language_222,"[1, 1]",795
language_223,"[1, 1]",795
language_224,"[1, 1]",795
language_225,"[1, 1]",795
language_226,"[0, 1]",795
language_227,"[1, 1]",795
language_229,"[1, 1]",795
language_230,"[1, 1]",795
language_231,"[1, 1]",795
language_232,"[1, 0]",795
language_233,"[1, 1]",795
language_234,"[1, 0]",795
language_235,"[1, 1]",795
language_236,"[1, 1]",795
language_237,"[1, 1]",795
language_238,"[1, 1]",795
language_239,"[1, 0]",795
language_240,"[1, 1]",795
language_241,"[1, 1]",795
language_242,"[1, 1]",795
language_243,"[0, 1]",795
language_244,"[1, 1]",795
language_245,"[1, 1]",795
language_246,"[1, 1]",795
language_247,"[1, 1]",795
language_248,"[1, 1]",795
language_249,"[1, 1]",795
language_250,"[1, 1]",795
language_251,"[1, 1]",795
language_252,"[1, 1]",795
language_253,"[1, 1]",795
language_254,"[1, 1]",795
language_255,"[1, 1]",795
language_256,"[1, 1]",795
language_257,"[1, 1]",795
language_258,"[1, 1]",795
language_259,"[1, 1]",795
language_260,"[1, 1]",795
language_261,"[1, 1]",795
language_262,"[0, 1]",795
language_263,"[1, 1]",795
language_264,"[1, 0]",795
language_265,"[0, 1]",795
language_266,"[1, 1]",795
language_267,"[1, 1]",795
language_268,"[1, 1]",795
language_269,"[1, 1]",795
language_270,"[1, 1]",795
language_271,"[1, 1]",795
language_272,"[1, 0]",795
language_273,"[1, 1]",795
language_274,"[1, 1]",795
language_275,"[1, 1]",795
language_277,"[1, 1]",795
language_278,"[1, 1]",795
language_279,"[1, 1]",795
language_280,"[1, 1]",795
language_281,"[1, 1]",795
language_282,"[1, 1]",795
language_283,"[1, 1]",795
language_284,"[1, 1]",795
language_285,"[1, 1]",795
language_286,"[1, 1]",795
language_287,"[1, 1]",795
language_288,"[1, 1]",795
language_289,"[1, 1]",795
language_290,"[1, 1]",795
language_291,"[1, 1]",795
language_293,"[1, 1]",795
language_294,"[1, 1]",795
language_295,"[1, 1]",795
language_296,"[1, 1]",795
language_297,"[1, 1]",795
language_298,"[1, 1]",795
language_299,"[1, 1]",795
language_300,"[1, 1]",795
language_301,"[1, 1]",795
language_302,"[1, 1]",795
language_303,"[0, 1]",795
language_304,"[1, 1]",795
language_306,"[1, 1]",795
language_307,"[1, 1]",795
language_308,"[1, 1]",795
language_309,"[1, 0]",795
language_311,"[1, 1]",795
language_312,"[1, 0]",795
language_313,"[1, 1]",795
language_314,"[1, 1]",795
language_315,"[1, 1]",795
language_316,"[1, 1]",795
language_317,"[1, 0]",795
language_318,"[1, 0]",795
language_319,"[1, 1]",795
language_321,"[1, 1]",795
language_322,"[0, 1]",795
language_323,"[1, 1]",795
language_324,"[0, 1]",795
language_325,"[1, 0]",795
language_326,"[1, 0]",795
language_327,"[1, 1]",795
language_328,"[1, 1]",795
language_329,"[1, 1]",795
language_330,"[1, 1]",795
language_331,"[1, 1]",795
language_332,"[1, 1]",795
language_333,"[1, 1]",795
language_334,"[1, 1]",795
language_336,"[1, 1]",795
language_337,"[1, 1]",795
language_338,"[1, 1]",795
language_339,"[1, 1]",795
language_340,"[1, 1]",795
language_341,"[1, 1]",795
language_342,"[1, 1]",795
language_343,"[1, 1]",795
language_345,"[1, 1]",795
language_346,"[1, 1]",795
language_347,"[1, 1]",795
language_348,"[1, 1]",795
language_349,"[1, 1]",795
language_350,"[1, 1]",795
language_351,"[1, 1]",795
language_352,"[1, 1]",795
language_353,"[1, 1]",795
language_354,"[1, 1]",795
language_355,"[0, 1]",795
language_356,"[1, 1]",795
language_357,"[1, 1]",795
language_358,"[0, 1]",795
language_359,"[0, 1]",795
language_360,"[0, 1]",795
language_361,"[1, 1]",795
language_362,"[1, 1]",795
language_363,"[1, 1]",795
language_364,"[1, 1]",795
language_365,"[1, 1]",795
language_366,"[1, 1]",795
language_367,"[1, 1]",795
language_368,"[1, 1]",795
language_369,"[1, 1]",795
language_370,"[1, 1]",795
language_371,"[1, 1]",795
language_372,"[1, 1]",795
