LANGUAGE,GENDER,SET
language_1,"[1, 1]",209
language_2,"[1, 1]",209
language_3,"[1, 1]",209
language_4,"[1, 1]",209
language_5,"[1, 1]",209
language_6,"[1, 1]",209
language_7,"[1, 1]",209
language_8,"[1, 0]",209
language_9,"[1, 1]",209
language_10,"[1, 0]",209
language_11,"[1, 1]",209
language_12,"[1, 1]",209
language_13,"[0, 1]",209
language_14,"[1, 1]",209
language_15,"[1, 1]",209
language_16,"[1, 0]",209
language_18,"[1, 1]",209
language_19,"[0, 1]",209
language_20,"[1, 1]",209
language_21,"[1, 1]",209
language_22,"[1, 1]",209
language_24,"[1, 1]",209
language_25,"[0, 1]",209
language_26,"[1, 1]",209
language_27,"[1, 1]",209
language_28,"[1, 1]",209
language_29,"[0, 1]",209
language_30,"[1, 1]",209
language_31,"[1, 1]",209
language_32,"[1, 1]",209
language_33,"[1, 1]",209
language_34,"[1, 1]",209
language_35,"[0, 1]",209
language_36,"[1, 1]",209
language_37,"[1, 1]",209
language_38,"[1, 1]",209
language_39,"[1, 1]",209
language_40,"[1, 1]",209
language_41,"[1, 1]",209
language_42,"[1, 1]",209
language_43,"[0, 1]",209
language_44,"[1, 1]",209
language_45,"[1, 1]",209
language_46,"[1, 1]",209
language_47,"[1, 0]",209
language_48,"[1, 1]",209
language_49,"[1, 1]",209
language_50,"[1, 1]",209
language_51,"[1, 1]",209
language_52,"[1, 1]",209
language_54,"[1, 1]",209
language_55,"[1, 1]",209
language_56,"[1, 1]",209
language_57,"[1, 1]",209
language_58,"[1, 1]",209
language_60,"[1, 1]",209
language_61,"[0, 1]",209
language_62,"[1, 1]",209
language_64,"[1, 1]",209
language_65,"[1, 1]",209
language_66,"[1, 1]",209
language_67,"[1, 1]",209
language_68,"[1, 1]",209
language_69,"[1, 1]",209
language_70,"[1, 1]",209
language_71,"[1, 1]",209
language_72,"[1, 0]",209
language_73,"[1, 1]",209
language_74,"[1, 1]",209
language_75,"[1, 1]",209
language_76,"[1, 1]",209
language_77,"[1, 1]",209
language_78,"[1, 1]",209
language_79,"[0, 1]",209
language_80,"[1, 1]",209
language_81,"[1, 1]",209
language_83,"[0, 1]",209
language_84,"[1, 1]",209
language_85,"[1, 1]",209
language_86,"[0, 1]",209
language_87,"[0, 1]",209
language_88,"[1, 1]",209
language_89,"[1, 1]",209
language_90,"[1, 1]",209
language_91,"[1, 1]",209
language_92,"[1, 1]",209
language_94,"[1, 1]",209
language_95,"[1, 1]",209
language_96,"[1, 1]",209
language_97,"[1, 1]",209
language_98,"[1, 1]",209
language_99,"[1, 1]",209
language_100,"[1, 1]",209
language_101,"[1, 1]",209
language_102,"[1, 1]",209
language_103,"[1, 1]",209
language_104,"[1, 1]",209
language_105,"[1, 1]",209
language_106,"[1, 1]",209
language_107,"[1, 1]",209
language_108,"[1, 1]",209
language_109,"[0, 1]",209
language_110,"[1, 1]",209
language_111,"[1, 1]",209
language_112,"[1, 1]",209
language_113,"[1, 1]",209
language_114,"[0, 1]",209
language_115,"[1, 1]",209
language_116,"[1, 1]",209
language_117,"[1, 1]",209
language_118,"[1, 1]",209
language_119,"[1, 1]",209
language_120,"[1, 1]",209
language_122,"[1, 1]",209
language_124,"[1, 1]",209
language_125,"[1, 1]",209
language_126,"[0, 1]",209
language_127,"[1, 1]",209
language_128,"[1, 1]",209
language_129,"[1, 1]",209
language_130,"[1, 1]",209
language_131,"[1, 1]",209
language_132,"[1, 1]",209
language_133,"[1, 1]",209
language_134,"[1, 1]",209
language_135,"[1, 1]",209
language_136,"[1, 1]",209
language_137,"[1, 1]",209
language_139,"[1, 0]",209
language_140,"[1, 1]",209
language_142,"[1, 1]",209
language_143,"[1, 1]",209
