LANGUAGE,GENDER,SET
language_1,"[1, 1]",570
language_2,"[1, 1]",570
language_3,"[1, 1]",570
language_4,"[1, 1]",570
language_5,"[1, 0]",570
language_6,"[1, 1]",570
language_7,"[0, 1]",570
language_8,"[1, 1]",570
language_9,"[1, 1]",570
language_10,"[1, 1]",570
language_11,"[1, 1]",570
language_12,"[1, 1]",570
language_13,"[1, 0]",570
language_14,"[1, 1]",570
language_15,"[1, 1]",570
language_16,"[1, 1]",570
language_17,"[1, 1]",570
language_18,"[1, 1]",570
language_19,"[1, 1]",570
language_20,"[1, 1]",570
language_21,"[0, 1]",570
language_22,"[1, 1]",570
language_23,"[1, 1]",570
language_24,"[1, 1]",570
language_25,"[1, 1]",570
language_26,"[1, 1]",570
language_27,"[1, 1]",570
language_28,"[1, 1]",570
language_29,"[1, 1]",570
language_30,"[1, 1]",570
language_32,"[0, 1]",570
language_33,"[0, 1]",570
language_35,"[0, 1]",570
language_36,"[1, 1]",570
language_37,"[1, 1]",570
language_38,"[0, 1]",570
language_39,"[1, 1]",570
language_40,"[1, 1]",570
language_41,"[1, 1]",570
language_42,"[1, 1]",570
language_43,"[1, 1]",570
language_44,"[1, 0]",570
language_45,"[1, 1]",570
language_46,"[0, 1]",570
language_47,"[1, 1]",570
language_49,"[1, 1]",570
language_50,"[1, 1]",570
language_51,"[1, 1]",570
language_52,"[1, 1]",570
language_53,"[1, 1]",570
language_54,"[1, 1]",570
language_55,"[0, 1]",570
language_56,"[0, 1]",570
language_58,"[1, 1]",570
language_59,"[1, 1]",570
language_60,"[1, 1]",570
language_61,"[1, 1]",570
language_62,"[0, 1]",570
language_63,"[1, 1]",570
language_64,"[1, 1]",570
language_65,"[1, 1]",570
language_66,"[1, 1]",570
language_67,"[1, 1]",570
language_68,"[1, 1]",570
language_69,"[1, 1]",570
language_70,"[1, 0]",570
language_71,"[1, 1]",570
language_72,"[1, 1]",570
language_73,"[1, 1]",570
language_74,"[1, 1]",570
language_75,"[1, 1]",570
language_76,"[1, 1]",570
language_77,"[1, 1]",570
