LANGUAGE,GENDER,SET
language_2,"[1, 1]",121
language_3,"[1, 1]",121
language_4,"[1, 1]",121
language_5,"[1, 1]",121
language_6,"[1, 1]",121
language_7,"[1, 1]",121
language_8,"[1, 1]",121
language_9,"[1, 1]",121
language_10,"[1, 1]",121
language_11,"[1, 1]",121
language_12,"[1, 1]",121
language_13,"[1, 1]",121
language_14,"[1, 1]",121
language_15,"[1, 1]",121
language_16,"[1, 1]",121
language_17,"[1, 1]",121
language_18,"[1, 1]",121
language_19,"[1, 1]",121
language_20,"[1, 1]",121
language_21,"[1, 1]",121
language_22,"[1, 1]",121
language_23,"[1, 1]",121
language_24,"[1, 1]",121
language_25,"[1, 1]",121
language_26,"[1, 1]",121
language_27,"[1, 1]",121
language_28,"[1, 1]",121
language_29,"[1, 1]",121
language_31,"[1, 1]",121
language_35,"[1, 1]",121
language_36,"[1, 1]",121
language_37,"[1, 1]",121
language_38,"[1, 1]",121
language_39,"[1, 1]",121
language_40,"[1, 1]",121
language_41,"[1, 1]",121
language_42,"[1, 1]",121
language_43,"[1, 1]",121
language_44,"[1, 1]",121
language_45,"[1, 1]",121
language_46,"[1, 1]",121
language_47,"[1, 1]",121
language_48,"[1, 1]",121
language_49,"[1, 1]",121
language_50,"[1, 1]",121
language_51,"[1, 1]",121
language_52,"[1, 1]",121
language_54,"[1, 1]",121
language_55,"[1, 1]",121
language_56,"[1, 1]",121
language_57,"[1, 1]",121
language_58,"[0, 1]",121
language_59,"[1, 1]",121
language_60,"[1, 1]",121
language_61,"[1, 1]",121
language_62,"[1, 1]",121
language_63,"[1, 1]",121
language_64,"[1, 1]",121
language_65,"[1, 1]",121
language_66,"[1, 1]",121
language_67,"[1, 1]",121
language_68,"[1, 1]",121
language_69,"[1, 1]",121
language_70,"[1, 1]",121
language_71,"[1, 1]",121
language_72,"[1, 1]",121
language_73,"[1, 1]",121
language_75,"[1, 1]",121
language_76,"[1, 0]",121
language_77,"[1, 1]",121
language_78,"[0, 1]",121
language_79,"[0, 1]",121
language_80,"[1, 1]",121
language_81,"[1, 1]",121
language_82,"[1, 1]",121
language_83,"[1, 1]",121
language_84,"[0, 1]",121
language_85,"[1, 1]",121
language_86,"[1, 1]",121
language_87,"[1, 1]",121
language_88,"[1, 1]",121
language_89,"[1, 1]",121
language_90,"[1, 1]",121
language_91,"[1, 1]",121
language_92,"[0, 1]",121
language_93,"[1, 1]",121
language_94,"[1, 1]",121
language_95,"[1, 1]",121
language_96,"[1, 1]",121
language_97,"[1, 1]",121
language_99,"[1, 1]",121
language_100,"[1, 1]",121
language_101,"[1, 1]",121
language_102,"[1, 1]",121
language_103,"[1, 1]",121
language_105,"[1, 1]",121
language_106,"[1, 1]",121
language_107,"[1, 0]",121
language_108,"[1, 1]",121
language_109,"[1, 1]",121
language_110,"[1, 1]",121
language_111,"[1, 1]",121
language_112,"[1, 1]",121
language_113,"[1, 1]",121
language_114,"[1, 1]",121
language_115,"[1, 1]",121
language_116,"[1, 1]",121
language_117,"[1, 1]",121
language_118,"[1, 1]",121
language_119,"[1, 1]",121
language_120,"[1, 1]",121
language_122,"[1, 1]",121
language_123,"[1, 1]",121
language_124,"[1, 1]",121
language_126,"[1, 1]",121
language_127,"[1, 1]",121
language_128,"[1, 1]",121
language_129,"[1, 1]",121
language_130,"[1, 1]",121
language_131,"[1, 1]",121
language_132,"[1, 1]",121
language_133,"[1, 1]",121
language_134,"[1, 1]",121
language_135,"[1, 1]",121
language_136,"[1, 1]",121
language_137,"[1, 1]",121
language_138,"[1, 1]",121
language_139,"[1, 1]",121
language_140,"[1, 1]",121
language_141,"[1, 1]",121
language_142,"[1, 1]",121
language_143,"[1, 0]",121
language_144,"[1, 1]",121
language_145,"[1, 1]",121
language_146,"[1, 1]",121
language_147,"[1, 1]",121
language_148,"[1, 1]",121
language_149,"[1, 1]",121
language_151,"[1, 1]",121
language_153,"[1, 1]",121
language_154,"[1, 1]",121
language_155,"[1, 1]",121
language_156,"[1, 1]",121
language_157,"[0, 1]",121
language_158,"[1, 1]",121
language_159,"[1, 1]",121
language_160,"[1, 1]",121
language_161,"[1, 0]",121
language_162,"[1, 1]",121
language_163,"[1, 1]",121
language_164,"[1, 1]",121
language_165,"[1, 1]",121
language_166,"[1, 1]",121
language_167,"[0, 1]",121
language_168,"[1, 1]",121
language_169,"[0, 1]",121
language_170,"[1, 1]",121
language_171,"[1, 0]",121
language_172,"[1, 1]",121
language_173,"[0, 1]",121
language_174,"[1, 1]",121
language_176,"[1, 1]",121
language_177,"[1, 1]",121
language_179,"[1, 1]",121
language_180,"[1, 0]",121
language_181,"[1, 1]",121
language_182,"[1, 1]",121
language_183,"[1, 1]",121
language_184,"[1, 1]",121
language_185,"[0, 1]",121
language_186,"[1, 1]",121
language_188,"[1, 1]",121
language_189,"[1, 1]",121
language_190,"[1, 1]",121
language_191,"[0, 1]",121
language_192,"[1, 1]",121
language_193,"[1, 1]",121
language_194,"[1, 0]",121
language_195,"[1, 1]",121
language_196,"[1, 1]",121
language_197,"[1, 1]",121
language_198,"[0, 0]",121
language_199,"[1, 1]",121
language_200,"[1, 1]",121
language_202,"[1, 0]",121
language_203,"[1, 1]",121
language_205,"[1, 1]",121
language_206,"[1, 1]",121
language_207,"[1, 1]",121
language_208,"[0, 1]",121
language_209,"[1, 1]",121
language_210,"[1, 1]",121
language_212,"[1, 1]",121
language_213,"[1, 1]",121
language_214,"[1, 1]",121
language_215,"[1, 1]",121
language_217,"[0, 1]",121
language_218,"[1, 1]",121
language_219,"[0, 1]",121
language_220,"[1, 1]",121
language_221,"[1, 1]",121
language_222,"[1, 1]",121
language_223,"[1, 1]",121
language_224,"[1, 1]",121
language_225,"[1, 1]",121
language_226,"[1, 1]",121
language_227,"[1, 1]",121
language_228,"[1, 1]",121
language_229,"[1, 1]",121
language_230,"[1, 1]",121
language_231,"[1, 1]",121
language_232,"[1, 1]",121
language_233,"[1, 1]",121
language_234,"[0, 1]",121
language_235,"[1, 0]",121
language_236,"[1, 1]",121
language_237,"[1, 1]",121
language_238,"[1, 1]",121
language_239,"[1, 1]",121
language_240,"[1, 1]",121
language_241,"[1, 1]",121
language_242,"[1, 1]",121
language_243,"[1, 1]",121
language_244,"[1, 1]",121
language_245,"[1, 1]",121
language_246,"[1, 1]",121
language_247,"[1, 1]",121
language_248,"[1, 1]",121
language_249,"[1, 1]",121
language_250,"[1, 1]",121
language_251,"[1, 1]",121
language_252,"[1, 1]",121
language_253,"[1, 1]",121
language_254,"[1, 1]",121
language_255,"[1, 1]",121
language_256,"[1, 1]",121
language_257,"[1, 0]",121
language_258,"[1, 1]",121
language_259,"[1, 1]",121
language_260,"[1, 1]",121
language_261,"[1, 1]",121
language_262,"[1, 1]",121
language_263,"[0, 1]",121
language_264,"[1, 1]",121
language_265,"[1, 1]",121
language_267,"[1, 1]",121
language_268,"[0, 1]",121
language_269,"[1, 1]",121
language_270,"[0, 1]",121
language_271,"[1, 1]",121
language_272,"[1, 1]",121
language_273,"[1, 1]",121
language_274,"[1, 1]",121
language_275,"[1, 0]",121
language_276,"[0, 1]",121
language_278,"[1, 1]",121
language_279,"[1, 1]",121
language_280,"[1, 1]",121
language_281,"[0, 1]",121
language_282,"[1, 1]",121
language_283,"[1, 0]",121
language_284,"[1, 1]",121
language_285,"[1, 1]",121
language_286,"[1, 1]",121
language_287,"[1, 1]",121
language_289,"[1, 1]",121
language_290,"[1, 1]",121
language_291,"[1, 1]",121
language_292,"[1, 1]",121
language_293,"[1, 1]",121
language_294,"[1, 1]",121
language_295,"[1, 1]",121
language_297,"[1, 1]",121
