LANGUAGE,GENDER,SET
language_1,"[1, 1]",482
language_2,"[1, 1]",482
language_3,"[1, 1]",482
language_4,"[1, 1]",482
language_5,"[1, 0]",482
language_6,"[1, 1]",482
language_7,"[1, 1]",482
language_8,"[0, 1]",482
language_9,"[1, 1]",482
language_10,"[1, 1]",482
language_11,"[1, 1]",482
language_12,"[1, 1]",482
language_13,"[0, 1]",482
language_14,"[1, 1]",482
language_15,"[1, 1]",482
language_16,"[1, 1]",482
language_17,"[1, 1]",482
language_18,"[1, 1]",482
language_19,"[1, 1]",482
language_20,"[1, 1]",482
language_21,"[1, 1]",482
language_22,"[1, 0]",482
language_23,"[1, 1]",482
language_24,"[1, 1]",482
language_25,"[1, 1]",482
language_26,"[1, 1]",482
language_27,"[1, 1]",482
language_28,"[1, 1]",482
language_29,"[1, 1]",482
language_30,"[1, 1]",482
language_31,"[1, 1]",482
language_32,"[1, 1]",482
language_33,"[1, 1]",482
language_34,"[0, 1]",482
language_35,"[1, 1]",482
language_36,"[1, 1]",482
language_37,"[1, 1]",482
language_38,"[1, 1]",482
language_39,"[1, 1]",482
language_40,"[1, 1]",482
language_41,"[1, 1]",482
language_42,"[1, 1]",482
language_43,"[1, 1]",482
language_44,"[1, 1]",482
language_45,"[1, 1]",482
language_46,"[1, 1]",482
language_47,"[1, 1]",482
language_48,"[1, 1]",482
language_49,"[1, 0]",482
language_50,"[1, 1]",482
language_51,"[1, 1]",482
language_52,"[1, 1]",482
language_53,"[1, 1]",482
language_54,"[1, 1]",482
language_55,"[1, 1]",482
language_58,"[1, 0]",482
language_59,"[1, 1]",482
language_60,"[1, 1]",482
language_61,"[1, 1]",482
language_62,"[1, 1]",482
language_63,"[1, 0]",482
language_65,"[1, 1]",482
language_66,"[1, 1]",482
language_67,"[1, 1]",482
language_68,"[1, 1]",482
language_69,"[1, 1]",482
language_70,"[1, 1]",482
language_71,"[1, 1]",482
language_72,"[1, 1]",482
language_73,"[1, 1]",482
language_74,"[1, 1]",482
language_75,"[0, 1]",482
language_76,"[1, 0]",482
language_77,"[1, 1]",482
language_78,"[1, 1]",482
language_79,"[1, 1]",482
language_80,"[0, 1]",482
language_81,"[1, 1]",482
language_82,"[1, 1]",482
language_83,"[0, 1]",482
language_84,"[1, 1]",482
language_85,"[1, 1]",482
language_86,"[1, 1]",482
language_87,"[1, 1]",482
language_89,"[1, 1]",482
language_90,"[1, 1]",482
language_91,"[1, 1]",482
language_92,"[1, 1]",482
language_93,"[1, 1]",482
language_94,"[1, 1]",482
language_95,"[0, 1]",482
language_96,"[1, 1]",482
language_97,"[1, 1]",482
language_98,"[1, 1]",482
language_99,"[1, 1]",482
language_100,"[1, 1]",482
language_102,"[1, 1]",482
language_103,"[1, 1]",482
language_104,"[0, 1]",482
language_105,"[1, 1]",482
language_106,"[1, 1]",482
