LANGUAGE,GENDER,SET
language_1,"[0, 1]",371
language_2,"[1, 1]",371
language_3,"[1, 1]",371
language_4,"[1, 1]",371
language_5,"[1, 1]",371
language_6,"[1, 0]",371
language_7,"[1, 1]",371
language_8,"[1, 1]",371
language_9,"[1, 1]",371
language_10,"[0, 1]",371
language_11,"[1, 1]",371
language_12,"[1, 1]",371
language_14,"[0, 1]",371
language_16,"[1, 1]",371
language_17,"[1, 1]",371
language_18,"[0, 1]",371
language_19,"[1, 1]",371
language_20,"[1, 1]",371
language_21,"[1, 1]",371
language_22,"[1, 1]",371
language_23,"[1, 1]",371
language_24,"[1, 1]",371
language_25,"[1, 1]",371
language_26,"[1, 1]",371
language_27,"[1, 1]",371
language_28,"[1, 1]",371
language_29,"[1, 1]",371
language_30,"[1, 1]",371
language_31,"[1, 1]",371
language_33,"[1, 1]",371
language_34,"[1, 1]",371
language_35,"[1, 1]",371
language_36,"[1, 1]",371
language_37,"[1, 1]",371
language_38,"[1, 1]",371
language_40,"[1, 1]",371
language_41,"[1, 1]",371
language_42,"[1, 1]",371
language_43,"[1, 1]",371
language_44,"[1, 1]",371
language_45,"[1, 1]",371
language_46,"[1, 1]",371
language_47,"[0, 1]",371
language_48,"[0, 1]",371
language_49,"[1, 1]",371
language_50,"[1, 1]",371
language_51,"[1, 1]",371
language_52,"[1, 1]",371
language_53,"[1, 1]",371
language_55,"[1, 0]",371
language_56,"[1, 1]",371
language_57,"[1, 1]",371
language_58,"[1, 1]",371
language_59,"[1, 1]",371
language_60,"[1, 1]",371
language_61,"[1, 1]",371
language_62,"[1, 1]",371
language_63,"[1, 1]",371
language_64,"[1, 1]",371
language_65,"[0, 1]",371
language_66,"[1, 1]",371
language_67,"[1, 1]",371
language_68,"[1, 1]",371
language_69,"[1, 1]",371
language_70,"[1, 1]",371
language_71,"[1, 1]",371
language_72,"[1, 1]",371
language_73,"[0, 1]",371
language_74,"[1, 1]",371
language_75,"[1, 1]",371
language_76,"[1, 1]",371
language_77,"[1, 1]",371
language_78,"[1, 1]",371
language_79,"[1, 1]",371
language_80,"[1, 1]",371
language_81,"[1, 1]",371
language_82,"[1, 1]",371
language_83,"[1, 1]",371
language_84,"[1, 1]",371
language_85,"[1, 1]",371
language_86,"[1, 1]",371
language_87,"[0, 1]",371
language_88,"[1, 1]",371
language_89,"[1, 1]",371
language_90,"[1, 1]",371
language_91,"[1, 1]",371
language_92,"[1, 1]",371
language_93,"[1, 1]",371
language_97,"[1, 1]",371
language_98,"[1, 1]",371
language_99,"[1, 1]",371
language_100,"[1, 1]",371
language_101,"[1, 1]",371
language_102,"[1, 1]",371
language_103,"[1, 1]",371
language_104,"[1, 1]",371
language_105,"[1, 1]",371
language_106,"[1, 1]",371
language_107,"[1, 1]",371
language_108,"[1, 1]",371
language_109,"[1, 1]",371
language_110,"[1, 1]",371
language_111,"[1, 1]",371
language_112,"[1, 1]",371
language_113,"[1, 1]",371
language_114,"[0, 1]",371
language_115,"[1, 1]",371
language_116,"[0, 1]",371
language_117,"[1, 1]",371
language_118,"[0, 1]",371
language_119,"[1, 1]",371
language_120,"[1, 1]",371
language_121,"[0, 1]",371
language_122,"[1, 1]",371
language_123,"[0, 1]",371
