LANGUAGE,GENDER,SET
language_1,"[1, 1]",514
language_2,"[1, 1]",514
language_3,"[1, 1]",514
language_4,"[1, 1]",514
language_5,"[1, 1]",514
language_7,"[1, 1]",514
language_8,"[1, 1]",514
language_9,"[1, 1]",514
language_10,"[1, 1]",514
language_12,"[0, 1]",514
language_13,"[1, 0]",514
language_14,"[1, 1]",514
language_15,"[1, 1]",514
language_16,"[1, 1]",514
language_17,"[1, 1]",514
language_18,"[1, 0]",514
language_19,"[1, 1]",514
language_20,"[1, 1]",514
language_21,"[1, 0]",514
language_22,"[1, 0]",514
language_23,"[1, 1]",514
language_24,"[1, 1]",514
language_25,"[1, 1]",514
language_26,"[1, 1]",514
language_27,"[1, 1]",514
language_28,"[1, 1]",514
language_29,"[1, 1]",514
language_30,"[1, 1]",514
language_31,"[1, 1]",514
language_32,"[0, 1]",514
language_33,"[1, 1]",514
language_34,"[0, 1]",514
language_35,"[0, 1]",514
language_36,"[1, 1]",514
language_37,"[1, 1]",514
language_38,"[1, 1]",514
language_39,"[1, 1]",514
language_40,"[1, 1]",514
language_41,"[1, 1]",514
language_42,"[0, 1]",514
language_44,"[0, 1]",514
language_45,"[1, 1]",514
language_46,"[1, 1]",514
language_47,"[1, 1]",514
language_48,"[1, 1]",514
language_49,"[1, 1]",514
language_50,"[1, 1]",514
language_51,"[1, 1]",514
language_52,"[1, 1]",514
language_53,"[1, 1]",514
language_54,"[1, 1]",514
language_55,"[1, 1]",514
language_56,"[1, 1]",514
language_57,"[1, 1]",514
language_58,"[1, 1]",514
language_59,"[1, 1]",514
language_60,"[1, 1]",514
language_61,"[1, 1]",514
language_62,"[0, 1]",514
language_63,"[1, 0]",514
language_64,"[1, 1]",514
language_65,"[1, 1]",514
language_66,"[1, 0]",514
language_67,"[1, 1]",514
language_68,"[1, 1]",514
language_69,"[1, 1]",514
language_70,"[0, 1]",514
language_71,"[1, 1]",514
language_73,"[1, 1]",514
language_74,"[1, 1]",514
language_76,"[1, 1]",514
language_77,"[1, 1]",514
language_78,"[1, 1]",514
language_79,"[1, 1]",514
language_80,"[1, 1]",514
language_81,"[1, 1]",514
language_82,"[1, 1]",514
language_83,"[1, 1]",514
language_84,"[1, 1]",514
language_85,"[0, 1]",514
language_86,"[0, 0]",514
language_87,"[1, 1]",514
language_88,"[1, 1]",514
language_89,"[1, 1]",514
language_90,"[0, 1]",514
language_91,"[1, 1]",514
language_92,"[1, 0]",514
language_94,"[1, 1]",514
language_95,"[1, 1]",514
language_96,"[1, 1]",514
language_97,"[1, 0]",514
language_98,"[1, 1]",514
language_99,"[1, 1]",514
language_100,"[1, 1]",514
language_101,"[0, 1]",514
language_102,"[1, 1]",514
language_103,"[1, 1]",514
language_104,"[1, 1]",514
language_105,"[1, 0]",514
language_106,"[1, 0]",514
language_107,"[1, 1]",514
language_108,"[1, 1]",514
