LANGUAGE,GENDER,SET
language_1,"[1, 1]",487
language_2,"[1, 1]",487
language_3,"[1, 1]",487
language_4,"[1, 0]",487
language_5,"[0, 1]",487
language_6,"[0, 1]",487
language_8,"[1, 1]",487
language_9,"[1, 1]",487
language_10,"[1, 1]",487
language_11,"[1, 1]",487
language_12,"[1, 1]",487
language_13,"[1, 1]",487
language_14,"[1, 1]",487
language_15,"[1, 1]",487
language_16,"[1, 1]",487
language_17,"[1, 0]",487
language_18,"[1, 1]",487
language_19,"[1, 1]",487
language_20,"[1, 1]",487
language_21,"[1, 1]",487
language_22,"[1, 0]",487
language_23,"[1, 1]",487
language_24,"[1, 1]",487
language_25,"[0, 1]",487
language_26,"[1, 1]",487
language_27,"[1, 0]",487
language_28,"[1, 1]",487
language_29,"[1, 0]",487
language_30,"[1, 1]",487
language_31,"[1, 1]",487
language_34,"[1, 1]",487
language_35,"[1, 1]",487
language_37,"[1, 1]",487
language_38,"[1, 1]",487
language_39,"[1, 1]",487
language_40,"[1, 1]",487
language_41,"[1, 1]",487
language_42,"[1, 1]",487
language_43,"[1, 1]",487
language_44,"[1, 1]",487
language_45,"[1, 1]",487
language_47,"[1, 1]",487
language_48,"[1, 1]",487
language_49,"[1, 1]",487
language_50,"[1, 1]",487
language_51,"[1, 0]",487
language_52,"[1, 1]",487
language_53,"[1, 1]",487
language_54,"[1, 1]",487
language_55,"[0, 1]",487
language_56,"[1, 1]",487
language_57,"[1, 0]",487
language_58,"[1, 1]",487
language_59,"[1, 1]",487
language_60,"[1, 1]",487
language_61,"[1, 1]",487
language_63,"[1, 0]",487
language_64,"[1, 1]",487
language_65,"[1, 1]",487
language_66,"[1, 1]",487
language_68,"[1, 1]",487
language_69,"[1, 0]",487
language_71,"[1, 1]",487
language_72,"[1, 1]",487
language_73,"[1, 1]",487
language_74,"[1, 1]",487
language_75,"[1, 1]",487
language_76,"[1, 1]",487
language_78,"[1, 1]",487
language_79,"[1, 1]",487
language_80,"[0, 0]",487
language_81,"[1, 1]",487
language_82,"[0, 0]",487
language_84,"[1, 1]",487
language_85,"[1, 0]",487
language_86,"[1, 1]",487
language_87,"[1, 1]",487
language_88,"[1, 1]",487
language_92,"[1, 1]",487
language_93,"[0, 1]",487
language_94,"[1, 1]",487
language_95,"[1, 1]",487
language_96,"[1, 1]",487
language_97,"[1, 1]",487
language_98,"[1, 1]",487
language_99,"[1, 1]",487
language_100,"[1, 1]",487
language_101,"[1, 1]",487
language_102,"[0, 1]",487
language_103,"[1, 1]",487
language_104,"[1, 1]",487
language_107,"[1, 1]",487
language_108,"[1, 0]",487
language_109,"[1, 1]",487
language_111,"[1, 1]",487
language_112,"[1, 1]",487
language_113,"[1, 1]",487
language_114,"[1, 1]",487
language_115,"[1, 1]",487
language_116,"[1, 1]",487
language_117,"[1, 1]",487
language_118,"[0, 1]",487
language_119,"[1, 1]",487
language_120,"[1, 1]",487
language_121,"[1, 1]",487
language_123,"[1, 1]",487
language_124,"[1, 0]",487
language_126,"[1, 1]",487
language_127,"[1, 1]",487
language_128,"[1, 1]",487
language_129,"[1, 1]",487
language_130,"[1, 1]",487
language_131,"[1, 1]",487
language_132,"[1, 1]",487
language_133,"[1, 1]",487
language_134,"[1, 1]",487
language_135,"[1, 1]",487
language_136,"[1, 1]",487
language_137,"[1, 1]",487
language_138,"[1, 1]",487
language_139,"[1, 1]",487
language_140,"[1, 1]",487
language_141,"[1, 1]",487
language_142,"[1, 0]",487
language_143,"[1, 1]",487
language_144,"[1, 1]",487
language_145,"[1, 1]",487
language_146,"[0, 1]",487
language_147,"[1, 1]",487
language_148,"[1, 1]",487
language_149,"[1, 1]",487
language_150,"[1, 1]",487
language_151,"[1, 1]",487
language_152,"[1, 1]",487
language_153,"[1, 1]",487
language_154,"[1, 1]",487
language_155,"[1, 1]",487
language_156,"[1, 1]",487
language_157,"[1, 1]",487
language_158,"[1, 1]",487
language_159,"[1, 1]",487
language_160,"[1, 1]",487
language_161,"[1, 1]",487
language_162,"[1, 1]",487
language_163,"[1, 1]",487
language_164,"[1, 1]",487
language_165,"[0, 1]",487
language_166,"[1, 1]",487
language_167,"[1, 0]",487
language_168,"[1, 1]",487
language_169,"[1, 1]",487
language_170,"[0, 1]",487
language_171,"[1, 1]",487
language_172,"[1, 1]",487
language_173,"[1, 1]",487
language_174,"[1, 1]",487
language_175,"[1, 1]",487
language_176,"[1, 1]",487
language_177,"[1, 1]",487
language_178,"[1, 0]",487
language_179,"[0, 1]",487
language_180,"[1, 1]",487
language_181,"[1, 0]",487
language_182,"[1, 1]",487
language_184,"[1, 1]",487
language_185,"[1, 1]",487
language_186,"[1, 1]",487
language_187,"[1, 1]",487
language_188,"[1, 1]",487
language_189,"[0, 1]",487
language_190,"[1, 1]",487
language_191,"[1, 1]",487
language_192,"[1, 1]",487
language_194,"[1, 1]",487
language_195,"[1, 1]",487
language_196,"[1, 1]",487
language_197,"[1, 1]",487
language_198,"[1, 1]",487
language_199,"[1, 1]",487
language_200,"[1, 1]",487
language_201,"[1, 1]",487
language_202,"[1, 1]",487
language_203,"[1, 0]",487
language_204,"[1, 1]",487
language_205,"[1, 1]",487
language_206,"[1, 1]",487
language_207,"[1, 0]",487
language_208,"[1, 1]",487
language_209,"[1, 1]",487
language_210,"[1, 1]",487
language_211,"[1, 1]",487
language_213,"[1, 0]",487
language_214,"[1, 1]",487
language_215,"[1, 1]",487
language_216,"[1, 1]",487
language_217,"[1, 0]",487
language_218,"[0, 1]",487
language_219,"[1, 1]",487
language_220,"[0, 1]",487
language_221,"[1, 1]",487
language_222,"[1, 1]",487
language_223,"[1, 1]",487
language_224,"[1, 0]",487
language_225,"[1, 1]",487
language_226,"[1, 1]",487
language_227,"[1, 1]",487
language_228,"[1, 1]",487
language_229,"[1, 1]",487
language_230,"[1, 1]",487
language_231,"[1, 1]",487
language_232,"[1, 1]",487
language_233,"[1, 1]",487
language_234,"[1, 1]",487
language_235,"[1, 1]",487
language_236,"[1, 1]",487
language_237,"[1, 1]",487
language_238,"[1, 1]",487
language_239,"[1, 1]",487
language_240,"[1, 1]",487
language_241,"[1, 1]",487
language_242,"[1, 1]",487
language_243,"[1, 1]",487
language_244,"[0, 1]",487
language_245,"[0, 1]",487
language_246,"[1, 1]",487
language_247,"[1, 1]",487
language_248,"[1, 1]",487
language_250,"[1, 1]",487
language_251,"[1, 1]",487
language_252,"[1, 1]",487
language_253,"[1, 1]",487
language_254,"[1, 1]",487
language_255,"[0, 1]",487
language_256,"[1, 1]",487
language_257,"[1, 1]",487
language_258,"[1, 1]",487
language_259,"[1, 0]",487
language_260,"[1, 1]",487
language_261,"[1, 1]",487
language_262,"[1, 1]",487
language_263,"[1, 1]",487
language_264,"[1, 1]",487
language_265,"[1, 1]",487
language_266,"[1, 1]",487
language_267,"[1, 1]",487
language_268,"[1, 1]",487
language_269,"[1, 1]",487
language_270,"[0, 1]",487
language_271,"[1, 1]",487
language_272,"[1, 1]",487
language_273,"[1, 0]",487
language_274,"[1, 1]",487
language_275,"[1, 1]",487
language_276,"[1, 1]",487
language_278,"[1, 1]",487
language_279,"[1, 1]",487
language_280,"[1, 1]",487
language_281,"[1, 0]",487
language_283,"[1, 1]",487
language_284,"[1, 1]",487
language_285,"[1, 1]",487
