LANGUAGE,GENDER,SET
language_2,"[1, 1]",623
language_3,"[1, 0]",623
language_4,"[1, 1]",623
language_5,"[1, 1]",623
language_6,"[1, 1]",623
language_7,"[1, 1]",623
language_8,"[1, 1]",623
language_9,"[1, 1]",623
language_10,"[1, 1]",623
language_11,"[1, 1]",623
language_12,"[0, 1]",623
language_14,"[1, 1]",623
language_15,"[1, 1]",623
language_16,"[1, 1]",623
language_17,"[1, 1]",623
language_18,"[1, 1]",623
language_19,"[1, 1]",623
language_20,"[0, 1]",623
language_21,"[1, 1]",623
language_22,"[1, 1]",623
language_24,"[1, 1]",623
language_25,"[1, 1]",623
language_26,"[1, 0]",623
language_27,"[1, 1]",623
language_28,"[1, 1]",623
language_29,"[1, 1]",623
language_30,"[1, 1]",623
language_31,"[0, 1]",623
language_32,"[0, 1]",623
language_33,"[1, 1]",623
language_34,"[1, 1]",623
language_36,"[1, 1]",623
language_37,"[1, 1]",623
language_38,"[1, 1]",623
language_39,"[0, 1]",623
language_40,"[1, 1]",623
language_41,"[0, 1]",623
language_44,"[1, 1]",623
language_45,"[1, 1]",623
language_46,"[1, 0]",623
language_47,"[1, 1]",623
language_48,"[1, 1]",623
language_49,"[1, 1]",623
language_50,"[1, 1]",623
language_51,"[1, 1]",623
language_52,"[1, 1]",623
language_54,"[1, 1]",623
language_55,"[1, 1]",623
language_56,"[1, 1]",623
language_57,"[1, 1]",623
language_58,"[1, 1]",623
language_59,"[1, 1]",623
language_60,"[0, 1]",623
language_61,"[1, 0]",623
language_62,"[1, 1]",623
language_63,"[1, 1]",623
language_64,"[1, 1]",623
language_65,"[1, 1]",623
language_66,"[1, 1]",623
language_67,"[1, 1]",623
language_68,"[1, 1]",623
language_69,"[1, 1]",623
language_70,"[1, 1]",623
language_71,"[1, 1]",623
language_72,"[1, 1]",623
language_73,"[1, 1]",623
language_74,"[1, 1]",623
language_75,"[1, 1]",623
language_76,"[1, 1]",623
language_77,"[1, 1]",623
language_78,"[1, 1]",623
language_79,"[0, 1]",623
language_80,"[1, 1]",623
language_81,"[1, 1]",623
language_82,"[0, 1]",623
language_83,"[1, 1]",623
language_84,"[1, 1]",623
language_85,"[1, 1]",623
language_87,"[1, 1]",623
language_88,"[1, 1]",623
language_89,"[1, 1]",623
language_90,"[1, 1]",623
language_91,"[1, 1]",623
language_92,"[1, 1]",623
language_93,"[1, 0]",623
language_94,"[1, 1]",623
language_95,"[1, 1]",623
language_96,"[1, 1]",623
language_97,"[1, 1]",623
language_98,"[1, 1]",623
language_99,"[1, 1]",623
language_100,"[1, 0]",623
language_101,"[1, 1]",623
language_102,"[0, 1]",623
language_103,"[1, 1]",623
language_105,"[0, 1]",623
language_106,"[1, 1]",623
language_107,"[1, 1]",623
language_108,"[1, 1]",623
language_109,"[1, 1]",623
language_110,"[0, 1]",623
language_111,"[1, 1]",623
language_112,"[1, 1]",623
language_113,"[1, 1]",623
language_114,"[0, 1]",623
language_115,"[1, 1]",623
language_116,"[0, 1]",623
language_117,"[1, 1]",623
language_118,"[1, 1]",623
language_119,"[0, 1]",623
language_120,"[1, 1]",623
language_121,"[1, 1]",623
language_123,"[0, 1]",623
language_124,"[1, 0]",623
language_125,"[1, 1]",623
language_126,"[1, 1]",623
language_127,"[1, 1]",623
language_128,"[1, 1]",623
language_129,"[1, 1]",623
language_130,"[1, 1]",623
language_131,"[1, 0]",623
language_132,"[1, 1]",623
language_133,"[1, 1]",623
language_134,"[1, 1]",623
language_135,"[1, 1]",623
language_136,"[1, 1]",623
language_137,"[1, 1]",623
language_138,"[1, 1]",623
language_139,"[1, 1]",623
language_140,"[0, 1]",623
language_142,"[1, 1]",623
language_143,"[1, 0]",623
language_144,"[1, 1]",623
language_145,"[1, 1]",623
language_146,"[1, 1]",623
language_147,"[1, 1]",623
language_148,"[1, 1]",623
language_149,"[0, 1]",623
language_150,"[1, 1]",623
language_151,"[1, 1]",623
language_152,"[1, 1]",623
language_153,"[1, 1]",623
language_154,"[1, 1]",623
language_155,"[1, 1]",623
language_156,"[1, 1]",623
language_157,"[1, 0]",623
language_158,"[1, 1]",623
language_159,"[1, 1]",623
language_160,"[0, 1]",623
language_161,"[1, 1]",623
language_162,"[1, 0]",623
language_163,"[1, 1]",623
language_164,"[1, 0]",623
language_165,"[1, 1]",623
language_166,"[1, 1]",623
language_167,"[1, 1]",623
language_168,"[1, 1]",623
language_169,"[1, 1]",623
language_170,"[0, 1]",623
language_171,"[1, 1]",623
language_172,"[1, 0]",623
language_173,"[1, 1]",623
language_174,"[1, 1]",623
language_175,"[1, 1]",623
language_176,"[1, 1]",623
language_177,"[1, 1]",623
language_178,"[1, 1]",623
language_179,"[1, 1]",623
language_180,"[1, 1]",623
language_181,"[1, 1]",623
language_182,"[1, 1]",623
language_183,"[1, 1]",623
language_184,"[1, 1]",623
language_185,"[1, 1]",623
language_186,"[1, 1]",623
language_187,"[0, 1]",623
language_189,"[1, 1]",623
language_190,"[1, 1]",623
language_191,"[1, 1]",623
language_192,"[1, 1]",623
language_193,"[0, 1]",623
language_194,"[1, 1]",623
language_195,"[1, 1]",623
language_196,"[1, 0]",623
language_197,"[1, 1]",623
language_198,"[1, 1]",623
language_199,"[1, 1]",623
language_201,"[1, 1]",623
language_202,"[1, 1]",623
language_203,"[0, 1]",623
language_204,"[1, 1]",623
language_205,"[1, 1]",623
language_206,"[1, 1]",623
language_207,"[1, 1]",623
language_208,"[1, 1]",623
language_209,"[1, 1]",623
language_210,"[1, 1]",623
language_211,"[1, 1]",623
language_212,"[1, 0]",623
language_213,"[1, 1]",623
language_214,"[1, 1]",623
language_215,"[1, 1]",623
language_216,"[1, 1]",623
language_217,"[0, 1]",623
language_218,"[1, 1]",623
language_219,"[1, 1]",623
language_220,"[0, 1]",623
language_223,"[1, 1]",623
language_224,"[0, 1]",623
language_225,"[1, 1]",623
language_226,"[1, 0]",623
language_227,"[1, 1]",623
language_228,"[1, 1]",623
language_229,"[1, 1]",623
language_230,"[1, 1]",623
language_231,"[0, 1]",623
language_232,"[1, 1]",623
language_233,"[1, 1]",623
language_234,"[1, 1]",623
language_235,"[1, 1]",623
language_236,"[1, 1]",623
language_237,"[1, 1]",623
language_238,"[1, 1]",623
language_239,"[1, 1]",623
language_240,"[1, 1]",623
language_241,"[1, 1]",623
language_242,"[1, 1]",623
language_243,"[1, 1]",623
language_244,"[1, 1]",623
language_245,"[1, 1]",623
language_246,"[1, 1]",623
language_247,"[1, 1]",623
language_248,"[1, 1]",623
language_250,"[1, 1]",623
language_251,"[1, 1]",623
language_252,"[1, 1]",623
language_253,"[1, 1]",623
language_254,"[1, 1]",623
language_255,"[1, 1]",623
language_256,"[1, 1]",623
language_257,"[1, 1]",623
language_258,"[1, 0]",623
language_259,"[1, 1]",623
language_260,"[1, 1]",623
language_261,"[1, 1]",623
language_262,"[1, 1]",623
language_264,"[1, 1]",623
language_265,"[1, 1]",623
language_266,"[1, 1]",623
language_267,"[1, 1]",623
language_268,"[1, 1]",623
language_269,"[1, 1]",623
language_270,"[1, 1]",623
language_271,"[1, 1]",623
language_272,"[1, 1]",623
language_273,"[1, 1]",623
language_274,"[1, 1]",623
language_275,"[0, 1]",623
language_276,"[1, 0]",623
language_277,"[1, 1]",623
language_278,"[1, 1]",623
language_279,"[1, 1]",623
language_280,"[1, 0]",623
language_281,"[0, 1]",623
language_282,"[1, 1]",623
language_284,"[1, 1]",623
language_285,"[1, 1]",623
language_286,"[1, 1]",623
language_287,"[1, 1]",623
language_288,"[1, 1]",623
language_289,"[1, 1]",623
language_291,"[1, 1]",623
language_292,"[1, 1]",623
language_293,"[1, 1]",623
language_294,"[1, 1]",623
language_295,"[1, 1]",623
language_296,"[1, 1]",623
language_297,"[1, 1]",623
language_298,"[1, 1]",623
language_299,"[1, 1]",623
language_300,"[1, 1]",623
language_302,"[1, 1]",623
language_303,"[1, 1]",623
language_304,"[1, 1]",623
language_305,"[1, 1]",623
language_306,"[1, 1]",623
language_307,"[1, 1]",623
language_308,"[0, 1]",623
language_309,"[1, 1]",623
language_311,"[0, 1]",623
language_312,"[1, 1]",623
language_313,"[1, 1]",623
language_314,"[1, 1]",623
language_315,"[1, 1]",623
language_317,"[1, 1]",623
language_318,"[1, 1]",623
language_319,"[1, 1]",623
language_320,"[1, 1]",623
language_321,"[1, 1]",623
language_322,"[1, 0]",623
language_323,"[0, 1]",623
language_324,"[1, 1]",623
language_325,"[1, 1]",623
language_326,"[1, 1]",623
language_327,"[0, 1]",623
language_328,"[1, 1]",623
language_329,"[1, 1]",623
language_330,"[1, 1]",623
language_331,"[1, 0]",623
language_332,"[1, 1]",623
language_333,"[1, 1]",623
language_334,"[1, 1]",623
language_335,"[1, 1]",623
language_336,"[1, 0]",623
language_337,"[1, 1]",623
language_338,"[1, 1]",623
language_339,"[1, 1]",623
language_340,"[0, 1]",623
language_341,"[1, 1]",623
language_342,"[1, 1]",623
language_344,"[1, 1]",623
language_345,"[1, 1]",623
language_346,"[1, 1]",623
language_347,"[1, 1]",623
language_348,"[0, 1]",623
language_349,"[1, 1]",623
language_350,"[1, 1]",623
language_351,"[1, 1]",623
language_352,"[1, 1]",623
language_353,"[1, 1]",623
language_354,"[0, 1]",623
language_355,"[1, 1]",623
language_356,"[1, 1]",623
language_357,"[1, 1]",623
language_358,"[1, 1]",623
language_359,"[1, 1]",623
language_360,"[1, 1]",623
language_361,"[1, 1]",623
language_362,"[1, 1]",623
language_363,"[1, 1]",623
language_365,"[1, 1]",623
language_366,"[1, 1]",623
language_367,"[1, 1]",623
language_368,"[1, 1]",623
language_369,"[1, 1]",623
language_370,"[1, 1]",623
language_371,"[1, 1]",623
language_372,"[1, 1]",623
language_373,"[1, 1]",623
language_374,"[1, 1]",623
language_375,"[1, 1]",623
language_376,"[0, 1]",623
language_377,"[1, 1]",623
language_379,"[1, 1]",623
language_380,"[0, 1]",623
language_381,"[1, 1]",623
language_382,"[1, 1]",623
language_383,"[1, 1]",623
language_385,"[1, 1]",623
language_386,"[1, 1]",623
language_387,"[1, 1]",623
language_388,"[0, 1]",623
language_389,"[1, 1]",623
language_390,"[1, 1]",623
language_391,"[1, 1]",623
language_392,"[1, 0]",623
language_393,"[1, 1]",623
language_394,"[1, 1]",623
language_395,"[0, 1]",623
language_396,"[1, 1]",623
language_397,"[1, 1]",623
language_398,"[1, 1]",623
language_399,"[1, 1]",623
language_400,"[1, 1]",623
language_401,"[1, 1]",623
language_402,"[1, 1]",623
language_403,"[1, 1]",623
language_404,"[0, 1]",623
language_405,"[1, 1]",623
language_406,"[1, 1]",623
language_408,"[1, 1]",623
language_409,"[0, 1]",623
language_410,"[1, 1]",623
language_411,"[1, 1]",623
language_412,"[1, 1]",623
language_413,"[1, 1]",623
language_415,"[1, 1]",623
language_416,"[1, 1]",623
language_417,"[1, 1]",623
language_418,"[1, 1]",623
language_419,"[1, 1]",623
language_420,"[1, 1]",623
language_421,"[0, 1]",623
language_422,"[1, 1]",623
language_423,"[1, 1]",623
language_424,"[1, 1]",623
language_425,"[1, 1]",623
language_426,"[1, 1]",623
language_427,"[1, 1]",623
language_428,"[0, 1]",623
language_429,"[1, 1]",623
language_430,"[1, 1]",623
language_431,"[1, 1]",623
language_432,"[1, 1]",623
language_433,"[1, 1]",623
language_434,"[0, 1]",623
language_435,"[1, 1]",623
language_436,"[1, 1]",623
language_437,"[1, 1]",623
language_439,"[1, 1]",623
language_441,"[1, 0]",623
language_442,"[0, 1]",623
language_443,"[1, 1]",623
language_444,"[1, 1]",623
language_445,"[0, 1]",623
language_446,"[1, 1]",623
language_447,"[1, 1]",623
language_448,"[1, 1]",623
language_449,"[1, 1]",623
language_450,"[1, 1]",623
language_451,"[1, 1]",623
language_452,"[1, 1]",623
language_453,"[1, 1]",623
language_454,"[1, 1]",623
language_455,"[1, 1]",623
language_456,"[1, 1]",623
language_457,"[1, 0]",623
language_458,"[1, 1]",623
language_459,"[1, 1]",623
language_460,"[1, 1]",623
language_462,"[1, 1]",623
language_463,"[1, 1]",623
language_464,"[1, 1]",623
language_465,"[1, 1]",623
language_466,"[0, 1]",623
language_467,"[1, 1]",623
language_468,"[1, 1]",623
language_469,"[1, 1]",623
language_470,"[1, 0]",623
language_471,"[0, 1]",623
language_472,"[1, 1]",623
language_473,"[1, 1]",623
language_474,"[1, 1]",623
language_475,"[1, 1]",623
language_476,"[1, 1]",623
language_477,"[1, 1]",623
language_478,"[1, 1]",623
language_479,"[1, 0]",623
language_480,"[1, 1]",623
language_481,"[1, 1]",623
language_483,"[1, 1]",623
language_484,"[1, 1]",623
language_485,"[1, 1]",623
language_486,"[1, 1]",623
language_487,"[1, 1]",623
language_488,"[1, 1]",623
language_489,"[1, 1]",623
language_490,"[1, 1]",623
language_491,"[1, 0]",623
language_492,"[1, 0]",623
language_494,"[1, 1]",623
language_495,"[1, 1]",623
language_496,"[0, 1]",623
language_497,"[1, 1]",623
language_498,"[1, 1]",623
language_499,"[1, 1]",623
language_501,"[0, 1]",623
language_502,"[1, 1]",623
language_503,"[1, 1]",623
language_504,"[1, 1]",623
language_505,"[1, 1]",623
