LANGUAGE,GENDER,SET
language_1,"[1, 1]",946
language_2,"[0, 1]",946
language_3,"[1, 1]",946
language_4,"[1, 1]",946
language_5,"[1, 1]",946
language_6,"[1, 1]",946
language_7,"[1, 1]",946
language_8,"[1, 1]",946
language_9,"[1, 0]",946
language_10,"[1, 0]",946
language_11,"[1, 1]",946
language_12,"[1, 1]",946
language_13,"[1, 1]",946
language_14,"[1, 1]",946
language_16,"[1, 1]",946
language_17,"[1, 1]",946
language_19,"[1, 1]",946
language_20,"[1, 1]",946
language_21,"[0, 1]",946
language_22,"[1, 1]",946
language_23,"[1, 1]",946
language_24,"[1, 1]",946
language_25,"[1, 0]",946
language_26,"[1, 1]",946
language_27,"[1, 1]",946
language_28,"[1, 0]",946
language_29,"[1, 1]",946
language_30,"[1, 1]",946
language_31,"[1, 1]",946
language_32,"[1, 1]",946
language_33,"[1, 1]",946
language_34,"[1, 1]",946
language_36,"[1, 0]",946
language_37,"[1, 1]",946
language_38,"[1, 1]",946
language_39,"[1, 1]",946
language_41,"[1, 1]",946
language_42,"[1, 1]",946
language_43,"[1, 1]",946
language_44,"[1, 1]",946
language_46,"[1, 1]",946
language_47,"[1, 1]",946
language_48,"[1, 1]",946
language_49,"[1, 1]",946
language_50,"[1, 1]",946
language_51,"[1, 1]",946
language_52,"[1, 1]",946
language_53,"[1, 1]",946
language_54,"[1, 1]",946
language_56,"[1, 1]",946
language_58,"[1, 0]",946
language_59,"[1, 1]",946
language_60,"[1, 1]",946
language_61,"[1, 1]",946
language_62,"[1, 1]",946
language_63,"[1, 1]",946
language_64,"[1, 1]",946
language_65,"[1, 1]",946
language_66,"[1, 1]",946
language_67,"[1, 1]",946
language_69,"[1, 1]",946
language_70,"[1, 1]",946
language_71,"[0, 1]",946
language_73,"[1, 1]",946
language_74,"[0, 1]",946
language_75,"[1, 1]",946
language_76,"[1, 1]",946
language_77,"[1, 1]",946
language_78,"[1, 1]",946
language_79,"[1, 1]",946
language_80,"[1, 1]",946
language_81,"[1, 1]",946
language_83,"[1, 0]",946
language_84,"[1, 1]",946
language_86,"[1, 1]",946
language_87,"[1, 1]",946
language_88,"[1, 1]",946
language_90,"[1, 1]",946
language_91,"[1, 1]",946
language_92,"[1, 1]",946
language_93,"[1, 1]",946
language_94,"[1, 1]",946
language_95,"[0, 1]",946
language_96,"[0, 1]",946
language_97,"[1, 1]",946
language_98,"[1, 1]",946
language_99,"[1, 1]",946
language_100,"[1, 1]",946
language_101,"[1, 1]",946
language_102,"[1, 1]",946
language_103,"[1, 1]",946
language_104,"[1, 1]",946
language_105,"[1, 1]",946
language_106,"[1, 1]",946
language_107,"[1, 1]",946
language_108,"[1, 1]",946
language_109,"[1, 1]",946
language_110,"[1, 0]",946
language_111,"[1, 1]",946
language_112,"[1, 1]",946
language_113,"[1, 1]",946
language_114,"[1, 1]",946
language_115,"[1, 1]",946
language_117,"[1, 1]",946
language_118,"[1, 1]",946
language_119,"[1, 1]",946
language_121,"[1, 1]",946
language_122,"[1, 1]",946
language_123,"[1, 1]",946
language_124,"[1, 1]",946
language_125,"[1, 1]",946
language_126,"[1, 1]",946
language_128,"[1, 1]",946
language_129,"[1, 1]",946
language_130,"[1, 1]",946
language_132,"[1, 0]",946
language_133,"[0, 1]",946
language_134,"[1, 1]",946
language_135,"[1, 1]",946
language_136,"[1, 1]",946
language_137,"[1, 1]",946
language_138,"[1, 1]",946
language_139,"[1, 1]",946
language_140,"[1, 0]",946
language_141,"[1, 1]",946
language_142,"[1, 1]",946
language_143,"[1, 1]",946
language_144,"[1, 1]",946
language_145,"[1, 0]",946
language_146,"[1, 0]",946
language_147,"[1, 1]",946
language_148,"[1, 0]",946
language_149,"[1, 1]",946
language_151,"[1, 1]",946
language_152,"[1, 1]",946
language_153,"[0, 1]",946
language_154,"[1, 1]",946
language_155,"[1, 1]",946
language_156,"[1, 1]",946
language_157,"[1, 1]",946
language_158,"[1, 1]",946
language_159,"[1, 1]",946
language_160,"[0, 1]",946
language_161,"[0, 0]",946
language_162,"[1, 1]",946
language_164,"[0, 1]",946
language_165,"[1, 1]",946
language_166,"[1, 1]",946
language_167,"[1, 1]",946
language_168,"[0, 1]",946
language_169,"[1, 1]",946
language_170,"[1, 1]",946
language_171,"[1, 1]",946
language_172,"[1, 1]",946
language_173,"[1, 1]",946
language_174,"[1, 1]",946
language_175,"[1, 0]",946
language_176,"[0, 0]",946
language_177,"[1, 1]",946
language_178,"[1, 1]",946
language_180,"[1, 1]",946
language_181,"[1, 1]",946
language_182,"[1, 1]",946
language_183,"[1, 1]",946
language_184,"[1, 1]",946
language_185,"[1, 1]",946
language_186,"[1, 1]",946
language_187,"[1, 1]",946
language_188,"[1, 1]",946
language_189,"[1, 0]",946
language_190,"[1, 1]",946
language_191,"[1, 1]",946
language_192,"[1, 1]",946
language_193,"[1, 1]",946
language_195,"[0, 1]",946
language_196,"[1, 1]",946
language_197,"[1, 1]",946
language_198,"[1, 0]",946
language_199,"[1, 1]",946
language_200,"[0, 1]",946
language_201,"[1, 1]",946
language_202,"[1, 1]",946
language_203,"[1, 1]",946
language_204,"[1, 1]",946
language_205,"[1, 1]",946
language_206,"[1, 1]",946
language_208,"[1, 1]",946
language_209,"[1, 1]",946
language_210,"[0, 1]",946
language_211,"[1, 1]",946
language_212,"[1, 1]",946
language_213,"[1, 1]",946
language_214,"[0, 1]",946
language_215,"[1, 1]",946
language_216,"[1, 1]",946
language_217,"[1, 1]",946
language_218,"[1, 1]",946
language_219,"[1, 1]",946
language_220,"[1, 1]",946
language_221,"[1, 1]",946
language_222,"[1, 1]",946
language_223,"[1, 1]",946
language_224,"[1, 1]",946
language_225,"[1, 1]",946
language_226,"[0, 1]",946
language_227,"[1, 1]",946
language_228,"[1, 1]",946
language_229,"[1, 1]",946
language_230,"[1, 1]",946
language_231,"[0, 1]",946
language_232,"[1, 1]",946
language_233,"[1, 1]",946
language_234,"[1, 1]",946
