LANGUAGE,GENDER,SET
language_2,"[1, 1]",871
language_3,"[1, 1]",871
language_4,"[1, 1]",871
language_5,"[1, 1]",871
language_6,"[1, 0]",871
language_7,"[1, 1]",871
language_8,"[1, 0]",871
language_9,"[1, 1]",871
language_10,"[1, 1]",871
language_12,"[0, 1]",871
language_13,"[1, 1]",871
language_14,"[1, 1]",871
language_15,"[1, 1]",871
language_16,"[1, 1]",871
language_17,"[1, 1]",871
language_18,"[1, 1]",871
language_19,"[1, 1]",871
language_20,"[0, 1]",871
language_21,"[1, 1]",871
language_22,"[1, 1]",871
language_23,"[1, 1]",871
language_24,"[1, 1]",871
language_25,"[1, 1]",871
language_26,"[1, 1]",871
language_27,"[1, 1]",871
language_29,"[1, 1]",871
language_30,"[1, 1]",871
language_31,"[1, 1]",871
language_32,"[1, 1]",871
language_34,"[1, 1]",871
language_37,"[1, 1]",871
language_38,"[1, 1]",871
language_39,"[0, 1]",871
language_40,"[1, 1]",871
language_42,"[1, 1]",871
language_43,"[1, 1]",871
language_44,"[1, 1]",871
language_45,"[1, 1]",871
language_47,"[1, 1]",871
language_48,"[1, 1]",871
language_49,"[1, 1]",871
language_50,"[1, 1]",871
language_51,"[1, 1]",871
language_52,"[1, 1]",871
language_53,"[0, 1]",871
language_54,"[1, 1]",871
language_56,"[1, 1]",871
language_57,"[1, 1]",871
language_58,"[1, 1]",871
language_59,"[1, 1]",871
language_60,"[1, 1]",871
language_61,"[1, 1]",871
language_62,"[1, 1]",871
language_63,"[1, 1]",871
language_64,"[1, 1]",871
language_65,"[1, 1]",871
language_66,"[1, 1]",871
language_67,"[1, 1]",871
language_68,"[1, 1]",871
language_69,"[1, 1]",871
language_70,"[1, 1]",871
language_71,"[1, 1]",871
language_72,"[1, 1]",871
language_73,"[1, 1]",871
language_74,"[1, 1]",871
language_75,"[1, 1]",871
language_76,"[1, 1]",871
language_77,"[1, 1]",871
language_78,"[1, 1]",871
language_79,"[1, 1]",871
language_80,"[1, 1]",871
language_81,"[1, 1]",871
language_82,"[1, 1]",871
language_83,"[0, 1]",871
language_84,"[1, 1]",871
language_85,"[1, 1]",871
language_86,"[1, 1]",871
language_87,"[1, 1]",871
language_88,"[1, 1]",871
language_89,"[1, 1]",871
language_90,"[1, 1]",871
language_91,"[1, 1]",871
language_93,"[1, 1]",871
language_94,"[1, 1]",871
language_95,"[1, 0]",871
language_96,"[0, 1]",871
language_97,"[1, 1]",871
language_99,"[1, 1]",871
language_100,"[1, 1]",871
language_101,"[1, 1]",871
language_102,"[1, 1]",871
language_103,"[1, 0]",871
language_104,"[1, 1]",871
language_105,"[1, 1]",871
language_106,"[1, 1]",871
language_107,"[1, 1]",871
language_108,"[1, 1]",871
language_109,"[1, 1]",871
language_111,"[1, 1]",871
language_112,"[1, 1]",871
language_113,"[1, 1]",871
language_114,"[1, 1]",871
language_115,"[1, 1]",871
language_116,"[1, 1]",871
language_117,"[1, 1]",871
language_118,"[1, 1]",871
language_119,"[1, 1]",871
language_120,"[0, 1]",871
language_121,"[1, 1]",871
language_122,"[1, 1]",871
language_123,"[1, 1]",871
language_124,"[1, 1]",871
language_126,"[1, 1]",871
language_127,"[1, 1]",871
language_128,"[0, 1]",871
language_130,"[1, 1]",871
language_131,"[1, 1]",871
language_132,"[0, 1]",871
language_133,"[1, 1]",871
language_134,"[1, 0]",871
language_135,"[0, 1]",871
language_136,"[1, 1]",871
language_137,"[1, 1]",871
language_138,"[1, 1]",871
language_139,"[1, 1]",871
language_140,"[1, 1]",871
language_141,"[0, 1]",871
language_143,"[1, 1]",871
language_144,"[1, 1]",871
language_145,"[1, 1]",871
language_146,"[1, 1]",871
language_147,"[1, 1]",871
language_149,"[1, 1]",871
language_150,"[1, 0]",871
language_151,"[0, 1]",871
language_152,"[1, 1]",871
language_153,"[0, 1]",871
language_154,"[1, 1]",871
language_155,"[1, 1]",871
language_156,"[1, 1]",871
language_157,"[1, 1]",871
language_158,"[1, 1]",871
language_160,"[1, 1]",871
language_161,"[1, 1]",871
language_162,"[1, 1]",871
language_163,"[1, 1]",871
language_164,"[1, 1]",871
language_165,"[1, 1]",871
language_166,"[0, 1]",871
language_167,"[1, 1]",871
language_168,"[1, 1]",871
language_170,"[1, 1]",871
language_171,"[1, 1]",871
language_172,"[1, 1]",871
language_173,"[1, 1]",871
language_174,"[1, 1]",871
language_175,"[1, 1]",871
language_176,"[1, 1]",871
language_177,"[1, 0]",871
language_178,"[1, 1]",871
language_179,"[1, 1]",871
language_180,"[1, 1]",871
language_181,"[1, 1]",871
language_182,"[1, 1]",871
language_183,"[0, 1]",871
language_184,"[1, 1]",871
language_185,"[1, 0]",871
language_186,"[0, 1]",871
language_187,"[1, 1]",871
language_188,"[1, 1]",871
language_189,"[0, 1]",871
language_190,"[1, 1]",871
language_192,"[1, 1]",871
language_193,"[1, 1]",871
language_194,"[1, 1]",871
language_196,"[1, 1]",871
language_197,"[1, 1]",871
language_198,"[1, 1]",871
language_199,"[1, 1]",871
language_200,"[1, 1]",871
language_201,"[1, 1]",871
language_202,"[1, 1]",871
language_203,"[0, 1]",871
language_204,"[0, 0]",871
language_205,"[1, 1]",871
language_206,"[1, 1]",871
language_207,"[1, 1]",871
language_209,"[1, 1]",871
language_211,"[1, 1]",871
language_212,"[1, 1]",871
language_213,"[1, 1]",871
language_214,"[0, 1]",871
language_215,"[1, 1]",871
language_216,"[1, 1]",871
language_217,"[1, 1]",871
language_218,"[1, 1]",871
language_219,"[0, 1]",871
language_220,"[1, 1]",871
language_221,"[0, 1]",871
language_222,"[1, 1]",871
language_223,"[1, 1]",871
language_224,"[1, 1]",871
language_225,"[1, 1]",871
language_226,"[1, 1]",871
language_227,"[1, 0]",871
language_228,"[0, 1]",871
language_229,"[1, 1]",871
language_230,"[1, 1]",871
language_231,"[1, 1]",871
language_232,"[1, 1]",871
language_233,"[1, 1]",871
language_234,"[1, 1]",871
language_235,"[1, 1]",871
language_236,"[1, 1]",871
language_237,"[1, 1]",871
language_238,"[1, 1]",871
language_239,"[1, 1]",871
