LANGUAGE,GENDER,SET
language_1,"[1, 0]",92
language_2,"[1, 1]",92
language_4,"[1, 1]",92
language_5,"[1, 1]",92
language_7,"[1, 1]",92
language_8,"[1, 1]",92
language_9,"[1, 1]",92
language_10,"[1, 1]",92
language_12,"[1, 1]",92
language_13,"[1, 1]",92
language_14,"[1, 1]",92
language_15,"[1, 1]",92
language_16,"[1, 1]",92
language_17,"[1, 1]",92
language_18,"[1, 1]",92
language_19,"[1, 1]",92
language_20,"[1, 1]",92
language_21,"[1, 1]",92
language_22,"[1, 1]",92
language_23,"[1, 1]",92
language_24,"[1, 1]",92
language_25,"[1, 1]",92
language_26,"[1, 1]",92
language_27,"[1, 1]",92
language_28,"[1, 1]",92
language_29,"[1, 1]",92
language_30,"[1, 1]",92
language_31,"[1, 1]",92
language_32,"[1, 1]",92
language_33,"[1, 1]",92
language_34,"[1, 1]",92
language_35,"[1, 1]",92
language_36,"[1, 1]",92
language_37,"[1, 1]",92
language_38,"[1, 1]",92
language_39,"[1, 1]",92
language_40,"[1, 1]",92
language_42,"[1, 1]",92
language_43,"[1, 1]",92
language_44,"[0, 1]",92
language_45,"[1, 1]",92
language_46,"[0, 1]",92
language_47,"[1, 1]",92
language_49,"[1, 1]",92
language_50,"[1, 0]",92
language_51,"[1, 1]",92
language_53,"[1, 1]",92
language_54,"[1, 1]",92
language_55,"[0, 1]",92
language_56,"[1, 1]",92
language_57,"[1, 1]",92
language_58,"[1, 1]",92
language_59,"[1, 1]",92
language_60,"[1, 1]",92
language_61,"[1, 1]",92
language_62,"[1, 1]",92
language_63,"[0, 0]",92
language_64,"[1, 1]",92
language_65,"[1, 1]",92
language_66,"[1, 1]",92
language_67,"[0, 1]",92
language_68,"[1, 1]",92
language_69,"[1, 1]",92
language_70,"[1, 1]",92
language_72,"[1, 1]",92
language_73,"[1, 1]",92
language_75,"[1, 1]",92
language_76,"[1, 1]",92
language_77,"[1, 1]",92
language_78,"[1, 1]",92
language_79,"[1, 1]",92
language_80,"[1, 1]",92
language_81,"[1, 1]",92
language_82,"[1, 1]",92
language_83,"[1, 1]",92
language_84,"[1, 1]",92
language_85,"[1, 1]",92
language_86,"[1, 1]",92
language_87,"[1, 1]",92
language_88,"[1, 1]",92
language_89,"[1, 1]",92
language_90,"[1, 1]",92
language_91,"[1, 1]",92
language_92,"[1, 1]",92
language_93,"[1, 1]",92
language_94,"[1, 1]",92
language_95,"[1, 1]",92
language_96,"[1, 0]",92
language_97,"[1, 1]",92
language_98,"[1, 1]",92
language_99,"[1, 1]",92
language_100,"[0, 1]",92
language_101,"[1, 1]",92
language_102,"[1, 1]",92
language_103,"[1, 1]",92
language_104,"[1, 1]",92
language_105,"[1, 0]",92
language_106,"[1, 1]",92
language_107,"[1, 1]",92
language_108,"[1, 1]",92
language_109,"[1, 1]",92
language_110,"[1, 1]",92
language_111,"[1, 1]",92
language_112,"[1, 1]",92
language_113,"[1, 1]",92
language_114,"[1, 0]",92
language_115,"[0, 1]",92
language_116,"[1, 1]",92
language_117,"[1, 1]",92
language_118,"[1, 1]",92
language_119,"[1, 1]",92
language_120,"[1, 1]",92
language_121,"[0, 1]",92
language_122,"[1, 1]",92
language_123,"[1, 1]",92
language_126,"[1, 0]",92
language_127,"[0, 1]",92
language_128,"[1, 1]",92
language_129,"[1, 1]",92
language_130,"[1, 1]",92
language_131,"[1, 1]",92
language_132,"[0, 1]",92
language_133,"[1, 1]",92
language_134,"[1, 1]",92
language_136,"[1, 0]",92
language_137,"[1, 1]",92
language_138,"[1, 1]",92
language_139,"[1, 1]",92
language_140,"[0, 1]",92
language_141,"[1, 1]",92
