LANGUAGE,GENDER,SET
language_1,"[0, 1]",826
language_2,"[1, 1]",826
language_4,"[1, 1]",826
language_5,"[1, 1]",826
language_6,"[1, 1]",826
language_7,"[1, 1]",826
language_8,"[0, 1]",826
language_10,"[1, 1]",826
language_11,"[1, 1]",826
language_12,"[1, 1]",826
language_13,"[1, 0]",826
language_14,"[1, 0]",826
language_15,"[1, 1]",826
language_16,"[0, 1]",826
language_17,"[1, 1]",826
language_18,"[1, 1]",826
language_19,"[0, 1]",826
language_20,"[1, 1]",826
language_21,"[1, 1]",826
language_22,"[1, 1]",826
language_23,"[1, 0]",826
language_24,"[1, 1]",826
language_25,"[1, 1]",826
language_26,"[1, 1]",826
language_27,"[1, 1]",826
language_28,"[0, 1]",826
language_29,"[1, 1]",826
language_30,"[1, 1]",826
language_32,"[1, 1]",826
language_33,"[1, 1]",826
language_34,"[1, 1]",826
language_35,"[1, 1]",826
language_36,"[1, 1]",826
language_37,"[1, 1]",826
language_38,"[1, 1]",826
language_39,"[1, 1]",826
language_40,"[1, 1]",826
language_41,"[1, 1]",826
language_44,"[1, 1]",826
language_45,"[1, 1]",826
language_46,"[1, 1]",826
language_47,"[1, 1]",826
language_48,"[1, 1]",826
language_49,"[1, 1]",826
language_50,"[0, 1]",826
language_51,"[1, 1]",826
language_53,"[1, 1]",826
language_54,"[1, 1]",826
language_55,"[1, 1]",826
language_56,"[1, 1]",826
language_57,"[1, 1]",826
language_58,"[0, 1]",826
language_59,"[1, 0]",826
language_60,"[1, 1]",826
language_61,"[1, 1]",826
language_62,"[1, 1]",826
language_63,"[1, 1]",826
language_64,"[1, 1]",826
language_65,"[1, 1]",826
language_66,"[0, 1]",826
language_67,"[1, 0]",826
language_68,"[1, 1]",826
language_70,"[1, 1]",826
language_71,"[1, 1]",826
language_72,"[1, 1]",826
language_73,"[1, 1]",826
language_74,"[1, 1]",826
language_75,"[1, 1]",826
language_76,"[1, 1]",826
language_77,"[1, 1]",826
language_78,"[1, 1]",826
language_79,"[1, 1]",826
language_80,"[1, 1]",826
language_81,"[1, 1]",826
language_82,"[1, 1]",826
language_83,"[1, 1]",826
language_84,"[1, 1]",826
language_85,"[1, 0]",826
language_86,"[1, 1]",826
language_87,"[1, 1]",826
language_88,"[1, 1]",826
language_89,"[1, 1]",826
language_90,"[0, 1]",826
language_91,"[1, 1]",826
language_92,"[1, 1]",826
language_93,"[1, 1]",826
language_95,"[1, 1]",826
language_96,"[0, 1]",826
language_97,"[1, 1]",826
language_98,"[1, 1]",826
language_99,"[1, 1]",826
language_100,"[1, 1]",826
language_101,"[1, 1]",826
language_102,"[1, 1]",826
language_103,"[1, 1]",826
language_104,"[0, 1]",826
language_105,"[1, 1]",826
language_106,"[1, 1]",826
language_107,"[1, 1]",826
language_108,"[1, 1]",826
language_109,"[0, 1]",826
language_110,"[1, 1]",826
language_112,"[1, 0]",826
language_113,"[1, 1]",826
language_114,"[1, 1]",826
language_115,"[1, 1]",826
language_116,"[1, 1]",826
language_117,"[1, 1]",826
language_118,"[1, 1]",826
language_119,"[1, 1]",826
language_120,"[1, 1]",826
language_121,"[1, 1]",826
language_122,"[1, 1]",826
language_123,"[1, 1]",826
language_124,"[0, 1]",826
language_125,"[0, 1]",826
language_126,"[1, 1]",826
language_127,"[1, 1]",826
language_129,"[1, 0]",826
language_130,"[1, 1]",826
language_131,"[1, 1]",826
language_132,"[1, 1]",826
language_133,"[1, 1]",826
language_134,"[0, 1]",826
language_135,"[1, 1]",826
language_136,"[1, 1]",826
language_137,"[1, 1]",826
language_138,"[1, 1]",826
language_139,"[1, 1]",826
language_140,"[1, 1]",826
language_141,"[1, 1]",826
language_142,"[1, 1]",826
language_143,"[1, 0]",826
language_144,"[1, 1]",826
language_145,"[0, 1]",826
language_146,"[1, 1]",826
language_147,"[1, 1]",826
language_148,"[0, 1]",826
language_149,"[1, 1]",826
language_150,"[1, 1]",826
language_151,"[1, 1]",826
language_152,"[0, 1]",826
language_154,"[1, 1]",826
language_155,"[1, 1]",826
language_156,"[1, 1]",826
language_157,"[1, 1]",826
language_158,"[1, 1]",826
language_159,"[1, 1]",826
language_160,"[0, 0]",826
language_161,"[1, 1]",826
language_162,"[1, 1]",826
language_163,"[1, 1]",826
language_164,"[1, 1]",826
language_165,"[1, 1]",826
language_166,"[1, 0]",826
language_168,"[1, 1]",826
language_170,"[0, 1]",826
language_171,"[1, 1]",826
language_172,"[1, 1]",826
language_173,"[1, 1]",826
language_174,"[1, 1]",826
language_175,"[1, 1]",826
language_176,"[1, 1]",826
language_177,"[1, 1]",826
language_178,"[1, 1]",826
language_180,"[1, 1]",826
language_181,"[0, 1]",826
language_182,"[1, 1]",826
language_183,"[1, 1]",826
language_184,"[1, 1]",826
language_185,"[1, 1]",826
language_187,"[1, 1]",826
language_188,"[1, 1]",826
language_189,"[1, 1]",826
language_190,"[1, 1]",826
language_191,"[1, 1]",826
language_192,"[1, 1]",826
language_193,"[1, 1]",826
language_194,"[1, 1]",826
language_195,"[0, 1]",826
language_196,"[1, 1]",826
language_197,"[1, 1]",826
language_198,"[1, 1]",826
language_199,"[1, 1]",826
language_200,"[1, 1]",826
language_201,"[1, 1]",826
language_202,"[1, 1]",826
language_203,"[0, 1]",826
language_204,"[1, 1]",826
language_205,"[1, 1]",826
language_206,"[1, 1]",826
language_207,"[1, 1]",826
language_209,"[1, 1]",826
language_210,"[1, 1]",826
language_211,"[1, 1]",826
language_213,"[1, 1]",826
language_214,"[1, 1]",826
language_215,"[1, 1]",826
language_216,"[1, 1]",826
language_218,"[0, 0]",826
language_219,"[1, 1]",826
language_220,"[1, 1]",826
language_221,"[1, 1]",826
