LANGUAGE,GENDER,SET
language_1,"[1, 1]",51
language_2,"[1, 1]",51
language_3,"[1, 1]",51
language_4,"[1, 1]",51
language_5,"[1, 1]",51
language_6,"[1, 1]",51
language_7,"[1, 1]",51
language_8,"[1, 1]",51
language_9,"[1, 1]",51
language_10,"[1, 1]",51
language_11,"[1, 1]",51
language_12,"[1, 1]",51
language_13,"[0, 1]",51
language_14,"[1, 1]",51
language_15,"[1, 1]",51
language_16,"[1, 1]",51
language_17,"[1, 1]",51
language_18,"[1, 1]",51
language_19,"[1, 0]",51
language_20,"[1, 1]",51
language_21,"[1, 1]",51
language_22,"[1, 1]",51
language_23,"[1, 1]",51
language_24,"[1, 1]",51
language_26,"[1, 1]",51
language_27,"[1, 1]",51
language_28,"[1, 1]",51
language_29,"[1, 1]",51
language_30,"[1, 1]",51
language_31,"[1, 1]",51
language_32,"[1, 1]",51
language_33,"[1, 1]",51
language_34,"[1, 1]",51
language_35,"[0, 1]",51
language_36,"[1, 1]",51
language_38,"[0, 1]",51
language_39,"[1, 0]",51
language_40,"[1, 1]",51
language_41,"[1, 1]",51
language_42,"[1, 1]",51
language_43,"[1, 1]",51
language_44,"[1, 1]",51
language_45,"[1, 1]",51
language_46,"[1, 1]",51
language_47,"[1, 1]",51
language_48,"[1, 1]",51
language_49,"[1, 1]",51
language_50,"[1, 1]",51
language_51,"[1, 1]",51
language_52,"[1, 1]",51
language_53,"[1, 1]",51
language_54,"[1, 1]",51
language_55,"[1, 1]",51
language_56,"[1, 1]",51
language_57,"[1, 1]",51
language_58,"[1, 1]",51
language_59,"[1, 1]",51
language_60,"[1, 1]",51
language_61,"[1, 1]",51
language_62,"[1, 0]",51
language_63,"[1, 1]",51
language_64,"[1, 0]",51
language_65,"[0, 1]",51
language_66,"[1, 1]",51
language_67,"[1, 1]",51
language_68,"[1, 1]",51
language_69,"[1, 1]",51
language_70,"[1, 1]",51
language_71,"[1, 1]",51
language_74,"[1, 1]",51
language_75,"[1, 1]",51
language_76,"[1, 0]",51
language_77,"[1, 1]",51
language_78,"[1, 1]",51
language_79,"[1, 1]",51
language_81,"[1, 1]",51
language_82,"[1, 1]",51
language_83,"[1, 1]",51
language_85,"[0, 1]",51
language_86,"[1, 1]",51
language_87,"[1, 1]",51
language_88,"[1, 1]",51
language_89,"[1, 1]",51
language_90,"[1, 1]",51
language_92,"[1, 1]",51
language_94,"[1, 1]",51
language_95,"[1, 1]",51
language_96,"[1, 1]",51
language_97,"[1, 1]",51
language_98,"[1, 1]",51
language_99,"[1, 1]",51
language_100,"[1, 1]",51
language_101,"[1, 1]",51
language_102,"[1, 1]",51
language_103,"[1, 1]",51
language_104,"[1, 1]",51
language_106,"[1, 1]",51
language_107,"[1, 1]",51
language_108,"[1, 0]",51
language_109,"[1, 1]",51
language_110,"[1, 1]",51
language_111,"[0, 1]",51
language_112,"[1, 1]",51
language_113,"[1, 1]",51
language_114,"[0, 0]",51
