LANGUAGE,GENDER,SET
language_1,"[1, 1]",43
language_2,"[1, 1]",43
language_3,"[1, 1]",43
language_5,"[1, 1]",43
language_6,"[1, 0]",43
language_7,"[1, 1]",43
language_8,"[1, 1]",43
language_10,"[1, 1]",43
language_11,"[1, 1]",43
language_12,"[0, 1]",43
language_13,"[1, 1]",43
language_14,"[1, 1]",43
language_15,"[1, 1]",43
language_16,"[1, 1]",43
language_17,"[1, 1]",43
language_18,"[1, 0]",43
language_19,"[1, 1]",43
language_20,"[1, 1]",43
language_21,"[1, 1]",43
language_22,"[1, 1]",43
language_23,"[1, 1]",43
language_24,"[1, 1]",43
language_25,"[1, 1]",43
language_26,"[1, 1]",43
language_28,"[0, 1]",43
language_29,"[1, 1]",43
language_30,"[1, 1]",43
language_31,"[1, 1]",43
language_32,"[0, 0]",43
language_33,"[1, 1]",43
language_34,"[1, 1]",43
language_35,"[1, 1]",43
language_36,"[1, 1]",43
language_37,"[0, 1]",43
language_38,"[1, 1]",43
language_39,"[0, 0]",43
language_40,"[1, 1]",43
language_41,"[0, 1]",43
language_42,"[1, 1]",43
language_43,"[1, 1]",43
language_44,"[1, 1]",43
language_45,"[1, 1]",43
language_46,"[1, 1]",43
language_47,"[1, 1]",43
language_48,"[1, 1]",43
language_49,"[1, 1]",43
language_50,"[1, 1]",43
language_51,"[1, 1]",43
language_52,"[1, 1]",43
language_53,"[1, 1]",43
language_54,"[1, 1]",43
language_55,"[0, 1]",43
language_57,"[1, 1]",43
language_58,"[1, 1]",43
language_59,"[0, 1]",43
language_60,"[1, 1]",43
language_61,"[1, 1]",43
language_62,"[1, 1]",43
language_63,"[1, 1]",43
language_64,"[0, 0]",43
language_65,"[1, 1]",43
language_66,"[1, 1]",43
language_67,"[1, 1]",43
language_68,"[0, 1]",43
language_69,"[1, 1]",43
language_70,"[1, 1]",43
language_72,"[1, 1]",43
language_73,"[1, 1]",43
language_74,"[1, 1]",43
language_75,"[1, 1]",43
language_76,"[1, 1]",43
language_77,"[1, 1]",43
language_78,"[1, 1]",43
language_79,"[1, 1]",43
language_80,"[1, 1]",43
language_81,"[1, 1]",43
language_82,"[1, 0]",43
language_83,"[1, 1]",43
language_84,"[1, 1]",43
language_85,"[1, 1]",43
language_86,"[0, 1]",43
language_88,"[1, 1]",43
language_89,"[1, 0]",43
language_90,"[1, 1]",43
language_91,"[1, 0]",43
language_92,"[1, 0]",43
language_93,"[1, 1]",43
language_95,"[1, 0]",43
language_96,"[1, 1]",43
language_97,"[1, 1]",43
language_98,"[1, 1]",43
language_99,"[1, 1]",43
language_100,"[1, 1]",43
language_101,"[1, 1]",43
language_102,"[1, 1]",43
language_103,"[1, 1]",43
language_104,"[1, 1]",43
language_105,"[1, 1]",43
language_106,"[1, 1]",43
language_107,"[1, 1]",43
language_108,"[1, 1]",43
language_109,"[0, 1]",43
language_110,"[1, 1]",43
language_111,"[1, 1]",43
language_112,"[1, 1]",43
language_113,"[1, 1]",43
language_114,"[1, 1]",43
language_115,"[0, 0]",43
language_116,"[1, 1]",43
language_117,"[1, 0]",43
language_118,"[1, 1]",43
language_120,"[1, 1]",43
language_121,"[1, 1]",43
language_122,"[1, 1]",43
language_123,"[1, 1]",43
language_124,"[1, 1]",43
language_125,"[1, 0]",43
language_126,"[1, 1]",43
language_127,"[1, 1]",43
language_128,"[0, 0]",43
language_129,"[1, 1]",43
language_130,"[1, 1]",43
language_131,"[1, 1]",43
language_132,"[1, 1]",43
language_133,"[1, 1]",43
language_134,"[0, 1]",43
language_135,"[1, 1]",43
language_136,"[0, 1]",43
language_137,"[1, 1]",43
language_138,"[1, 1]",43
language_139,"[1, 1]",43
language_140,"[1, 1]",43
language_141,"[0, 1]",43
language_142,"[1, 1]",43
language_143,"[1, 1]",43
language_144,"[1, 1]",43
language_145,"[1, 1]",43
language_146,"[1, 1]",43
language_147,"[1, 1]",43
language_148,"[1, 1]",43
language_149,"[1, 1]",43
language_150,"[1, 1]",43
language_151,"[1, 1]",43
language_152,"[0, 1]",43
language_153,"[1, 1]",43
language_154,"[1, 1]",43
language_155,"[1, 1]",43
language_156,"[1, 1]",43
language_157,"[1, 1]",43
language_158,"[1, 1]",43
language_159,"[1, 1]",43
language_160,"[1, 1]",43
language_161,"[0, 1]",43
language_162,"[1, 0]",43
language_163,"[1, 1]",43
language_164,"[1, 1]",43
language_165,"[1, 1]",43
language_166,"[1, 1]",43
language_167,"[0, 1]",43
language_168,"[1, 1]",43
language_169,"[1, 1]",43
language_170,"[0, 1]",43
language_172,"[1, 1]",43
language_173,"[1, 1]",43
language_174,"[1, 1]",43
language_175,"[1, 1]",43
language_176,"[1, 1]",43
language_177,"[1, 1]",43
language_178,"[1, 0]",43
language_179,"[1, 1]",43
language_180,"[1, 1]",43
language_181,"[1, 1]",43
language_182,"[1, 1]",43
language_183,"[1, 0]",43
language_184,"[1, 0]",43
language_185,"[1, 0]",43
language_186,"[1, 1]",43
language_187,"[1, 1]",43
language_188,"[0, 1]",43
language_189,"[1, 1]",43
language_190,"[1, 1]",43
language_191,"[1, 1]",43
language_192,"[1, 1]",43
language_193,"[1, 1]",43
language_194,"[1, 1]",43
language_195,"[1, 1]",43
language_196,"[1, 1]",43
language_197,"[1, 1]",43
language_198,"[1, 1]",43
language_199,"[1, 1]",43
language_200,"[1, 0]",43
language_201,"[1, 1]",43
language_203,"[1, 1]",43
language_204,"[1, 1]",43
language_205,"[1, 1]",43
language_206,"[1, 1]",43
language_207,"[1, 1]",43
language_209,"[1, 1]",43
language_210,"[1, 1]",43
language_211,"[1, 1]",43
language_213,"[1, 1]",43
language_214,"[1, 0]",43
language_216,"[1, 1]",43
language_217,"[1, 1]",43
language_218,"[1, 1]",43
language_219,"[1, 1]",43
language_220,"[1, 1]",43
language_221,"[1, 1]",43
language_222,"[1, 1]",43
language_223,"[1, 1]",43
language_224,"[1, 1]",43
language_225,"[1, 1]",43
language_226,"[1, 1]",43
language_227,"[1, 1]",43
language_228,"[1, 1]",43
language_229,"[1, 1]",43
language_230,"[0, 1]",43
language_231,"[1, 1]",43
language_232,"[1, 0]",43
language_233,"[1, 0]",43
language_235,"[1, 1]",43
language_236,"[1, 1]",43
language_237,"[1, 1]",43
language_238,"[1, 0]",43
language_239,"[1, 1]",43
language_240,"[0, 1]",43
language_241,"[1, 1]",43
language_242,"[1, 1]",43
language_243,"[1, 1]",43
language_244,"[1, 1]",43
language_245,"[1, 1]",43
language_247,"[1, 1]",43
language_248,"[1, 1]",43
language_249,"[1, 1]",43
language_250,"[1, 1]",43
language_251,"[1, 1]",43
language_252,"[1, 1]",43
language_253,"[0, 1]",43
language_254,"[1, 1]",43
language_256,"[1, 1]",43
language_257,"[1, 1]",43
language_258,"[1, 1]",43
language_259,"[1, 1]",43
language_260,"[1, 1]",43
language_261,"[1, 1]",43
language_262,"[1, 1]",43
language_263,"[1, 1]",43
language_264,"[1, 1]",43
language_265,"[1, 1]",43
language_266,"[1, 1]",43
language_267,"[1, 1]",43
language_268,"[0, 1]",43
language_269,"[1, 1]",43
language_270,"[1, 1]",43
language_271,"[1, 1]",43
language_272,"[1, 1]",43
language_273,"[1, 1]",43
language_274,"[1, 1]",43
language_275,"[1, 1]",43
language_276,"[1, 1]",43
language_277,"[1, 1]",43
language_278,"[1, 1]",43
language_279,"[1, 1]",43
language_280,"[1, 1]",43
language_281,"[1, 1]",43
language_282,"[1, 1]",43
language_283,"[1, 1]",43
language_284,"[0, 1]",43
language_285,"[1, 1]",43
language_286,"[1, 1]",43
language_287,"[1, 0]",43
language_288,"[1, 1]",43
language_289,"[1, 1]",43
language_290,"[1, 1]",43
language_291,"[1, 1]",43
language_292,"[1, 1]",43
language_293,"[1, 1]",43
language_294,"[1, 1]",43
language_295,"[1, 1]",43
language_296,"[1, 1]",43
language_297,"[1, 1]",43
language_298,"[1, 1]",43
language_300,"[1, 1]",43
language_301,"[1, 1]",43
language_303,"[1, 1]",43
language_304,"[1, 1]",43
language_305,"[1, 1]",43
language_306,"[1, 1]",43
language_307,"[0, 1]",43
language_308,"[1, 1]",43
language_309,"[1, 1]",43
language_310,"[0, 1]",43
language_311,"[1, 1]",43
language_312,"[1, 1]",43
language_313,"[1, 1]",43
language_314,"[1, 1]",43
language_315,"[1, 1]",43
language_316,"[1, 1]",43
language_317,"[1, 0]",43
language_318,"[1, 1]",43
language_319,"[1, 1]",43
language_320,"[1, 1]",43
language_321,"[1, 1]",43
language_322,"[1, 1]",43
language_323,"[1, 0]",43
language_324,"[1, 1]",43
language_325,"[1, 1]",43
language_326,"[1, 1]",43
language_327,"[1, 1]",43
language_328,"[0, 1]",43
language_329,"[1, 1]",43
language_330,"[1, 1]",43
language_331,"[1, 1]",43
language_332,"[1, 1]",43
language_333,"[1, 1]",43
language_334,"[1, 0]",43
language_335,"[1, 1]",43
language_336,"[1, 0]",43
language_337,"[1, 1]",43
language_338,"[1, 1]",43
language_339,"[1, 1]",43
language_340,"[1, 1]",43
language_341,"[0, 1]",43
language_343,"[1, 1]",43
language_344,"[1, 1]",43
language_345,"[1, 1]",43
language_348,"[1, 1]",43
language_349,"[1, 1]",43
language_350,"[1, 1]",43
language_351,"[1, 1]",43
language_352,"[1, 1]",43
language_353,"[1, 1]",43
language_354,"[1, 1]",43
language_355,"[1, 1]",43
language_356,"[1, 1]",43
language_357,"[1, 1]",43
language_358,"[1, 1]",43
language_359,"[1, 1]",43
language_360,"[1, 1]",43
language_361,"[1, 1]",43
language_362,"[1, 1]",43
language_363,"[1, 0]",43
language_364,"[1, 1]",43
language_365,"[1, 1]",43
language_366,"[1, 1]",43
language_367,"[1, 1]",43
language_368,"[1, 1]",43
language_369,"[1, 1]",43
language_370,"[0, 1]",43
language_371,"[1, 1]",43
language_372,"[1, 1]",43
language_373,"[1, 1]",43
language_374,"[1, 1]",43
language_375,"[1, 1]",43
language_377,"[1, 1]",43
language_378,"[1, 1]",43
language_380,"[1, 1]",43
language_382,"[1, 1]",43
language_383,"[1, 1]",43
language_385,"[1, 1]",43
language_386,"[1, 1]",43
language_387,"[1, 1]",43
language_388,"[1, 1]",43
language_389,"[1, 1]",43
language_390,"[1, 1]",43
language_391,"[1, 1]",43
language_392,"[1, 1]",43
