LANGUAGE,GENDER,SET
language_1,"[1, 0]",402
language_2,"[1, 1]",402
language_3,"[0, 1]",402
language_4,"[1, 1]",402
language_5,"[1, 1]",402
language_6,"[1, 1]",402
language_7,"[1, 1]",402
language_8,"[1, 1]",402
language_9,"[1, 1]",402
language_10,"[0, 1]",402
language_11,"[1, 1]",402
language_12,"[0, 0]",402
language_13,"[1, 0]",402
language_14,"[0, 1]",402
language_15,"[1, 1]",402
language_16,"[1, 1]",402
language_17,"[1, 1]",402
language_19,"[1, 1]",402
language_20,"[1, 1]",402
language_21,"[1, 1]",402
language_24,"[1, 1]",402
language_25,"[1, 1]",402
language_26,"[1, 0]",402
language_27,"[1, 1]",402
language_28,"[1, 0]",402
language_29,"[1, 1]",402
language_30,"[1, 1]",402
language_31,"[1, 1]",402
language_33,"[1, 1]",402
language_34,"[1, 1]",402
language_36,"[1, 1]",402
language_37,"[1, 1]",402
language_38,"[0, 1]",402
language_39,"[1, 1]",402
language_40,"[1, 1]",402
language_41,"[1, 1]",402
language_42,"[1, 1]",402
language_43,"[1, 1]",402
language_44,"[1, 1]",402
language_45,"[1, 1]",402
language_46,"[0, 1]",402
language_47,"[1, 1]",402
language_48,"[1, 1]",402
language_49,"[1, 1]",402
language_50,"[0, 1]",402
language_51,"[1, 1]",402
language_53,"[1, 1]",402
language_54,"[1, 1]",402
language_55,"[1, 1]",402
language_56,"[1, 1]",402
language_57,"[0, 1]",402
language_58,"[1, 1]",402
language_59,"[1, 1]",402
language_60,"[1, 1]",402
language_61,"[1, 1]",402
language_62,"[1, 1]",402
language_63,"[1, 1]",402
language_64,"[1, 1]",402
language_65,"[1, 1]",402
language_66,"[0, 0]",402
language_67,"[1, 1]",402
language_68,"[1, 1]",402
language_69,"[1, 1]",402
language_70,"[0, 1]",402
language_71,"[1, 1]",402
language_72,"[1, 1]",402
language_73,"[1, 1]",402
language_74,"[1, 1]",402
language_75,"[1, 1]",402
language_76,"[1, 1]",402
language_77,"[1, 0]",402
language_78,"[1, 0]",402
language_80,"[1, 1]",402
language_81,"[1, 1]",402
language_83,"[1, 1]",402
language_84,"[1, 1]",402
language_85,"[1, 1]",402
language_86,"[1, 1]",402
language_88,"[1, 1]",402
language_89,"[1, 1]",402
language_90,"[1, 1]",402
language_91,"[1, 1]",402
language_92,"[1, 1]",402
language_93,"[0, 1]",402
language_94,"[0, 1]",402
language_95,"[1, 1]",402
language_96,"[1, 1]",402
language_97,"[1, 1]",402
language_98,"[1, 1]",402
language_99,"[1, 1]",402
language_100,"[1, 1]",402
language_101,"[1, 0]",402
language_102,"[1, 1]",402
language_103,"[1, 1]",402
language_104,"[0, 1]",402
language_105,"[0, 1]",402
language_108,"[1, 1]",402
language_109,"[1, 1]",402
language_110,"[1, 1]",402
language_111,"[1, 1]",402
language_112,"[1, 1]",402
language_113,"[1, 1]",402
language_114,"[1, 1]",402
language_115,"[1, 0]",402
language_116,"[0, 1]",402
language_117,"[1, 1]",402
language_118,"[1, 1]",402
language_119,"[1, 1]",402
language_120,"[1, 1]",402
language_121,"[1, 1]",402
language_122,"[1, 1]",402
language_123,"[1, 1]",402
language_124,"[1, 1]",402
language_125,"[1, 1]",402
language_126,"[1, 1]",402
language_128,"[1, 1]",402
language_129,"[1, 1]",402
language_130,"[1, 1]",402
language_131,"[1, 1]",402
language_132,"[1, 1]",402
language_134,"[1, 1]",402
language_135,"[1, 1]",402
language_136,"[1, 1]",402
language_137,"[1, 1]",402
language_138,"[1, 1]",402
language_139,"[1, 1]",402
language_140,"[1, 1]",402
language_141,"[1, 1]",402
language_142,"[1, 1]",402
language_143,"[1, 1]",402
language_144,"[1, 1]",402
language_145,"[1, 1]",402
language_146,"[1, 1]",402
language_147,"[1, 1]",402
language_148,"[1, 1]",402
language_149,"[1, 1]",402
language_150,"[1, 1]",402
