LANGUAGE,GENDER,SET
language_1,"[1, 1]",509
language_2,"[1, 0]",509
language_4,"[1, 1]",509
language_6,"[1, 1]",509
language_7,"[1, 1]",509
language_8,"[1, 0]",509
language_9,"[1, 1]",509
language_10,"[1, 1]",509
language_11,"[1, 1]",509
language_12,"[1, 1]",509
language_13,"[0, 1]",509
language_14,"[0, 1]",509
language_15,"[1, 1]",509
language_16,"[1, 1]",509
language_17,"[1, 1]",509
language_18,"[1, 1]",509
language_19,"[1, 1]",509
language_20,"[1, 1]",509
language_21,"[1, 1]",509
language_22,"[1, 1]",509
language_23,"[1, 1]",509
language_24,"[1, 1]",509
language_25,"[1, 1]",509
language_26,"[1, 1]",509
language_27,"[1, 1]",509
language_28,"[1, 0]",509
language_29,"[1, 0]",509
language_30,"[1, 1]",509
language_31,"[1, 1]",509
language_32,"[1, 1]",509
language_34,"[1, 1]",509
language_35,"[0, 1]",509
language_36,"[1, 1]",509
language_37,"[1, 1]",509
language_38,"[1, 0]",509
language_39,"[1, 1]",509
language_40,"[1, 1]",509
language_41,"[1, 1]",509
language_42,"[1, 1]",509
language_43,"[0, 1]",509
language_45,"[1, 1]",509
language_46,"[1, 1]",509
language_47,"[0, 1]",509
language_48,"[1, 1]",509
language_49,"[0, 1]",509
language_50,"[1, 1]",509
language_51,"[1, 1]",509
language_52,"[1, 1]",509
language_53,"[1, 1]",509
language_54,"[1, 1]",509
language_55,"[1, 1]",509
language_56,"[1, 1]",509
language_57,"[1, 1]",509
language_59,"[1, 1]",509
language_60,"[1, 1]",509
language_61,"[1, 0]",509
language_62,"[1, 1]",509
language_63,"[1, 1]",509
language_64,"[0, 1]",509
language_66,"[0, 1]",509
language_67,"[0, 1]",509
language_68,"[1, 1]",509
language_69,"[1, 1]",509
language_70,"[1, 1]",509
language_71,"[1, 1]",509
language_72,"[1, 1]",509
language_73,"[1, 1]",509
language_74,"[1, 1]",509
language_75,"[1, 0]",509
language_76,"[1, 1]",509
language_77,"[1, 1]",509
language_78,"[1, 1]",509
language_79,"[1, 1]",509
language_80,"[0, 1]",509
language_81,"[0, 1]",509
language_82,"[1, 1]",509
language_83,"[1, 1]",509
language_84,"[1, 1]",509
language_85,"[1, 1]",509
language_86,"[1, 1]",509
language_87,"[1, 1]",509
language_89,"[1, 1]",509
language_90,"[1, 1]",509
language_91,"[1, 1]",509
language_94,"[0, 1]",509
language_95,"[0, 1]",509
language_96,"[1, 1]",509
language_97,"[1, 1]",509
language_98,"[1, 1]",509
language_99,"[1, 1]",509
language_100,"[1, 1]",509
language_101,"[0, 1]",509
language_103,"[1, 1]",509
language_104,"[1, 1]",509
language_105,"[1, 1]",509
language_106,"[1, 1]",509
language_107,"[1, 1]",509
language_108,"[1, 1]",509
language_109,"[1, 0]",509
language_110,"[1, 1]",509
language_112,"[1, 1]",509
language_113,"[1, 1]",509
language_114,"[1, 1]",509
language_115,"[1, 1]",509
language_116,"[0, 1]",509
language_117,"[0, 1]",509
language_120,"[1, 1]",509
language_121,"[1, 1]",509
language_122,"[1, 1]",509
language_123,"[1, 1]",509
language_124,"[1, 0]",509
language_125,"[1, 1]",509
language_127,"[1, 1]",509
language_128,"[1, 1]",509
language_129,"[1, 1]",509
language_131,"[1, 1]",509
language_133,"[1, 1]",509
language_134,"[1, 1]",509
language_135,"[1, 0]",509
language_136,"[1, 1]",509
language_139,"[1, 1]",509
language_140,"[1, 1]",509
language_141,"[1, 1]",509
language_142,"[1, 1]",509
language_143,"[1, 1]",509
language_144,"[1, 1]",509
language_145,"[1, 1]",509
language_146,"[1, 1]",509
language_147,"[1, 1]",509
language_148,"[1, 1]",509
language_149,"[1, 1]",509
language_150,"[1, 0]",509
language_151,"[1, 1]",509
language_153,"[1, 1]",509
language_154,"[0, 1]",509
language_155,"[1, 1]",509
language_157,"[0, 1]",509
language_158,"[1, 1]",509
language_159,"[1, 1]",509
language_161,"[0, 1]",509
language_162,"[1, 1]",509
language_163,"[1, 1]",509
language_164,"[1, 1]",509
language_165,"[1, 1]",509
language_166,"[1, 1]",509
language_167,"[1, 1]",509
language_168,"[1, 1]",509
language_169,"[1, 1]",509
language_170,"[1, 1]",509
