LANGUAGE,GENDER,SET
language_1,"[1, 1]",445
language_3,"[1, 1]",445
language_4,"[1, 1]",445
language_5,"[1, 1]",445
language_6,"[0, 1]",445
language_7,"[1, 1]",445
language_8,"[1, 1]",445
language_9,"[1, 1]",445
language_10,"[1, 1]",445
language_11,"[1, 1]",445
language_12,"[1, 1]",445
language_13,"[1, 1]",445
language_14,"[1, 1]",445
language_15,"[0, 1]",445
language_16,"[1, 1]",445
language_18,"[1, 1]",445
language_19,"[1, 1]",445
language_20,"[1, 1]",445
language_21,"[1, 1]",445
language_22,"[1, 1]",445
language_23,"[1, 1]",445
language_24,"[1, 1]",445
language_25,"[1, 1]",445
language_26,"[1, 1]",445
language_27,"[1, 1]",445
language_28,"[1, 1]",445
language_29,"[1, 1]",445
language_30,"[1, 0]",445
language_31,"[0, 1]",445
language_32,"[1, 1]",445
language_33,"[1, 1]",445
language_34,"[0, 1]",445
language_35,"[1, 1]",445
language_36,"[1, 1]",445
language_37,"[1, 1]",445
language_38,"[1, 1]",445
language_39,"[1, 1]",445
language_40,"[1, 1]",445
language_41,"[1, 1]",445
language_43,"[1, 0]",445
language_44,"[1, 1]",445
language_45,"[1, 1]",445
language_46,"[1, 1]",445
language_48,"[1, 1]",445
language_49,"[0, 1]",445
language_50,"[1, 1]",445
language_52,"[1, 0]",445
language_53,"[1, 1]",445
language_54,"[1, 1]",445
language_55,"[1, 1]",445
language_56,"[1, 1]",445
language_57,"[1, 1]",445
language_58,"[1, 0]",445
language_59,"[1, 1]",445
language_60,"[1, 1]",445
language_61,"[1, 1]",445
language_62,"[0, 1]",445
language_63,"[1, 1]",445
language_64,"[1, 1]",445
language_65,"[1, 1]",445
language_66,"[1, 1]",445
language_67,"[1, 1]",445
language_68,"[1, 1]",445
language_69,"[1, 1]",445
language_70,"[1, 1]",445
language_71,"[1, 1]",445
language_72,"[1, 1]",445
language_73,"[1, 1]",445
language_74,"[0, 1]",445
language_75,"[1, 1]",445
language_76,"[1, 1]",445
language_78,"[1, 1]",445
language_79,"[0, 1]",445
language_80,"[1, 1]",445
language_81,"[1, 1]",445
language_82,"[1, 1]",445
language_83,"[1, 1]",445
language_84,"[1, 1]",445
language_85,"[1, 1]",445
language_86,"[1, 1]",445
language_87,"[1, 1]",445
language_88,"[1, 1]",445
language_89,"[1, 1]",445
language_90,"[1, 1]",445
language_91,"[1, 1]",445
language_92,"[1, 1]",445
language_94,"[1, 1]",445
language_95,"[1, 1]",445
language_96,"[1, 1]",445
language_97,"[1, 1]",445
language_98,"[1, 1]",445
language_99,"[1, 1]",445
language_100,"[1, 1]",445
language_101,"[1, 1]",445
language_103,"[1, 1]",445
language_104,"[1, 1]",445
language_106,"[1, 1]",445
language_107,"[1, 1]",445
language_108,"[1, 1]",445
language_109,"[1, 1]",445
language_110,"[1, 1]",445
language_111,"[1, 1]",445
language_112,"[0, 0]",445
language_113,"[0, 1]",445
language_114,"[1, 1]",445
language_115,"[1, 1]",445
language_116,"[1, 1]",445
language_117,"[1, 1]",445
language_118,"[1, 1]",445
language_119,"[1, 1]",445
language_120,"[1, 1]",445
language_122,"[1, 1]",445
language_123,"[1, 1]",445
language_124,"[1, 0]",445
language_125,"[1, 1]",445
language_129,"[1, 1]",445
language_130,"[1, 1]",445
language_131,"[1, 1]",445
language_132,"[1, 1]",445
language_133,"[1, 1]",445
language_134,"[1, 1]",445
language_135,"[1, 0]",445
language_136,"[1, 1]",445
language_137,"[1, 1]",445
language_138,"[1, 1]",445
language_139,"[1, 1]",445
language_140,"[1, 1]",445
language_141,"[1, 1]",445
language_142,"[1, 1]",445
language_143,"[1, 1]",445
language_144,"[1, 1]",445
language_145,"[1, 1]",445
language_146,"[1, 1]",445
language_147,"[1, 1]",445
language_148,"[1, 1]",445
language_149,"[1, 1]",445
language_150,"[1, 1]",445
language_151,"[1, 1]",445
language_152,"[1, 1]",445
language_153,"[1, 1]",445
language_154,"[1, 1]",445
language_155,"[0, 1]",445
language_158,"[1, 1]",445
language_159,"[1, 1]",445
language_160,"[1, 1]",445
language_162,"[1, 1]",445
language_164,"[1, 1]",445
language_165,"[1, 1]",445
language_166,"[0, 1]",445
language_167,"[0, 1]",445
language_168,"[0, 1]",445
language_169,"[0, 1]",445
language_170,"[1, 1]",445
language_171,"[0, 1]",445
language_172,"[1, 1]",445
language_173,"[1, 1]",445
language_174,"[1, 0]",445
language_176,"[0, 1]",445
language_177,"[1, 1]",445
language_179,"[1, 1]",445
language_180,"[1, 1]",445
language_181,"[1, 1]",445
language_182,"[1, 1]",445
language_183,"[1, 1]",445
language_185,"[1, 1]",445
language_186,"[1, 1]",445
language_187,"[1, 1]",445
language_188,"[1, 1]",445
language_189,"[1, 1]",445
language_190,"[1, 1]",445
language_191,"[1, 1]",445
language_193,"[1, 1]",445
language_194,"[1, 1]",445
language_195,"[1, 1]",445
language_196,"[1, 1]",445
language_197,"[1, 1]",445
language_198,"[1, 0]",445
language_199,"[1, 1]",445
language_200,"[0, 1]",445
language_201,"[0, 1]",445
language_202,"[1, 1]",445
language_203,"[1, 1]",445
language_204,"[1, 1]",445
language_205,"[1, 1]",445
language_207,"[1, 1]",445
language_208,"[1, 1]",445
language_209,"[1, 1]",445
language_210,"[1, 1]",445
language_211,"[1, 1]",445
language_212,"[1, 1]",445
language_213,"[1, 1]",445
language_214,"[0, 1]",445
language_216,"[1, 1]",445
language_217,"[1, 1]",445
language_218,"[0, 1]",445
language_219,"[1, 1]",445
language_220,"[1, 0]",445
language_221,"[1, 1]",445
language_224,"[1, 1]",445
language_225,"[1, 1]",445
language_226,"[1, 1]",445
language_227,"[1, 1]",445
language_228,"[1, 1]",445
language_229,"[0, 1]",445
language_230,"[1, 1]",445
language_231,"[0, 1]",445
language_232,"[1, 1]",445
language_233,"[0, 0]",445
language_234,"[1, 1]",445
language_236,"[1, 1]",445
language_237,"[1, 1]",445
language_238,"[1, 1]",445
language_239,"[1, 1]",445
language_240,"[1, 1]",445
language_242,"[1, 1]",445
language_243,"[1, 1]",445
language_244,"[1, 1]",445
language_245,"[1, 1]",445
language_246,"[1, 1]",445
language_247,"[1, 1]",445
language_248,"[1, 1]",445
language_249,"[1, 1]",445
language_250,"[1, 1]",445
language_251,"[1, 1]",445
language_252,"[1, 1]",445
language_253,"[1, 1]",445
language_254,"[1, 1]",445
language_255,"[1, 1]",445
language_256,"[1, 1]",445
language_257,"[1, 1]",445
language_258,"[1, 1]",445
language_259,"[1, 1]",445
language_260,"[1, 1]",445
language_261,"[1, 1]",445
language_262,"[1, 0]",445
language_263,"[1, 1]",445
language_264,"[0, 1]",445
language_265,"[1, 1]",445
language_268,"[1, 1]",445
language_269,"[1, 1]",445
language_270,"[1, 1]",445
language_271,"[1, 1]",445
language_272,"[1, 1]",445
language_273,"[1, 1]",445
language_274,"[1, 1]",445
language_275,"[1, 1]",445
language_276,"[1, 1]",445
language_277,"[1, 1]",445
language_279,"[1, 1]",445
language_281,"[1, 1]",445
language_282,"[1, 1]",445
language_283,"[1, 1]",445
language_284,"[1, 1]",445
language_286,"[1, 1]",445
language_287,"[1, 1]",445
language_288,"[0, 1]",445
language_289,"[1, 1]",445
language_290,"[1, 0]",445
language_292,"[0, 1]",445
language_293,"[1, 1]",445
language_294,"[1, 1]",445
language_295,"[1, 1]",445
language_296,"[1, 1]",445
language_297,"[1, 1]",445
language_298,"[1, 1]",445
language_299,"[1, 1]",445
language_301,"[1, 1]",445
language_302,"[0, 1]",445
language_303,"[0, 1]",445
language_304,"[1, 1]",445
language_305,"[1, 1]",445
language_306,"[1, 1]",445
language_307,"[0, 1]",445
language_308,"[1, 1]",445
language_309,"[1, 1]",445
language_310,"[1, 1]",445
language_312,"[1, 1]",445
language_313,"[1, 1]",445
language_314,"[1, 1]",445
language_315,"[1, 1]",445
language_316,"[1, 1]",445
language_318,"[1, 1]",445
language_319,"[1, 1]",445
language_320,"[1, 1]",445
language_321,"[1, 1]",445
language_322,"[1, 1]",445
language_323,"[1, 1]",445
language_324,"[1, 1]",445
language_325,"[1, 1]",445
language_326,"[1, 1]",445
language_327,"[1, 1]",445
language_328,"[1, 1]",445
language_329,"[1, 1]",445
language_330,"[1, 1]",445
language_331,"[1, 1]",445
language_332,"[1, 1]",445
language_333,"[1, 1]",445
language_334,"[1, 0]",445
language_335,"[1, 1]",445
language_336,"[1, 1]",445
language_337,"[1, 1]",445
language_338,"[1, 1]",445
language_339,"[1, 1]",445
language_340,"[1, 1]",445
language_341,"[1, 1]",445
language_342,"[1, 1]",445
language_343,"[0, 1]",445
language_344,"[1, 1]",445
language_345,"[1, 1]",445
language_346,"[1, 1]",445
language_347,"[1, 1]",445
language_348,"[1, 1]",445
language_349,"[1, 1]",445
language_350,"[0, 1]",445
language_351,"[1, 1]",445
language_352,"[1, 1]",445
language_353,"[0, 1]",445
language_354,"[1, 1]",445
language_355,"[1, 1]",445
language_356,"[0, 1]",445
language_357,"[1, 1]",445
language_359,"[1, 1]",445
language_360,"[1, 1]",445
language_361,"[1, 1]",445
language_362,"[1, 1]",445
language_363,"[1, 1]",445
language_364,"[1, 1]",445
language_365,"[1, 1]",445
language_366,"[1, 1]",445
language_367,"[1, 0]",445
language_368,"[1, 1]",445
language_369,"[1, 1]",445
language_370,"[1, 1]",445
language_372,"[1, 1]",445
language_373,"[0, 1]",445
