LANGUAGE,GENDER,SET
language_1,"[0, 1]",45
language_2,"[1, 1]",45
language_3,"[1, 1]",45
language_4,"[1, 1]",45
language_5,"[1, 1]",45
language_6,"[1, 1]",45
language_7,"[1, 1]",45
language_8,"[0, 1]",45
language_10,"[1, 1]",45
language_11,"[1, 1]",45
language_12,"[1, 1]",45
language_13,"[1, 1]",45
language_14,"[1, 1]",45
language_15,"[1, 1]",45
language_16,"[1, 1]",45
language_17,"[1, 1]",45
language_19,"[1, 1]",45
language_20,"[0, 1]",45
language_21,"[1, 1]",45
language_22,"[1, 1]",45
language_23,"[1, 1]",45
language_24,"[1, 1]",45
language_25,"[1, 1]",45
language_26,"[1, 1]",45
language_27,"[1, 1]",45
language_28,"[0, 1]",45
language_29,"[0, 1]",45
language_30,"[1, 1]",45
language_31,"[1, 1]",45
language_32,"[1, 1]",45
language_33,"[1, 1]",45
language_34,"[1, 1]",45
language_35,"[1, 0]",45
language_36,"[1, 1]",45
language_37,"[1, 1]",45
language_38,"[1, 1]",45
language_39,"[1, 1]",45
language_40,"[1, 1]",45
language_41,"[1, 0]",45
language_42,"[1, 1]",45
language_43,"[1, 1]",45
language_44,"[1, 1]",45
language_45,"[1, 1]",45
language_47,"[1, 0]",45
language_48,"[0, 1]",45
language_50,"[1, 1]",45
language_51,"[1, 1]",45
language_52,"[1, 0]",45
language_55,"[1, 1]",45
language_56,"[1, 1]",45
language_57,"[1, 1]",45
language_58,"[1, 1]",45
language_59,"[0, 1]",45
language_60,"[1, 1]",45
language_61,"[1, 1]",45
language_62,"[0, 1]",45
language_63,"[0, 1]",45
language_64,"[1, 1]",45
language_65,"[1, 1]",45
language_66,"[1, 1]",45
language_67,"[1, 1]",45
language_68,"[1, 1]",45
language_69,"[1, 1]",45
language_70,"[1, 1]",45
language_71,"[1, 1]",45
language_73,"[0, 1]",45
language_74,"[1, 0]",45
language_75,"[1, 0]",45
language_76,"[1, 1]",45
language_77,"[1, 1]",45
language_78,"[1, 1]",45
language_79,"[1, 1]",45
language_80,"[1, 1]",45
language_81,"[1, 1]",45
language_82,"[1, 1]",45
language_83,"[1, 1]",45
language_84,"[1, 1]",45
language_85,"[0, 1]",45
language_86,"[1, 1]",45
language_87,"[1, 1]",45
language_88,"[0, 1]",45
language_89,"[1, 1]",45
language_90,"[1, 1]",45
language_91,"[1, 1]",45
language_92,"[1, 1]",45
language_93,"[1, 1]",45
language_95,"[1, 1]",45
language_96,"[1, 1]",45
language_97,"[1, 1]",45
language_98,"[1, 1]",45
language_99,"[1, 1]",45
language_100,"[1, 1]",45
language_101,"[1, 0]",45
language_102,"[1, 1]",45
language_103,"[1, 0]",45
