LANGUAGE,GENDER,SET
language_3,"[1, 1]",227
language_4,"[1, 1]",227
language_5,"[1, 1]",227
language_6,"[1, 1]",227
language_7,"[1, 1]",227
language_8,"[1, 1]",227
language_9,"[1, 0]",227
language_10,"[1, 1]",227
language_11,"[1, 1]",227
language_12,"[1, 1]",227
language_13,"[1, 1]",227
language_15,"[1, 1]",227
language_16,"[1, 1]",227
language_17,"[1, 1]",227
language_18,"[1, 0]",227
language_19,"[1, 1]",227
language_20,"[1, 1]",227
language_22,"[1, 1]",227
language_23,"[1, 1]",227
language_24,"[1, 1]",227
language_25,"[1, 1]",227
language_26,"[1, 0]",227
language_28,"[0, 1]",227
language_29,"[1, 1]",227
language_30,"[1, 1]",227
language_31,"[1, 1]",227
language_32,"[0, 1]",227
language_33,"[1, 1]",227
language_34,"[1, 1]",227
language_35,"[1, 1]",227
language_36,"[1, 1]",227
language_37,"[1, 1]",227
language_38,"[1, 1]",227
language_39,"[1, 1]",227
language_40,"[1, 1]",227
language_41,"[1, 1]",227
language_42,"[1, 1]",227
language_43,"[1, 1]",227
language_44,"[1, 1]",227
language_45,"[1, 1]",227
language_46,"[1, 1]",227
language_48,"[1, 1]",227
language_49,"[1, 1]",227
language_50,"[1, 1]",227
language_51,"[1, 1]",227
language_52,"[1, 1]",227
language_54,"[1, 1]",227
language_55,"[0, 1]",227
language_56,"[1, 1]",227
language_57,"[1, 1]",227
language_58,"[1, 1]",227
language_59,"[1, 1]",227
language_60,"[1, 1]",227
language_62,"[1, 1]",227
language_63,"[1, 1]",227
language_64,"[0, 1]",227
language_65,"[1, 1]",227
language_66,"[1, 1]",227
language_68,"[1, 1]",227
language_69,"[1, 1]",227
language_70,"[1, 1]",227
language_71,"[1, 1]",227
language_72,"[1, 1]",227
language_73,"[1, 1]",227
language_74,"[1, 1]",227
language_75,"[1, 1]",227
language_77,"[1, 1]",227
language_78,"[1, 0]",227
language_79,"[1, 1]",227
language_80,"[1, 1]",227
language_81,"[1, 1]",227
language_82,"[1, 1]",227
language_83,"[1, 1]",227
language_84,"[1, 1]",227
language_85,"[1, 1]",227
language_86,"[1, 1]",227
language_87,"[1, 1]",227
language_88,"[1, 1]",227
language_89,"[1, 1]",227
language_90,"[0, 1]",227
language_91,"[1, 1]",227
language_92,"[1, 1]",227
language_93,"[1, 1]",227
language_94,"[0, 1]",227
language_95,"[1, 1]",227
language_96,"[1, 0]",227
language_98,"[0, 1]",227
language_99,"[1, 1]",227
language_100,"[1, 0]",227
language_101,"[1, 1]",227
language_102,"[1, 1]",227
language_103,"[0, 1]",227
language_104,"[1, 1]",227
language_105,"[1, 1]",227
language_106,"[1, 1]",227
language_107,"[1, 1]",227
language_109,"[1, 1]",227
language_110,"[1, 1]",227
language_111,"[1, 0]",227
language_112,"[1, 1]",227
language_113,"[1, 1]",227
language_114,"[1, 1]",227
language_115,"[1, 1]",227
language_116,"[1, 0]",227
language_117,"[1, 1]",227
language_118,"[1, 1]",227
language_119,"[1, 1]",227
language_120,"[1, 1]",227
language_121,"[1, 1]",227
language_123,"[1, 1]",227
language_124,"[1, 1]",227
language_125,"[1, 1]",227
language_126,"[1, 1]",227
language_127,"[1, 1]",227
language_128,"[1, 1]",227
language_129,"[1, 1]",227
language_130,"[1, 1]",227
language_131,"[1, 1]",227
language_132,"[1, 1]",227
language_133,"[1, 1]",227
language_134,"[0, 0]",227
language_135,"[1, 1]",227
language_136,"[1, 1]",227
language_137,"[1, 1]",227
language_138,"[1, 1]",227
language_139,"[0, 1]",227
language_140,"[0, 1]",227
language_141,"[1, 1]",227
language_142,"[1, 1]",227
language_144,"[1, 1]",227
language_145,"[1, 1]",227
language_147,"[0, 1]",227
language_148,"[1, 1]",227
language_149,"[1, 1]",227
language_150,"[1, 1]",227
language_151,"[1, 1]",227
language_152,"[1, 1]",227
language_153,"[1, 1]",227
language_154,"[1, 1]",227
language_155,"[1, 1]",227
language_156,"[1, 1]",227
language_157,"[1, 1]",227
language_158,"[1, 1]",227
language_159,"[1, 1]",227
language_160,"[1, 1]",227
language_161,"[1, 1]",227
language_162,"[1, 1]",227
language_163,"[0, 1]",227
language_164,"[1, 1]",227
language_165,"[1, 1]",227
language_166,"[1, 1]",227
language_167,"[1, 1]",227
language_168,"[0, 1]",227
language_169,"[1, 1]",227
language_170,"[1, 1]",227
language_171,"[1, 1]",227
language_172,"[1, 1]",227
language_173,"[1, 0]",227
language_174,"[1, 1]",227
language_176,"[1, 1]",227
language_178,"[1, 1]",227
language_179,"[1, 1]",227
language_180,"[0, 1]",227
language_181,"[1, 1]",227
language_182,"[1, 1]",227
language_183,"[0, 1]",227
language_184,"[1, 1]",227
language_185,"[1, 1]",227
language_186,"[1, 1]",227
language_187,"[1, 1]",227
language_188,"[1, 1]",227
language_189,"[1, 1]",227
language_190,"[1, 0]",227
language_191,"[1, 1]",227
language_192,"[1, 1]",227
language_194,"[1, 1]",227
language_195,"[1, 1]",227
language_196,"[1, 1]",227
language_197,"[1, 1]",227
language_198,"[1, 1]",227
language_199,"[1, 0]",227
language_200,"[1, 1]",227
language_201,"[1, 1]",227
language_202,"[1, 1]",227
language_203,"[1, 1]",227
language_204,"[1, 1]",227
language_205,"[1, 1]",227
language_207,"[1, 1]",227
language_208,"[1, 1]",227
language_209,"[0, 1]",227
language_210,"[1, 1]",227
language_211,"[1, 1]",227
language_212,"[1, 1]",227
language_213,"[1, 1]",227
language_214,"[1, 0]",227
language_215,"[0, 1]",227
language_216,"[1, 1]",227
language_217,"[1, 1]",227
language_218,"[1, 1]",227
language_219,"[1, 1]",227
language_220,"[1, 1]",227
language_221,"[1, 1]",227
language_222,"[1, 1]",227
language_223,"[1, 1]",227
language_224,"[1, 1]",227
language_225,"[1, 1]",227
language_228,"[1, 1]",227
language_229,"[1, 1]",227
language_230,"[1, 1]",227
language_231,"[1, 1]",227
language_232,"[1, 1]",227
language_233,"[1, 1]",227
language_235,"[1, 1]",227
language_236,"[1, 1]",227
language_237,"[1, 1]",227
language_239,"[1, 0]",227
language_240,"[1, 1]",227
language_241,"[1, 1]",227
language_242,"[1, 1]",227
language_243,"[1, 1]",227
language_244,"[1, 1]",227
language_245,"[1, 1]",227
language_246,"[1, 1]",227
