LANGUAGE,GENDER,SET
language_1,"[1, 1]",600
language_2,"[1, 1]",600
language_3,"[1, 1]",600
language_4,"[0, 1]",600
language_5,"[0, 1]",600
language_6,"[1, 1]",600
language_7,"[1, 1]",600
language_8,"[1, 1]",600
language_9,"[1, 1]",600
language_10,"[1, 1]",600
language_11,"[1, 1]",600
language_12,"[1, 0]",600
language_13,"[1, 1]",600
language_15,"[1, 1]",600
language_17,"[1, 1]",600
language_18,"[0, 1]",600
language_19,"[1, 1]",600
language_20,"[1, 1]",600
language_22,"[1, 1]",600
language_23,"[0, 1]",600
language_24,"[1, 1]",600
language_25,"[0, 1]",600
language_26,"[1, 1]",600
language_27,"[1, 1]",600
language_28,"[1, 1]",600
language_29,"[1, 1]",600
language_30,"[1, 1]",600
language_31,"[1, 1]",600
language_32,"[1, 1]",600
language_33,"[1, 1]",600
language_34,"[1, 1]",600
language_35,"[1, 1]",600
language_38,"[1, 1]",600
language_39,"[1, 1]",600
language_40,"[1, 1]",600
language_41,"[1, 1]",600
language_42,"[1, 1]",600
language_43,"[1, 1]",600
language_44,"[1, 1]",600
language_45,"[1, 1]",600
language_46,"[1, 1]",600
language_47,"[1, 1]",600
language_48,"[1, 1]",600
language_49,"[1, 1]",600
language_50,"[0, 1]",600
language_51,"[1, 1]",600
language_52,"[1, 1]",600
language_53,"[1, 1]",600
language_54,"[1, 1]",600
language_55,"[1, 1]",600
language_56,"[1, 1]",600
language_57,"[1, 1]",600
language_58,"[1, 1]",600
language_59,"[1, 1]",600
language_60,"[1, 1]",600
language_61,"[1, 1]",600
language_62,"[0, 1]",600
language_63,"[1, 1]",600
language_64,"[1, 1]",600
language_65,"[1, 1]",600
language_66,"[1, 0]",600
language_68,"[1, 1]",600
language_69,"[1, 1]",600
language_71,"[0, 1]",600
language_72,"[0, 1]",600
language_73,"[1, 1]",600
language_74,"[1, 1]",600
language_75,"[1, 1]",600
language_76,"[1, 1]",600
language_77,"[1, 1]",600
language_78,"[1, 1]",600
language_79,"[0, 1]",600
language_81,"[1, 1]",600
language_83,"[1, 1]",600
language_84,"[1, 1]",600
language_85,"[1, 1]",600
language_86,"[1, 1]",600
language_87,"[1, 1]",600
language_88,"[1, 1]",600
language_90,"[1, 1]",600
language_91,"[0, 1]",600
language_92,"[0, 1]",600
language_93,"[1, 1]",600
language_94,"[1, 1]",600
language_95,"[1, 1]",600
language_96,"[1, 1]",600
language_97,"[1, 1]",600
language_99,"[1, 1]",600
language_100,"[1, 1]",600
language_101,"[1, 1]",600
language_102,"[1, 1]",600
language_103,"[1, 1]",600
language_104,"[1, 1]",600
language_106,"[1, 1]",600
language_107,"[1, 1]",600
language_108,"[1, 1]",600
language_109,"[1, 1]",600
language_110,"[1, 1]",600
language_111,"[1, 1]",600
language_112,"[1, 1]",600
language_113,"[1, 0]",600
language_114,"[1, 1]",600
language_115,"[1, 1]",600
language_116,"[0, 1]",600
language_117,"[1, 1]",600
language_118,"[1, 1]",600
language_119,"[1, 1]",600
language_120,"[1, 1]",600
language_121,"[1, 1]",600
language_122,"[1, 1]",600
language_123,"[0, 1]",600
language_124,"[1, 1]",600
language_125,"[0, 1]",600
language_126,"[1, 1]",600
language_127,"[1, 1]",600
language_128,"[1, 1]",600
language_129,"[1, 1]",600
language_130,"[1, 1]",600
language_131,"[1, 1]",600
language_132,"[1, 1]",600
language_133,"[1, 1]",600
language_134,"[1, 1]",600
language_135,"[1, 1]",600
language_136,"[1, 1]",600
language_137,"[1, 1]",600
language_138,"[1, 1]",600
language_139,"[1, 1]",600
language_140,"[1, 0]",600
language_141,"[1, 1]",600
language_142,"[1, 1]",600
language_143,"[1, 1]",600
language_144,"[1, 0]",600
language_145,"[1, 1]",600
language_146,"[0, 1]",600
language_147,"[0, 0]",600
language_148,"[0, 1]",600
language_149,"[1, 1]",600
language_150,"[0, 1]",600
language_151,"[1, 1]",600
language_152,"[1, 1]",600
language_153,"[1, 1]",600
language_154,"[1, 1]",600
language_155,"[1, 1]",600
language_156,"[1, 1]",600
language_157,"[1, 1]",600
language_158,"[1, 1]",600
language_159,"[1, 1]",600
language_160,"[1, 1]",600
language_161,"[1, 1]",600
language_162,"[1, 1]",600
language_163,"[1, 1]",600
language_164,"[1, 1]",600
language_165,"[1, 1]",600
language_166,"[1, 1]",600
language_167,"[1, 1]",600
language_168,"[1, 1]",600
language_169,"[1, 1]",600
language_170,"[1, 1]",600
language_171,"[1, 1]",600
language_172,"[1, 1]",600
language_173,"[1, 1]",600
language_174,"[1, 1]",600
language_175,"[1, 1]",600
language_176,"[1, 1]",600
language_177,"[1, 1]",600
language_178,"[1, 1]",600
language_179,"[0, 1]",600
language_180,"[1, 1]",600
language_181,"[1, 1]",600
language_182,"[1, 0]",600
language_183,"[1, 1]",600
language_185,"[0, 1]",600
language_186,"[1, 1]",600
language_187,"[1, 1]",600
language_188,"[1, 1]",600
language_189,"[0, 1]",600
language_190,"[1, 1]",600
language_191,"[1, 1]",600
language_193,"[1, 1]",600
language_194,"[1, 1]",600
language_195,"[1, 1]",600
language_196,"[1, 1]",600
language_197,"[1, 1]",600
language_198,"[1, 1]",600
language_199,"[1, 1]",600
language_200,"[0, 1]",600
language_201,"[1, 1]",600
language_203,"[1, 1]",600
language_204,"[1, 1]",600
language_205,"[1, 1]",600
language_206,"[1, 1]",600
language_207,"[1, 1]",600
language_208,"[1, 1]",600
language_209,"[1, 1]",600
language_210,"[1, 1]",600
language_211,"[1, 1]",600
language_212,"[1, 1]",600
language_213,"[1, 1]",600
language_214,"[1, 1]",600
language_216,"[1, 1]",600
language_217,"[1, 1]",600
language_218,"[1, 1]",600
language_219,"[1, 1]",600
language_220,"[1, 1]",600
language_221,"[1, 1]",600
language_222,"[1, 1]",600
language_224,"[1, 1]",600
language_225,"[1, 1]",600
