LANGUAGE,GENDER,SET
language_1,"[1, 1]",105
language_2,"[1, 1]",105
language_3,"[1, 1]",105
language_4,"[1, 1]",105
language_6,"[1, 1]",105
language_7,"[1, 1]",105
language_9,"[1, 0]",105
language_10,"[1, 1]",105
language_11,"[1, 1]",105
language_12,"[1, 1]",105
language_13,"[0, 1]",105
language_14,"[1, 1]",105
language_15,"[1, 1]",105
language_16,"[1, 1]",105
language_17,"[0, 1]",105
language_18,"[1, 1]",105
language_19,"[1, 1]",105
language_20,"[1, 1]",105
language_21,"[1, 1]",105
language_22,"[1, 1]",105
language_23,"[1, 1]",105
language_24,"[1, 0]",105
language_25,"[1, 1]",105
language_26,"[1, 1]",105
language_27,"[0, 1]",105
language_29,"[1, 1]",105
language_30,"[1, 1]",105
language_31,"[1, 1]",105
language_32,"[1, 1]",105
language_33,"[1, 1]",105
language_34,"[1, 1]",105
language_35,"[1, 1]",105
language_36,"[1, 1]",105
language_37,"[1, 1]",105
language_38,"[1, 1]",105
language_41,"[1, 1]",105
language_42,"[0, 1]",105
language_43,"[1, 1]",105
language_44,"[1, 1]",105
language_45,"[1, 0]",105
language_46,"[1, 1]",105
language_47,"[1, 1]",105
language_48,"[1, 1]",105
language_49,"[1, 1]",105
language_50,"[1, 1]",105
language_51,"[1, 1]",105
language_52,"[1, 1]",105
language_53,"[1, 1]",105
language_54,"[1, 1]",105
language_55,"[1, 1]",105
language_56,"[1, 1]",105
language_57,"[1, 1]",105
language_58,"[1, 1]",105
language_59,"[1, 1]",105
language_60,"[1, 1]",105
language_61,"[1, 1]",105
language_62,"[1, 1]",105
language_63,"[0, 1]",105
language_64,"[1, 1]",105
language_65,"[0, 1]",105
language_66,"[1, 1]",105
language_67,"[1, 1]",105
language_68,"[1, 1]",105
language_69,"[1, 1]",105
language_70,"[1, 1]",105
language_71,"[1, 1]",105
language_72,"[1, 1]",105
language_73,"[0, 1]",105
language_74,"[1, 1]",105
language_75,"[1, 1]",105
language_77,"[1, 1]",105
language_78,"[1, 1]",105
language_79,"[0, 1]",105
language_80,"[1, 1]",105
language_82,"[0, 1]",105
language_84,"[1, 0]",105
language_85,"[1, 1]",105
language_86,"[1, 1]",105
language_87,"[1, 1]",105
language_88,"[1, 1]",105
language_89,"[1, 1]",105
language_90,"[1, 1]",105
language_92,"[1, 1]",105
language_93,"[1, 1]",105
language_94,"[1, 1]",105
language_95,"[1, 1]",105
language_96,"[1, 1]",105
language_97,"[1, 1]",105
language_98,"[1, 1]",105
language_99,"[1, 1]",105
language_100,"[1, 1]",105
language_101,"[0, 1]",105
language_102,"[1, 1]",105
language_103,"[1, 1]",105
language_104,"[1, 1]",105
language_105,"[1, 1]",105
language_106,"[1, 1]",105
language_107,"[1, 1]",105
language_108,"[1, 1]",105
language_109,"[1, 1]",105
language_110,"[1, 1]",105
language_111,"[1, 1]",105
language_112,"[1, 1]",105
language_113,"[0, 1]",105
language_114,"[0, 1]",105
language_115,"[1, 1]",105
language_116,"[1, 1]",105
language_117,"[1, 1]",105
language_118,"[1, 1]",105
language_119,"[1, 0]",105
language_120,"[1, 1]",105
language_121,"[1, 1]",105
language_122,"[1, 1]",105
language_123,"[1, 1]",105
language_124,"[1, 1]",105
language_125,"[1, 1]",105
language_126,"[0, 1]",105
language_127,"[1, 1]",105
language_128,"[1, 1]",105
