LANGUAGE,GENDER,SET
language_1,"[1, 1]",102
language_2,"[0, 1]",102
language_3,"[1, 1]",102
language_4,"[1, 1]",102
language_5,"[0, 1]",102
language_6,"[1, 1]",102
language_7,"[1, 1]",102
language_8,"[1, 0]",102
language_9,"[1, 1]",102
language_10,"[1, 1]",102
language_11,"[1, 1]",102
language_12,"[1, 1]",102
language_13,"[1, 1]",102
language_14,"[1, 1]",102
language_16,"[1, 1]",102
language_18,"[1, 1]",102
language_19,"[1, 1]",102
language_20,"[0, 1]",102
language_21,"[1, 1]",102
language_22,"[0, 1]",102
language_23,"[1, 1]",102
language_24,"[1, 1]",102
language_25,"[1, 1]",102
language_26,"[1, 1]",102
language_27,"[1, 1]",102
language_28,"[1, 1]",102
language_29,"[1, 1]",102
language_30,"[1, 1]",102
language_31,"[1, 1]",102
language_32,"[0, 1]",102
language_33,"[1, 1]",102
language_34,"[0, 1]",102
language_36,"[1, 0]",102
language_37,"[1, 1]",102
language_38,"[1, 1]",102
language_39,"[1, 1]",102
language_40,"[1, 1]",102
language_41,"[1, 1]",102
language_42,"[1, 1]",102
language_43,"[1, 1]",102
language_44,"[1, 1]",102
language_45,"[1, 1]",102
language_46,"[1, 1]",102
language_47,"[1, 1]",102
language_48,"[1, 1]",102
language_49,"[1, 1]",102
language_50,"[1, 1]",102
language_51,"[1, 1]",102
language_52,"[1, 1]",102
language_53,"[1, 1]",102
language_54,"[1, 1]",102
language_55,"[1, 1]",102
language_56,"[1, 1]",102
language_57,"[1, 1]",102
language_58,"[1, 1]",102
language_59,"[0, 1]",102
language_60,"[1, 1]",102
language_61,"[1, 1]",102
language_62,"[1, 1]",102
language_63,"[1, 1]",102
language_64,"[1, 1]",102
language_65,"[1, 1]",102
language_66,"[1, 1]",102
language_67,"[1, 1]",102
language_68,"[1, 1]",102
language_69,"[1, 1]",102
language_70,"[1, 1]",102
language_71,"[1, 1]",102
language_72,"[0, 1]",102
language_73,"[1, 1]",102
language_74,"[1, 1]",102
language_75,"[1, 1]",102
language_76,"[1, 1]",102
language_77,"[1, 1]",102
language_78,"[1, 1]",102
language_79,"[1, 1]",102
language_80,"[1, 1]",102
language_81,"[1, 1]",102
language_82,"[1, 1]",102
language_83,"[1, 1]",102
language_85,"[1, 1]",102
language_87,"[1, 1]",102
language_88,"[1, 1]",102
language_89,"[1, 1]",102
language_90,"[1, 1]",102
language_92,"[1, 0]",102
language_93,"[1, 1]",102
language_94,"[1, 1]",102
language_95,"[1, 1]",102
language_96,"[1, 1]",102
language_97,"[1, 1]",102
language_98,"[1, 1]",102
language_99,"[1, 1]",102
language_100,"[1, 1]",102
language_101,"[1, 1]",102
language_103,"[1, 1]",102
language_104,"[1, 1]",102
language_105,"[1, 1]",102
language_106,"[1, 1]",102
language_107,"[1, 1]",102
language_108,"[1, 1]",102
language_109,"[1, 1]",102
language_110,"[1, 1]",102
language_111,"[1, 1]",102
language_112,"[0, 1]",102
language_114,"[1, 0]",102
language_115,"[0, 1]",102
language_116,"[1, 1]",102
language_117,"[1, 1]",102
language_118,"[1, 1]",102
language_119,"[1, 1]",102
