LANGUAGE,GENDER,SET
language_1,"[1, 0]",886
language_2,"[1, 1]",886
language_4,"[0, 1]",886
language_5,"[1, 1]",886
language_6,"[1, 1]",886
language_7,"[1, 1]",886
language_8,"[1, 1]",886
language_9,"[1, 1]",886
language_10,"[1, 1]",886
language_11,"[1, 0]",886
language_12,"[1, 1]",886
language_13,"[0, 1]",886
language_14,"[1, 1]",886
language_15,"[0, 1]",886
language_16,"[1, 1]",886
language_17,"[1, 1]",886
language_18,"[1, 1]",886
language_19,"[1, 1]",886
language_20,"[1, 1]",886
language_21,"[1, 1]",886
language_22,"[1, 1]",886
language_23,"[1, 1]",886
language_24,"[1, 1]",886
language_25,"[1, 0]",886
language_27,"[1, 1]",886
language_28,"[1, 1]",886
language_30,"[1, 1]",886
language_31,"[1, 1]",886
language_32,"[0, 0]",886
language_33,"[1, 1]",886
language_34,"[1, 1]",886
language_35,"[1, 1]",886
language_36,"[1, 1]",886
language_37,"[0, 0]",886
language_38,"[1, 1]",886
language_39,"[1, 1]",886
language_40,"[1, 0]",886
language_41,"[1, 0]",886
language_42,"[1, 1]",886
language_43,"[1, 1]",886
language_44,"[1, 1]",886
language_45,"[1, 1]",886
language_47,"[1, 0]",886
language_48,"[1, 1]",886
language_49,"[1, 0]",886
language_50,"[0, 1]",886
language_51,"[1, 1]",886
language_52,"[1, 1]",886
language_53,"[1, 1]",886
language_54,"[1, 1]",886
language_55,"[1, 0]",886
language_56,"[1, 1]",886
language_57,"[1, 0]",886
language_58,"[1, 1]",886
language_59,"[1, 1]",886
language_60,"[1, 1]",886
language_61,"[1, 1]",886
language_62,"[1, 1]",886
language_63,"[1, 1]",886
language_64,"[1, 1]",886
language_65,"[1, 1]",886
language_66,"[1, 0]",886
language_67,"[1, 1]",886
language_68,"[1, 1]",886
language_69,"[0, 1]",886
language_70,"[1, 1]",886
language_71,"[1, 1]",886
language_72,"[1, 1]",886
language_73,"[1, 1]",886
language_74,"[1, 1]",886
language_75,"[1, 1]",886
language_76,"[1, 1]",886
