LANGUAGE,GENDER,SET
language_1,"[0, 1]",461
language_2,"[0, 1]",461
language_3,"[1, 1]",461
language_4,"[0, 1]",461
language_5,"[0, 1]",461
language_7,"[1, 1]",461
language_8,"[0, 1]",461
language_9,"[1, 1]",461
language_10,"[0, 1]",461
language_11,"[0, 1]",461
language_12,"[1, 1]",461
language_13,"[1, 1]",461
language_14,"[1, 1]",461
language_15,"[1, 0]",461
language_16,"[1, 1]",461
language_18,"[0, 0]",461
language_19,"[1, 1]",461
language_20,"[1, 1]",461
language_21,"[1, 1]",461
language_22,"[1, 1]",461
language_23,"[1, 0]",461
language_24,"[0, 1]",461
language_25,"[0, 1]",461
language_26,"[0, 1]",461
language_28,"[0, 1]",461
language_29,"[1, 1]",461
language_30,"[1, 0]",461
language_31,"[1, 1]",461
language_32,"[1, 0]",461
language_33,"[1, 1]",461
language_35,"[1, 1]",461
language_36,"[1, 1]",461
language_37,"[1, 1]",461
language_39,"[1, 1]",461
language_40,"[1, 1]",461
language_41,"[1, 1]",461
language_42,"[1, 1]",461
language_43,"[0, 1]",461
language_44,"[1, 1]",461
language_45,"[1, 1]",461
language_46,"[1, 1]",461
language_47,"[1, 1]",461
language_48,"[1, 1]",461
language_49,"[1, 1]",461
language_50,"[1, 1]",461
language_51,"[1, 1]",461
language_52,"[1, 0]",461
language_54,"[1, 0]",461
language_55,"[1, 1]",461
language_57,"[1, 1]",461
language_58,"[0, 1]",461
language_59,"[1, 1]",461
language_60,"[1, 1]",461
language_62,"[1, 1]",461
language_63,"[1, 1]",461
language_64,"[1, 1]",461
language_65,"[1, 1]",461
language_66,"[0, 1]",461
language_68,"[0, 1]",461
language_69,"[1, 1]",461
language_70,"[1, 1]",461
language_72,"[1, 1]",461
language_73,"[1, 1]",461
language_74,"[1, 1]",461
language_76,"[1, 1]",461
language_77,"[1, 1]",461
language_78,"[1, 1]",461
language_79,"[1, 1]",461
language_80,"[1, 1]",461
language_81,"[1, 1]",461
language_82,"[1, 1]",461
language_83,"[1, 1]",461
language_84,"[0, 1]",461
language_85,"[1, 1]",461
language_86,"[1, 1]",461
language_87,"[0, 1]",461
language_88,"[1, 1]",461
language_89,"[1, 1]",461
language_90,"[1, 1]",461
language_91,"[1, 0]",461
language_92,"[1, 1]",461
language_93,"[1, 1]",461
language_94,"[1, 1]",461
language_96,"[1, 1]",461
language_97,"[1, 1]",461
language_98,"[1, 1]",461
language_100,"[1, 1]",461
language_101,"[1, 1]",461
language_102,"[1, 1]",461
language_103,"[1, 1]",461
language_104,"[1, 1]",461
language_105,"[1, 1]",461
language_106,"[1, 1]",461
language_107,"[1, 1]",461
language_108,"[1, 1]",461
language_110,"[1, 0]",461
language_111,"[1, 0]",461
language_112,"[1, 0]",461
language_113,"[1, 1]",461
language_114,"[1, 1]",461
language_115,"[1, 1]",461
language_116,"[1, 1]",461
language_117,"[1, 1]",461
language_118,"[1, 1]",461
language_119,"[1, 1]",461
language_120,"[1, 1]",461
language_121,"[1, 1]",461
language_122,"[1, 1]",461
language_123,"[1, 1]",461
language_124,"[1, 0]",461
language_125,"[1, 1]",461
language_126,"[1, 1]",461
language_127,"[1, 1]",461
language_128,"[1, 0]",461
