LANGUAGE,GEN_0,GEN_1,SET
'Are'are,0.11764705882352941,1.0,Austronesian
Achinese,1.0,1.0,Austronesian
Aklanon,0.9545454545454546,1.0,Austronesian
Alangan,0.0,1.0,Austronesian
Ampibabo_Lauje,0.0,1.0,Austronesian
Anejom,0.5454545454545454,1.0,Austronesian
Aniwa,1.0,1.0,Austronesian
Anuta,1.0,1.0,Austronesian
Araki,1.0,1.0,Austronesian
Aria_(Mouk-Aria)_,0.6,1.0,Austronesian
Asera,0.0,1.0,Austronesian
Atchin,0.0,1.0,Austronesian
Atoni_(Uab_Meto),1.0,1.0,Austronesian
Atta,0.0,1.0,Austronesian
Avava_,1.0,1.0,Austronesian
Ayiwo,1.0,1.0,Austronesian
Bacanese_Malay_(Bacan),0.2,1.0,Austronesian
Bahonsuai,0.0,1.0,Austronesian
Balaesang,0.0,1.0,Austronesian
Balangao,0.0,1.0,Austronesian
Balinese,0.045454545454545456,1.0,Austronesian
Banjar,0.0,0.0,Austronesian
Bannoni,0.0,0.0,Austronesian
Barabet_(Hano)_,1.0,1.0,Austronesian
Bario_Kelabit,0.0,0.0,Austronesian
Batak_Toba,0.6,1.0,Austronesian
Biak,0.2,1.0,Austronesian
Big_Nambas,1.0,1.0,Austronesian
Big_Nambas_,0.8,1.0,Austronesian
Bilibil,0.5454545454545454,1.0,Austronesian
Binukid_(Talaandig-Binukid),1.0,1.0,Austronesian
Bontok,0.0,1.0,Austronesian
Brunei-Sabah_Malay_(Malay),0.045454545454545456,1.0,Austronesian
Buhid,0.0,1.0,Austronesian
Bukat,0.0,1.0,Austronesian
Buli,1.0,1.0,Austronesian
Bungku,0.0,1.0,Austronesian
Buru_(Indonesia),1.0,1.0,Austronesian
Casiguran_Dumagat_Agta,0.0,1.0,Austronesian
Cebuano,0.045454545454545456,1.0,Austronesian
Central_Cagayan_Agta,0.09090909090909091,1.0,Austronesian
Central_Melanau,0.09090909090909091,1.0,Austronesian
Central_Sama,0.0,1.0,Austronesian
Central_Tagbanwa,0.0,1.0,Austronesian
Chamarro,1.0,1.0,Austronesian
Chuukese_(Trukese),1.0,1.0,Austronesian
Colloquial_Malay,0.09090909090909091,1.0,Austronesian
Cotabato_Manobo,1.0,1.0,Austronesian
Daakie,1.0,1.0,Austronesian
Dakaka,1.0,1.0,Austronesian
Dampelas,0.0,1.0,Austronesian
Dobu,0.0,1.0,Austronesian
Dondo,0.0,1.0,Austronesian
Easter_Islanders,0.1,1.0,Austronesian
East_Ambae_(Lolovoli),1.0,1.0,Austronesian
East_Futuna,1.0,1.0,Austronesian
Ellice,1.0,1.0,Austronesian
Emau_(Emao_Island),1.0,1.0,Austronesian
Fijian,0.5454545454545454,1.0,Austronesian
Fordata,0.45454545454545453,0.0,Austronesian
Futuna-Aniwa,0.16666666666666666,1.0,Austronesian
Futunans,0.09090909090909091,1.0,Austronesian
Ga'dang,0.0,1.0,Austronesian
Gane_(Gima╠ün),1.0,1.0,Austronesian
Gayo,1.0,1.0,Austronesian
Hanunoo,0.0,1.0,Austronesian
Hawaiians,1.0,1.0,Austronesian
Hawaii,1.0,1.0,Austronesian
Hiligaynon,0.0,1.0,Austronesian
Ibaloi_(Nabaloi),0.0,1.0,Austronesian
Ibanag,0.0,1.0,Austronesian
Iban,0.0,1.0,Austronesian
Ida'an,0.0,1.0,Austronesian
Ifaluk_Nuclear_Woleaian_,1.0,1.0,Austronesian
Ifugaw_(Ifugao),0.0,1.0,Austronesian
Ili'uun,0.09090909090909091,1.0,Austronesian
Ilokano,0.09090909090909091,1.0,Austronesian
Indonesian_Bajau,0.0,0.75,Austronesian
Indonesian,0.0,1.0,Austronesian
Iraya,0.0,1.0,Austronesian
Isnag,0.0,1.0,Austronesian
Itbayat,0.0,1.0,Austronesian
Itneg_(Binongan),0.5,1.0,Austronesian
Javanese,0.09090909090909091,1.0,Austronesian
Kadai,1.0,1.0,Austronesian
Kalinga_(Ahin-Kayapa_Kalanguya),0.0,1.0,Austronesian
Kambera,1.0,1.0,Austronesian
Kankanaey_(Kankanai),0.0,1.0,Austronesian
Kapingamarangi,0.0,1.0,Austronesian
Kapingamarangi_,1.0,1.0,Austronesian
Kei,0.6363636363636364,0.0,Austronesian
Kilivila,1.0,1.0,Austronesian
Kiput,0.0,1.0,Austronesian
Kodeoha,0.0,1.0,Austronesian
Konawe,0.0,1.0,Austronesian
Koroni,0.0,1.0,Austronesian
Kuanua,0.5454545454545454,1.0,Austronesian
Kulisusu,0.0,0.0,Austronesian
Kwaio,0.5,1.0,Austronesian
Kwamera,0.2,1.0,Austronesian
Laiwui,0.0,1.0,Austronesian
Lalomerui,0.0,1.0,Austronesian
Landewe,0.0,1.0,Austronesian
Lauje,0.0,1.0,Austronesian
Lau_Fijian,1.0,1.0,Austronesian
Lau,0.2857142857142857,1.0,Austronesian
Lelepa,1.0,1.0,Austronesian
Lenakel,0.4,1.0,Austronesian
Letemboi-Repanbitip,0.8,1.0,Austronesian
Lo-Toga_(Loh),1.0,1.0,Austronesian
Lonwolwol,1.0,1.0,Austronesian
Luangiua_(Ontong_Java),1.0,1.0,Austronesian
Lubuagan_Kalinga,0.5555555555555556,1.0,Austronesian
Ma'anyan,0.0,1.0,Austronesian
Maba_(Indonesia),1.0,1.0,Austronesian
Madak_(Konnos),1.0,1.0,Austronesian
Madurese,0.045454545454545456,0.0,Austronesian
Mafea_(Mavea),1.0,1.0,Austronesian
Magam,1.0,1.0,Austronesian
Maguindanao_(Magindonao_Moro),0.047619047619047616,1.0,Austronesian
Malua_Bay,0.5833333333333334,1.0,Austronesian
Manam,0.9,1.0,Austronesian
Mangaia,1.0,1.0,Austronesian
Mangarevans,1.0,1.0,Austronesian
Mangareva,1.0,1.0,Austronesian
Mangei_(Sobjo),1.0,1.0,Austronesian
Manggarai,1.0,1.0,Austronesian
Maori,1.0,1.0,Austronesian
Maranao_(Lanao_Moro),0.0,1.0,Austronesian
Marquesas,1.0,1.0,Austronesian
Marshallese,0.8,1.0,Austronesian
Maskelynes,1.0,1.0,Austronesian
Matukar,0.09090909090909091,1.0,Austronesian
Ma╠äori,0.8461538461538461,1.0,Austronesian
Mekongga,0.0,1.0,Austronesian
Mele-Fila_(Ifira-Mele),0.09090909090909091,1.0,Austronesian
Menui,0.0,1.0,Austronesian
Miningir_(Lunga),0.09090909090909091,1.0,Austronesian
Hawaiian,1.0,1.0,Austronesian
Kings_Mill_Islands,1.0,1.0,Austronesian
Kusaien,1.0,1.0,Austronesian
Maori,1.0,1.0,Austronesian
Mori_Atas,0.0,1.0,Austronesian
Mori_Bawah,0.0,1.0,Austronesian
Moronene,0.0,0.0,Austronesian
Mortlockese,1.0,1.0,Austronesian
