LANGUAGE,GEN_0,GEN_1,SET
Erzya,0.09090909090909091,1.0,Uralic
Estonian,1.0,1.0,Uralic
Finnic,0.09090909090909091,1.0,Uralic
Finnish,0.09090909090909091,1.0,Uralic
Ingrian,0.09090909090909091,1.0,Uralic
Kazym_Berezover_Suryskarer_Khanty,0.09090909090909091,1.0,Uralic
kinura_ForestEnets,0.09090909090909091,1.0,Uralic
kinura_HillMari,0.09090909090909091,0.75,Uralic
kinura_Livonian,0.0,0.0,Uralic
kinura_MokshaMordvin,0.09090909090909091,1.0,Uralic
kinura_Nganasan,0.13636363636363635,1.0,Uralic
kinura_NorthSaami,0.2727272727272727,1.0,Uralic
kinura_SkoltSaami,0.18181818181818182,1.0,Uralic
kinura_SouthSaami,0.22727272727272727,1.0,Uralic
Komi_Zyrian,0.09090909090909091,1.0,Uralic
Magyar,0.09090909090909091,1.0,Uralic
Mansi,0.09090909090909091,1.0,Uralic
Mari,1.0,1.0,Uralic
Northern_Sami,0.125,1.0,Uralic
Selkup,1.0,1.0,Uralic
Tundra_Nenets,1.0,1.0,Uralic
Udmurt,0.375,1.0,Uralic
Veps,1.0,1.0,Uralic
