LANGUAGE,GEN_0,GEN_1,SET
Burmese,1.0,1.0,Sino-Tibetan
Chepang,0.2,1.0,Sino-Tibetan
Dzonghka_Lhop,1.0,1.0,Sino-Tibetan
Dzonghka_Sha,1.0,1.0,Sino-Tibetan
Dzonghka_Wang,1.0,1.0,Sino-Tibetan
Lisu_,1.0,1.0,Sino-Tibetan
Lisu_,1.0,1.0,Sino-Tibetan
Lisu_,1.0,1.0,Sino-Tibetan
Lisu_,1.0,1.0,Sino-Tibetan
Manange,1.0,1.0,Sino-Tibetan
Burmese,1.0,1.0,Sino-Tibetan
Chinese,1.0,1.0,Sino-Tibetan
Karen_(Pwo_dialect),1.0,1.0,Sino-Tibetan
Karen_(Sgau_dialect),1.0,1.0,Sino-Tibetan
Karen,1.0,1.0,Sino-Tibetan
Sangtam_Naga,0.2,1.0,Sino-Tibetan
Sherpa,1.0,1.0,Sino-Tibetan
Suzhou,1.0,1.0,Sino-Tibetan
Suzhou,1.0,1.0,Sino-Tibetan
