LANGUAGE,GEN_0,GEN_1,SET
Ache╠ü,0.09090909090909091,1.0,Tupian
Arawete╠ü,0.5238095238095238,1.0,Tupian
Aweti╠ü,0.45454545454545453,1.0,Tupian
Chiriguano,0.09090909090909091,1.0,Tupian
Cinta_Larga,1.0,1.0,Tupian
Cocama_Cocamilla,1.0,1.0,Tupian
Emerillon,1.0,1.0,Tupian
Guaja╠ü,1.0,1.0,Tupian
Guarayu,1.0,1.0,Tupian
Juru╠üna,0.8181818181818182,1.0,Tupian
Kaiwa╠ü,1.0,1.0,Tupian
Kamayura╠ü,0.45454545454545453,1.0,Tupian
Karitiana,1.0,1.0,Tupian
Kayabi╠ü,0.09090909090909091,1.0,Tupian
Mbya╠ü_Guarani╠ü,0.36363636363636365,1.0,Tupian
Munduruku╠ü,0.95,1.0,Tupian
Paraguayan_Guarani╠ü,1.0,1.0,Tupian
Parakana╠â,0.75,1.0,Tupian
Pauserna,1.0,1.0,Tupian
Proto_Tupi_Guarani,1.0,1.0,Tupian
Satere╠ü_Mawe╠ü,1.0,1.0,Tupian
Siriono╠ü,0.5882352941176471,1.0,Tupian
Surui╠ü,0.09090909090909091,1.0,Tupian
Tapirape╠ü,1.0,1.0,Tupian
Tembe╠ü,1.0,1.0,Tupian
Tenharim,0.36363636363636365,1.0,Tupian
Tocantins_Asurini,0.7368421052631579,1.0,Tupian
Tupinamba╠ü,1.0,1.0,Tupian
Tupi╠ü,1.0,1.0,Tupian
Wayampi,1.0,1.0,Tupian
