LANGUAGE,GEN_0,GEN_1,SET
Adnyamathanha,0.5,1.0,Pama-Nyungan
Alyawarr,0.8125,1.0,Pama-Nyungan
Arabana,0.9166666666666666,1.0,Pama-Nyungan
Badimaya,1.0,1.0,Pama-Nyungan
Bandjalang,1.0,1.0,Pama-Nyungan
Biri,0.11764705882352941,1.0,Pama-Nyungan
Bunganditj,0.3181818181818182,1.0,Pama-Nyungan
Dharumbal,1.0,1.0,Pama-Nyungan
Dharumbal_,1.0,1.0,Pama-Nyungan
Dhuwal-Dhuwala_(Yolngu),0.16666666666666666,1.0,Pama-Nyungan
Diyari,0.35294117647058826,1.0,Pama-Nyungan
Diyari_,0.3181818181818182,1.0,Pama-Nyungan
Djambarrpuyngu,0.08333333333333333,1.0,Pama-Nyungan
Djapu,1.0,1.0,Pama-Nyungan
Duungidjawu,1.0,1.0,Pama-Nyungan
Dyirbal,0.625,1.0,Pama-Nyungan
Gumatj,0.5,1.0,Pama-Nyungan
Gumbaynggir,0.16666666666666666,1.0,Pama-Nyungan
Gunya,1.0,1.0,Pama-Nyungan
Gupapuyngu,0.4117647058823529,1.0,Pama-Nyungan
Gurindji,0.08333333333333333,1.0,Pama-Nyungan
Guugu_Yimidhirr,1.0,0.5,Pama-Nyungan
Guugu_Yimidhirr_,1.0,0.5,Pama-Nyungan
Jaru,1.0,1.0,Pama-Nyungan
Kala_Lagaw_Ya,1.0,1.0,Pama-Nyungan
Kalkatungu,0.5,1.0,Pama-Nyungan
Karajarri,0.08333333333333333,1.0,Pama-Nyungan
Kariyarra,1.0,1.0,Pama-Nyungan
Kartujarra,0.9166666666666666,1.0,Pama-Nyungan
Kaurna,0.045454545454545456,1.0,Pama-Nyungan
Kukatja,0.09090909090909091,1.0,Pama-Nyungan
Kuku-Yalanji,0.09090909090909091,1.0,Pama-Nyungan
KukuYalanji,0.16666666666666666,1.0,Pama-Nyungan
Kuuku_Ya'u,0.2,0.75,Pama-Nyungan
Margany,1.0,1.0,Pama-Nyungan
MartuWangka,0.5,1.0,Pama-Nyungan
Muruwari,1.0,1.0,Pama-Nyungan
Ngaanyatjarra,0.08333333333333333,1.0,Pama-Nyungan
Ngaatjatjarra,0.22727272727272727,0.0,Pama-Nyungan
Ngadjumaya,1.0,1.0,Pama-Nyungan
Ngarinyman,0.08333333333333333,1.0,Pama-Nyungan
Ngiyambaa,0.09090909090909091,1.0,Pama-Nyungan
Nhanta,0.09090909090909091,1.0,Pama-Nyungan
Nyamal,0.9166666666666666,1.0,Pama-Nyungan
Nyangumarta,0.08333333333333333,1.0,Pama-Nyungan
Nyawaygi,1.0,0.0,Pama-Nyungan
Payungu,0.16666666666666666,1.0,Pama-Nyungan
PintupiLuritja,0.08333333333333333,1.0,Pama-Nyungan
Pitjantjatjara,0.5,1.0,Pama-Nyungan
Pitta_Pitta,0.9545454545454546,1.0,Pama-Nyungan
Ritharrngu,0.08333333333333333,1.0,Pama-Nyungan
Thayore_(Kuuk_Thaayorre),1.0,1.0,Pama-Nyungan
Umpila,0.5,0.75,Pama-Nyungan
Wajarri,0.5,1.0,Pama-Nyungan
Wakaya,0.9166666666666666,1.0,Pama-Nyungan
Wangkajunga,0.09090909090909091,1.0,Pama-Nyungan
Warlpiri,0.3181818181818182,1.0,Pama-Nyungan
Warlpiri_,1.0,1.0,Pama-Nyungan
Warnman,0.5,1.0,Pama-Nyungan
Warrnambool,0.6,1.0,Pama-Nyungan
Warumungu,0.16666666666666666,1.0,Pama-Nyungan
Warungu,0.5,1.0,Pama-Nyungan
Wathwurrung,1.0,1.0,Pama-Nyungan
WikMungkan,0.2857142857142857,0.6666666666666666,Pama-Nyungan
Wiradjuri,0.09090909090909091,1.0,Pama-Nyungan
Wirangu,0.16666666666666666,1.0,Pama-Nyungan
Wulguru,0.09090909090909091,1.0,Pama-Nyungan
Yadhaykenu,1.0,1.0,Pama-Nyungan
Yalarnnga,0.045454545454545456,1.0,Pama-Nyungan
Yalarnnga_,0.045454545454545456,1.0,Pama-Nyungan
Yandruwandha,0.5,1.0,Pama-Nyungan
Yandruwandha_,0.3,1.0,Pama-Nyungan
Yanyuwa,0.08333333333333333,1.0,Pama-Nyungan
Yarluyandi,0.08333333333333333,1.0,Pama-Nyungan
Yidiny,0.16666666666666666,1.0,Pama-Nyungan
Yidiny_,0.6,1.0,Pama-Nyungan
Yindjibarndi,1.0,1.0,Pama-Nyungan
Yugambal_(Yugambeh),0.5454545454545454,1.0,Pama-Nyungan
Yugambeh,0.09090909090909091,1.0,Pama-Nyungan
Yulparija,0.9166666666666666,1.0,Pama-Nyungan
Yuwaalaraay,0.5833333333333334,1.0,Pama-Nyungan
