LANGUAGE,GEN_0,GEN_1,SET
Asu_Tanzania_,1.0,1.0,Atlantic-Congo
Avatime,1.0,1.0,Atlantic-Congo
Batanga,1.0,1.0,Atlantic-Congo
Bemba,0.0,1.0,Atlantic-Congo
Bena_Tanzania_,0.375,1.0,Atlantic-Congo
Bende,0.16666666666666666,1.0,Atlantic-Congo
Bera,0.045454545454545456,1.0,Atlantic-Congo
Bila,0.045454545454545456,1.0,Atlantic-Congo
Bukusu,0.9090909090909091,1.0,Atlantic-Congo
Bushoong,0.9090909090909091,1.0,Atlantic-Congo
Chokwe,0.5454545454545454,1.0,Atlantic-Congo
Digo,0.0,1.0,Atlantic-Congo
Ding,0.4090909090909091,1.0,Atlantic-Congo
Duala,0.4166666666666667,1.0,Atlantic-Congo
Ekonda_Mongo,0.0,1.0,Atlantic-Congo
Fang_EG,1.0,1.0,Atlantic-Congo
Fefe,1.0,1.0,Atlantic-Congo
Fipa,0.11764705882352941,1.0,Atlantic-Congo
Ganda,1.0,1.0,Atlantic-Congo
Giryama,0.4117647058823529,1.0,Atlantic-Congo
Gogo,0.2857142857142857,1.0,Atlantic-Congo
Haya,0.22727272727272727,1.0,Atlantic-Congo
Ha,0.5,1.0,Atlantic-Congo
Hehe,0.2857142857142857,1.0,Atlantic-Congo
Herero,0.09090909090909091,1.0,Atlantic-Congo
Igbo,0.11764705882352941,0.5,Atlantic-Congo
Kagulu,0.0,1.0,Atlantic-Congo
Kamba,0.0,1.0,Atlantic-Congo
Kaonde,0.0,1.0,Atlantic-Congo
Kikuyu,0.0,1.0,Atlantic-Congo
Komo_DRC_,0.045454545454545456,1.0,Atlantic-Congo
Kota,1.0,1.0,Atlantic-Congo
Kwasio,0.09090909090909091,1.0,Atlantic-Congo
Kwere,0.09090909090909091,1.0,Atlantic-Congo
Lala_Bisa,0.0,1.0,Atlantic-Congo
Lamba,0.5,1.0,Atlantic-Congo
Langi,0.2857142857142857,1.0,Atlantic-Congo
Lingala,0.045454545454545456,1.0,Atlantic-Congo
Lozi,1.0,1.0,Atlantic-Congo
Luba_Katanga,1.0,1.0,Atlantic-Congo
Luba_Lulua,0.0,1.0,Atlantic-Congo
Luguru,0.25,1.0,Atlantic-Congo
Lunda,0.25,1.0,Atlantic-Congo
Luvale,0.375,1.0,Atlantic-Congo
Makonde,0.09090909090909091,1.0,Atlantic-Congo
Masaaba,0.09090909090909091,1.0,Atlantic-Congo
Mbala,0.09090909090909091,0.5,Atlantic-Congo
Mbere,1.0,1.0,Atlantic-Congo
Mbuun,0.0,1.0,Atlantic-Congo
Meru,0.5454545454545454,1.0,Atlantic-Congo
Mokpwe,0.9090909090909091,1.0,Atlantic-Congo
Mongo,0.2727272727272727,1.0,Atlantic-Congo
Amazulu_(Amazulu_Kafir),1.0,1.0,Atlantic-Congo
Mungaka,0.5,1.0,Atlantic-Congo
Myene,0.9523809523809523,1.0,Atlantic-Congo
Ngulu,1.0,1.0,Atlantic-Congo
Njebi,1.0,1.0,Atlantic-Congo
Nsong,0.0,1.0,Atlantic-Congo
Nyakyusa,0.09090909090909091,1.0,Atlantic-Congo
Nyoro,0.45454545454545453,1.0,Atlantic-Congo
Phende,0.0,1.0,Atlantic-Congo
Pinji,0.0,0.5,Atlantic-Congo
Punu,0.0,0.5,Atlantic-Congo
Rundi,0.5,1.0,Atlantic-Congo
Sake,1.0,1.0,Atlantic-Congo
Sangu_Tanzania_,0.2857142857142857,1.0,Atlantic-Congo
San_Salvador_Kongo,0.0,0.0,Atlantic-Congo
Seki,1.0,1.0,Atlantic-Congo
Shi,1.0,1.0,Atlantic-Congo
Soga,0.09090909090909091,1.0,Atlantic-Congo
Songoora,1.0,1.0,Atlantic-Congo
Sukuma,1.0,1.0,Atlantic-Congo
Suku,0.045454545454545456,1.0,Atlantic-Congo
Taabwa,0.18181818181818182,1.0,Atlantic-Congo
Tetela,0.058823529411764705,1.0,Atlantic-Congo
Tiv,0.0,1.0,Atlantic-Congo
Tonga_Nyasa_,0.0,1.0,Atlantic-Congo
Tooro,1.0,1.0,Atlantic-Congo
Tsogo,1.0,0.5,Atlantic-Congo
Tsonga,0.3684210526315789,1.0,Atlantic-Congo
Tswana,0.07142857142857142,1.0,Atlantic-Congo
Umbundu,0.0,1.0,Atlantic-Congo
Venda,0.0,1.0,Atlantic-Congo
Yaka_CAR_,0.18181818181818182,1.0,Atlantic-Congo
Yaka_Pelende_Lonzo,0.5454545454545454,1.0,Atlantic-Congo
Yombe,0.9375,1.0,Atlantic-Congo
Zigula,0.0,1.0,Atlantic-Congo
Zinza,1.0,1.0,Atlantic-Congo
Zulu,0.3181818181818182,1.0,Atlantic-Congo
