LANGUAGE,GEN_0,GEN_1,SET
'Are'are,0.0,0.0,Austronesian
Achinese,1.0,1.0,Austronesian
Aklanon,0.2,0.0,Austronesian
Alangan,0.2,0.0,Austronesian
Ampibabo_Lauje,0.2,0.0,Austronesian
Anejom,0.0,0.0,Austronesian
Aniwa,0.3333333333333333,0.25,Austronesian
Anuta,0.0,0.0,Austronesian
Araki,0.2,0.0,Austronesian
Aria_(Mouk-Aria)_,0.3,0.0,Austronesian
Arosi,0.25,0.0,Austronesian
Asera,1.0,0.0,Austronesian
Atchin,0.16666666666666666,0.0,Austronesian
Atoni_(Uab_Meto),0.14285714285714285,0.25,Austronesian
Atta,1.0,0.0,Austronesian
Avava_(Bangasa_Dialect),0.3333333333333333,0.0,Austronesian
Avava_(Niviar_Dialect)_,0.16666666666666666,0.0,Austronesian
Avava_,0.0,0.6666666666666666,Austronesian
Ayiwo,0.0,0.0,Austronesian
Bacanese_Malay_(Bacan),0.5,0.3333333333333333,Austronesian
Bahonsuai,1.0,0.0,Austronesian
Balaesang,1.0,0.0,Austronesian
Balangao,1.0,0.0,Austronesian
Balinese,0.2,1.0,Austronesian
Banjar,0.2,0.0,Austronesian
Bannoni,0.0,0.0,Austronesian
Barabet_(Hano)_,0.0,0.0,Austronesian
Bario_Kelabit,0.0,0.0,Austronesian
Barok_(Karu),0.0,0.0,Austronesian
Batak_Toba,1.0,0.5,Austronesian
Biak,0.5,0.5,Austronesian
Bierebo,0.0,0.0,Austronesian
Big_Nambas,0.5,0.0,Austronesian
Big_Nambas_,0.0,0.0,Austronesian
Bilibil,0.1,0.0,Austronesian
Binukid_(Talaandig-Binukid),0.2,0.0,Austronesian
Boano_(Sulawesi),0.2,0.0,Austronesian
Bontok,0.2,0.0,Austronesian
Brunei-Sabah_Malay_(Malay),0.2,0.0,Austronesian
Buhid,0.2,0.0,Austronesian
Bukat,0.0,0.0,Austronesian
Buli,0.5,0.0,Austronesian
Bungku,0.2,0.0,Austronesian
Buru_(Indonesia),0.5,0.25,Austronesian
Butmas-Tur,0.16666666666666666,0.0,Austronesian
Casiguran_Dumagat_Agta,0.2,0.0,Austronesian
Cebuano,0.2,0.0,Austronesian
Central_Cagayan_Agta,0.1,0.0,Austronesian
Central_Melanau,0.0,0.0,Austronesian
Central_Sama,0.2,0.0,Austronesian
Central_Subanen_(Subanung),0.0,0.0,Austronesian
Central_Tagbanwa,0.0,0.0,Austronesian
Chamarro,0.0,0.0,Austronesian
Cheke_Holo,0.3,0.0,Austronesian
Chuukese_(Trukese),0.5,0.0,Austronesian
Colloquial_Malay,0.0,0.0,Austronesian
Cotabato_Manobo,0.5,0.0,Austronesian
Daakie,0.0,0.0,Austronesian
Dakaka,0.0,0.0,Austronesian
Dampelas,0.2,0.0,Austronesian
Dehu,1.0,0.0,Austronesian
Dobu,0.0,0.0,Austronesian
Dondo,0.2,1.0,Austronesian
