LANGUAGE,GEN_0,GEN_1,SET
An-ah'-ne-lin_(Gros_Ventres_of_Prairie),1.0,0.0,Algic
Blood_Siksika_(Blood_Blackfoot),0.7777777777777778,0.0,Algic
Cree_of_the_Lowlands,0.6,0.0,Algic
Delaware,0.5,0.0,Algic
"Etchemiu,_or_Malisete",0.7,0.0,Algic
Kaskaskia,0.7,0.0,Algic
Kickapoo_(Kikapoo),0.5,0.0,Algic
Menomine,0.7,0.0,Algic
Miami,0.7,0.0,Algic
Miemac,1.0,0.0,Algic
Mohegan,0.8,0.0,Algic
Munsee,1.0,0.0,Algic
Ojibwa_Kansas,0.4,0.0,Algic
Ojibwa_Lake_Huron,0.6,0.0,Algic
Ojibwa_Lake_Michigan,0.3,0.0,Algic
Ojibwa_Lake_Superior,0.7,0.0,Algic
Ottawa_(Ota╠îwa),0.5,0.0,Algic
Peoria,0.6,0.0,Algic
Pianeshaw,0.7,0.0,Algic
Piegan_Siksika_(Piegan_Blackfoot),0.9,0.0,Algic
Plains_Cree_(Cree_of_the_Prairie),0.7,0.0,Algic
Potawatomi_(Pota╠îwattamie),1.0,0.0,Algic
Sawk_and_Fox,0.8,0.0,Algic
Shawnee,0.5,0.0,Algic
Shiyan,1.0,0.0,Algic
Weaw,0.6,0.0,Algic
Woods_Cree_(Cree_of_the_Woods),0.7,0.0,Algic
Northern_Ojibwa,0.6,0.0,Algic
Ottowa_Ojibwa,0.6,0.0,Algic
Wiyot,0.0,0.0,Algic
Yurok,0.2,0.0,Algic
