LANGUAGE,GEN_0,GEN_1,SET
Ache╠ü,0.1,0.0,Tupian
Anambe╠ü,1.0,0.0,Tupian
Arawete╠ü,0.1111111111111111,0.0,Tupian
Aweti╠ü,0.5,0.0,Tupian
Chiriguano,0.2,0.0,Tupian
Cinta_Larga,0.0,0.0,Tupian
Cocama_Cocamilla,0.0,0.0,Tupian
Emerillon,0.5,0.0,Tupian
Guaja╠ü,0.0,0.0,Tupian
Guarayu,1.0,0.0,Tupian
Juru╠üna,0.4444444444444444,0.0,Tupian
Kaiwa╠ü,1.0,0.0,Tupian
Kamayura╠ü,0.5,0.0,Tupian
Karitiana,0.5,0.3333333333333333,Tupian
Kayabi╠ü,0.1,0.0,Tupian
Mbya╠ü_Guarani╠ü,0.4,0.25,Tupian
Munduruku╠ü,0.6,0.0,Tupian
Paraguayan_Guarani╠ü,0.1111111111111111,0.25,Tupian
Parakana╠â,0.7777777777777778,0.0,Tupian
Pauserna,0.0,0.0,Tupian
Proto_Tupi_Guarani,0.5,0.0,Tupian
Satere╠ü_Mawe╠ü,0.125,0.0,Tupian
Siriono╠ü,0.0,0.0,Tupian
Surui╠ü,0.1,0.0,Tupian
Tapirape╠ü,0.5,0.0,Tupian
Tembe╠ü,0.5,0.0,Tupian
Tenharim,0.9,0.0,Tupian
Tocantins_Asurini,0.3,0.0,Tupian
Tupinamba╠ü,0.4,0.0,Tupian
Tupi╠ü,0.1,0.0,Tupian
Wayampi,0.5,0.0,Tupian
