LANGUAGE,GEN_0,GEN_1,SET
Kazakh,1.0,0.0,Turkic
Kumyk,0.2,0.0,Turkic
Nogai,0.2,0.0,Turkic
North_Azerbaijani,0.2,0.0,Turkic
Turkish,0.2,0.0,Turkic
