LANGUAGE,GEN_0,GEN_1,SET
Chenchu,0.8,0.5,Dravidian
Dandami_Maria,0.5,0.5,Dravidian
Kadar,1.0,0.75,Dravidian
Kodava,0.3333333333333333,0.5,Dravidian
Koya,0.1111111111111111,0.25,Dravidian
Kui,0.25,0.5,Dravidian
Kurukh,1.0,1.0,Dravidian
Kuvi,0.5,1.0,Dravidian
Malapandaram,1.0,0.5,Dravidian
Malayalam,1.0,0.75,Dravidian
Canarese,0.7,0.5,Dravidian
Tamil,0.7,0.5,Dravidian
Telugu,0.9,0.5,Dravidian
Northern_Gondi,0.5,0.0,Dravidian
Paliyan,0.6,0.5,Dravidian
Tamil,0.3333333333333333,0.75,Dravidian
Telugu,0.2,0.0,Dravidian
Toda,0.2,0.5,Dravidian
Yerukula,1.0,0.5,Dravidian
