LANGUAGE,LINEAGE,SET
language_1,"[0, 0]",664
language_3,"[0, 1]",664
language_4,"[0, 0]",664
language_5,"[0, 1]",664
language_6,"[1, 1]",664
language_7,"[0, 0]",664
language_8,"[0, 1]",664
language_11,"[0, 1]",664
language_13,"[0, 1]",664
language_14,"[1, 0]",664
language_18,"[0, 1]",664
language_19,"[1, 1]",664
language_21,"[1, 0]",664
language_22,"[0, 0]",664
language_23,"[0, 1]",664
language_24,"[0, 1]",664
language_25,"[1, 1]",664
language_26,"[1, 1]",664
language_27,"[0, 1]",664
language_28,"[0, 1]",664
language_31,"[0, 1]",664
language_33,"[0, 1]",664
language_35,"[1, 0]",664
language_36,"[0, 0]",664
language_37,"[1, 1]",664
language_39,"[0, 1]",664
language_40,"[0, 1]",664
language_41,"[0, 1]",664
language_42,"[0, 1]",664
language_43,"[0, 1]",664
language_44,"[1, 1]",664
language_45,"[0, 1]",664
language_46,"[0, 1]",664
language_47,"[1, 0]",664
language_50,"[0, 1]",664
language_51,"[1, 1]",664
language_54,"[0, 0]",664
language_55,"[1, 0]",664
language_58,"[0, 0]",664
language_59,"[1, 1]",664
language_60,"[0, 1]",664
language_61,"[1, 1]",664
language_62,"[0, 1]",664
language_66,"[0, 1]",664
language_67,"[0, 1]",664
language_69,"[0, 1]",664
language_74,"[0, 1]",664
language_75,"[0, 1]",664
language_76,"[0, 1]",664
language_77,"[0, 1]",664
language_80,"[0, 1]",664
language_81,"[1, 0]",664
language_83,"[0, 1]",664
language_84,"[1, 1]",664
language_85,"[0, 1]",664
language_86,"[0, 1]",664
language_89,"[0, 0]",664
language_90,"[0, 1]",664
language_92,"[1, 1]",664
language_93,"[0, 1]",664
language_97,"[0, 1]",664
language_100,"[0, 0]",664
language_101,"[0, 1]",664
language_102,"[1, 1]",664
language_105,"[0, 0]",664
language_106,"[0, 1]",664
language_107,"[0, 1]",664
language_109,"[0, 1]",664
language_112,"[1, 1]",664
language_113,"[1, 0]",664
language_114,"[0, 1]",664
language_115,"[1, 1]",664
language_116,"[0, 1]",664
language_120,"[1, 0]",664
language_121,"[1, 1]",664
language_123,"[0, 1]",664
language_124,"[0, 1]",664
language_125,"[0, 1]",664
language_127,"[0, 1]",664
language_130,"[0, 0]",664
language_131,"[1, 1]",664
language_132,"[0, 1]",664
language_133,"[0, 1]",664
language_134,"[0, 1]",664
language_138,"[0, 1]",664
language_139,"[0, 1]",664
language_140,"[1, 0]",664
language_141,"[0, 1]",664
language_142,"[1, 1]",664
language_143,"[0, 1]",664
language_144,"[0, 1]",664
language_146,"[0, 1]",664
language_147,"[1, 1]",664
language_148,"[0, 1]",664
language_149,"[0, 1]",664
language_151,"[1, 0]",664
language_152,"[0, 1]",664
language_154,"[0, 0]",664
language_155,"[0, 0]",664
language_156,"[1, 1]",664
language_158,"[0, 1]",664
language_164,"[1, 1]",664
language_166,"[0, 1]",664
language_168,"[0, 1]",664
language_169,"[0, 1]",664
language_170,"[1, 0]",664
language_171,"[0, 1]",664
language_172,"[1, 1]",664
language_173,"[0, 0]",664
language_175,"[0, 1]",664
language_176,"[0, 1]",664
language_179,"[0, 1]",664
language_180,"[0, 1]",664
language_182,"[0, 1]",664
language_183,"[0, 1]",664
language_184,"[1, 1]",664
language_185,"[0, 1]",664
language_187,"[1, 0]",664
language_191,"[1, 1]",664
language_193,"[0, 1]",664
language_196,"[0, 1]",664
language_198,"[0, 1]",664
language_199,"[0, 1]",664
language_207,"[1, 0]",664
language_210,"[1, 0]",664
language_211,"[0, 1]",664
language_213,"[0, 1]",664
language_214,"[0, 1]",664
language_216,"[0, 1]",664
language_218,"[0, 0]",664
language_220,"[1, 0]",664
language_222,"[1, 1]",664
language_223,"[0, 1]",664
language_224,"[0, 1]",664
language_225,"[1, 1]",664
language_227,"[1, 0]",664
language_229,"[1, 1]",664
language_230,"[0, 1]",664
language_232,"[0, 1]",664
language_234,"[1, 0]",664
language_235,"[0, 1]",664
language_237,"[1, 0]",664
language_238,"[0, 0]",664
language_239,"[0, 1]",664
language_241,"[0, 0]",664
language_242,"[0, 1]",664
language_245,"[0, 1]",664
language_246,"[1, 1]",664
language_248,"[0, 1]",664
language_250,"[1, 1]",664
language_251,"[0, 1]",664
language_257,"[1, 1]",664
language_260,"[0, 1]",664
language_261,"[0, 1]",664
language_262,"[1, 1]",664
language_263,"[0, 1]",664
language_264,"[0, 1]",664
language_265,"[1, 1]",664
language_267,"[0, 0]",664
language_268,"[0, 1]",664
language_269,"[0, 1]",664
language_270,"[0, 0]",664
language_271,"[0, 1]",664
language_273,"[0, 1]",664
language_274,"[0, 0]",664
language_275,"[0, 0]",664
language_277,"[0, 1]",664
language_280,"[0, 1]",664
language_281,"[0, 1]",664
language_282,"[1, 1]",664
language_284,"[0, 1]",664
language_286,"[0, 1]",664
language_288,"[0, 1]",664
language_290,"[1, 1]",664
language_293,"[0, 0]",664
language_295,"[0, 1]",664
language_296,"[0, 1]",664
language_297,"[0, 0]",664
language_298,"[0, 0]",664
language_299,"[0, 1]",664
language_300,"[0, 1]",664
language_304,"[1, 1]",664
language_305,"[0, 1]",664
language_307,"[0, 1]",664
language_308,"[0, 1]",664
language_309,"[1, 1]",664
language_311,"[0, 1]",664
language_313,"[0, 0]",664
language_318,"[0, 1]",664
language_319,"[0, 1]",664
language_320,"[0, 0]",664
language_322,"[0, 1]",664
language_323,"[0, 1]",664
language_325,"[1, 1]",664
language_326,"[1, 0]",664
language_327,"[0, 1]",664
language_328,"[0, 1]",664
language_329,"[0, 1]",664
language_330,"[0, 0]",664
language_331,"[0, 1]",664
language_332,"[0, 1]",664
language_333,"[0, 1]",664
language_334,"[0, 1]",664
language_335,"[0, 1]",664
language_337,"[0, 1]",664
language_338,"[1, 1]",664
language_339,"[1, 1]",664
language_341,"[1, 1]",664
language_344,"[0, 1]",664
language_345,"[0, 0]",664
language_349,"[0, 1]",664
language_350,"[1, 0]",664
language_352,"[0, 0]",664
language_353,"[0, 1]",664
language_355,"[0, 0]",664
language_356,"[1, 0]",664
language_357,"[1, 1]",664
language_360,"[1, 1]",664
language_361,"[0, 1]",664
language_362,"[0, 1]",664
language_364,"[1, 0]",664
language_365,"[0, 1]",664
language_366,"[0, 1]",664
language_368,"[0, 1]",664
language_369,"[0, 1]",664
language_370,"[0, 1]",664
language_371,"[0, 1]",664
language_374,"[0, 0]",664
language_377,"[1, 1]",664
language_378,"[0, 0]",664
language_379,"[1, 1]",664
language_380,"[0, 0]",664
language_382,"[0, 1]",664
language_385,"[0, 0]",664
language_387,"[0, 1]",664
language_389,"[1, 1]",664
language_390,"[0, 1]",664
language_391,"[1, 1]",664
language_392,"[1, 0]",664
language_394,"[0, 1]",664
language_395,"[0, 1]",664
language_396,"[0, 1]",664
language_397,"[0, 1]",664
language_398,"[0, 0]",664
language_399,"[0, 1]",664
language_400,"[1, 1]",664
language_402,"[0, 0]",664
language_407,"[1, 1]",664
language_408,"[1, 0]",664
language_409,"[1, 0]",664
language_411,"[1, 1]",664
language_413,"[0, 0]",664
language_414,"[1, 0]",664
language_415,"[0, 0]",664
language_416,"[0, 1]",664
language_417,"[0, 0]",664
language_418,"[0, 1]",664
language_421,"[0, 1]",664
language_422,"[0, 1]",664
language_426,"[0, 1]",664
language_427,"[0, 1]",664
language_429,"[0, 1]",664
language_434,"[0, 1]",664
language_436,"[1, 1]",664
language_437,"[0, 0]",664
language_439,"[0, 1]",664
language_440,"[0, 1]",664
language_441,"[1, 1]",664
language_446,"[0, 0]",664
language_447,"[0, 0]",664
language_448,"[0, 1]",664
language_449,"[1, 1]",664
language_450,"[0, 1]",664
language_451,"[1, 1]",664
language_452,"[0, 1]",664
language_453,"[0, 0]",664
language_454,"[0, 0]",664
language_455,"[0, 1]",664
language_458,"[0, 1]",664
language_459,"[1, 1]",664
language_460,"[0, 1]",664
language_461,"[0, 0]",664
language_462,"[0, 1]",664
language_463,"[1, 1]",664
language_464,"[0, 1]",664
language_465,"[0, 1]",664
language_469,"[0, 0]",664
language_470,"[1, 1]",664
language_472,"[0, 1]",664
language_473,"[0, 1]",664
language_476,"[1, 0]",664
language_477,"[1, 0]",664
language_478,"[1, 1]",664
language_479,"[0, 1]",664
language_481,"[0, 1]",664
language_482,"[0, 1]",664
language_483,"[0, 1]",664
language_484,"[1, 1]",664
language_486,"[1, 1]",664
language_488,"[0, 1]",664
language_489,"[0, 1]",664
language_490,"[0, 1]",664
language_493,"[0, 1]",664
language_495,"[1, 1]",664
language_496,"[1, 1]",664
language_498,"[0, 0]",664
language_502,"[0, 1]",664
language_504,"[0, 0]",664
language_506,"[0, 1]",664
language_507,"[1, 1]",664
language_509,"[0, 1]",664
language_510,"[1, 1]",664
language_512,"[0, 1]",664
language_513,"[1, 0]",664
language_517,"[0, 1]",664
language_518,"[0, 1]",664
language_519,"[0, 1]",664
language_520,"[0, 1]",664
language_523,"[1, 1]",664
language_524,"[0, 1]",664
language_525,"[0, 1]",664
language_526,"[0, 1]",664
language_527,"[0, 1]",664
language_528,"[1, 1]",664
language_530,"[1, 1]",664
language_532,"[0, 1]",664
language_533,"[1, 1]",664
language_534,"[1, 1]",664
language_535,"[0, 1]",664
language_539,"[0, 0]",664
language_543,"[0, 1]",664
language_544,"[1, 1]",664
language_546,"[1, 1]",664
language_547,"[0, 0]",664
language_548,"[0, 1]",664
language_549,"[0, 0]",664
language_550,"[0, 0]",664
language_551,"[0, 1]",664
language_553,"[1, 0]",664
language_554,"[0, 1]",664
language_555,"[1, 1]",664
language_556,"[1, 0]",664
language_557,"[0, 0]",664
language_558,"[1, 0]",664
language_559,"[0, 0]",664
language_561,"[0, 1]",664
language_562,"[0, 1]",664
language_564,"[1, 0]",664
language_566,"[0, 1]",664
language_569,"[0, 1]",664
language_571,"[0, 1]",664
language_572,"[0, 1]",664
language_573,"[1, 1]",664
language_574,"[0, 0]",664
language_575,"[0, 1]",664
language_576,"[0, 0]",664
language_577,"[0, 1]",664
language_579,"[0, 1]",664
language_580,"[0, 1]",664
language_582,"[0, 1]",664
language_585,"[0, 1]",664
language_587,"[0, 0]",664
language_589,"[0, 1]",664
language_591,"[0, 0]",664
language_592,"[0, 1]",664
language_593,"[0, 1]",664
language_594,"[0, 0]",664
language_595,"[0, 1]",664
language_596,"[0, 1]",664
language_597,"[0, 1]",664
language_599,"[0, 1]",664
language_600,"[0, 1]",664
language_608,"[1, 1]",664
language_609,"[1, 0]",664
language_610,"[0, 0]",664
language_611,"[0, 1]",664
language_613,"[1, 1]",664
language_614,"[0, 1]",664
language_616,"[0, 1]",664
language_618,"[0, 1]",664
language_619,"[0, 1]",664
language_620,"[0, 1]",664
language_621,"[0, 1]",664
language_622,"[0, 1]",664
language_624,"[1, 0]",664
language_626,"[0, 1]",664
language_627,"[0, 1]",664
language_628,"[1, 0]",664
language_629,"[0, 1]",664
language_631,"[0, 1]",664
language_632,"[1, 1]",664
language_634,"[1, 0]",664
language_637,"[0, 1]",664
language_639,"[0, 1]",664
language_640,"[0, 1]",664
language_641,"[0, 1]",664
language_642,"[0, 1]",664
language_643,"[1, 1]",664
language_644,"[0, 1]",664
language_645,"[0, 1]",664
language_646,"[1, 1]",664
language_648,"[0, 1]",664
language_649,"[0, 1]",664
language_650,"[1, 1]",664
language_651,"[1, 1]",664
language_652,"[1, 1]",664
language_653,"[0, 1]",664
language_655,"[0, 1]",664
language_656,"[0, 1]",664
language_657,"[1, 1]",664
language_659,"[0, 1]",664
language_660,"[0, 1]",664
language_661,"[1, 1]",664
language_662,"[0, 1]",664
language_663,"[0, 1]",664
language_664,"[0, 1]",664
language_665,"[0, 1]",664
language_666,"[0, 1]",664
language_668,"[0, 1]",664
language_669,"[0, 1]",664
language_671,"[0, 1]",664
language_672,"[0, 1]",664
language_673,"[1, 0]",664
language_674,"[0, 1]",664
language_678,"[0, 1]",664
language_680,"[0, 0]",664
language_681,"[0, 0]",664
language_682,"[0, 0]",664
language_687,"[0, 1]",664
language_688,"[0, 0]",664
language_689,"[0, 1]",664
language_691,"[0, 0]",664
language_694,"[0, 1]",664
language_695,"[0, 1]",664
language_696,"[0, 0]",664
language_697,"[0, 0]",664
language_699,"[0, 1]",664
language_701,"[0, 1]",664
language_703,"[0, 1]",664
language_705,"[0, 1]",664
language_706,"[0, 0]",664
language_707,"[0, 0]",664
language_708,"[0, 1]",664
language_709,"[1, 1]",664
language_710,"[0, 0]",664
language_711,"[0, 1]",664
language_714,"[1, 1]",664
language_715,"[1, 1]",664
language_716,"[0, 1]",664
language_717,"[1, 1]",664
language_718,"[1, 1]",664
language_720,"[0, 0]",664
language_722,"[0, 1]",664
language_723,"[0, 1]",664
language_724,"[0, 1]",664
language_725,"[0, 1]",664
language_726,"[0, 1]",664
language_727,"[1, 1]",664
language_729,"[1, 1]",664
language_730,"[0, 1]",664
language_731,"[0, 0]",664
language_732,"[1, 1]",664
language_733,"[1, 1]",664
language_734,"[0, 1]",664
language_736,"[0, 1]",664
language_738,"[0, 1]",664
language_741,"[0, 0]",664
language_743,"[0, 0]",664
language_746,"[1, 1]",664
language_747,"[1, 1]",664
language_748,"[0, 0]",664
language_749,"[1, 1]",664
language_750,"[0, 1]",664
language_751,"[0, 0]",664
language_753,"[0, 1]",664
language_754,"[0, 1]",664
language_755,"[0, 1]",664
language_756,"[0, 1]",664
language_757,"[0, 1]",664
language_758,"[1, 1]",664
language_759,"[0, 1]",664
language_760,"[0, 1]",664
language_761,"[0, 1]",664
language_764,"[0, 1]",664
language_765,"[1, 1]",664
language_768,"[0, 1]",664
language_770,"[0, 1]",664
language_771,"[1, 0]",664
language_772,"[1, 1]",664
language_773,"[1, 1]",664
language_774,"[0, 1]",664
language_775,"[1, 1]",664
language_776,"[0, 0]",664
language_777,"[0, 1]",664
language_782,"[1, 1]",664
language_783,"[0, 0]",664
language_784,"[1, 1]",664
language_789,"[1, 1]",664
language_790,"[0, 0]",664
language_791,"[0, 1]",664
language_792,"[0, 1]",664
language_793,"[0, 1]",664
language_794,"[0, 1]",664
language_796,"[0, 1]",664
language_797,"[1, 1]",664
language_799,"[0, 1]",664
language_800,"[0, 1]",664
language_801,"[0, 0]",664
language_802,"[0, 1]",664
language_803,"[0, 0]",664
language_804,"[0, 1]",664
language_805,"[0, 1]",664
language_807,"[0, 1]",664
language_808,"[0, 1]",664
language_810,"[0, 1]",664
language_811,"[0, 1]",664
language_816,"[0, 0]",664
language_817,"[0, 0]",664
language_820,"[0, 0]",664
language_821,"[1, 1]",664
language_822,"[0, 0]",664
language_823,"[0, 1]",664
language_824,"[0, 1]",664
language_825,"[1, 1]",664
language_827,"[1, 1]",664
language_828,"[0, 0]",664
language_829,"[0, 1]",664
language_830,"[0, 1]",664
language_831,"[0, 1]",664
language_834,"[1, 1]",664
language_835,"[0, 1]",664
language_836,"[0, 1]",664
language_837,"[0, 1]",664
language_838,"[1, 0]",664
language_841,"[1, 1]",664
language_842,"[0, 1]",664
language_844,"[1, 1]",664
language_846,"[0, 0]",664
language_847,"[0, 1]",664
language_848,"[0, 1]",664
language_851,"[0, 1]",664
language_852,"[1, 1]",664
language_853,"[0, 1]",664
language_856,"[1, 0]",664
language_857,"[1, 0]",664
language_858,"[0, 1]",664
language_859,"[1, 1]",664
language_860,"[0, 1]",664
language_862,"[0, 1]",664
language_864,"[0, 0]",664
language_866,"[0, 1]",664
language_867,"[0, 1]",664
language_868,"[0, 1]",664
language_869,"[0, 0]",664
language_870,"[0, 1]",664
language_871,"[1, 1]",664
language_872,"[0, 1]",664
language_873,"[0, 1]",664
language_874,"[0, 1]",664
language_875,"[1, 1]",664
language_876,"[0, 1]",664
language_877,"[0, 1]",664
language_878,"[1, 1]",664
language_881,"[0, 1]",664
language_882,"[1, 1]",664
language_883,"[0, 1]",664
language_884,"[1, 1]",664
language_886,"[1, 1]",664
language_887,"[0, 1]",664
language_888,"[1, 1]",664
language_889,"[1, 0]",664
language_893,"[0, 1]",664
language_898,"[0, 1]",664
language_901,"[0, 0]",664
language_902,"[1, 1]",664
language_905,"[0, 1]",664
language_906,"[0, 1]",664
language_907,"[1, 0]",664
language_908,"[1, 1]",664
language_913,"[0, 1]",664
language_914,"[0, 1]",664
language_916,"[0, 1]",664
language_917,"[0, 1]",664
language_918,"[1, 0]",664
language_919,"[0, 1]",664
language_920,"[0, 1]",664
language_921,"[0, 1]",664
language_922,"[1, 1]",664
language_923,"[0, 1]",664
language_924,"[1, 1]",664
language_926,"[0, 0]",664
language_927,"[1, 1]",664
language_928,"[0, 0]",664
language_931,"[0, 1]",664
language_933,"[0, 1]",664
language_935,"[0, 1]",664
language_936,"[0, 1]",664
language_939,"[0, 1]",664
language_940,"[0, 1]",664
language_942,"[1, 0]",664
language_944,"[0, 1]",664
language_946,"[1, 0]",664
language_950,"[0, 1]",664
language_951,"[0, 1]",664
language_952,"[0, 1]",664
language_953,"[0, 1]",664
language_954,"[0, 1]",664
language_957,"[1, 1]",664
language_958,"[0, 1]",664
language_960,"[0, 1]",664
language_963,"[0, 1]",664
language_965,"[0, 1]",664
language_966,"[0, 1]",664
language_967,"[0, 0]",664
language_968,"[0, 1]",664
language_970,"[0, 1]",664
language_971,"[0, 0]",664
language_972,"[0, 0]",664
language_973,"[0, 0]",664
language_974,"[0, 1]",664
language_975,"[0, 1]",664
language_976,"[1, 1]",664
language_977,"[0, 1]",664
language_980,"[0, 1]",664
language_981,"[1, 1]",664
language_982,"[0, 1]",664
language_984,"[1, 1]",664
language_985,"[1, 0]",664
language_986,"[0, 1]",664
language_990,"[1, 1]",664
language_991,"[0, 1]",664
language_993,"[0, 0]",664
language_996,"[1, 0]",664
