LANGUAGE,LINEAGE,SET
language_2,"[1, 1]",219
language_3,"[1, 0]",219
language_7,"[0, 0]",219
language_8,"[0, 0]",219
language_9,"[0, 1]",219
language_10,"[0, 1]",219
language_11,"[1, 1]",219
language_12,"[1, 1]",219
language_13,"[0, 0]",219
language_14,"[0, 1]",219
language_16,"[1, 0]",219
language_17,"[0, 1]",219
language_20,"[0, 0]",219
language_23,"[0, 1]",219
language_24,"[0, 0]",219
language_27,"[0, 1]",219
language_29,"[0, 1]",219
language_30,"[0, 0]",219
language_31,"[1, 1]",219
language_33,"[0, 1]",219
language_34,"[0, 1]",219
language_35,"[0, 1]",219
language_36,"[0, 1]",219
language_37,"[1, 1]",219
language_38,"[1, 1]",219
language_39,"[0, 0]",219
language_41,"[1, 1]",219
language_42,"[1, 1]",219
language_47,"[0, 1]",219
language_48,"[0, 0]",219
language_50,"[0, 1]",219
language_52,"[0, 1]",219
language_54,"[0, 1]",219
language_56,"[0, 1]",219
language_59,"[0, 1]",219
language_60,"[0, 1]",219
language_61,"[0, 1]",219
language_62,"[0, 1]",219
language_63,"[0, 1]",219
language_64,"[0, 0]",219
language_66,"[0, 0]",219
language_70,"[1, 0]",219
language_73,"[0, 1]",219
language_74,"[1, 0]",219
language_77,"[0, 1]",219
language_78,"[1, 1]",219
language_79,"[0, 1]",219
language_80,"[0, 1]",219
language_81,"[0, 1]",219
language_82,"[0, 0]",219
language_85,"[0, 1]",219
language_86,"[0, 1]",219
language_88,"[1, 1]",219
language_90,"[0, 0]",219
language_91,"[0, 1]",219
language_92,"[0, 1]",219
language_94,"[0, 0]",219
language_95,"[0, 1]",219
language_96,"[0, 1]",219
language_98,"[1, 1]",219
language_99,"[0, 1]",219
language_100,"[1, 1]",219
language_101,"[0, 0]",219
language_102,"[1, 0]",219
language_104,"[0, 1]",219
language_105,"[0, 1]",219
language_106,"[0, 0]",219
language_110,"[0, 1]",219
language_111,"[0, 1]",219
language_112,"[1, 1]",219
language_113,"[0, 1]",219
language_114,"[0, 0]",219
language_115,"[1, 1]",219
language_117,"[0, 1]",219
language_118,"[0, 1]",219
language_119,"[0, 1]",219
language_120,"[0, 1]",219
language_122,"[1, 1]",219
language_123,"[1, 1]",219
language_125,"[0, 1]",219
language_126,"[1, 0]",219
language_127,"[0, 0]",219
language_128,"[0, 1]",219
language_129,"[0, 1]",219
language_131,"[1, 0]",219
language_133,"[0, 0]",219
language_134,"[1, 1]",219
language_135,"[0, 1]",219
language_137,"[0, 0]",219
language_138,"[0, 1]",219
language_139,"[0, 1]",219
language_140,"[1, 1]",219
language_141,"[0, 1]",219
language_142,"[0, 1]",219
language_143,"[0, 1]",219
language_144,"[0, 1]",219
language_147,"[0, 1]",219
language_148,"[0, 1]",219
language_150,"[0, 1]",219
language_151,"[0, 1]",219
language_152,"[0, 1]",219
language_154,"[1, 0]",219
language_156,"[0, 1]",219
language_157,"[0, 0]",219
language_158,"[0, 1]",219
language_159,"[1, 1]",219
