LANGUAGE,LINEAGE,SET
language_1,"[0, 1]",406
language_2,"[0, 0]",406
language_3,"[1, 1]",406
language_4,"[1, 1]",406
language_5,"[1, 1]",406
language_6,"[0, 1]",406
language_9,"[0, 1]",406
language_11,"[1, 1]",406
language_14,"[0, 1]",406
language_16,"[0, 1]",406
language_19,"[0, 1]",406
language_22,"[0, 1]",406
language_23,"[0, 1]",406
language_24,"[0, 0]",406
language_27,"[0, 1]",406
language_29,"[0, 0]",406
language_32,"[0, 1]",406
language_33,"[0, 1]",406
language_34,"[1, 1]",406
language_39,"[0, 1]",406
language_40,"[0, 1]",406
language_45,"[0, 1]",406
language_47,"[0, 1]",406
language_48,"[1, 1]",406
language_50,"[1, 1]",406
language_53,"[0, 1]",406
language_55,"[1, 1]",406
language_56,"[0, 1]",406
language_57,"[0, 1]",406
language_59,"[0, 1]",406
language_61,"[0, 1]",406
language_62,"[0, 1]",406
language_63,"[1, 1]",406
language_66,"[0, 0]",406
language_68,"[0, 1]",406
language_73,"[1, 1]",406
language_74,"[0, 1]",406
language_75,"[0, 1]",406
language_77,"[0, 1]",406
language_79,"[0, 1]",406
language_80,"[1, 1]",406
language_81,"[0, 1]",406
language_82,"[0, 1]",406
language_83,"[0, 0]",406
language_84,"[1, 1]",406
language_86,"[0, 1]",406
language_87,"[0, 1]",406
language_89,"[0, 1]",406
language_90,"[0, 1]",406
language_92,"[1, 1]",406
language_96,"[0, 1]",406
language_97,"[0, 1]",406
language_99,"[0, 0]",406
language_100,"[0, 1]",406
language_102,"[0, 1]",406
language_103,"[0, 1]",406
language_106,"[0, 1]",406
language_109,"[0, 1]",406
language_113,"[1, 0]",406
language_116,"[0, 1]",406
language_117,"[0, 0]",406
language_119,"[0, 1]",406
language_123,"[0, 0]",406
language_124,"[1, 1]",406
language_126,"[0, 1]",406
language_127,"[0, 1]",406
language_128,"[1, 1]",406
language_129,"[0, 1]",406
language_131,"[0, 1]",406
language_132,"[0, 1]",406
language_138,"[0, 1]",406
language_141,"[1, 1]",406
language_144,"[0, 1]",406
language_146,"[1, 1]",406
language_148,"[0, 1]",406
language_151,"[0, 1]",406
language_153,"[0, 1]",406
language_154,"[0, 1]",406
language_156,"[0, 1]",406
language_157,"[1, 1]",406
language_158,"[0, 1]",406
language_159,"[0, 1]",406
language_161,"[1, 1]",406
language_162,"[0, 1]",406
language_163,"[0, 1]",406
language_165,"[0, 1]",406
language_166,"[1, 0]",406
language_167,"[0, 1]",406
language_168,"[0, 0]",406
language_169,"[0, 0]",406
language_170,"[1, 1]",406
language_171,"[0, 1]",406
language_172,"[1, 1]",406
language_173,"[0, 1]",406
language_174,"[0, 1]",406
language_175,"[0, 0]",406
language_176,"[1, 1]",406
language_177,"[1, 1]",406
language_178,"[0, 1]",406
language_180,"[0, 1]",406
language_181,"[0, 1]",406
language_182,"[0, 1]",406
language_183,"[0, 1]",406
language_187,"[0, 1]",406
language_189,"[1, 1]",406
language_191,"[1, 0]",406
language_192,"[0, 1]",406
language_193,"[0, 1]",406
language_194,"[0, 1]",406
language_195,"[0, 1]",406
language_196,"[1, 1]",406
language_197,"[1, 0]",406
language_199,"[0, 1]",406
language_202,"[0, 0]",406
language_203,"[1, 0]",406
language_204,"[1, 1]",406
language_206,"[0, 1]",406
language_208,"[0, 1]",406
language_209,"[1, 0]",406
language_212,"[1, 0]",406
language_214,"[0, 1]",406
language_215,"[1, 1]",406
language_217,"[0, 1]",406
language_221,"[0, 1]",406
language_222,"[0, 1]",406
language_223,"[0, 1]",406
language_224,"[1, 1]",406
language_226,"[1, 1]",406
language_230,"[0, 1]",406
language_234,"[0, 1]",406
language_235,"[0, 1]",406
language_237,"[0, 1]",406
language_239,"[0, 1]",406
language_241,"[1, 1]",406
language_245,"[0, 1]",406
language_246,"[0, 0]",406
language_248,"[0, 0]",406
language_249,"[0, 1]",406
language_250,"[1, 0]",406
language_251,"[0, 1]",406
language_253,"[0, 0]",406
language_254,"[0, 1]",406
language_256,"[1, 0]",406
language_264,"[0, 1]",406
language_266,"[1, 0]",406
language_268,"[1, 0]",406
language_269,"[0, 1]",406
language_270,"[0, 1]",406
language_272,"[0, 0]",406
language_273,"[0, 1]",406
language_274,"[0, 1]",406
language_275,"[0, 1]",406
language_276,"[0, 1]",406
language_277,"[0, 0]",406
language_278,"[0, 1]",406
language_279,"[0, 0]",406
language_281,"[0, 1]",406
language_284,"[0, 0]",406
language_285,"[0, 1]",406
language_286,"[0, 0]",406
language_287,"[1, 0]",406
language_288,"[0, 1]",406
language_290,"[0, 1]",406
language_291,"[0, 1]",406
language_292,"[0, 1]",406
language_294,"[0, 1]",406
language_297,"[1, 1]",406
language_298,"[0, 1]",406
language_300,"[0, 1]",406
language_301,"[1, 1]",406
language_304,"[0, 1]",406
language_306,"[0, 1]",406
language_307,"[1, 1]",406
language_309,"[1, 1]",406
language_310,"[0, 0]",406
language_314,"[0, 1]",406
language_315,"[0, 1]",406
language_319,"[0, 1]",406
language_320,"[0, 1]",406
language_321,"[0, 1]",406
language_323,"[0, 1]",406
language_324,"[0, 1]",406
language_325,"[1, 1]",406
language_329,"[0, 0]",406
language_330,"[1, 0]",406
language_331,"[0, 1]",406
language_332,"[0, 1]",406
language_335,"[0, 1]",406
language_336,"[1, 1]",406
language_337,"[0, 1]",406
language_340,"[0, 1]",406
language_341,"[0, 1]",406
language_342,"[0, 1]",406
language_343,"[0, 1]",406
language_344,"[0, 1]",406
language_345,"[1, 1]",406
language_347,"[0, 1]",406
language_348,"[1, 1]",406
language_351,"[0, 1]",406
language_354,"[1, 0]",406
language_355,"[1, 0]",406
language_357,"[0, 1]",406
language_358,"[0, 0]",406
language_359,"[1, 0]",406
language_364,"[0, 1]",406
