LANGUAGE,LINEAGE,SET
language_2,"[0, 1]",725
language_3,"[0, 1]",725
language_6,"[1, 1]",725
language_7,"[0, 1]",725
language_9,"[0, 0]",725
language_12,"[0, 1]",725
language_13,"[0, 1]",725
language_14,"[1, 1]",725
language_16,"[0, 1]",725
language_22,"[1, 1]",725
language_24,"[0, 1]",725
language_25,"[0, 1]",725
language_26,"[0, 0]",725
language_27,"[0, 1]",725
language_30,"[1, 1]",725
language_32,"[0, 1]",725
language_34,"[0, 1]",725
language_35,"[0, 0]",725
language_36,"[1, 1]",725
language_37,"[0, 1]",725
language_39,"[0, 1]",725
language_40,"[0, 0]",725
language_42,"[0, 0]",725
language_44,"[0, 1]",725
language_45,"[1, 1]",725
language_49,"[0, 1]",725
language_53,"[1, 1]",725
language_55,"[0, 1]",725
language_59,"[1, 1]",725
language_60,"[1, 0]",725
language_61,"[0, 1]",725
language_63,"[0, 1]",725
language_66,"[0, 1]",725
language_67,"[0, 1]",725
language_68,"[0, 1]",725
language_69,"[0, 1]",725
language_70,"[0, 1]",725
language_71,"[0, 1]",725
language_72,"[0, 1]",725
language_73,"[0, 1]",725
language_74,"[0, 1]",725
language_75,"[0, 1]",725
language_78,"[0, 1]",725
language_79,"[1, 1]",725
language_80,"[0, 1]",725
language_81,"[0, 1]",725
language_82,"[0, 1]",725
language_83,"[1, 1]",725
language_84,"[1, 1]",725
language_85,"[0, 1]",725
language_86,"[0, 0]",725
language_87,"[1, 1]",725
language_88,"[0, 1]",725
language_90,"[0, 1]",725
language_92,"[0, 1]",725
language_93,"[0, 1]",725
language_94,"[0, 0]",725
language_96,"[1, 0]",725
language_98,"[0, 1]",725
language_100,"[0, 1]",725
language_105,"[0, 1]",725
language_107,"[1, 0]",725
language_108,"[0, 1]",725
language_109,"[0, 1]",725
language_110,"[0, 1]",725
language_111,"[1, 0]",725
language_113,"[0, 1]",725
language_114,"[1, 1]",725
language_115,"[0, 1]",725
language_116,"[0, 1]",725
language_118,"[0, 1]",725
language_119,"[1, 1]",725
language_121,"[0, 1]",725
language_122,"[1, 0]",725
language_128,"[1, 0]",725
language_129,"[0, 1]",725
language_132,"[0, 1]",725
language_134,"[1, 1]",725
language_135,"[1, 1]",725
language_136,"[0, 1]",725
language_137,"[0, 1]",725
language_138,"[0, 0]",725
language_139,"[0, 1]",725
language_140,"[1, 1]",725
language_141,"[0, 1]",725
language_143,"[0, 1]",725
language_145,"[0, 1]",725
language_147,"[0, 1]",725
language_148,"[0, 1]",725
language_149,"[0, 1]",725
language_150,"[0, 1]",725
language_151,"[0, 0]",725
language_152,"[1, 0]",725
language_154,"[0, 0]",725
language_155,"[0, 1]",725
language_158,"[0, 1]",725
language_159,"[1, 1]",725
language_160,"[0, 0]",725
language_161,"[0, 1]",725
language_163,"[0, 1]",725
language_164,"[1, 1]",725
language_165,"[0, 0]",725
language_166,"[0, 1]",725
language_171,"[1, 1]",725
language_173,"[1, 1]",725
language_175,"[1, 0]",725
language_177,"[1, 0]",725
language_178,"[0, 0]",725
language_180,"[0, 1]",725
language_181,"[0, 0]",725
language_184,"[0, 1]",725
language_186,"[1, 0]",725
language_189,"[0, 1]",725
language_191,"[0, 1]",725
language_192,"[0, 1]",725
language_195,"[0, 1]",725
language_197,"[0, 0]",725
language_199,"[0, 1]",725
language_200,"[0, 0]",725
language_201,"[0, 1]",725
language_205,"[0, 1]",725
language_206,"[0, 0]",725
language_210,"[1, 1]",725
language_211,"[0, 1]",725
language_212,"[0, 1]",725
language_214,"[0, 1]",725
language_215,"[0, 1]",725
language_217,"[0, 1]",725
language_221,"[0, 1]",725
language_222,"[0, 1]",725
language_223,"[1, 1]",725
language_224,"[0, 1]",725
language_226,"[0, 0]",725
language_228,"[0, 1]",725
language_230,"[0, 1]",725
language_232,"[1, 1]",725
language_233,"[0, 0]",725
language_236,"[1, 1]",725
language_237,"[0, 1]",725
language_239,"[0, 1]",725
language_242,"[0, 1]",725
language_247,"[0, 1]",725
language_249,"[0, 1]",725
language_250,"[0, 1]",725
language_251,"[0, 1]",725
language_253,"[1, 1]",725
language_254,"[0, 1]",725
language_256,"[0, 1]",725
language_257,"[0, 1]",725
language_259,"[0, 1]",725
language_260,"[0, 1]",725
language_261,"[0, 1]",725
language_262,"[0, 1]",725
language_263,"[0, 1]",725
language_267,"[0, 1]",725
language_268,"[0, 1]",725
language_269,"[1, 1]",725
language_270,"[0, 0]",725
language_272,"[0, 1]",725
language_273,"[0, 1]",725
language_274,"[0, 1]",725
language_275,"[0, 1]",725
language_277,"[1, 1]",725
language_278,"[0, 1]",725
language_279,"[0, 0]",725
language_281,"[1, 1]",725
language_283,"[1, 1]",725
language_285,"[0, 0]",725
language_290,"[0, 1]",725
language_293,"[0, 0]",725
language_294,"[0, 1]",725
language_297,"[0, 1]",725
language_298,"[0, 1]",725
language_300,"[1, 0]",725
language_301,"[0, 1]",725
language_302,"[0, 1]",725
language_305,"[0, 1]",725
language_306,"[0, 1]",725
language_307,"[0, 1]",725
language_308,"[1, 0]",725
language_310,"[1, 0]",725
language_312,"[0, 1]",725
language_313,"[0, 1]",725
language_314,"[0, 1]",725
language_316,"[0, 1]",725
language_317,"[0, 1]",725
language_318,"[0, 1]",725
language_319,"[0, 1]",725
language_321,"[1, 1]",725
language_322,"[0, 0]",725
language_323,"[0, 1]",725
language_326,"[0, 1]",725
language_327,"[1, 1]",725
language_329,"[0, 1]",725
language_330,"[0, 1]",725
language_332,"[0, 1]",725
language_334,"[0, 1]",725
language_335,"[0, 1]",725
language_336,"[0, 1]",725
language_338,"[0, 1]",725
language_339,"[0, 1]",725
language_340,"[1, 0]",725
language_341,"[0, 1]",725
language_343,"[1, 1]",725
language_345,"[0, 0]",725
language_346,"[1, 1]",725
language_348,"[0, 1]",725
language_349,"[0, 1]",725
language_350,"[1, 0]",725
language_351,"[0, 1]",725
language_352,"[0, 1]",725
language_354,"[1, 1]",725
language_357,"[0, 1]",725
language_359,"[1, 1]",725
language_364,"[0, 1]",725
language_365,"[0, 1]",725
language_366,"[0, 0]",725
language_367,"[1, 0]",725
language_368,"[0, 1]",725
language_369,"[0, 1]",725
language_370,"[0, 0]",725
language_372,"[0, 1]",725
language_375,"[0, 1]",725
language_376,"[1, 1]",725
language_377,"[0, 1]",725
language_378,"[0, 1]",725
language_384,"[0, 1]",725
language_385,"[0, 1]",725
language_386,"[0, 1]",725
language_388,"[0, 1]",725
language_390,"[1, 1]",725
language_392,"[1, 1]",725
language_394,"[0, 0]",725
language_396,"[0, 1]",725
language_398,"[0, 0]",725
language_399,"[0, 1]",725
language_400,"[1, 1]",725
language_401,"[1, 1]",725
language_402,"[0, 1]",725
language_403,"[1, 1]",725
language_404,"[0, 1]",725
language_405,"[0, 1]",725
language_406,"[0, 1]",725
language_407,"[0, 1]",725
language_408,"[0, 1]",725
language_409,"[0, 1]",725
language_410,"[0, 0]",725
language_411,"[1, 0]",725
language_412,"[0, 1]",725
language_413,"[0, 1]",725
language_417,"[0, 1]",725
language_418,"[0, 1]",725
language_419,"[1, 1]",725
language_420,"[0, 1]",725
language_421,"[0, 1]",725
language_422,"[0, 0]",725
language_423,"[0, 1]",725
language_424,"[0, 1]",725
language_425,"[0, 0]",725
language_427,"[0, 1]",725
language_428,"[0, 1]",725
language_430,"[0, 1]",725
language_431,"[1, 1]",725
language_433,"[0, 1]",725
language_434,"[0, 1]",725
language_435,"[0, 0]",725
language_436,"[0, 1]",725
language_437,"[0, 0]",725
language_439,"[0, 0]",725
language_440,"[0, 0]",725
language_441,"[0, 0]",725
language_443,"[1, 1]",725
language_444,"[0, 1]",725
language_445,"[1, 0]",725
language_446,"[1, 1]",725
language_447,"[0, 1]",725
language_448,"[0, 1]",725
language_450,"[0, 1]",725
language_451,"[1, 1]",725
language_452,"[1, 1]",725
language_453,"[0, 1]",725
language_454,"[0, 1]",725
language_456,"[1, 1]",725
language_457,"[1, 1]",725
language_458,"[0, 1]",725
language_460,"[0, 1]",725
language_461,"[1, 1]",725
language_464,"[0, 1]",725
language_468,"[0, 0]",725
language_469,"[0, 1]",725
language_471,"[0, 0]",725
language_472,"[1, 1]",725
language_473,"[0, 1]",725
