LANGUAGE,LINEAGE,SET
language_2,"[0, 1]",337
language_3,"[1, 1]",337
language_4,"[1, 1]",337
language_5,"[0, 0]",337
language_6,"[1, 1]",337
language_7,"[1, 0]",337
language_8,"[0, 1]",337
language_10,"[0, 1]",337
language_11,"[1, 1]",337
language_13,"[0, 1]",337
language_15,"[0, 1]",337
language_16,"[0, 0]",337
language_17,"[0, 1]",337
language_18,"[1, 0]",337
language_19,"[0, 1]",337
language_20,"[0, 1]",337
language_22,"[1, 1]",337
language_25,"[1, 1]",337
language_29,"[0, 1]",337
language_30,"[0, 1]",337
language_33,"[0, 1]",337
language_34,"[0, 0]",337
language_37,"[0, 1]",337
language_38,"[1, 1]",337
language_40,"[1, 1]",337
language_41,"[0, 0]",337
language_44,"[0, 1]",337
language_46,"[0, 1]",337
language_47,"[1, 0]",337
language_48,"[0, 1]",337
language_50,"[1, 1]",337
language_51,"[0, 1]",337
language_52,"[0, 0]",337
language_54,"[0, 1]",337
language_55,"[0, 1]",337
language_56,"[0, 0]",337
language_57,"[0, 0]",337
language_58,"[0, 0]",337
language_59,"[0, 1]",337
language_60,"[1, 1]",337
language_63,"[0, 1]",337
language_64,"[0, 0]",337
language_65,"[0, 1]",337
language_68,"[0, 0]",337
language_69,"[0, 1]",337
language_70,"[1, 1]",337
language_73,"[0, 1]",337
language_74,"[0, 1]",337
language_75,"[0, 0]",337
language_78,"[0, 1]",337
language_79,"[0, 1]",337
language_80,"[0, 1]",337
language_81,"[0, 0]",337
language_82,"[1, 1]",337
language_84,"[0, 1]",337
language_85,"[0, 1]",337
language_86,"[0, 0]",337
language_87,"[0, 0]",337
language_90,"[1, 1]",337
language_92,"[0, 1]",337
language_93,"[1, 1]",337
language_94,"[0, 1]",337
language_97,"[0, 1]",337
language_99,"[0, 1]",337
language_100,"[0, 0]",337
language_102,"[0, 0]",337
language_104,"[0, 1]",337
language_105,"[0, 1]",337
language_106,"[0, 1]",337
language_107,"[0, 1]",337
language_108,"[0, 1]",337
language_111,"[1, 1]",337
language_113,"[0, 1]",337
language_115,"[0, 1]",337
language_117,"[0, 0]",337
language_118,"[0, 1]",337
language_119,"[0, 1]",337
language_120,"[1, 1]",337
language_122,"[0, 1]",337
language_124,"[1, 1]",337
language_125,"[1, 0]",337
language_126,"[0, 1]",337
language_127,"[0, 1]",337
language_129,"[0, 1]",337
language_130,"[1, 1]",337
language_134,"[0, 0]",337
language_136,"[0, 1]",337
language_140,"[1, 1]",337
language_143,"[0, 1]",337
language_144,"[0, 0]",337
language_145,"[1, 1]",337
language_148,"[0, 1]",337
language_149,"[1, 1]",337
language_150,"[1, 1]",337
language_151,"[0, 1]",337
language_155,"[0, 1]",337
language_156,"[0, 1]",337
language_161,"[0, 1]",337
language_163,"[1, 1]",337
language_166,"[0, 1]",337
language_170,"[0, 1]",337
language_171,"[0, 1]",337
language_172,"[0, 1]",337
language_175,"[0, 1]",337
language_179,"[1, 1]",337
language_180,"[0, 1]",337
language_181,"[0, 0]",337
language_182,"[0, 1]",337
language_183,"[0, 0]",337
language_184,"[0, 1]",337
language_185,"[0, 1]",337
language_186,"[0, 1]",337
language_188,"[0, 1]",337
language_189,"[0, 1]",337
language_192,"[0, 1]",337
language_193,"[0, 1]",337
language_194,"[0, 1]",337
language_196,"[1, 1]",337
language_197,"[1, 0]",337
language_198,"[1, 1]",337
language_202,"[1, 1]",337
language_203,"[0, 1]",337
language_206,"[0, 0]",337
language_207,"[0, 1]",337
language_208,"[0, 1]",337
language_209,"[0, 1]",337
language_210,"[0, 1]",337
language_213,"[0, 1]",337
language_215,"[0, 0]",337
language_216,"[0, 1]",337
language_220,"[1, 1]",337
language_221,"[0, 1]",337
language_222,"[0, 1]",337
language_225,"[0, 1]",337
language_226,"[1, 1]",337
language_228,"[0, 1]",337
language_230,"[0, 1]",337
language_232,"[0, 1]",337
language_235,"[0, 1]",337
language_236,"[0, 0]",337
language_237,"[0, 1]",337
language_238,"[0, 1]",337
language_239,"[0, 1]",337
language_241,"[1, 1]",337
language_242,"[0, 1]",337
language_243,"[0, 1]",337
language_245,"[0, 0]",337
language_246,"[0, 1]",337
language_247,"[0, 0]",337
language_248,"[0, 1]",337
language_249,"[1, 0]",337
language_250,"[1, 0]",337
language_251,"[0, 1]",337
language_252,"[0, 1]",337
language_253,"[1, 1]",337
language_254,"[1, 0]",337
language_255,"[0, 0]",337
language_256,"[1, 1]",337
language_257,"[0, 0]",337
language_258,"[1, 1]",337
language_259,"[0, 1]",337
language_262,"[0, 1]",337
language_265,"[1, 1]",337
language_266,"[0, 1]",337
language_273,"[1, 1]",337
language_274,"[0, 0]",337
language_276,"[0, 0]",337
language_277,"[0, 0]",337
language_278,"[0, 1]",337
language_279,"[0, 0]",337
language_280,"[0, 1]",337
language_281,"[1, 1]",337
language_282,"[0, 1]",337
language_284,"[0, 1]",337
language_285,"[0, 1]",337
language_287,"[0, 1]",337
language_289,"[0, 1]",337
language_290,"[0, 1]",337
language_292,"[0, 1]",337
language_293,"[0, 0]",337
language_295,"[0, 1]",337
language_296,"[0, 1]",337
language_298,"[0, 1]",337
language_300,"[0, 0]",337
language_301,"[0, 1]",337
language_302,"[0, 0]",337
language_303,"[0, 1]",337
language_305,"[1, 1]",337
language_308,"[0, 0]",337
language_309,"[1, 1]",337
language_310,"[0, 1]",337
language_313,"[1, 1]",337
language_315,"[0, 0]",337
language_316,"[0, 0]",337
language_317,"[0, 1]",337
language_318,"[1, 1]",337
language_319,"[0, 0]",337
language_320,"[1, 1]",337
language_321,"[1, 1]",337
language_323,"[0, 1]",337
language_324,"[0, 1]",337
language_325,"[0, 1]",337
language_326,"[0, 1]",337
language_329,"[0, 1]",337
language_330,"[0, 1]",337
language_333,"[0, 1]",337
language_334,"[0, 1]",337
language_337,"[0, 0]",337
language_339,"[0, 0]",337
language_341,"[0, 0]",337
language_342,"[0, 0]",337
language_343,"[0, 1]",337
language_344,"[0, 1]",337
language_345,"[0, 1]",337
language_347,"[1, 1]",337
language_348,"[0, 1]",337
language_349,"[1, 1]",337
language_350,"[0, 1]",337
language_351,"[0, 1]",337
language_352,"[0, 1]",337
language_354,"[1, 1]",337
language_355,"[0, 0]",337
language_357,"[0, 1]",337
language_359,"[0, 1]",337
language_360,"[0, 1]",337
language_361,"[0, 1]",337
language_362,"[0, 0]",337
language_363,"[0, 0]",337
language_365,"[0, 1]",337
language_366,"[0, 1]",337
language_368,"[1, 1]",337
language_369,"[1, 1]",337
language_371,"[0, 1]",337
language_372,"[0, 0]",337
language_374,"[0, 1]",337
language_375,"[0, 1]",337
language_378,"[0, 1]",337
language_379,"[1, 1]",337
language_381,"[0, 1]",337
language_387,"[0, 1]",337
language_390,"[1, 1]",337
language_391,"[1, 0]",337
language_392,"[1, 0]",337
language_394,"[0, 1]",337
language_395,"[0, 1]",337
language_396,"[0, 1]",337
language_397,"[1, 1]",337
language_398,"[0, 1]",337
language_399,"[1, 1]",337
language_400,"[1, 0]",337
language_402,"[0, 1]",337
language_403,"[0, 0]",337
language_405,"[0, 0]",337
language_406,"[1, 0]",337
language_407,"[0, 0]",337
language_408,"[0, 0]",337
language_410,"[0, 0]",337
language_413,"[0, 0]",337
language_415,"[0, 1]",337
language_417,"[1, 0]",337
language_418,"[1, 1]",337
language_419,"[0, 1]",337
language_420,"[1, 1]",337
language_424,"[0, 1]",337
language_426,"[1, 1]",337
language_431,"[0, 1]",337
language_432,"[0, 1]",337
language_433,"[0, 1]",337
language_434,"[0, 1]",337
language_437,"[0, 0]",337
