LANGUAGE,LINEAGE,SET
language_1,"[1, 0]",512
language_2,"[1, 1]",512
language_3,"[0, 1]",512
language_5,"[0, 0]",512
language_7,"[0, 1]",512
language_9,"[0, 1]",512
language_11,"[0, 1]",512
language_16,"[0, 1]",512
language_17,"[0, 1]",512
language_19,"[1, 1]",512
language_20,"[0, 1]",512
language_21,"[0, 1]",512
language_22,"[1, 1]",512
language_23,"[0, 1]",512
language_25,"[0, 0]",512
language_27,"[1, 1]",512
language_37,"[0, 1]",512
language_41,"[0, 0]",512
language_42,"[0, 1]",512
language_44,"[1, 1]",512
language_45,"[0, 1]",512
language_46,"[1, 1]",512
language_47,"[0, 1]",512
language_48,"[1, 1]",512
language_49,"[0, 0]",512
language_50,"[1, 1]",512
language_51,"[0, 1]",512
language_52,"[0, 1]",512
language_54,"[0, 0]",512
language_55,"[0, 1]",512
language_56,"[1, 1]",512
language_58,"[0, 1]",512
language_59,"[0, 1]",512
language_61,"[0, 0]",512
language_62,"[0, 1]",512
language_64,"[0, 1]",512
language_67,"[1, 1]",512
language_68,"[0, 0]",512
language_69,"[0, 1]",512
language_72,"[0, 0]",512
language_73,"[0, 1]",512
language_74,"[1, 1]",512
language_75,"[0, 1]",512
language_76,"[0, 1]",512
language_77,"[0, 1]",512
language_78,"[0, 0]",512
language_82,"[0, 1]",512
language_83,"[1, 1]",512
language_84,"[0, 0]",512
language_85,"[1, 1]",512
language_87,"[1, 0]",512
language_89,"[0, 0]",512
language_90,"[0, 1]",512
language_93,"[0, 1]",512
language_100,"[0, 1]",512
language_101,"[0, 1]",512
language_102,"[1, 1]",512
language_104,"[0, 1]",512
language_107,"[0, 0]",512
language_108,"[0, 1]",512
language_109,"[1, 1]",512
language_111,"[0, 1]",512
language_112,"[0, 0]",512
language_114,"[0, 1]",512
language_115,"[0, 0]",512
language_116,"[0, 1]",512
language_121,"[0, 1]",512
language_122,"[0, 0]",512
language_124,"[1, 1]",512
language_125,"[0, 0]",512
language_126,"[1, 0]",512
language_127,"[0, 1]",512
language_128,"[0, 1]",512
language_129,"[0, 1]",512
language_130,"[0, 1]",512
language_131,"[0, 1]",512
language_132,"[0, 1]",512
language_133,"[0, 1]",512
language_135,"[0, 0]",512
language_137,"[0, 1]",512
language_138,"[1, 1]",512
language_139,"[1, 1]",512
language_140,"[1, 0]",512
language_142,"[0, 1]",512
language_143,"[0, 1]",512
language_147,"[0, 1]",512
language_149,"[1, 1]",512
language_151,"[0, 0]",512
language_152,"[0, 1]",512
language_154,"[0, 1]",512
language_157,"[0, 1]",512
language_158,"[1, 1]",512
language_159,"[1, 0]",512
language_160,"[0, 1]",512
language_161,"[0, 1]",512
language_162,"[0, 1]",512
language_163,"[0, 1]",512
language_164,"[1, 1]",512
language_165,"[1, 1]",512
language_166,"[1, 1]",512
language_168,"[0, 1]",512
language_169,"[0, 1]",512
language_171,"[1, 1]",512
language_172,"[1, 0]",512
language_173,"[1, 0]",512
language_176,"[0, 1]",512
language_181,"[0, 1]",512
language_183,"[1, 1]",512
language_184,"[0, 1]",512
language_188,"[1, 1]",512
language_189,"[0, 1]",512
language_190,"[0, 0]",512
language_194,"[1, 1]",512
language_196,"[0, 1]",512
language_197,"[1, 1]",512
language_199,"[1, 0]",512
language_200,"[1, 1]",512
language_202,"[1, 0]",512
language_206,"[0, 1]",512
language_208,"[0, 1]",512
language_210,"[0, 1]",512
language_211,"[0, 0]",512
language_212,"[0, 1]",512
language_213,"[0, 0]",512
language_214,"[1, 1]",512
language_215,"[0, 1]",512
language_216,"[0, 0]",512
language_217,"[0, 1]",512
language_219,"[0, 0]",512
language_220,"[1, 1]",512
language_221,"[0, 1]",512
language_224,"[0, 1]",512
language_225,"[0, 1]",512
language_226,"[0, 1]",512
language_228,"[0, 1]",512
language_230,"[0, 1]",512
language_231,"[0, 1]",512
language_232,"[0, 1]",512
language_234,"[0, 1]",512
language_239,"[0, 1]",512
language_240,"[1, 1]",512
language_242,"[1, 0]",512
language_244,"[1, 1]",512
language_245,"[0, 1]",512
language_246,"[0, 1]",512
language_249,"[0, 0]",512
language_250,"[1, 1]",512
language_251,"[1, 0]",512
language_253,"[1, 1]",512
language_256,"[0, 1]",512
language_257,"[1, 1]",512
language_258,"[1, 0]",512
language_264,"[0, 1]",512
language_265,"[1, 1]",512
language_267,"[0, 1]",512
language_268,"[0, 1]",512
language_270,"[0, 1]",512
language_272,"[0, 1]",512
language_274,"[0, 1]",512
language_275,"[0, 0]",512
language_276,"[1, 1]",512
language_278,"[0, 1]",512
language_279,"[0, 0]",512
language_281,"[0, 1]",512
language_282,"[0, 1]",512
language_283,"[0, 1]",512
language_284,"[0, 1]",512
language_285,"[0, 1]",512
language_286,"[0, 1]",512
language_287,"[0, 0]",512
language_290,"[1, 1]",512
language_292,"[0, 1]",512
language_293,"[0, 1]",512
language_295,"[0, 1]",512
language_300,"[1, 1]",512
language_301,"[0, 1]",512
language_303,"[1, 1]",512
language_304,"[0, 0]",512
language_305,"[0, 0]",512
language_306,"[0, 1]",512
language_307,"[0, 1]",512
language_308,"[1, 1]",512
language_310,"[1, 1]",512
language_312,"[0, 1]",512
language_314,"[1, 0]",512
language_315,"[0, 1]",512
language_316,"[1, 1]",512
language_317,"[0, 1]",512
language_318,"[0, 0]",512
language_320,"[0, 1]",512
language_321,"[1, 1]",512
language_322,"[0, 1]",512
language_323,"[0, 1]",512
language_324,"[0, 1]",512
language_328,"[1, 1]",512
language_332,"[0, 1]",512
language_333,"[0, 1]",512
language_335,"[0, 1]",512
language_336,"[0, 1]",512
language_338,"[0, 0]",512
language_339,"[0, 0]",512
language_341,"[0, 1]",512
language_342,"[0, 1]",512
language_344,"[0, 0]",512
language_345,"[0, 0]",512
language_346,"[0, 1]",512
language_347,"[1, 0]",512
language_348,"[1, 1]",512
language_350,"[0, 1]",512
language_351,"[1, 1]",512
language_353,"[0, 0]",512
language_354,"[0, 1]",512
language_355,"[0, 1]",512
language_356,"[0, 1]",512
language_357,"[0, 1]",512
language_359,"[0, 1]",512
language_365,"[0, 1]",512
language_367,"[0, 1]",512
language_368,"[0, 0]",512
language_369,"[0, 1]",512
language_370,"[0, 0]",512
language_371,"[1, 1]",512
language_372,"[0, 1]",512
language_373,"[0, 1]",512
language_376,"[0, 1]",512
language_377,"[1, 1]",512
language_378,"[0, 1]",512
language_379,"[0, 1]",512
language_381,"[1, 1]",512
language_382,"[1, 1]",512
language_383,"[1, 1]",512
language_387,"[0, 1]",512
language_389,"[0, 0]",512
language_390,"[0, 1]",512
language_394,"[1, 1]",512
language_395,"[0, 1]",512
language_397,"[0, 1]",512
language_398,"[0, 1]",512
language_399,"[0, 1]",512
language_400,"[0, 0]",512
language_401,"[0, 1]",512
language_402,"[1, 1]",512
language_403,"[0, 0]",512
language_405,"[0, 0]",512
language_406,"[0, 1]",512
language_408,"[0, 0]",512
language_412,"[1, 1]",512
language_414,"[0, 0]",512
language_415,"[0, 1]",512
language_417,"[1, 1]",512
language_418,"[0, 1]",512
language_419,"[0, 1]",512
language_420,"[1, 1]",512
language_422,"[0, 0]",512
language_423,"[1, 1]",512
language_424,"[0, 1]",512
language_426,"[0, 1]",512
language_427,"[0, 0]",512
language_429,"[0, 1]",512
language_431,"[0, 1]",512
language_432,"[0, 0]",512
language_435,"[0, 1]",512
language_436,"[0, 1]",512
language_437,"[0, 0]",512
language_439,"[0, 0]",512
language_440,"[0, 1]",512
language_444,"[0, 1]",512
language_446,"[0, 1]",512
language_448,"[0, 1]",512
language_449,"[1, 1]",512
language_452,"[0, 1]",512
language_453,"[0, 1]",512
language_454,"[0, 1]",512
language_457,"[0, 1]",512
language_458,"[0, 1]",512
language_459,"[0, 1]",512
language_460,"[0, 1]",512
language_461,"[0, 0]",512
language_465,"[0, 1]",512
language_466,"[0, 1]",512
language_471,"[0, 1]",512
language_472,"[0, 1]",512
language_474,"[0, 1]",512
language_475,"[0, 1]",512
language_477,"[0, 0]",512
language_478,"[0, 1]",512
language_481,"[0, 1]",512
language_483,"[1, 0]",512
language_485,"[1, 1]",512
language_486,"[0, 1]",512
language_489,"[1, 1]",512
language_490,"[0, 1]",512
language_491,"[0, 0]",512
language_492,"[0, 1]",512
language_493,"[0, 1]",512
language_495,"[0, 1]",512
language_498,"[1, 1]",512
language_501,"[1, 1]",512
language_505,"[1, 1]",512
language_507,"[1, 1]",512
language_512,"[0, 1]",512
language_513,"[0, 1]",512
language_515,"[1, 1]",512
language_516,"[0, 1]",512
language_517,"[0, 1]",512
language_518,"[0, 1]",512
language_520,"[1, 1]",512
language_521,"[1, 0]",512
language_525,"[0, 1]",512
language_527,"[0, 1]",512
language_528,"[1, 1]",512
language_529,"[0, 1]",512
language_531,"[0, 0]",512
language_533,"[0, 1]",512
language_534,"[0, 0]",512
language_535,"[0, 1]",512
language_536,"[0, 1]",512
language_537,"[1, 1]",512
language_538,"[1, 1]",512
language_541,"[0, 1]",512
language_542,"[0, 0]",512
language_544,"[0, 1]",512
language_545,"[0, 0]",512
language_546,"[0, 1]",512
language_547,"[0, 0]",512
language_548,"[0, 1]",512
language_553,"[0, 1]",512
language_554,"[0, 1]",512
language_555,"[0, 1]",512
language_556,"[0, 0]",512
language_557,"[0, 1]",512
language_558,"[0, 1]",512
language_560,"[0, 1]",512
language_564,"[0, 1]",512
language_565,"[0, 0]",512
language_566,"[0, 1]",512
language_567,"[0, 1]",512
language_568,"[0, 1]",512
language_570,"[0, 1]",512
language_571,"[0, 0]",512
language_572,"[0, 1]",512
language_575,"[0, 0]",512
language_576,"[1, 1]",512
language_579,"[0, 1]",512
language_580,"[0, 1]",512
language_582,"[0, 0]",512
language_586,"[0, 1]",512
language_587,"[0, 1]",512
language_589,"[0, 1]",512
language_590,"[1, 1]",512
language_591,"[1, 1]",512
language_592,"[0, 1]",512
language_595,"[0, 1]",512
language_598,"[0, 0]",512
language_600,"[0, 1]",512
language_602,"[0, 1]",512
language_603,"[1, 1]",512
language_605,"[0, 1]",512
language_607,"[0, 1]",512
language_608,"[0, 1]",512
language_609,"[1, 0]",512
language_611,"[1, 1]",512
language_612,"[1, 1]",512
language_613,"[0, 1]",512
language_614,"[1, 1]",512
language_615,"[0, 1]",512
language_617,"[0, 1]",512
language_618,"[1, 0]",512
