LANGUAGE,LINEAGE,SET
language_2,"[0, 1]",42
language_3,"[0, 1]",42
language_5,"[0, 1]",42
language_6,"[1, 1]",42
language_7,"[1, 0]",42
language_8,"[0, 0]",42
language_9,"[0, 1]",42
language_10,"[0, 1]",42
language_11,"[0, 1]",42
language_12,"[0, 1]",42
language_15,"[1, 1]",42
language_17,"[0, 1]",42
language_19,"[0, 1]",42
language_22,"[0, 1]",42
language_23,"[1, 0]",42
language_26,"[0, 0]",42
language_27,"[0, 1]",42
language_28,"[0, 1]",42
language_29,"[0, 1]",42
language_31,"[0, 1]",42
language_32,"[0, 1]",42
language_33,"[1, 1]",42
language_34,"[0, 1]",42
language_36,"[0, 1]",42
language_37,"[0, 1]",42
language_38,"[1, 1]",42
language_40,"[0, 1]",42
language_48,"[0, 1]",42
language_49,"[0, 1]",42
language_50,"[0, 1]",42
language_51,"[0, 1]",42
language_54,"[0, 1]",42
language_55,"[0, 1]",42
language_56,"[1, 0]",42
language_58,"[0, 1]",42
language_59,"[0, 1]",42
language_63,"[1, 0]",42
language_64,"[0, 1]",42
language_65,"[1, 1]",42
language_66,"[1, 0]",42
language_67,"[1, 1]",42
language_68,"[0, 0]",42
language_71,"[0, 1]",42
language_74,"[1, 1]",42
language_75,"[0, 1]",42
language_76,"[0, 0]",42
language_77,"[0, 1]",42
language_79,"[0, 1]",42
language_81,"[0, 1]",42
language_83,"[0, 1]",42
language_84,"[0, 1]",42
language_85,"[0, 1]",42
language_88,"[0, 1]",42
language_89,"[0, 0]",42
language_90,"[0, 1]",42
language_91,"[0, 1]",42
language_93,"[1, 1]",42
language_94,"[0, 1]",42
language_95,"[1, 1]",42
language_96,"[0, 1]",42
language_97,"[0, 1]",42
language_98,"[0, 0]",42
language_99,"[0, 0]",42
language_100,"[0, 1]",42
language_102,"[0, 1]",42
language_103,"[1, 0]",42
language_104,"[0, 1]",42
language_105,"[1, 1]",42
language_107,"[1, 1]",42
language_109,"[0, 1]",42
language_114,"[0, 1]",42
language_115,"[1, 1]",42
language_116,"[0, 1]",42
language_118,"[0, 1]",42
language_119,"[0, 0]",42
language_123,"[0, 1]",42
language_128,"[0, 1]",42
language_129,"[0, 1]",42
language_130,"[0, 1]",42
language_132,"[0, 1]",42
language_133,"[0, 0]",42
language_135,"[0, 1]",42
language_138,"[0, 1]",42
language_139,"[0, 1]",42
language_141,"[0, 1]",42
language_143,"[1, 1]",42
language_144,"[0, 1]",42
language_145,"[0, 0]",42
language_147,"[0, 1]",42
language_148,"[1, 1]",42
language_151,"[0, 1]",42
language_152,"[0, 1]",42
language_154,"[0, 1]",42
language_155,"[0, 1]",42
language_157,"[0, 1]",42
language_161,"[0, 1]",42
language_162,"[0, 0]",42
language_165,"[0, 1]",42
language_166,"[1, 1]",42
language_167,"[0, 1]",42
language_169,"[0, 0]",42
language_170,"[0, 1]",42
language_171,"[0, 1]",42
language_172,"[0, 1]",42
language_173,"[1, 1]",42
language_174,"[0, 1]",42
language_175,"[0, 1]",42
language_177,"[1, 1]",42
language_178,"[0, 1]",42
language_180,"[0, 1]",42
language_181,"[0, 1]",42
language_186,"[1, 0]",42
language_187,"[0, 0]",42
language_189,"[1, 1]",42
language_190,"[0, 1]",42
language_191,"[1, 1]",42
language_192,"[0, 0]",42
language_196,"[0, 1]",42
language_197,"[0, 1]",42
language_198,"[0, 1]",42
language_199,"[0, 0]",42
language_200,"[1, 1]",42
language_201,"[0, 1]",42
language_202,"[0, 1]",42
language_205,"[1, 1]",42
language_207,"[1, 0]",42
language_210,"[0, 1]",42
language_211,"[1, 1]",42
language_212,"[0, 1]",42
language_213,"[0, 1]",42
language_217,"[0, 0]",42
language_218,"[0, 0]",42
language_219,"[0, 0]",42
language_220,"[0, 1]",42
language_221,"[1, 0]",42
language_222,"[0, 1]",42
language_223,"[0, 1]",42
language_224,"[1, 0]",42
language_225,"[1, 1]",42
language_227,"[1, 1]",42
language_228,"[1, 1]",42
language_230,"[1, 1]",42
language_233,"[1, 1]",42
language_234,"[0, 1]",42
language_235,"[0, 0]",42
language_237,"[0, 1]",42
language_239,"[0, 0]",42
language_240,"[1, 1]",42
language_242,"[0, 1]",42
language_243,"[1, 0]",42
language_246,"[0, 1]",42
language_247,"[0, 0]",42
language_249,"[0, 1]",42
language_254,"[0, 1]",42
language_255,"[1, 0]",42
language_256,"[0, 0]",42
language_257,"[1, 1]",42
language_258,"[1, 1]",42
language_260,"[0, 1]",42
language_262,"[0, 1]",42
language_264,"[0, 1]",42
language_265,"[1, 0]",42
language_267,"[0, 1]",42
language_268,"[0, 1]",42
language_269,"[0, 1]",42
language_270,"[1, 1]",42
language_272,"[0, 1]",42
language_273,"[0, 1]",42
language_276,"[0, 1]",42
language_277,"[1, 0]",42
language_281,"[1, 1]",42
language_284,"[0, 0]",42
language_285,"[0, 1]",42
language_287,"[0, 1]",42
language_288,"[1, 0]",42
language_290,"[0, 1]",42
language_291,"[0, 0]",42
language_293,"[1, 1]",42
language_294,"[1, 1]",42
language_295,"[0, 1]",42
language_296,"[0, 1]",42
language_297,"[0, 0]",42
language_300,"[1, 1]",42
language_301,"[0, 1]",42
language_302,"[0, 1]",42
language_303,"[1, 1]",42
language_304,"[1, 1]",42
language_305,"[0, 1]",42
language_307,"[0, 1]",42
language_308,"[0, 1]",42
language_309,"[0, 1]",42
language_312,"[1, 1]",42
language_314,"[0, 1]",42
language_317,"[0, 1]",42
language_319,"[1, 0]",42
language_320,"[0, 1]",42
language_321,"[0, 0]",42
language_323,"[0, 1]",42
language_324,"[1, 1]",42
language_326,"[0, 1]",42
language_327,"[1, 1]",42
language_331,"[0, 1]",42
language_332,"[0, 1]",42
language_333,"[0, 1]",42
language_334,"[1, 1]",42
language_336,"[0, 1]",42
language_337,"[1, 1]",42
language_338,"[0, 1]",42
language_339,"[0, 1]",42
language_340,"[0, 0]",42
language_341,"[1, 1]",42
language_342,"[0, 1]",42
language_343,"[1, 0]",42
language_344,"[0, 1]",42
language_345,"[0, 1]",42
language_347,"[1, 0]",42
language_349,"[0, 1]",42
language_350,"[1, 1]",42
language_353,"[1, 0]",42
language_354,"[1, 1]",42
language_355,"[0, 1]",42
language_356,"[0, 1]",42
language_357,"[0, 1]",42
language_358,"[0, 0]",42
language_359,"[1, 0]",42
language_360,"[0, 1]",42
language_364,"[0, 1]",42
language_366,"[0, 0]",42
language_369,"[1, 1]",42
language_370,"[0, 0]",42
language_371,"[0, 1]",42
language_372,"[1, 1]",42
language_373,"[0, 1]",42
language_375,"[0, 1]",42
language_377,"[0, 1]",42
language_378,"[0, 0]",42
language_382,"[0, 1]",42
language_383,"[1, 1]",42
language_384,"[0, 1]",42
language_385,"[0, 1]",42
language_386,"[0, 0]",42
language_389,"[0, 1]",42
language_391,"[0, 1]",42
language_396,"[1, 0]",42
language_397,"[0, 1]",42
language_399,"[1, 1]",42
language_400,"[0, 1]",42
language_402,"[0, 1]",42
language_403,"[0, 1]",42
language_408,"[0, 1]",42
language_409,"[1, 1]",42
language_410,"[0, 1]",42
language_411,"[0, 1]",42
language_413,"[0, 1]",42
language_414,"[0, 1]",42
language_415,"[0, 0]",42
language_417,"[0, 1]",42
language_419,"[0, 1]",42
language_420,"[0, 0]",42
language_422,"[1, 0]",42
language_424,"[0, 0]",42
language_425,"[0, 1]",42
language_426,"[1, 1]",42
language_428,"[1, 1]",42
language_429,"[1, 1]",42
language_430,"[0, 0]",42
language_431,"[1, 0]",42
language_432,"[0, 1]",42
language_433,"[0, 1]",42
language_436,"[0, 1]",42
language_437,"[0, 0]",42
language_440,"[0, 1]",42
language_443,"[0, 1]",42
language_444,"[1, 1]",42
language_445,"[0, 1]",42
language_447,"[0, 1]",42
language_450,"[0, 1]",42
language_452,"[0, 1]",42
language_454,"[0, 1]",42
language_456,"[1, 1]",42
language_457,"[1, 1]",42
language_458,"[0, 0]",42
language_459,"[1, 1]",42
language_461,"[0, 1]",42
language_463,"[0, 1]",42
language_464,"[0, 1]",42
language_465,"[0, 1]",42
language_466,"[1, 1]",42
language_470,"[1, 1]",42
language_471,"[0, 1]",42
language_473,"[0, 1]",42
language_474,"[1, 0]",42
language_475,"[1, 0]",42
language_477,"[0, 1]",42
language_478,"[1, 1]",42
language_479,"[1, 0]",42
language_480,"[0, 1]",42
language_481,"[1, 1]",42
language_482,"[0, 1]",42
language_483,"[0, 1]",42
language_484,"[0, 0]",42
language_485,"[0, 1]",42
language_486,"[0, 1]",42
language_487,"[0, 1]",42
language_488,"[1, 1]",42
language_492,"[1, 1]",42
language_493,"[0, 1]",42
language_494,"[0, 1]",42
language_498,"[1, 1]",42
language_499,"[0, 1]",42
language_504,"[0, 1]",42
language_505,"[0, 1]",42
language_506,"[0, 0]",42
language_509,"[1, 1]",42
language_510,"[0, 1]",42
language_511,"[0, 1]",42
language_512,"[0, 0]",42
language_513,"[1, 1]",42
language_514,"[0, 0]",42
language_516,"[0, 1]",42
language_517,"[0, 1]",42
language_519,"[0, 1]",42
language_522,"[1, 1]",42
language_523,"[0, 0]",42
language_524,"[0, 1]",42
language_525,"[1, 1]",42
language_527,"[1, 0]",42
language_529,"[1, 1]",42
language_530,"[0, 1]",42
language_532,"[1, 1]",42
language_533,"[0, 1]",42
language_534,"[0, 1]",42
language_536,"[0, 1]",42
language_537,"[0, 1]",42
language_539,"[0, 0]",42
language_540,"[0, 1]",42
language_541,"[0, 1]",42
language_542,"[0, 1]",42
language_546,"[0, 1]",42
language_547,"[0, 0]",42
language_548,"[0, 1]",42
language_550,"[1, 1]",42
language_553,"[0, 1]",42
language_554,"[0, 1]",42
language_555,"[0, 1]",42
language_556,"[1, 1]",42
language_558,"[0, 1]",42
language_560,"[0, 0]",42
language_561,"[0, 0]",42
language_563,"[0, 1]",42
language_564,"[0, 1]",42
language_565,"[0, 1]",42
language_567,"[1, 1]",42
language_568,"[1, 1]",42
language_570,"[0, 1]",42
language_571,"[0, 1]",42
language_572,"[0, 1]",42
language_574,"[0, 1]",42
language_577,"[0, 0]",42
language_580,"[1, 1]",42
language_581,"[0, 1]",42
language_582,"[1, 1]",42
language_584,"[1, 1]",42
language_585,"[0, 1]",42
language_586,"[0, 1]",42
language_587,"[0, 0]",42
language_590,"[0, 1]",42
language_592,"[1, 1]",42
language_593,"[1, 1]",42
language_594,"[0, 1]",42
language_595,"[1, 1]",42
language_597,"[0, 1]",42
language_599,"[1, 0]",42
language_600,"[0, 0]",42
language_601,"[0, 1]",42
language_602,"[0, 0]",42
language_603,"[0, 1]",42
language_604,"[0, 1]",42
language_605,"[0, 1]",42
language_606,"[0, 1]",42
language_607,"[0, 1]",42
language_609,"[0, 1]",42
language_611,"[0, 1]",42
language_613,"[0, 1]",42
language_615,"[1, 1]",42
language_616,"[0, 1]",42
language_617,"[0, 1]",42
language_622,"[1, 0]",42
language_624,"[1, 1]",42
language_625,"[1, 0]",42
language_626,"[0, 1]",42
language_627,"[0, 1]",42
language_628,"[1, 1]",42
language_629,"[0, 0]",42
language_630,"[0, 1]",42
language_631,"[0, 1]",42
language_634,"[1, 1]",42
language_635,"[1, 1]",42
language_636,"[0, 1]",42
language_637,"[0, 1]",42
language_638,"[0, 1]",42
language_640,"[0, 0]",42
language_641,"[1, 0]",42
language_642,"[0, 1]",42
language_644,"[0, 1]",42
language_645,"[1, 1]",42
language_646,"[0, 1]",42
language_647,"[0, 1]",42
language_648,"[1, 0]",42
language_649,"[0, 1]",42
language_650,"[0, 1]",42
language_651,"[0, 1]",42
language_656,"[0, 1]",42
language_659,"[0, 0]",42
language_660,"[0, 1]",42
language_664,"[0, 0]",42
language_665,"[1, 1]",42
