LANGUAGE,LINEAGE,SET
language_1,"[0, 1]",742
language_2,"[0, 1]",742
language_3,"[0, 0]",742
language_7,"[0, 1]",742
language_9,"[0, 0]",742
language_11,"[0, 1]",742
language_12,"[1, 0]",742
language_13,"[0, 1]",742
language_16,"[0, 1]",742
language_17,"[0, 1]",742
language_18,"[0, 1]",742
language_19,"[0, 1]",742
language_20,"[0, 0]",742
language_23,"[0, 1]",742
language_24,"[0, 1]",742
language_25,"[0, 1]",742
language_27,"[0, 0]",742
language_28,"[0, 1]",742
language_29,"[0, 1]",742
language_32,"[0, 0]",742
language_33,"[0, 0]",742
language_34,"[0, 1]",742
language_35,"[1, 1]",742
language_37,"[0, 0]",742
language_38,"[1, 1]",742
language_40,"[0, 1]",742
language_44,"[0, 1]",742
language_45,"[0, 1]",742
language_47,"[0, 1]",742
language_48,"[0, 1]",742
language_49,"[0, 1]",742
language_51,"[0, 1]",742
language_52,"[0, 1]",742
language_53,"[0, 1]",742
language_54,"[0, 0]",742
language_58,"[0, 1]",742
language_59,"[0, 1]",742
language_60,"[1, 1]",742
language_61,"[0, 0]",742
language_63,"[0, 1]",742
language_65,"[0, 1]",742
language_67,"[0, 1]",742
language_69,"[0, 1]",742
language_71,"[0, 1]",742
language_72,"[1, 0]",742
language_73,"[0, 1]",742
language_76,"[0, 1]",742
language_78,"[1, 1]",742
language_80,"[0, 1]",742
language_82,"[1, 1]",742
language_83,"[0, 0]",742
language_85,"[0, 1]",742
language_86,"[1, 1]",742
language_88,"[0, 1]",742
language_90,"[0, 1]",742
language_93,"[0, 1]",742
language_94,"[0, 1]",742
language_95,"[0, 1]",742
language_96,"[0, 0]",742
language_97,"[1, 1]",742
language_98,"[0, 1]",742
language_99,"[1, 1]",742
language_100,"[0, 1]",742
language_101,"[0, 0]",742
language_102,"[0, 1]",742
language_105,"[0, 0]",742
language_106,"[0, 1]",742
language_108,"[0, 1]",742
language_109,"[0, 1]",742
language_110,"[0, 1]",742
language_111,"[0, 0]",742
language_112,"[1, 1]",742
language_113,"[0, 1]",742
language_115,"[1, 1]",742
language_121,"[0, 1]",742
language_122,"[1, 1]",742
language_125,"[0, 1]",742
language_126,"[0, 1]",742
language_127,"[0, 1]",742
language_128,"[0, 1]",742
language_131,"[0, 1]",742
language_135,"[0, 0]",742
language_136,"[0, 1]",742
language_138,"[0, 1]",742
language_139,"[0, 1]",742
language_140,"[0, 1]",742
language_141,"[0, 1]",742
language_142,"[0, 1]",742
language_143,"[1, 1]",742
language_144,"[0, 1]",742
language_145,"[0, 0]",742
language_146,"[1, 1]",742
language_147,"[0, 0]",742
language_149,"[0, 1]",742
language_151,"[1, 1]",742
language_152,"[0, 1]",742
language_153,"[1, 0]",742
language_155,"[1, 1]",742
language_156,"[0, 1]",742
language_157,"[0, 1]",742
language_159,"[0, 0]",742
language_160,"[0, 1]",742
language_162,"[0, 1]",742
language_163,"[0, 1]",742
language_164,"[0, 1]",742
language_166,"[1, 1]",742
language_167,"[0, 1]",742
language_168,"[0, 1]",742
language_170,"[0, 1]",742
language_171,"[0, 1]",742
language_172,"[0, 1]",742
language_173,"[0, 1]",742
language_174,"[0, 1]",742
language_175,"[1, 0]",742
language_176,"[0, 1]",742
language_178,"[0, 1]",742
language_181,"[0, 1]",742
language_185,"[1, 1]",742
language_187,"[0, 1]",742
language_188,"[0, 1]",742
language_189,"[1, 1]",742
language_190,"[0, 1]",742
language_191,"[0, 0]",742
language_195,"[1, 1]",742
language_196,"[1, 1]",742
language_197,"[1, 1]",742
language_201,"[1, 1]",742
language_203,"[0, 1]",742
language_204,"[1, 1]",742
language_205,"[0, 0]",742
language_206,"[0, 1]",742
language_208,"[0, 1]",742
language_209,"[0, 1]",742
language_213,"[0, 0]",742
language_214,"[0, 1]",742
language_215,"[0, 0]",742
language_216,"[1, 0]",742
language_217,"[1, 1]",742
language_220,"[0, 0]",742
language_221,"[0, 1]",742
language_224,"[0, 0]",742
language_225,"[1, 1]",742
language_226,"[0, 1]",742
language_229,"[0, 1]",742
language_232,"[0, 0]",742
language_233,"[0, 1]",742
language_235,"[1, 1]",742
language_236,"[1, 1]",742
language_239,"[0, 1]",742
language_242,"[0, 1]",742
language_245,"[1, 0]",742
language_247,"[1, 1]",742
language_250,"[0, 0]",742
language_251,"[1, 1]",742
language_252,"[0, 0]",742
language_253,"[0, 1]",742
language_254,"[0, 1]",742
language_255,"[0, 1]",742
language_256,"[0, 1]",742
language_257,"[1, 1]",742
language_262,"[0, 1]",742
language_264,"[0, 1]",742
language_265,"[1, 1]",742
language_266,"[1, 0]",742
language_268,"[0, 1]",742
language_269,"[0, 1]",742
language_271,"[0, 0]",742
language_272,"[0, 1]",742
language_275,"[0, 1]",742
language_277,"[0, 1]",742
language_279,"[0, 1]",742
language_280,"[0, 1]",742
language_281,"[1, 1]",742
language_282,"[1, 0]",742
language_283,"[0, 1]",742
language_284,"[0, 1]",742
language_285,"[0, 1]",742
language_286,"[0, 0]",742
language_287,"[0, 1]",742
language_288,"[0, 1]",742
language_289,"[0, 0]",742
language_290,"[0, 1]",742
language_291,"[0, 1]",742
language_292,"[1, 1]",742
language_294,"[0, 1]",742
language_295,"[1, 1]",742
language_296,"[0, 1]",742
language_297,"[0, 1]",742
language_298,"[1, 1]",742
language_299,"[0, 1]",742
language_300,"[0, 0]",742
language_302,"[0, 1]",742
language_303,"[0, 1]",742
language_304,"[0, 1]",742
language_306,"[0, 0]",742
language_308,"[0, 1]",742
language_309,"[1, 0]",742
language_311,"[0, 1]",742
language_313,"[0, 1]",742
language_314,"[1, 1]",742
language_316,"[0, 1]",742
language_317,"[0, 1]",742
language_320,"[0, 1]",742
language_321,"[0, 1]",742
language_322,"[1, 1]",742
language_324,"[1, 1]",742
language_326,"[1, 0]",742
language_327,"[1, 1]",742
language_328,"[0, 1]",742
language_333,"[0, 1]",742
language_334,"[0, 1]",742
language_335,"[1, 1]",742
language_337,"[1, 1]",742
language_339,"[0, 0]",742
language_343,"[0, 0]",742
language_345,"[0, 1]",742
language_346,"[0, 0]",742
language_350,"[0, 1]",742
language_351,"[1, 0]",742
language_352,"[0, 0]",742
language_355,"[0, 1]",742
language_356,"[0, 1]",742
language_357,"[0, 1]",742
language_360,"[0, 1]",742
language_365,"[0, 1]",742
language_366,"[0, 1]",742
language_367,"[0, 1]",742
language_368,"[1, 0]",742
language_369,"[0, 1]",742
language_370,"[1, 1]",742
language_371,"[0, 0]",742
language_373,"[1, 1]",742
language_375,"[0, 1]",742
language_376,"[0, 1]",742
language_377,"[0, 1]",742
language_379,"[1, 1]",742
language_380,"[1, 1]",742
language_382,"[1, 1]",742
language_384,"[0, 1]",742
language_385,"[0, 0]",742
language_386,"[0, 1]",742
language_387,"[0, 1]",742
language_388,"[0, 1]",742
language_390,"[0, 1]",742
language_391,"[0, 1]",742
language_393,"[0, 1]",742
language_394,"[0, 1]",742
language_397,"[0, 1]",742
language_399,"[1, 0]",742
language_400,"[0, 1]",742
language_402,"[0, 1]",742
language_403,"[0, 1]",742
language_406,"[0, 0]",742
language_407,"[0, 1]",742
language_408,"[0, 1]",742
language_411,"[0, 1]",742
language_413,"[0, 1]",742
language_414,"[0, 1]",742
language_415,"[0, 1]",742
