LANGUAGE,LINEAGE,SET
language_1,"[0, 1]",212
language_3,"[1, 1]",212
language_4,"[0, 1]",212
language_5,"[0, 0]",212
language_6,"[0, 0]",212
language_7,"[0, 1]",212
language_8,"[0, 1]",212
language_10,"[0, 1]",212
language_12,"[0, 0]",212
language_14,"[0, 1]",212
language_15,"[0, 1]",212
language_16,"[1, 0]",212
language_17,"[0, 1]",212
language_18,"[0, 1]",212
language_19,"[0, 0]",212
language_24,"[0, 1]",212
language_26,"[0, 1]",212
language_28,"[0, 1]",212
language_30,"[0, 1]",212
language_31,"[0, 1]",212
language_32,"[0, 1]",212
language_33,"[0, 0]",212
language_34,"[1, 1]",212
language_37,"[0, 1]",212
language_39,"[0, 1]",212
language_40,"[0, 1]",212
language_41,"[1, 1]",212
language_42,"[0, 1]",212
language_43,"[0, 1]",212
language_48,"[1, 1]",212
language_51,"[0, 1]",212
language_52,"[1, 1]",212
language_53,"[1, 1]",212
language_54,"[0, 1]",212
language_57,"[1, 0]",212
language_59,"[0, 1]",212
language_62,"[1, 1]",212
language_63,"[0, 1]",212
language_64,"[1, 1]",212
language_65,"[0, 1]",212
language_67,"[0, 1]",212
language_68,"[1, 0]",212
language_69,"[1, 1]",212
language_72,"[0, 1]",212
language_73,"[0, 1]",212
language_74,"[0, 0]",212
language_75,"[0, 1]",212
language_76,"[1, 1]",212
language_77,"[0, 1]",212
language_79,"[0, 0]",212
language_80,"[0, 1]",212
language_81,"[0, 1]",212
language_82,"[1, 1]",212
language_83,"[0, 0]",212
language_84,"[0, 1]",212
language_85,"[0, 0]",212
language_86,"[0, 1]",212
language_90,"[0, 0]",212
language_92,"[0, 1]",212
language_93,"[0, 1]",212
language_94,"[0, 1]",212
language_96,"[0, 1]",212
language_99,"[0, 1]",212
language_101,"[1, 1]",212
language_104,"[0, 1]",212
language_106,"[0, 1]",212
language_107,"[0, 1]",212
language_108,"[1, 0]",212
language_109,"[1, 0]",212
language_110,"[1, 1]",212
language_111,"[0, 1]",212
language_112,"[0, 1]",212
language_113,"[1, 1]",212
language_114,"[1, 1]",212
language_117,"[0, 0]",212
language_119,"[0, 1]",212
language_120,"[0, 1]",212
language_121,"[0, 1]",212
language_122,"[0, 1]",212
language_124,"[1, 0]",212
language_125,"[0, 1]",212
language_126,"[0, 1]",212
language_127,"[1, 1]",212
language_128,"[0, 1]",212
language_130,"[1, 1]",212
language_131,"[0, 1]",212
language_133,"[0, 1]",212
language_134,"[0, 1]",212
language_135,"[1, 1]",212
language_138,"[1, 1]",212
language_141,"[0, 1]",212
language_142,"[0, 1]",212
language_146,"[0, 1]",212
language_147,"[0, 0]",212
language_149,"[0, 0]",212
language_150,"[0, 1]",212
language_157,"[0, 1]",212
language_159,"[0, 0]",212
language_163,"[0, 0]",212
language_166,"[0, 1]",212
language_167,"[1, 1]",212
language_168,"[0, 1]",212
language_176,"[0, 1]",212
language_177,"[0, 1]",212
language_178,"[0, 1]",212
language_179,"[0, 1]",212
language_183,"[0, 0]",212
language_184,"[0, 1]",212
language_188,"[0, 1]",212
