LANGUAGE,LINEAGE,SET
language_1,"[0, 1]",543
language_3,"[0, 1]",543
language_4,"[1, 1]",543
language_5,"[0, 1]",543
language_6,"[1, 1]",543
language_8,"[0, 1]",543
language_10,"[0, 1]",543
language_12,"[0, 1]",543
language_13,"[1, 1]",543
language_15,"[0, 1]",543
language_16,"[0, 1]",543
language_17,"[1, 1]",543
language_18,"[0, 0]",543
language_19,"[1, 1]",543
language_20,"[0, 1]",543
language_22,"[0, 1]",543
language_23,"[1, 0]",543
language_24,"[0, 1]",543
language_26,"[0, 1]",543
language_27,"[0, 1]",543
language_29,"[0, 1]",543
language_32,"[0, 1]",543
language_33,"[0, 1]",543
language_34,"[1, 0]",543
language_37,"[0, 0]",543
language_38,"[0, 1]",543
language_39,"[1, 1]",543
language_40,"[0, 1]",543
language_43,"[1, 0]",543
language_44,"[0, 1]",543
language_45,"[1, 1]",543
language_48,"[0, 1]",543
language_49,"[0, 1]",543
language_50,"[0, 0]",543
language_51,"[0, 0]",543
language_52,"[0, 0]",543
language_53,"[0, 1]",543
language_54,"[1, 1]",543
language_55,"[0, 1]",543
language_56,"[0, 1]",543
language_59,"[1, 1]",543
language_60,"[1, 0]",543
language_61,"[0, 0]",543
language_62,"[0, 1]",543
language_63,"[0, 1]",543
language_66,"[1, 1]",543
language_69,"[0, 1]",543
language_72,"[1, 1]",543
language_73,"[1, 0]",543
language_74,"[0, 1]",543
language_75,"[1, 1]",543
language_79,"[0, 1]",543
language_82,"[0, 1]",543
language_83,"[0, 1]",543
language_85,"[0, 1]",543
language_86,"[0, 1]",543
language_87,"[1, 1]",543
language_90,"[1, 1]",543
language_91,"[0, 1]",543
language_92,"[1, 1]",543
language_93,"[0, 1]",543
language_94,"[0, 1]",543
language_97,"[0, 0]",543
language_98,"[1, 1]",543
language_99,"[1, 1]",543
language_100,"[1, 1]",543
language_102,"[1, 1]",543
language_107,"[1, 1]",543
language_109,"[0, 1]",543
language_110,"[1, 1]",543
language_111,"[0, 1]",543
language_114,"[1, 1]",543
language_117,"[1, 1]",543
language_118,"[1, 0]",543
language_120,"[1, 0]",543
language_123,"[0, 0]",543
language_124,"[0, 1]",543
language_126,"[0, 1]",543
language_128,"[0, 0]",543
language_129,"[0, 1]",543
language_130,"[0, 1]",543
language_131,"[1, 0]",543
language_134,"[0, 0]",543
language_135,"[1, 1]",543
language_137,"[0, 1]",543
language_140,"[1, 1]",543
language_142,"[1, 1]",543
language_143,"[1, 1]",543
language_145,"[0, 1]",543
language_147,"[0, 1]",543
language_150,"[1, 1]",543
language_151,"[1, 1]",543
language_152,"[0, 1]",543
language_153,"[0, 1]",543
language_157,"[0, 1]",543
language_158,"[0, 0]",543
language_160,"[0, 1]",543
language_161,"[1, 1]",543
language_162,"[1, 1]",543
language_164,"[0, 0]",543
language_165,"[1, 1]",543
language_170,"[0, 1]",543
language_171,"[0, 1]",543
language_173,"[1, 0]",543
language_174,"[1, 0]",543
language_175,"[1, 1]",543
language_176,"[0, 1]",543
language_177,"[0, 1]",543
language_178,"[0, 0]",543
language_179,"[1, 0]",543
language_180,"[0, 1]",543
language_181,"[0, 1]",543
language_182,"[1, 1]",543
language_185,"[0, 1]",543
language_186,"[0, 1]",543
language_188,"[0, 1]",543
language_189,"[1, 1]",543
language_190,"[0, 1]",543
language_191,"[0, 1]",543
language_193,"[0, 1]",543
language_194,"[0, 0]",543
language_196,"[0, 1]",543
language_200,"[0, 1]",543
language_202,"[0, 1]",543
language_203,"[0, 1]",543
language_205,"[0, 0]",543
language_206,"[0, 0]",543
language_207,"[0, 1]",543
language_208,"[0, 1]",543
language_211,"[1, 1]",543
language_213,"[1, 0]",543
language_214,"[0, 1]",543
language_215,"[0, 1]",543
language_217,"[0, 1]",543
language_219,"[1, 1]",543
language_221,"[0, 0]",543
language_222,"[0, 1]",543
language_223,"[1, 1]",543
language_224,"[1, 1]",543
language_225,"[0, 1]",543
language_226,"[0, 1]",543
language_228,"[0, 1]",543
language_231,"[1, 1]",543
language_232,"[0, 1]",543
language_233,"[0, 1]",543
language_234,"[0, 1]",543
language_235,"[1, 0]",543
language_236,"[0, 0]",543
language_237,"[1, 1]",543
language_239,"[0, 0]",543
language_240,"[0, 1]",543
language_241,"[0, 0]",543
language_244,"[0, 1]",543
language_245,"[0, 1]",543
language_248,"[0, 1]",543
