LANGUAGE,LINEAGE,SET
language_1,"[0, 1]",292
language_2,"[0, 0]",292
language_3,"[0, 1]",292
language_5,"[1, 1]",292
language_6,"[1, 1]",292
language_7,"[1, 1]",292
language_8,"[0, 1]",292
language_10,"[0, 1]",292
language_11,"[1, 1]",292
language_12,"[0, 0]",292
language_13,"[0, 1]",292
language_15,"[0, 1]",292
language_16,"[1, 1]",292
language_17,"[0, 1]",292
language_18,"[0, 0]",292
language_20,"[0, 1]",292
language_21,"[1, 1]",292
language_22,"[0, 0]",292
language_26,"[0, 1]",292
language_27,"[1, 1]",292
language_28,"[0, 0]",292
language_31,"[0, 1]",292
language_33,"[1, 1]",292
language_34,"[0, 0]",292
language_37,"[1, 0]",292
language_39,"[0, 0]",292
language_42,"[0, 1]",292
language_43,"[1, 0]",292
language_44,"[1, 1]",292
language_45,"[1, 1]",292
language_46,"[0, 1]",292
language_47,"[0, 0]",292
language_48,"[1, 1]",292
language_50,"[0, 1]",292
language_51,"[0, 1]",292
language_52,"[0, 1]",292
language_53,"[0, 1]",292
language_54,"[0, 0]",292
language_58,"[0, 1]",292
language_60,"[0, 1]",292
language_62,"[0, 1]",292
language_64,"[1, 1]",292
language_65,"[0, 1]",292
language_66,"[0, 1]",292
language_67,"[0, 1]",292
language_68,"[0, 1]",292
language_70,"[0, 0]",292
language_71,"[1, 1]",292
language_72,"[0, 1]",292
language_74,"[0, 0]",292
language_75,"[1, 1]",292
language_76,"[0, 1]",292
language_77,"[0, 1]",292
language_79,"[1, 1]",292
language_80,"[1, 1]",292
language_81,"[0, 0]",292
language_84,"[1, 1]",292
language_85,"[0, 1]",292
language_87,"[0, 1]",292
language_90,"[0, 1]",292
language_91,"[0, 1]",292
language_93,"[0, 0]",292
language_100,"[0, 1]",292
language_102,"[1, 1]",292
language_103,"[0, 1]",292
language_104,"[0, 1]",292
language_106,"[1, 0]",292
language_110,"[0, 0]",292
language_111,"[1, 0]",292
language_112,"[1, 0]",292
language_113,"[1, 1]",292
language_114,"[1, 1]",292
language_118,"[1, 1]",292
