LANGUAGE,LINEAGE,SET
language_3,"[0, 1]",367
language_4,"[0, 1]",367
language_9,"[0, 1]",367
language_13,"[0, 1]",367
language_14,"[0, 1]",367
language_15,"[0, 1]",367
language_18,"[1, 1]",367
language_19,"[0, 1]",367
language_21,"[0, 1]",367
language_23,"[0, 0]",367
language_24,"[0, 1]",367
language_26,"[1, 1]",367
language_27,"[0, 1]",367
language_28,"[1, 1]",367
language_31,"[0, 1]",367
language_32,"[0, 0]",367
language_35,"[0, 1]",367
language_36,"[0, 1]",367
language_37,"[0, 1]",367
language_39,"[1, 1]",367
language_40,"[0, 1]",367
language_42,"[0, 0]",367
language_43,"[0, 1]",367
language_44,"[0, 1]",367
language_47,"[0, 1]",367
language_48,"[0, 1]",367
language_49,"[0, 1]",367
language_51,"[1, 1]",367
language_52,"[0, 1]",367
language_53,"[1, 1]",367
language_54,"[0, 1]",367
language_55,"[0, 1]",367
language_58,"[1, 1]",367
language_59,"[0, 1]",367
language_61,"[0, 1]",367
language_62,"[0, 1]",367
language_63,"[0, 1]",367
language_65,"[0, 1]",367
language_66,"[1, 1]",367
language_68,"[1, 1]",367
language_70,"[1, 1]",367
language_72,"[1, 0]",367
language_73,"[0, 1]",367
language_74,"[1, 1]",367
language_75,"[0, 0]",367
language_76,"[0, 1]",367
language_77,"[0, 0]",367
language_78,"[0, 1]",367
language_82,"[0, 1]",367
language_83,"[0, 1]",367
language_85,"[1, 1]",367
language_86,"[1, 1]",367
language_88,"[1, 1]",367
language_89,"[1, 1]",367
language_94,"[1, 1]",367
language_98,"[0, 0]",367
language_100,"[0, 1]",367
language_102,"[0, 1]",367
language_104,"[1, 1]",367
language_109,"[0, 0]",367
language_110,"[0, 1]",367
language_112,"[0, 1]",367
language_116,"[0, 1]",367
language_117,"[0, 0]",367
language_119,"[0, 1]",367
language_120,"[0, 1]",367
language_122,"[0, 1]",367
language_124,"[0, 0]",367
language_126,"[0, 1]",367
language_128,"[0, 1]",367
language_132,"[0, 1]",367
language_133,"[1, 1]",367
language_135,"[0, 0]",367
language_136,"[0, 1]",367
language_138,"[0, 1]",367
language_139,"[0, 1]",367
language_143,"[0, 1]",367
language_144,"[0, 1]",367
language_145,"[0, 1]",367
language_147,"[1, 1]",367
language_148,"[0, 0]",367
language_150,"[0, 1]",367
language_151,"[0, 1]",367
language_152,"[0, 1]",367
language_153,"[1, 1]",367
language_155,"[0, 1]",367
language_157,"[0, 1]",367
language_159,"[0, 1]",367
language_160,"[0, 1]",367
language_161,"[1, 1]",367
language_162,"[1, 1]",367
language_163,"[0, 1]",367
language_164,"[1, 1]",367
language_166,"[0, 1]",367
language_168,"[1, 1]",367
language_169,"[1, 1]",367
language_170,"[1, 0]",367
language_171,"[0, 0]",367
language_172,"[0, 1]",367
language_173,"[0, 1]",367
language_174,"[0, 1]",367
language_176,"[1, 1]",367
language_177,"[0, 1]",367
language_178,"[0, 1]",367
language_180,"[0, 1]",367
language_182,"[0, 1]",367
language_183,"[1, 1]",367
language_186,"[1, 0]",367
language_187,"[0, 1]",367
language_188,"[1, 1]",367
language_190,"[0, 1]",367
language_191,"[1, 0]",367
language_192,"[0, 1]",367
language_193,"[0, 1]",367
language_196,"[0, 1]",367
language_197,"[1, 1]",367
language_198,"[0, 1]",367
language_199,"[0, 1]",367
language_200,"[1, 0]",367
language_201,"[0, 1]",367
language_203,"[1, 1]",367
language_204,"[0, 1]",367
language_207,"[0, 0]",367
language_208,"[0, 1]",367
language_209,"[0, 1]",367
language_210,"[1, 1]",367
language_212,"[0, 1]",367
language_215,"[0, 1]",367
language_216,"[1, 1]",367
language_217,"[0, 1]",367
language_221,"[1, 1]",367
language_222,"[0, 0]",367
language_225,"[0, 0]",367
language_227,"[0, 0]",367
language_230,"[1, 1]",367
language_232,"[0, 1]",367
language_233,"[0, 1]",367
language_234,"[1, 0]",367
language_235,"[1, 1]",367
language_237,"[1, 1]",367
language_238,"[0, 0]",367
language_240,"[1, 1]",367
language_242,"[0, 1]",367
language_243,"[0, 0]",367
language_245,"[0, 0]",367
language_246,"[0, 0]",367
language_249,"[1, 1]",367
language_250,"[1, 1]",367
language_251,"[0, 0]",367
language_252,"[0, 1]",367
language_253,"[0, 1]",367
language_254,"[1, 0]",367
language_255,"[0, 1]",367
language_257,"[0, 1]",367
language_258,"[0, 1]",367
language_260,"[0, 1]",367
language_261,"[1, 1]",367
language_263,"[0, 1]",367
language_264,"[0, 1]",367
language_265,"[0, 1]",367
language_266,"[0, 1]",367
language_269,"[0, 1]",367
language_270,"[1, 1]",367
language_271,"[0, 0]",367
language_272,"[0, 0]",367
language_273,"[0, 1]",367
language_274,"[1, 1]",367
language_275,"[0, 1]",367
language_277,"[0, 1]",367
language_279,"[0, 1]",367
language_280,"[0, 1]",367
language_282,"[0, 1]",367
language_283,"[0, 1]",367
language_285,"[0, 1]",367
language_286,"[0, 1]",367
language_287,"[0, 1]",367
language_289,"[0, 0]",367
language_291,"[0, 1]",367
language_292,"[0, 1]",367
language_293,"[0, 1]",367
language_294,"[0, 0]",367
language_295,"[0, 1]",367
language_298,"[0, 1]",367
language_300,"[0, 1]",367
language_301,"[0, 1]",367
language_302,"[0, 1]",367
language_303,"[0, 1]",367
language_306,"[0, 1]",367
language_308,"[1, 1]",367
language_309,"[0, 0]",367
language_310,"[0, 1]",367
language_312,"[0, 0]",367
language_313,"[1, 1]",367
language_314,"[0, 0]",367
language_315,"[0, 1]",367
language_316,"[1, 0]",367
language_318,"[0, 1]",367
language_319,"[0, 1]",367
language_320,"[0, 1]",367
language_321,"[1, 1]",367
language_323,"[1, 0]",367
language_324,"[1, 1]",367
language_327,"[0, 1]",367
language_329,"[0, 1]",367
language_331,"[1, 1]",367
language_333,"[0, 1]",367
language_334,"[0, 1]",367
language_341,"[0, 1]",367
language_342,"[0, 0]",367
language_343,"[1, 1]",367
language_344,"[0, 1]",367
language_346,"[1, 0]",367
language_347,"[0, 1]",367
language_348,"[1, 1]",367
language_350,"[0, 1]",367
language_351,"[0, 1]",367
language_354,"[1, 1]",367
language_355,"[0, 1]",367
language_356,"[0, 1]",367
language_357,"[0, 0]",367
language_358,"[1, 0]",367
language_361,"[1, 1]",367
language_363,"[0, 1]",367
language_364,"[0, 1]",367
language_365,"[0, 1]",367
language_368,"[0, 1]",367
language_369,"[0, 1]",367
language_371,"[1, 0]",367
language_374,"[0, 0]",367
language_375,"[0, 0]",367
language_376,"[1, 1]",367
language_377,"[1, 0]",367
language_378,"[0, 1]",367
language_380,"[0, 1]",367
language_381,"[1, 1]",367
language_387,"[1, 0]",367
language_389,"[1, 1]",367
language_390,"[1, 1]",367
language_394,"[1, 1]",367
language_396,"[0, 0]",367
language_397,"[0, 1]",367
language_398,"[0, 1]",367
language_400,"[1, 1]",367
language_401,"[1, 1]",367
language_402,"[0, 0]",367
language_403,"[0, 1]",367
language_404,"[0, 1]",367
language_405,"[0, 1]",367
language_406,"[1, 0]",367
language_407,"[0, 1]",367
language_408,"[1, 1]",367
language_409,"[0, 0]",367
language_410,"[1, 1]",367
language_411,"[0, 1]",367
language_413,"[0, 1]",367
language_415,"[0, 1]",367
language_416,"[0, 1]",367
language_417,"[0, 1]",367
language_418,"[0, 1]",367
language_419,"[0, 1]",367
language_421,"[0, 1]",367
language_422,"[1, 1]",367
language_423,"[0, 1]",367
language_424,"[1, 1]",367
language_428,"[0, 0]",367
language_429,"[0, 1]",367
language_430,"[1, 1]",367
language_431,"[0, 1]",367
language_433,"[0, 1]",367
language_435,"[1, 1]",367
language_437,"[1, 1]",367
language_438,"[0, 1]",367
language_439,"[0, 0]",367
language_440,"[0, 0]",367
