LANGUAGE,LINEAGE,SET
language_1,"[1, 1]",793
language_2,"[1, 1]",793
language_3,"[0, 1]",793
language_4,"[0, 1]",793
language_5,"[0, 1]",793
language_6,"[1, 1]",793
language_7,"[0, 1]",793
language_10,"[0, 0]",793
language_11,"[1, 1]",793
language_16,"[0, 0]",793
language_19,"[0, 1]",793
language_20,"[0, 1]",793
language_22,"[1, 1]",793
language_24,"[0, 1]",793
language_25,"[0, 0]",793
language_27,"[1, 1]",793
language_28,"[0, 1]",793
language_29,"[0, 1]",793
language_30,"[1, 1]",793
language_33,"[0, 1]",793
language_34,"[1, 1]",793
language_36,"[0, 1]",793
language_37,"[0, 1]",793
language_39,"[0, 1]",793
language_43,"[1, 1]",793
language_44,"[0, 1]",793
language_45,"[0, 1]",793
language_47,"[0, 1]",793
language_48,"[1, 1]",793
language_49,"[1, 1]",793
language_50,"[0, 1]",793
language_51,"[1, 1]",793
language_53,"[0, 1]",793
language_55,"[0, 1]",793
language_56,"[0, 1]",793
language_58,"[0, 1]",793
language_59,"[0, 1]",793
language_62,"[0, 0]",793
language_64,"[1, 1]",793
language_65,"[0, 1]",793
language_66,"[0, 1]",793
language_68,"[1, 1]",793
language_69,"[0, 1]",793
language_70,"[0, 1]",793
language_71,"[0, 0]",793
language_73,"[0, 1]",793
language_74,"[1, 1]",793
language_75,"[0, 1]",793
language_77,"[0, 1]",793
language_78,"[0, 1]",793
language_81,"[0, 1]",793
language_85,"[1, 1]",793
language_89,"[0, 0]",793
language_90,"[0, 0]",793
language_93,"[1, 1]",793
language_94,"[0, 1]",793
language_95,"[1, 0]",793
language_98,"[0, 1]",793
language_99,"[0, 1]",793
language_101,"[0, 1]",793
language_102,"[1, 0]",793
language_104,"[0, 1]",793
language_106,"[1, 1]",793
language_107,"[1, 1]",793
language_108,"[0, 0]",793
language_109,"[0, 1]",793
language_110,"[0, 1]",793
language_111,"[0, 1]",793
language_112,"[1, 1]",793
language_113,"[1, 1]",793
language_114,"[0, 1]",793
language_115,"[0, 0]",793
language_116,"[0, 1]",793
language_119,"[1, 1]",793
language_120,"[1, 1]",793
language_121,"[0, 1]",793
language_122,"[0, 1]",793
language_124,"[0, 1]",793
language_125,"[1, 1]",793
language_127,"[0, 1]",793
language_128,"[1, 1]",793
language_132,"[0, 0]",793
language_133,"[0, 1]",793
language_134,"[0, 0]",793
language_136,"[1, 0]",793
language_138,"[1, 1]",793
language_140,"[0, 1]",793
language_141,"[0, 1]",793
language_142,"[1, 0]",793
language_145,"[0, 0]",793
language_148,"[0, 1]",793
language_150,"[0, 1]",793
language_151,"[1, 0]",793
language_152,"[0, 1]",793
language_153,"[0, 1]",793
language_154,"[1, 1]",793
language_155,"[0, 1]",793
language_156,"[0, 0]",793
language_157,"[0, 1]",793
language_160,"[1, 1]",793
language_163,"[0, 1]",793
language_166,"[0, 1]",793
language_167,"[0, 1]",793
language_168,"[1, 1]",793
language_169,"[0, 0]",793
language_170,"[0, 1]",793
language_172,"[0, 0]",793
language_173,"[0, 1]",793
language_174,"[0, 0]",793
language_175,"[0, 0]",793
language_176,"[0, 1]",793
language_178,"[1, 1]",793
language_179,"[1, 0]",793
language_180,"[0, 0]",793
language_181,"[1, 1]",793
language_182,"[1, 1]",793
language_184,"[1, 1]",793
language_185,"[0, 1]",793
language_186,"[0, 1]",793
language_187,"[0, 1]",793
language_188,"[0, 1]",793
language_192,"[1, 1]",793
language_197,"[0, 0]",793
language_199,"[0, 1]",793
language_200,"[0, 1]",793
language_201,"[0, 1]",793
language_202,"[0, 1]",793
language_203,"[1, 1]",793
language_204,"[0, 1]",793
language_205,"[0, 1]",793
language_206,"[0, 1]",793
language_207,"[0, 1]",793
language_209,"[0, 1]",793
language_210,"[0, 1]",793
language_212,"[1, 0]",793
language_214,"[0, 1]",793
language_215,"[0, 1]",793
language_216,"[0, 1]",793
language_218,"[0, 1]",793
language_220,"[0, 0]",793
language_221,"[0, 1]",793
language_222,"[0, 1]",793
language_223,"[0, 1]",793
language_224,"[0, 1]",793
language_225,"[1, 1]",793
language_226,"[0, 1]",793
language_227,"[0, 1]",793
language_228,"[1, 1]",793
language_230,"[0, 1]",793
language_231,"[0, 1]",793
language_232,"[0, 1]",793
language_235,"[1, 1]",793
language_236,"[0, 1]",793
language_237,"[1, 1]",793
language_238,"[1, 1]",793
language_239,"[0, 1]",793
language_240,"[0, 0]",793
language_241,"[1, 1]",793
language_242,"[0, 0]",793
language_243,"[0, 1]",793
language_244,"[0, 0]",793
language_247,"[1, 0]",793
language_248,"[1, 1]",793
language_249,"[1, 1]",793
language_250,"[0, 1]",793
language_252,"[0, 1]",793
language_255,"[0, 1]",793
language_256,"[1, 1]",793
language_257,"[0, 1]",793
language_258,"[0, 1]",793
language_259,"[1, 1]",793
language_260,"[0, 1]",793
language_262,"[1, 1]",793
language_263,"[1, 1]",793
language_264,"[0, 1]",793
language_265,"[0, 1]",793
language_267,"[1, 0]",793
language_268,"[1, 1]",793
language_269,"[0, 0]",793
language_270,"[1, 1]",793
language_273,"[0, 1]",793
language_274,"[1, 1]",793
language_277,"[1, 1]",793
language_278,"[0, 1]",793
language_279,"[1, 1]",793
language_280,"[0, 1]",793
language_287,"[0, 1]",793
language_288,"[0, 1]",793
language_289,"[0, 1]",793
language_290,"[1, 1]",793
