LANGUAGE,LINEAGE,SET
language_1,"[0, 1]",520
language_3,"[0, 1]",520
language_4,"[0, 0]",520
language_5,"[0, 1]",520
language_7,"[1, 1]",520
language_14,"[0, 0]",520
language_15,"[0, 1]",520
language_16,"[0, 0]",520
language_17,"[0, 0]",520
language_19,"[0, 1]",520
language_24,"[1, 1]",520
language_25,"[0, 1]",520
language_26,"[0, 1]",520
language_27,"[0, 0]",520
language_31,"[1, 1]",520
language_32,"[0, 1]",520
language_34,"[0, 1]",520
language_35,"[0, 1]",520
language_36,"[0, 0]",520
language_37,"[0, 1]",520
language_38,"[0, 1]",520
language_39,"[0, 1]",520
language_40,"[0, 1]",520
language_41,"[0, 1]",520
language_43,"[0, 1]",520
language_44,"[0, 0]",520
language_45,"[0, 1]",520
language_48,"[0, 1]",520
language_49,"[1, 1]",520
language_50,"[1, 1]",520
language_51,"[0, 1]",520
language_52,"[0, 1]",520
language_53,"[0, 1]",520
language_54,"[1, 1]",520
language_56,"[0, 0]",520
language_57,"[0, 0]",520
language_58,"[0, 1]",520
language_59,"[0, 1]",520
language_60,"[0, 1]",520
language_62,"[0, 1]",520
language_64,"[0, 0]",520
language_66,"[0, 1]",520
language_67,"[0, 1]",520
language_70,"[0, 1]",520
language_76,"[0, 1]",520
language_79,"[0, 1]",520
language_80,"[1, 0]",520
language_81,"[0, 1]",520
language_82,"[0, 1]",520
language_83,"[1, 1]",520
language_84,"[0, 1]",520
language_85,"[0, 1]",520
language_87,"[0, 1]",520
language_89,"[0, 1]",520
language_91,"[0, 1]",520
language_94,"[0, 1]",520
language_95,"[0, 1]",520
language_97,"[0, 1]",520
language_100,"[1, 1]",520
language_101,"[0, 1]",520
language_102,"[1, 1]",520
language_103,"[1, 1]",520
language_107,"[0, 1]",520
language_110,"[1, 0]",520
language_111,"[0, 1]",520
language_112,"[1, 1]",520
language_113,"[0, 1]",520
language_116,"[0, 0]",520
language_117,"[0, 1]",520
language_119,"[0, 1]",520
language_120,"[0, 1]",520
language_122,"[1, 1]",520
language_123,"[0, 1]",520
language_124,"[0, 0]",520
language_125,"[1, 1]",520
language_127,"[0, 1]",520
language_131,"[1, 1]",520
language_132,"[0, 0]",520
language_133,"[1, 1]",520
language_134,"[0, 1]",520
language_137,"[1, 1]",520
language_138,"[0, 1]",520
language_139,"[1, 1]",520
language_141,"[0, 1]",520
language_143,"[0, 1]",520
language_144,"[1, 1]",520
language_146,"[1, 1]",520
language_147,"[0, 0]",520
language_148,"[1, 0]",520
language_149,"[0, 0]",520
language_150,"[0, 0]",520
language_151,"[0, 1]",520
language_152,"[1, 1]",520
language_155,"[1, 1]",520
language_156,"[0, 1]",520
language_157,"[0, 1]",520
language_158,"[1, 1]",520
language_161,"[0, 0]",520
language_162,"[0, 0]",520
language_163,"[0, 1]",520
language_164,"[1, 1]",520
language_165,"[1, 1]",520
language_166,"[0, 1]",520
language_167,"[0, 1]",520
language_169,"[1, 1]",520
language_171,"[0, 1]",520
language_173,"[0, 1]",520
language_174,"[0, 0]",520
language_180,"[0, 1]",520
language_182,"[1, 0]",520
language_185,"[0, 1]",520
language_186,"[0, 1]",520
language_187,"[0, 1]",520
language_189,"[0, 1]",520
language_190,"[1, 1]",520
language_192,"[0, 1]",520
language_193,"[1, 1]",520
language_198,"[0, 0]",520
language_199,"[1, 1]",520
language_200,"[0, 1]",520
language_201,"[0, 1]",520
language_202,"[0, 1]",520
language_203,"[0, 1]",520
language_206,"[0, 0]",520
language_208,"[0, 1]",520
language_213,"[0, 1]",520
language_214,"[0, 0]",520
language_219,"[0, 1]",520
language_222,"[0, 0]",520
language_224,"[0, 1]",520
language_226,"[1, 1]",520
language_227,"[0, 1]",520
language_229,"[0, 1]",520
language_230,"[0, 1]",520
language_231,"[1, 0]",520
language_233,"[0, 1]",520
language_234,"[1, 1]",520
language_235,"[0, 1]",520
language_236,"[0, 1]",520
language_237,"[0, 1]",520
language_238,"[0, 1]",520
language_239,"[0, 1]",520
language_240,"[1, 1]",520
language_241,"[0, 1]",520
language_246,"[0, 1]",520
language_247,"[0, 0]",520
language_251,"[0, 1]",520
language_253,"[0, 0]",520
language_254,"[0, 1]",520
language_255,"[0, 1]",520
language_256,"[0, 1]",520
language_258,"[0, 0]",520
language_260,"[0, 0]",520
language_261,"[0, 1]",520
language_262,"[1, 0]",520
language_264,"[1, 1]",520
language_265,"[0, 1]",520
language_267,"[1, 1]",520
language_269,"[0, 1]",520
language_272,"[1, 1]",520
language_273,"[0, 1]",520
language_275,"[0, 0]",520
language_277,"[0, 1]",520
language_278,"[0, 1]",520
language_279,"[0, 1]",520
language_281,"[0, 1]",520
language_283,"[1, 1]",520
language_284,"[0, 1]",520
language_285,"[0, 0]",520
language_286,"[1, 1]",520
language_289,"[0, 1]",520
language_291,"[1, 1]",520
language_293,"[0, 0]",520
language_294,"[0, 1]",520
language_296,"[0, 0]",520
language_297,"[0, 1]",520
language_298,"[0, 0]",520
language_301,"[0, 1]",520
language_302,"[0, 1]",520
language_303,"[0, 1]",520
language_305,"[0, 1]",520
language_306,"[0, 0]",520
language_308,"[0, 1]",520
language_309,"[1, 1]",520
language_312,"[0, 0]",520
language_313,"[0, 0]",520
language_315,"[0, 1]",520
language_318,"[0, 1]",520
language_319,"[0, 1]",520
language_320,"[1, 1]",520
language_321,"[0, 0]",520
language_322,"[1, 1]",520
language_324,"[0, 1]",520
language_326,"[0, 0]",520
language_327,"[0, 1]",520
language_328,"[1, 0]",520
language_329,"[0, 1]",520
language_330,"[1, 1]",520
language_331,"[1, 1]",520
language_334,"[0, 1]",520
language_336,"[0, 0]",520
language_337,"[0, 1]",520
language_338,"[0, 1]",520
language_339,"[1, 1]",520
language_340,"[0, 1]",520
language_341,"[0, 0]",520
language_343,"[0, 1]",520
language_345,"[0, 1]",520
language_347,"[0, 1]",520
language_348,"[1, 1]",520
language_349,"[0, 1]",520
language_350,"[0, 1]",520
language_352,"[0, 1]",520
language_353,"[0, 1]",520
language_354,"[0, 1]",520
language_355,"[1, 1]",520
language_356,"[0, 1]",520
language_358,"[1, 1]",520
language_359,"[1, 0]",520
language_362,"[0, 0]",520
language_363,"[1, 0]",520
language_365,"[0, 0]",520
language_366,"[1, 1]",520
language_367,"[0, 1]",520
language_368,"[0, 1]",520
language_369,"[0, 1]",520
language_371,"[1, 0]",520
language_372,"[1, 1]",520
language_373,"[0, 1]",520
language_374,"[0, 1]",520
language_375,"[0, 0]",520
language_377,"[0, 0]",520
language_379,"[0, 0]",520
language_381,"[1, 1]",520
language_382,"[1, 1]",520
language_383,"[0, 1]",520
language_386,"[0, 1]",520
language_387,"[0, 1]",520
language_388,"[0, 1]",520
language_391,"[0, 1]",520
language_392,"[0, 1]",520
language_394,"[0, 1]",520
language_396,"[0, 1]",520
language_398,"[1, 1]",520
language_399,"[0, 1]",520
language_400,"[1, 1]",520
language_401,"[0, 1]",520
language_402,"[0, 1]",520
language_403,"[0, 1]",520
language_405,"[0, 1]",520
language_411,"[0, 1]",520
language_412,"[1, 1]",520
language_413,"[0, 1]",520
language_414,"[0, 0]",520
language_416,"[0, 0]",520
language_417,"[1, 1]",520
language_418,"[0, 1]",520
language_419,"[0, 1]",520
language_420,"[1, 0]",520
language_422,"[0, 1]",520
language_424,"[1, 1]",520
language_426,"[0, 1]",520
language_427,"[0, 1]",520
language_429,"[0, 1]",520
language_431,"[0, 1]",520
language_432,"[0, 1]",520
language_434,"[0, 1]",520
language_435,"[0, 1]",520
language_436,"[0, 1]",520
language_439,"[0, 1]",520
language_440,"[0, 1]",520
language_441,"[1, 1]",520
language_442,"[0, 1]",520
language_444,"[0, 1]",520
language_446,"[0, 1]",520
language_447,"[0, 1]",520
language_448,"[0, 1]",520
language_450,"[0, 1]",520
language_451,"[1, 0]",520
language_452,"[0, 1]",520
language_454,"[0, 1]",520
language_457,"[0, 1]",520
language_458,"[0, 1]",520
language_459,"[0, 1]",520
language_461,"[0, 1]",520
language_462,"[0, 1]",520
language_463,"[0, 1]",520
language_464,"[1, 1]",520
language_465,"[0, 1]",520
language_466,"[0, 1]",520
language_469,"[0, 1]",520
language_470,"[0, 1]",520
language_472,"[0, 0]",520
language_474,"[0, 1]",520
language_477,"[0, 1]",520
language_478,"[0, 0]",520
language_479,"[0, 0]",520
language_480,"[0, 1]",520
language_481,"[0, 1]",520
language_482,"[0, 0]",520
language_483,"[0, 1]",520
language_484,"[0, 1]",520
language_486,"[1, 0]",520
language_489,"[0, 1]",520
language_491,"[0, 1]",520
language_493,"[0, 0]",520
language_495,"[1, 1]",520
language_496,"[1, 1]",520
language_497,"[0, 1]",520
language_498,"[1, 1]",520
language_499,"[0, 1]",520
language_502,"[0, 1]",520
language_503,"[0, 1]",520
language_505,"[1, 1]",520
language_506,"[1, 1]",520
language_507,"[0, 1]",520
language_508,"[0, 1]",520
language_509,"[0, 1]",520
language_510,"[1, 1]",520
language_512,"[0, 0]",520
language_514,"[0, 1]",520
language_516,"[0, 1]",520
language_519,"[1, 0]",520
language_520,"[0, 1]",520
language_522,"[0, 0]",520
language_523,"[1, 1]",520
language_524,"[0, 1]",520
language_525,"[1, 1]",520
language_526,"[0, 0]",520
language_528,"[0, 0]",520
language_529,"[0, 1]",520
language_533,"[0, 1]",520
language_534,"[1, 1]",520
language_535,"[0, 1]",520
language_536,"[1, 1]",520
language_540,"[0, 1]",520
language_542,"[0, 1]",520
language_543,"[0, 1]",520
language_544,"[0, 1]",520
language_546,"[0, 1]",520
language_547,"[0, 0]",520
language_548,"[1, 1]",520
language_549,"[0, 1]",520
language_552,"[0, 1]",520
language_553,"[1, 0]",520
language_555,"[1, 1]",520
language_557,"[0, 1]",520
language_560,"[0, 1]",520
language_562,"[1, 0]",520
language_563,"[0, 1]",520
language_564,"[0, 0]",520
language_566,"[1, 1]",520
language_567,"[1, 0]",520
language_569,"[0, 1]",520
language_571,"[1, 1]",520
language_576,"[0, 1]",520
