LANGUAGE,LINEAGE,SET
language_1,"[0, 1]",143
language_3,"[0, 0]",143
language_4,"[0, 0]",143
language_5,"[0, 0]",143
language_6,"[1, 0]",143
language_8,"[0, 0]",143
language_9,"[1, 1]",143
language_10,"[1, 1]",143
language_11,"[0, 1]",143
language_14,"[0, 1]",143
language_15,"[1, 1]",143
language_16,"[0, 1]",143
language_17,"[0, 1]",143
language_18,"[0, 1]",143
language_21,"[0, 0]",143
language_22,"[1, 1]",143
language_23,"[0, 1]",143
language_24,"[1, 1]",143
language_25,"[0, 1]",143
language_26,"[0, 1]",143
language_27,"[0, 0]",143
language_29,"[1, 1]",143
language_31,"[0, 1]",143
language_36,"[0, 1]",143
language_37,"[0, 0]",143
language_38,"[0, 0]",143
language_39,"[0, 0]",143
language_40,"[1, 0]",143
language_41,"[0, 1]",143
language_42,"[1, 0]",143
language_44,"[0, 0]",143
language_46,"[0, 0]",143
language_47,"[0, 0]",143
language_49,"[0, 1]",143
language_50,"[0, 1]",143
language_53,"[0, 1]",143
language_55,"[0, 1]",143
language_57,"[0, 0]",143
language_58,"[0, 1]",143
language_59,"[1, 1]",143
language_60,"[0, 1]",143
language_61,"[0, 1]",143
language_62,"[0, 1]",143
language_63,"[1, 1]",143
language_67,"[0, 1]",143
language_68,"[0, 0]",143
language_69,"[1, 0]",143
language_70,"[0, 0]",143
language_71,"[1, 1]",143
language_72,"[0, 0]",143
language_73,"[0, 0]",143
language_74,"[0, 1]",143
language_76,"[0, 0]",143
language_77,"[0, 1]",143
language_78,"[1, 1]",143
language_81,"[0, 1]",143
language_82,"[1, 1]",143
language_83,"[1, 1]",143
language_85,"[0, 1]",143
language_86,"[0, 0]",143
language_90,"[0, 0]",143
language_91,"[0, 0]",143
language_92,"[0, 1]",143
language_93,"[1, 1]",143
language_96,"[1, 1]",143
language_97,"[0, 1]",143
language_98,"[1, 1]",143
language_100,"[1, 1]",143
language_101,"[0, 1]",143
language_102,"[0, 1]",143
language_103,"[1, 1]",143
language_104,"[0, 0]",143
language_105,"[1, 1]",143
language_108,"[0, 1]",143
language_110,"[0, 1]",143
language_112,"[1, 1]",143
language_113,"[1, 1]",143
language_114,"[0, 1]",143
language_115,"[0, 1]",143
language_116,"[0, 1]",143
language_117,"[1, 1]",143
language_118,"[1, 1]",143
language_119,"[0, 1]",143
language_120,"[0, 0]",143
language_121,"[0, 1]",143
language_123,"[0, 1]",143
language_124,"[0, 1]",143
language_125,"[1, 1]",143
language_126,"[1, 1]",143
language_127,"[0, 1]",143
language_130,"[0, 1]",143
language_132,"[0, 1]",143
language_133,"[1, 1]",143
language_134,"[0, 1]",143
language_136,"[0, 1]",143
language_137,"[0, 1]",143
language_138,"[1, 1]",143
language_139,"[0, 1]",143
language_140,"[0, 0]",143
language_141,"[1, 1]",143
language_142,"[1, 1]",143
language_143,"[0, 1]",143
language_144,"[0, 0]",143
language_146,"[0, 1]",143
language_149,"[0, 1]",143
language_150,"[1, 1]",143
language_151,"[0, 1]",143
language_152,"[1, 0]",143
language_153,"[0, 1]",143
language_154,"[0, 1]",143
language_155,"[0, 1]",143
language_156,"[0, 1]",143
language_157,"[0, 1]",143
language_158,"[0, 1]",143
language_161,"[0, 1]",143
language_162,"[0, 1]",143
language_163,"[0, 1]",143
language_164,"[0, 1]",143
language_165,"[0, 1]",143
language_166,"[0, 1]",143
language_167,"[0, 0]",143
language_168,"[0, 1]",143
language_173,"[1, 1]",143
language_176,"[1, 0]",143
language_178,"[1, 1]",143
language_180,"[0, 0]",143
language_181,"[0, 1]",143
language_184,"[0, 1]",143
language_186,"[0, 1]",143
language_189,"[1, 0]",143
language_190,"[1, 0]",143
language_191,"[1, 1]",143
language_192,"[0, 1]",143
language_193,"[0, 0]",143
language_196,"[1, 1]",143
language_200,"[0, 1]",143
language_202,"[1, 0]",143
language_206,"[1, 0]",143
language_208,"[0, 1]",143
language_209,"[1, 1]",143
language_210,"[0, 1]",143
language_214,"[0, 1]",143
language_215,"[0, 0]",143
language_216,"[0, 1]",143
language_220,"[0, 1]",143
language_221,"[0, 1]",143
language_224,"[1, 1]",143
language_226,"[0, 1]",143
language_228,"[0, 1]",143
language_231,"[1, 1]",143
language_233,"[0, 1]",143
language_234,"[1, 1]",143
language_235,"[0, 1]",143
language_236,"[0, 1]",143
language_237,"[0, 1]",143
language_238,"[0, 1]",143
language_240,"[1, 1]",143
language_241,"[1, 1]",143
