LANGUAGE,LINEAGE,SET
language_1,"[0, 1]",893
language_3,"[1, 0]",893
language_4,"[0, 1]",893
language_5,"[0, 1]",893
language_6,"[1, 0]",893
language_7,"[0, 1]",893
language_8,"[0, 0]",893
language_9,"[1, 1]",893
language_10,"[1, 1]",893
language_11,"[0, 1]",893
language_12,"[0, 1]",893
language_14,"[1, 1]",893
language_18,"[1, 1]",893
language_19,"[0, 1]",893
language_21,"[1, 1]",893
language_22,"[1, 1]",893
language_23,"[0, 1]",893
language_24,"[0, 1]",893
language_26,"[0, 0]",893
language_27,"[0, 1]",893
language_28,"[1, 1]",893
language_30,"[0, 1]",893
language_32,"[0, 1]",893
language_34,"[0, 1]",893
language_36,"[0, 1]",893
language_37,"[0, 1]",893
language_38,"[0, 1]",893
language_39,"[0, 1]",893
language_40,"[0, 1]",893
language_41,"[1, 1]",893
language_43,"[0, 1]",893
language_45,"[0, 0]",893
language_47,"[1, 0]",893
language_48,"[0, 1]",893
language_49,"[0, 1]",893
language_50,"[1, 1]",893
language_51,"[1, 1]",893
language_52,"[0, 1]",893
language_56,"[0, 1]",893
language_59,"[0, 0]",893
language_60,"[0, 1]",893
language_61,"[1, 1]",893
language_63,"[0, 1]",893
language_66,"[0, 1]",893
language_69,"[0, 0]",893
language_73,"[0, 1]",893
language_74,"[1, 1]",893
language_75,"[0, 1]",893
language_76,"[1, 1]",893
language_77,"[0, 1]",893
language_79,"[0, 1]",893
language_80,"[0, 1]",893
language_82,"[1, 0]",893
language_83,"[0, 1]",893
language_84,"[0, 1]",893
language_86,"[0, 0]",893
language_88,"[0, 1]",893
language_90,"[1, 1]",893
language_91,"[0, 1]",893
language_92,"[0, 0]",893
language_93,"[0, 1]",893
language_94,"[0, 1]",893
language_95,"[0, 1]",893
language_96,"[1, 1]",893
language_97,"[0, 0]",893
language_99,"[1, 0]",893
language_100,"[1, 1]",893
language_102,"[1, 0]",893
language_103,"[1, 0]",893
language_104,"[0, 0]",893
language_107,"[0, 1]",893
language_108,"[1, 1]",893
language_109,"[1, 1]",893
language_110,"[1, 0]",893
language_111,"[1, 1]",893
language_112,"[0, 1]",893
language_117,"[0, 1]",893
language_120,"[0, 1]",893
language_121,"[0, 0]",893
language_123,"[0, 1]",893
language_124,"[0, 1]",893
language_126,"[1, 1]",893
language_128,"[0, 0]",893
language_133,"[0, 1]",893
language_134,"[1, 1]",893
language_135,"[0, 1]",893
language_136,"[0, 1]",893
language_138,"[0, 1]",893
language_139,"[0, 1]",893
language_140,"[0, 0]",893
language_141,"[0, 1]",893
language_142,"[0, 1]",893
language_144,"[0, 1]",893
language_145,"[0, 1]",893
language_147,"[1, 1]",893
language_148,"[1, 1]",893
language_150,"[0, 1]",893
language_151,"[1, 1]",893
language_152,"[1, 1]",893
language_153,"[1, 1]",893
language_154,"[0, 1]",893
language_159,"[0, 1]",893
language_161,"[0, 1]",893
language_165,"[0, 1]",893
language_166,"[0, 1]",893
language_167,"[1, 1]",893
language_168,"[0, 1]",893
language_169,"[1, 1]",893
language_170,"[1, 0]",893
language_171,"[0, 0]",893
language_172,"[1, 1]",893
language_173,"[1, 1]",893
language_175,"[0, 1]",893
language_180,"[1, 1]",893
language_181,"[1, 1]",893
language_183,"[0, 1]",893
language_184,"[1, 1]",893
language_185,"[0, 0]",893
language_186,"[1, 0]",893
language_187,"[0, 0]",893
language_192,"[0, 0]",893
language_193,"[0, 1]",893
language_194,"[0, 1]",893
language_195,"[0, 1]",893
language_196,"[0, 1]",893
language_198,"[0, 1]",893
language_199,"[0, 1]",893
language_201,"[0, 0]",893
language_206,"[1, 1]",893
language_207,"[0, 1]",893
language_208,"[0, 1]",893
language_209,"[0, 0]",893
language_210,"[1, 1]",893
language_211,"[1, 0]",893
language_212,"[0, 0]",893
language_214,"[0, 1]",893
language_215,"[0, 1]",893
language_216,"[0, 1]",893
language_218,"[1, 1]",893
language_220,"[0, 1]",893
language_221,"[0, 1]",893
language_222,"[0, 1]",893
language_227,"[1, 0]",893
language_228,"[0, 0]",893
language_234,"[1, 0]",893
language_235,"[0, 0]",893
language_236,"[1, 0]",893
language_237,"[0, 0]",893
language_240,"[1, 1]",893
language_241,"[0, 1]",893
language_242,"[1, 1]",893
language_244,"[0, 0]",893
language_249,"[0, 1]",893
language_250,"[1, 1]",893
language_253,"[0, 1]",893
language_254,"[0, 1]",893
language_255,"[0, 1]",893
language_256,"[0, 0]",893
language_257,"[1, 0]",893
language_258,"[1, 1]",893
