LANGUAGE,LINEAGE,SET
language_1,"[0, 1]",532
language_2,"[0, 0]",532
language_4,"[0, 1]",532
language_5,"[0, 0]",532
language_6,"[0, 1]",532
language_7,"[0, 0]",532
language_10,"[0, 1]",532
language_13,"[0, 0]",532
language_14,"[0, 1]",532
language_17,"[1, 1]",532
language_18,"[1, 1]",532
language_19,"[0, 1]",532
language_20,"[0, 1]",532
language_21,"[0, 1]",532
language_24,"[0, 1]",532
language_25,"[1, 1]",532
language_27,"[0, 1]",532
language_28,"[0, 0]",532
language_33,"[0, 1]",532
language_34,"[1, 1]",532
language_35,"[0, 0]",532
language_36,"[0, 0]",532
language_38,"[1, 0]",532
language_40,"[0, 1]",532
language_41,"[0, 1]",532
language_42,"[1, 1]",532
language_43,"[0, 1]",532
language_45,"[0, 1]",532
language_46,"[0, 1]",532
language_47,"[0, 0]",532
language_48,"[0, 1]",532
language_49,"[0, 1]",532
language_52,"[1, 1]",532
language_54,"[0, 1]",532
language_56,"[0, 1]",532
language_57,"[0, 1]",532
language_58,"[1, 0]",532
language_61,"[1, 1]",532
language_62,"[1, 1]",532
language_63,"[0, 1]",532
language_64,"[0, 1]",532
language_65,"[0, 1]",532
language_68,"[1, 1]",532
language_69,"[0, 1]",532
language_70,"[0, 1]",532
language_71,"[1, 0]",532
language_72,"[1, 0]",532
language_73,"[1, 0]",532
language_74,"[0, 1]",532
language_78,"[0, 0]",532
language_79,"[1, 1]",532
language_82,"[0, 1]",532
language_84,"[0, 1]",532
language_86,"[0, 1]",532
language_87,"[0, 1]",532
language_88,"[1, 1]",532
language_89,"[1, 0]",532
language_90,"[0, 1]",532
language_91,"[0, 1]",532
language_92,"[0, 1]",532
language_94,"[0, 1]",532
language_99,"[0, 1]",532
language_101,"[0, 1]",532
language_108,"[0, 1]",532
language_109,"[0, 1]",532
language_110,"[0, 0]",532
language_113,"[1, 1]",532
language_114,"[1, 1]",532
language_115,"[0, 1]",532
language_116,"[1, 0]",532
language_117,"[0, 1]",532
language_118,"[1, 1]",532
language_119,"[0, 1]",532
language_125,"[0, 1]",532
language_126,"[0, 0]",532
language_127,"[1, 1]",532
language_128,"[1, 0]",532
language_129,"[0, 1]",532
language_131,"[0, 1]",532
language_132,"[0, 1]",532
language_133,"[0, 1]",532
language_134,"[1, 1]",532
language_135,"[0, 1]",532
language_137,"[0, 0]",532
language_138,"[1, 0]",532
language_140,"[0, 1]",532
language_142,"[0, 1]",532
language_146,"[0, 1]",532
language_147,"[0, 1]",532
language_148,"[0, 1]",532
language_151,"[0, 1]",532
language_152,"[0, 0]",532
language_153,"[0, 1]",532
language_154,"[0, 1]",532
language_155,"[1, 1]",532
language_156,"[0, 1]",532
language_158,"[1, 1]",532
language_159,"[0, 0]",532
language_160,"[0, 0]",532
language_161,"[1, 1]",532
language_162,"[0, 1]",532
language_164,"[0, 0]",532
language_168,"[0, 0]",532
language_170,"[0, 1]",532
language_171,"[0, 1]",532
language_173,"[0, 1]",532
language_174,"[0, 1]",532
language_177,"[0, 1]",532
language_178,"[1, 1]",532
language_180,"[1, 1]",532
language_181,"[1, 1]",532
language_182,"[0, 1]",532
language_183,"[0, 1]",532
language_184,"[1, 1]",532
language_185,"[0, 1]",532
language_186,"[0, 1]",532
language_188,"[0, 0]",532
language_193,"[0, 1]",532
language_194,"[0, 1]",532
language_195,"[0, 0]",532
language_196,"[0, 1]",532
language_197,"[1, 1]",532
language_199,"[0, 0]",532
language_200,"[1, 1]",532
language_201,"[0, 1]",532
language_202,"[0, 1]",532
language_203,"[0, 1]",532
language_204,"[0, 1]",532
language_205,"[0, 1]",532
language_206,"[1, 1]",532
language_208,"[0, 1]",532
language_209,"[0, 1]",532
language_210,"[0, 1]",532
language_212,"[0, 1]",532
language_214,"[0, 1]",532
language_215,"[0, 1]",532
language_219,"[0, 1]",532
language_222,"[1, 1]",532
language_226,"[0, 1]",532
language_228,"[0, 1]",532
language_229,"[0, 0]",532
language_230,"[0, 1]",532
language_232,"[1, 1]",532
language_233,"[0, 0]",532
language_241,"[0, 1]",532
language_243,"[0, 0]",532
language_244,"[0, 1]",532
language_246,"[0, 1]",532
language_247,"[0, 1]",532
language_248,"[0, 1]",532
language_250,"[0, 0]",532
language_251,"[0, 1]",532
language_252,"[1, 1]",532
language_253,"[0, 1]",532
language_254,"[0, 0]",532
language_255,"[0, 0]",532
language_257,"[0, 1]",532
language_258,"[0, 1]",532
language_260,"[0, 1]",532
language_262,"[0, 1]",532
language_263,"[0, 1]",532
language_264,"[1, 1]",532
language_266,"[0, 1]",532
language_269,"[0, 1]",532
language_270,"[0, 1]",532
language_272,"[0, 1]",532
language_274,"[0, 1]",532
language_275,"[0, 0]",532
language_277,"[1, 1]",532
language_278,"[0, 1]",532
language_280,"[1, 0]",532
language_281,"[0, 1]",532
language_284,"[0, 1]",532
language_285,"[0, 1]",532
language_286,"[0, 1]",532
language_287,"[0, 0]",532
language_290,"[0, 0]",532
language_292,"[0, 1]",532
language_293,"[1, 0]",532
language_294,"[1, 1]",532
language_297,"[0, 1]",532
language_298,"[0, 0]",532
language_299,"[0, 0]",532
language_301,"[0, 0]",532
language_302,"[1, 1]",532
language_303,"[0, 1]",532
language_304,"[0, 1]",532
language_307,"[1, 1]",532
language_310,"[1, 1]",532
language_313,"[1, 1]",532
language_314,"[0, 1]",532
language_317,"[0, 1]",532
language_319,"[0, 0]",532
language_321,"[0, 1]",532
language_324,"[1, 1]",532
language_325,"[1, 1]",532
language_327,"[0, 1]",532
language_328,"[0, 0]",532
language_330,"[0, 1]",532
language_331,"[0, 1]",532
language_332,"[0, 1]",532
language_334,"[0, 1]",532
language_339,"[0, 1]",532
language_340,"[1, 0]",532
language_342,"[1, 1]",532
language_343,"[0, 0]",532
language_344,"[0, 1]",532
language_346,"[0, 1]",532
language_348,"[0, 1]",532
language_352,"[0, 1]",532
language_353,"[0, 1]",532
language_354,"[0, 1]",532
language_355,"[0, 1]",532
language_358,"[1, 1]",532
language_363,"[1, 1]",532
language_365,"[1, 1]",532
language_366,"[0, 0]",532
language_369,"[0, 1]",532
language_370,"[1, 1]",532
language_371,"[0, 1]",532
language_372,"[0, 1]",532
language_374,"[0, 1]",532
language_375,"[0, 1]",532
language_376,"[1, 1]",532
language_383,"[0, 1]",532
language_385,"[1, 0]",532
language_386,"[0, 1]",532
language_387,"[0, 1]",532
language_389,"[1, 1]",532
language_390,"[1, 1]",532
language_391,"[0, 1]",532
language_392,"[1, 1]",532
language_393,"[0, 1]",532
language_396,"[1, 0]",532
language_398,"[1, 1]",532
language_400,"[0, 0]",532
language_401,"[1, 1]",532
language_402,"[0, 1]",532
language_404,"[1, 1]",532
language_405,"[0, 0]",532
language_406,"[0, 1]",532
language_407,"[0, 1]",532
language_408,"[1, 1]",532
language_410,"[0, 1]",532
language_411,"[1, 1]",532
language_412,"[1, 1]",532
language_413,"[0, 1]",532
language_417,"[0, 1]",532
language_422,"[1, 0]",532
language_423,"[0, 1]",532
language_424,"[0, 1]",532
