LANGUAGE,LINEAGE,SET
language_1,"[0, 1]",200
language_4,"[0, 1]",200
language_7,"[0, 1]",200
language_8,"[1, 1]",200
language_9,"[0, 1]",200
language_10,"[0, 0]",200
language_12,"[0, 1]",200
language_13,"[0, 1]",200
language_14,"[0, 1]",200
language_17,"[0, 1]",200
language_19,"[0, 1]",200
language_21,"[0, 1]",200
language_22,"[0, 1]",200
language_23,"[1, 1]",200
language_24,"[0, 1]",200
language_25,"[0, 1]",200
language_28,"[1, 1]",200
language_29,"[0, 1]",200
language_30,"[0, 1]",200
language_32,"[1, 1]",200
language_35,"[0, 0]",200
language_36,"[1, 0]",200
language_37,"[1, 0]",200
language_39,"[1, 0]",200
language_40,"[0, 1]",200
language_41,"[1, 1]",200
language_42,"[1, 0]",200
language_43,"[0, 1]",200
language_44,"[0, 1]",200
language_45,"[0, 1]",200
language_47,"[0, 1]",200
language_50,"[0, 1]",200
language_51,"[0, 0]",200
language_53,"[1, 1]",200
language_54,"[0, 1]",200
language_55,"[1, 1]",200
language_56,"[1, 0]",200
language_57,"[1, 1]",200
language_58,"[1, 0]",200
language_61,"[1, 1]",200
language_62,"[1, 1]",200
language_63,"[1, 1]",200
language_65,"[0, 1]",200
language_66,"[0, 1]",200
language_67,"[0, 1]",200
language_68,"[0, 1]",200
language_69,"[1, 1]",200
language_76,"[0, 1]",200
language_77,"[0, 0]",200
language_79,"[1, 1]",200
language_80,"[0, 1]",200
language_81,"[0, 1]",200
language_82,"[1, 0]",200
language_85,"[0, 0]",200
language_86,"[0, 0]",200
language_87,"[0, 0]",200
language_88,"[0, 0]",200
language_89,"[0, 1]",200
language_91,"[0, 1]",200
language_93,"[1, 1]",200
language_96,"[0, 1]",200
language_100,"[0, 1]",200
language_101,"[1, 1]",200
language_103,"[0, 1]",200
language_104,"[0, 1]",200
language_105,"[0, 1]",200
language_106,"[0, 0]",200
language_107,"[0, 1]",200
language_108,"[0, 1]",200
language_111,"[0, 1]",200
language_112,"[1, 1]",200
language_113,"[0, 1]",200
language_116,"[0, 1]",200
language_117,"[0, 1]",200
language_120,"[0, 1]",200
language_121,"[1, 1]",200
language_123,"[0, 1]",200
language_124,"[0, 0]",200
language_126,"[0, 1]",200
language_127,"[1, 1]",200
language_129,"[0, 0]",200
language_130,"[0, 1]",200
language_131,"[0, 1]",200
language_134,"[0, 1]",200
language_136,"[0, 1]",200
language_137,"[0, 1]",200
language_140,"[1, 1]",200
language_141,"[0, 1]",200
language_142,"[0, 1]",200
language_145,"[0, 1]",200
language_146,"[0, 1]",200
language_148,"[0, 1]",200
language_149,"[0, 0]",200
language_150,"[0, 1]",200
language_151,"[1, 1]",200
language_153,"[0, 1]",200
language_155,"[0, 1]",200
language_157,"[0, 0]",200
language_158,"[0, 1]",200
language_159,"[0, 1]",200
language_161,"[0, 1]",200
language_165,"[0, 1]",200
language_166,"[0, 1]",200
language_167,"[0, 1]",200
language_168,"[0, 1]",200
language_170,"[0, 1]",200
language_171,"[0, 0]",200
language_172,"[1, 0]",200
language_174,"[1, 1]",200
language_175,"[0, 1]",200
language_183,"[0, 1]",200
language_185,"[0, 1]",200
language_187,"[0, 1]",200
language_188,"[1, 1]",200
language_191,"[1, 1]",200
language_192,"[1, 1]",200
language_193,"[1, 1]",200
language_194,"[0, 1]",200
language_195,"[0, 1]",200
language_196,"[1, 1]",200
language_199,"[0, 1]",200
language_200,"[0, 1]",200
language_202,"[0, 1]",200
language_203,"[1, 1]",200
language_206,"[1, 1]",200
language_207,"[0, 1]",200
language_208,"[0, 1]",200
language_209,"[0, 1]",200
language_210,"[0, 1]",200
language_211,"[1, 1]",200
language_215,"[1, 0]",200
language_216,"[0, 1]",200
language_217,"[0, 0]",200
language_218,"[0, 1]",200
language_219,"[0, 1]",200
language_220,"[0, 1]",200
language_223,"[0, 1]",200
language_224,"[0, 1]",200
language_225,"[0, 0]",200
language_227,"[0, 0]",200
language_228,"[0, 1]",200
language_229,"[0, 1]",200
language_230,"[0, 1]",200
language_231,"[0, 1]",200
language_232,"[0, 1]",200
language_234,"[0, 1]",200
language_236,"[1, 0]",200
language_239,"[0, 0]",200
language_240,"[1, 1]",200
language_241,"[1, 1]",200
language_243,"[1, 1]",200
language_244,"[0, 1]",200
language_246,"[1, 0]",200
language_247,"[0, 1]",200
language_248,"[0, 1]",200
language_249,"[0, 1]",200
language_250,"[1, 1]",200
language_251,"[1, 0]",200
language_252,"[0, 1]",200
language_254,"[1, 0]",200
language_258,"[0, 1]",200
language_259,"[1, 1]",200
language_260,"[0, 0]",200
language_262,"[0, 1]",200
language_263,"[1, 1]",200
language_264,"[0, 0]",200
language_265,"[1, 1]",200
language_267,"[0, 1]",200
language_268,"[0, 1]",200
language_269,"[0, 0]",200
language_271,"[0, 1]",200
language_272,"[1, 1]",200
language_274,"[0, 1]",200
language_275,"[0, 1]",200
language_276,"[0, 1]",200
language_277,"[1, 0]",200
language_278,"[0, 1]",200
language_280,"[0, 1]",200
language_281,"[0, 0]",200
language_284,"[0, 1]",200
language_286,"[1, 1]",200
language_287,"[0, 1]",200
language_289,"[1, 1]",200
language_291,"[0, 1]",200
language_292,"[1, 1]",200
language_297,"[0, 1]",200
language_298,"[0, 0]",200
language_299,"[0, 1]",200
language_302,"[0, 1]",200
language_303,"[0, 1]",200
language_304,"[1, 1]",200
language_305,"[1, 1]",200
language_306,"[0, 0]",200
language_307,"[0, 1]",200
language_308,"[0, 1]",200
language_309,"[0, 1]",200
language_312,"[1, 1]",200
language_316,"[0, 0]",200
language_317,"[1, 1]",200
language_318,"[1, 1]",200
language_320,"[0, 1]",200
language_321,"[1, 1]",200
language_322,"[0, 1]",200
language_323,"[0, 0]",200
language_324,"[1, 1]",200
language_325,"[0, 0]",200
language_326,"[0, 1]",200
language_328,"[1, 0]",200
language_329,"[0, 1]",200
language_330,"[0, 1]",200
language_332,"[0, 1]",200
language_333,"[0, 0]",200
language_334,"[0, 1]",200
language_336,"[0, 1]",200
language_337,"[0, 1]",200
language_338,"[0, 1]",200
language_340,"[0, 0]",200
language_342,"[0, 0]",200
language_344,"[0, 1]",200
language_345,"[0, 1]",200
language_346,"[1, 0]",200
language_347,"[1, 1]",200
language_348,"[0, 1]",200
language_349,"[0, 1]",200
language_350,"[1, 1]",200
language_353,"[0, 0]",200
language_354,"[0, 1]",200
language_355,"[0, 1]",200
language_356,"[0, 1]",200
language_357,"[0, 0]",200
language_358,"[1, 1]",200
language_359,"[1, 1]",200
language_360,"[0, 1]",200
language_361,"[0, 1]",200
language_362,"[0, 1]",200
language_363,"[0, 1]",200
language_364,"[1, 1]",200
language_365,"[0, 1]",200
language_369,"[1, 1]",200
language_372,"[0, 1]",200
language_374,"[0, 1]",200
language_375,"[0, 1]",200
language_376,"[0, 0]",200
language_377,"[0, 1]",200
language_378,"[0, 0]",200
language_379,"[1, 1]",200
language_380,"[1, 1]",200
language_381,"[0, 0]",200
language_383,"[0, 1]",200
language_384,"[1, 1]",200
language_385,"[0, 0]",200
language_386,"[1, 1]",200
language_387,"[1, 1]",200
language_388,"[0, 0]",200
language_391,"[0, 1]",200
language_393,"[0, 0]",200
language_394,"[0, 0]",200
language_396,"[0, 1]",200
language_398,"[0, 0]",200
language_399,"[0, 1]",200
language_401,"[0, 1]",200
language_403,"[0, 1]",200
language_404,"[1, 0]",200
language_405,"[0, 0]",200
language_406,"[0, 1]",200
language_408,"[0, 1]",200
language_409,"[0, 1]",200
language_410,"[0, 0]",200
language_411,"[0, 0]",200
language_412,"[0, 1]",200
language_415,"[1, 1]",200
language_416,"[1, 1]",200
language_417,"[0, 1]",200
language_419,"[0, 1]",200
language_423,"[0, 1]",200
language_424,"[0, 1]",200
language_425,"[0, 1]",200
language_426,"[1, 1]",200
language_427,"[0, 1]",200
language_428,"[0, 1]",200
language_429,"[0, 0]",200
language_430,"[0, 1]",200
language_431,"[0, 1]",200
language_432,"[0, 0]",200
language_433,"[1, 1]",200
language_434,"[1, 1]",200
language_437,"[0, 1]",200
language_438,"[0, 1]",200
language_439,"[0, 1]",200
language_441,"[1, 1]",200
language_442,"[1, 1]",200
language_443,"[1, 1]",200
language_445,"[1, 0]",200
language_447,"[1, 1]",200
language_449,"[0, 1]",200
language_451,"[1, 0]",200
language_453,"[0, 1]",200
language_454,"[1, 0]",200
language_456,"[0, 1]",200
language_457,"[0, 1]",200
language_460,"[1, 1]",200
language_466,"[1, 1]",200
language_469,"[0, 0]",200
language_470,"[1, 1]",200
language_471,"[0, 1]",200
language_472,"[1, 1]",200
language_473,"[0, 1]",200
language_477,"[0, 1]",200
language_480,"[1, 1]",200
language_481,"[0, 1]",200
language_483,"[0, 0]",200
language_484,"[0, 1]",200
language_487,"[0, 1]",200
language_488,"[0, 0]",200
language_489,"[1, 0]",200
language_491,"[0, 1]",200
language_492,"[0, 0]",200
language_493,"[1, 0]",200
language_495,"[0, 0]",200
language_496,"[1, 0]",200
language_499,"[0, 1]",200
language_500,"[0, 0]",200
language_501,"[0, 1]",200
language_502,"[0, 0]",200
language_503,"[0, 1]",200
language_505,"[0, 1]",200
language_506,"[0, 0]",200
language_507,"[1, 0]",200
language_508,"[0, 1]",200
language_509,"[0, 1]",200
language_510,"[0, 1]",200
language_513,"[0, 1]",200
language_516,"[0, 1]",200
language_518,"[0, 1]",200
language_520,"[1, 1]",200
language_521,"[0, 1]",200
language_522,"[0, 1]",200
language_523,"[0, 1]",200
language_525,"[0, 1]",200
language_526,"[0, 1]",200
language_527,"[0, 1]",200
language_528,"[0, 0]",200
language_530,"[0, 1]",200
language_531,"[0, 1]",200
language_532,"[0, 1]",200
language_533,"[0, 1]",200
language_534,"[0, 1]",200
language_536,"[1, 1]",200
language_538,"[0, 1]",200
language_539,"[0, 0]",200
language_540,"[1, 1]",200
language_542,"[0, 0]",200
language_545,"[1, 1]",200
language_546,"[0, 1]",200
language_547,"[0, 0]",200
language_548,"[0, 0]",200
language_551,"[0, 1]",200
language_552,"[0, 1]",200
language_553,"[0, 0]",200
language_555,"[0, 1]",200
language_557,"[0, 1]",200
language_559,"[0, 1]",200
language_562,"[0, 1]",200
language_563,"[0, 1]",200
language_565,"[0, 1]",200
language_570,"[0, 1]",200
language_571,"[0, 1]",200
language_572,"[1, 0]",200
language_573,"[1, 1]",200
language_574,"[0, 1]",200
language_575,"[0, 0]",200
language_577,"[1, 1]",200
language_578,"[0, 0]",200
language_581,"[0, 1]",200
language_582,"[1, 1]",200
language_584,"[1, 1]",200
language_587,"[1, 1]",200
language_590,"[0, 1]",200
language_593,"[0, 1]",200
language_594,"[1, 1]",200
language_595,"[1, 1]",200
language_596,"[0, 1]",200
language_597,"[0, 0]",200
language_599,"[0, 1]",200
language_600,"[1, 1]",200
language_601,"[0, 0]",200
language_602,"[1, 1]",200
language_603,"[0, 1]",200
language_604,"[0, 1]",200
language_605,"[1, 1]",200
language_606,"[0, 1]",200
language_607,"[0, 1]",200
language_608,"[0, 1]",200
language_609,"[0, 1]",200
language_613,"[0, 0]",200
language_615,"[1, 1]",200
language_621,"[0, 1]",200
language_622,"[0, 1]",200
language_623,"[1, 1]",200
language_629,"[0, 1]",200
language_630,"[0, 0]",200
language_631,"[0, 0]",200
language_632,"[0, 1]",200
language_634,"[0, 0]",200
language_636,"[0, 1]",200
language_637,"[0, 0]",200
language_640,"[0, 1]",200
language_641,"[0, 1]",200
language_643,"[0, 1]",200
language_644,"[0, 1]",200
language_646,"[0, 1]",200
language_647,"[0, 1]",200
language_649,"[1, 1]",200
language_650,"[1, 1]",200
language_651,"[0, 1]",200
language_652,"[1, 1]",200
language_654,"[0, 0]",200
language_655,"[0, 0]",200
language_656,"[0, 1]",200
language_658,"[1, 0]",200
language_660,"[0, 1]",200
language_661,"[0, 0]",200
language_662,"[0, 1]",200
language_663,"[0, 0]",200
language_665,"[1, 0]",200
language_666,"[0, 1]",200
language_667,"[1, 1]",200
language_668,"[0, 1]",200
language_669,"[0, 0]",200
language_672,"[0, 1]",200
language_674,"[0, 1]",200
language_676,"[0, 1]",200
language_679,"[1, 1]",200
language_680,"[0, 1]",200
language_681,"[0, 1]",200
language_682,"[0, 1]",200
language_683,"[0, 1]",200
language_684,"[0, 1]",200
language_685,"[1, 1]",200
language_689,"[0, 1]",200
language_690,"[0, 1]",200
language_691,"[0, 1]",200
language_692,"[1, 1]",200
language_693,"[0, 0]",200
language_694,"[1, 0]",200
language_695,"[0, 1]",200
language_696,"[0, 1]",200
language_697,"[0, 1]",200
language_699,"[0, 1]",200
language_700,"[0, 1]",200
language_701,"[1, 1]",200
language_702,"[1, 0]",200
language_703,"[0, 1]",200
language_704,"[0, 0]",200
language_706,"[1, 1]",200
language_707,"[1, 1]",200
language_709,"[0, 1]",200
language_710,"[0, 1]",200
language_711,"[0, 1]",200
language_712,"[0, 1]",200
language_713,"[0, 1]",200
language_714,"[1, 1]",200
language_715,"[0, 1]",200
language_719,"[1, 1]",200
language_720,"[0, 1]",200
language_721,"[0, 1]",200
language_722,"[1, 1]",200
language_724,"[0, 1]",200
language_725,"[1, 0]",200
language_727,"[1, 1]",200
language_729,"[0, 0]",200
language_730,"[0, 1]",200
language_731,"[0, 1]",200
language_732,"[0, 1]",200
language_733,"[1, 1]",200
language_734,"[1, 1]",200
language_735,"[1, 0]",200
language_736,"[0, 1]",200
language_737,"[0, 1]",200
language_740,"[0, 1]",200
language_744,"[1, 1]",200
language_747,"[0, 0]",200
language_749,"[0, 1]",200
language_753,"[1, 1]",200
language_755,"[1, 1]",200
language_756,"[0, 1]",200
language_757,"[0, 0]",200
language_759,"[0, 0]",200
language_760,"[0, 1]",200
language_762,"[0, 1]",200
language_763,"[0, 1]",200
language_764,"[0, 1]",200
language_766,"[0, 1]",200
language_767,"[1, 1]",200
language_769,"[1, 1]",200
language_770,"[0, 0]",200
language_771,"[0, 1]",200
language_772,"[0, 1]",200
language_775,"[0, 1]",200
language_776,"[1, 1]",200
language_777,"[0, 1]",200
language_779,"[1, 1]",200
language_780,"[0, 1]",200
language_781,"[1, 1]",200
language_783,"[0, 1]",200
language_785,"[1, 1]",200
language_787,"[0, 1]",200
language_788,"[0, 1]",200
language_790,"[0, 1]",200
language_793,"[0, 1]",200
language_795,"[0, 1]",200
language_797,"[0, 1]",200
language_798,"[0, 1]",200
language_799,"[0, 0]",200
language_800,"[0, 1]",200
language_801,"[0, 1]",200
language_802,"[0, 1]",200
language_803,"[0, 1]",200
language_806,"[0, 1]",200
language_809,"[0, 0]",200
language_810,"[1, 1]",200
language_813,"[1, 1]",200
language_814,"[0, 1]",200
language_815,"[1, 1]",200
language_816,"[0, 1]",200
