LANGUAGE,LINEAGE,SET
language_3,"[0, 1]",225
language_4,"[1, 0]",225
language_5,"[0, 0]",225
language_6,"[1, 1]",225
language_7,"[0, 0]",225
language_8,"[0, 1]",225
language_9,"[0, 1]",225
language_11,"[0, 1]",225
language_12,"[1, 1]",225
language_13,"[0, 1]",225
language_14,"[0, 0]",225
language_15,"[0, 1]",225
language_16,"[0, 1]",225
language_19,"[0, 1]",225
language_21,"[1, 0]",225
language_22,"[0, 0]",225
language_23,"[0, 1]",225
language_24,"[1, 1]",225
language_25,"[1, 1]",225
language_28,"[0, 1]",225
language_29,"[0, 1]",225
language_30,"[1, 1]",225
language_31,"[0, 1]",225
language_32,"[0, 1]",225
language_33,"[0, 1]",225
language_34,"[0, 0]",225
language_36,"[1, 1]",225
language_37,"[0, 0]",225
language_39,"[0, 0]",225
language_40,"[1, 1]",225
language_42,"[0, 1]",225
language_43,"[1, 1]",225
language_44,"[0, 1]",225
language_46,"[1, 1]",225
language_49,"[0, 1]",225
language_54,"[0, 1]",225
language_56,"[0, 1]",225
language_60,"[1, 0]",225
language_61,"[0, 0]",225
language_62,"[1, 1]",225
language_64,"[0, 1]",225
language_65,"[0, 1]",225
language_66,"[1, 1]",225
language_67,"[1, 1]",225
language_68,"[0, 1]",225
language_69,"[0, 1]",225
language_70,"[0, 1]",225
language_71,"[0, 1]",225
language_73,"[0, 1]",225
language_76,"[0, 0]",225
language_80,"[0, 0]",225
language_81,"[0, 1]",225
language_84,"[0, 1]",225
language_86,"[0, 1]",225
language_87,"[1, 1]",225
language_88,"[0, 1]",225
language_89,"[0, 1]",225
language_91,"[0, 1]",225
language_92,"[1, 1]",225
language_93,"[0, 1]",225
language_96,"[0, 1]",225
language_97,"[0, 1]",225
language_98,"[0, 1]",225
language_99,"[0, 1]",225
language_102,"[0, 1]",225
language_103,"[0, 1]",225
language_104,"[0, 1]",225
language_105,"[0, 0]",225
language_106,"[0, 1]",225
language_107,"[0, 0]",225
language_110,"[0, 1]",225
language_111,"[1, 1]",225
language_113,"[0, 1]",225
language_115,"[0, 0]",225
language_116,"[0, 0]",225
language_118,"[1, 1]",225
language_121,"[1, 1]",225
language_122,"[1, 1]",225
language_125,"[0, 0]",225
language_126,"[0, 1]",225
language_127,"[0, 1]",225
language_129,"[0, 1]",225
language_130,"[0, 1]",225
language_131,"[1, 0]",225
language_132,"[0, 0]",225
language_134,"[0, 0]",225
language_135,"[0, 0]",225
